QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
4,5:21.0,,Defensive rebound by K. Olynyk,77,103
4,5:06.0,,J. Richardson makes 2-pt layup from 2 ft (assist by K. Olynyk),77,105
4,4:53.0,R. Kurucs makes 3-pt jump shot from 26 ft (assist by C. LeVert),,80,105
4,4:32.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by K. Olynyk),80,108
4,4:19.0,A. Crabbe misses 3-pt jump shot from 22 ft,,80,108
4,4:16.0,,Defensive rebound by D. Jones,80,108
4,4:10.0,,Miami full timeout,80,108
4,4:10.0,T. Graham enters the game for A. Crabbe,,80,108
4,4:10.0,,R. Anderson enters the game for K. Olynyk,80,108
4,4:10.0,,D. Waiters enters the game for J. Richardson,80,108
4,4:10.0,,Violation by Team (delay of game),80,108
4,3:55.0,,D. Waiters misses 3-pt jump shot from 30 ft,80,108
4,3:49.0,Defensive rebound by R. Kurucs,,80,108
4,3:40.0,T. Graham misses 2-pt layup from 2 ft,,80,108
4,3:37.0,,Defensive rebound by D. Waiters,80,108
4,3:21.0,,R. Anderson misses 3-pt jump shot from 23 ft,80,108
4,3:17.0,Defensive rebound by R. Kurucs,,80,108
4,3:12.0,R. Kurucs misses 2-pt layup from 1 ft,,80,108
4,3:09.0,,Defensive rebound by D. Robinson,80,108
4,3:00.0,,D. Robinson makes 3-pt jump shot from 25 ft (assist by D. Waiters),80,111
4,2:43.0,C. LeVert misses 3-pt jump shot from 26 ft,,80,111
4,2:41.0,,Defensive rebound by R. Anderson,80,111
4,2:28.0,,D. Robinson misses 2-pt layup from 2 ft (block by R. Kurucs),80,111
4,2:27.0,,Offensive rebound by Team,80,111
4,2:21.0,,D. Waiters misses 3-pt jump shot from 24 ft,80,111
4,2:19.0,,Offensive rebound by R. Anderson,80,111
4,2:19.0,,R. Anderson misses 2-pt layup from 1 ft (block by T. Graham),80,111
4,2:18.0,,Offensive rebound by R. Anderson,80,111
4,2:17.0,,R. Anderson misses 2-pt layup from 2 ft (block by R. Hollis-Jefferson),80,111
4,2:16.0,Defensive rebound by T. Graham,,80,111
4,2:06.0,T. Graham makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,83,111
4,1:41.0,,D. Robinson misses 3-pt jump shot from 27 ft,83,111
4,1:39.0,Defensive rebound by R. Hollis-Jefferson,,83,111
4,1:35.0,Shooting foul by R. McGruder (drawn by S. Dinwiddie),,83,111
4,1:35.0,S. Dinwiddie makes free throw 1 of 3,,84,111
4,1:35.0,S. Dinwiddie makes free throw 2 of 3,,85,111
4,1:35.0,S. Dinwiddie makes free throw 3 of 3,,86,111
4,1:26.0,,R. McGruder makes 2-pt layup from 2 ft (assist by D. Waiters),86,113
4,1:12.0,T. Graham misses 3-pt jump shot from 25 ft,,86,113
4,1:08.0,,Defensive rebound by R. McGruder,86,113
4,0:54.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by D. Waiters),86,116
4,0:41.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,86,116
4,0:35.0,Offensive rebound by T. Graham,,86,116
4,0:35.0,Personal foul by R. McGruder (drawn by R. Kurucs),,86,116
4,0:35.0,R. Kurucs makes free throw 1 of 2,,87,116
4,0:35.0,R. Kurucs makes free throw 2 of 2,,88,116
4,0:19.0,,Shooting foul by S. Dinwiddie (drawn by R. Anderson),88,116
4,0:19.0,,R. Anderson misses free throw 1 of 2,88,116
4,0:19.0,,Offensive rebound by Team,88,116
4,0:19.0,,R. Anderson makes free throw 2 of 2,88,117
4,0:06.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,88,117
4,0:03.0,,Defensive rebound by D. Jones,88,117
