QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
4,8:33.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by L. Williams),108,91
4,8:12.0,Shooting foul by D. Gallinari (drawn by K. Durant),,108,91
4,8:12.0,K. Durant misses free throw 1 of 2,,108,91
4,8:12.0,Offensive rebound by Team,,108,91
4,8:12.0,K. Durant makes free throw 2 of 2,,109,91
4,8:04.0,,L. Williams misses 2-pt layup from 2 ft (block by D. Green),109,91
4,8:04.0,,Offensive rebound by Team,109,91
4,8:01.0,,Shooting foul by K. Durant (drawn by J. Robinson),109,91
4,8:01.0,,J. Robinson makes free throw 1 of 2,109,92
4,8:01.0,,J. Robinson makes free throw 2 of 2,109,93
4,7:45.0,Turnover by K. Durant (bad pass; steal by L. Williams),,109,93
4,7:36.0,,D. Gallinari misses 2-pt layup from 1 ft (block by K. Durant),109,93
4,7:35.0,Defensive rebound by A. Iguodala,,109,93
4,7:35.0,Personal take foul by L. Williams (drawn by A. Iguodala),,109,93
4,7:26.0,S. Curry misses 2-pt layup from 2 ft,,109,93
4,7:24.0,,Defensive rebound by D. Gallinari,109,93
4,7:19.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by L. Williams),109,95
4,7:01.0,K. Durant makes 2-pt jump shot from 10 ft (assist by K. Thompson),,111,95
4,7:01.0,Shooting foul by P. Beverley (drawn by K. Durant),,111,95
4,7:01.0,K. Durant makes free throw 1 of 1,,112,95
4,6:50.0,,L. Williams misses 2-pt jump shot from 13 ft (block by K. Thompson),112,95
4,6:50.0,Defensive rebound by K. Thompson,,112,95
4,6:50.0,Personal take foul by L. Williams (drawn by K. Thompson),,112,95
4,6:50.0,K. Thompson misses free throw 1 of 2,,112,95
4,6:50.0,Offensive rebound by Team,,112,95
4,6:50.0,,Technical foul by L. Williams,112,95
4,6:50.0,S. Curry makes technical free throw,,113,95
4,6:50.0,,LA Clippers full timeout,113,95
4,6:50.0,K. Thompson makes free throw 2 of 2,,114,95
4,6:38.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Williams),114,98
4,6:12.0,K. Durant misses 3-pt jump shot from 27 ft,,114,98
4,6:10.0,,Defensive rebound by Team,114,98
4,6:02.0,,Shooting foul by D. Green (drawn by S. Gilgeous-Alexander),114,98
4,6:02.0,Technical foul by D. Green,,114,98
4,6:02.0,,D. Gallinari makes technical free throw,114,99
4,6:02.0,,S. Gilgeous-Alexander makes free throw 1 of 2,114,100
4,6:02.0,,S. Gilgeous-Alexander makes free throw 2 of 2,114,101
4,5:51.0,S. Curry makes 3-pt jump shot from 26 ft,,117,101
4,5:35.0,,L. Williams misses 3-pt jump shot from 26 ft,117,101
4,5:32.0,Defensive rebound by S. Curry,,117,101
4,5:10.0,K. Durant misses 2-pt jump shot from 17 ft,,117,101
4,5:07.0,,Defensive rebound by P. Beverley,117,101
4,5:03.0,,D. Gallinari misses 3-pt jump shot from 28 ft,117,101
4,4:58.0,Defensive rebound by D. Green,,117,101
4,4:49.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by D. Green),,119,101
4,4:49.0,,LA Clippers full timeout,119,101
4,4:49.0,,M. Harrell enters the game for D. Gallinari,119,101
4,4:38.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),119,103
4,4:22.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,121,103
4,4:10.0,,J. Robinson makes 3-pt jump shot from 23 ft (assist by L. Williams),121,106
4,3:51.0,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),,123,106
4,3:31.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,123,106
4,3:28.0,Defensive rebound by S. Curry,,123,106
4,3:21.0,Turnover by D. Green (out of bounds lost ball),,123,106
4,3:21.0,,L. Shamet enters the game for S. Gilgeous-Alexander,123,106
4,3:10.0,,L. Williams misses 2-pt layup from 1 ft,123,106
4,3:08.0,Defensive rebound by K. Durant,,123,106
4,2:52.0,Shooting foul by P. Beverley (drawn by S. Curry),,123,106
4,2:52.0,S. Curry makes free throw 1 of 2,,124,106
4,2:52.0,A. McKinnie enters the game for K. Thompson,,124,106
4,2:52.0,S. Curry makes free throw 2 of 2,,125,106
4,2:39.0,,J. Robinson misses 3-pt jump shot from 26 ft,125,106
4,2:37.0,Defensive rebound by S. Curry,,125,106
4,2:25.0,Personal foul by M. Harrell (drawn by A. Iguodala),,125,106
4,2:25.0,A. Iguodala misses free throw 1 of 2,,125,106
4,2:25.0,Offensive rebound by Team,,125,106
4,2:25.0,Q. Cook enters the game for S. Curry,,125,106
4,2:25.0,J. Evans enters the game for K. Durant,,125,106
4,2:25.0,J. Jerebko enters the game for D. Green,,125,106
4,2:25.0,,S. Gilgeous-Alexander enters the game for P. Beverley,125,106
4,2:25.0,,S. Thornwell enters the game for M. Harrell,125,106
4,2:25.0,,I. Zubac enters the game for L. Williams,125,106
4,2:25.0,A. Iguodala misses free throw 2 of 2,,125,106
4,2:25.0,,Defensive rebound by S. Thornwell,125,106
4,2:22.0,,Personal take foul by Q. Cook (drawn by S. Gilgeous-Alexander),125,106
4,2:22.0,,S. Gilgeous-Alexander misses free throw 1 of 2,125,106
4,2:22.0,,Offensive rebound by Team,125,106
4,2:22.0,J. Bell enters the game for A. Iguodala,,125,106
4,2:22.0,,S. Gilgeous-Alexander makes free throw 2 of 2,125,107
4,2:04.0,Q. Cook misses 2-pt jump shot from 11 ft,,125,107
4,2:01.0,,Defensive rebound by J. Robinson,125,107
4,1:57.0,Violation by Team (kicked ball),,125,107
4,1:51.0,,L. Shamet misses 3-pt jump shot from 27 ft,125,107
4,1:47.0,Defensive rebound by J. Jerebko,,125,107
4,1:32.0,J. Bell makes 2-pt jump shot from 16 ft (assist by J. Jerebko),,127,107
4,1:08.0,,J. Robinson misses 3-pt jump shot from 26 ft,127,107
4,1:04.0,,Offensive rebound by I. Zubac,127,107
4,1:04.0,,I. Zubac misses 2-pt layup at rim,127,107
4,1:03.0,Defensive rebound by J. Jerebko,,127,107
4,0:51.0,J. Jerebko misses 3-pt jump shot from 25 ft,,127,107
4,0:48.0,Offensive rebound by J. Bell,,127,107
4,0:45.0,J. Bell misses 2-pt hook shot from 2 ft (block by I. Zubac),,127,107
4,0:42.0,,Defensive rebound by S. Thornwell,127,107
4,0:35.0,,I. Zubac misses 2-pt hook shot from 7 ft,127,107
4,0:33.0,Defensive rebound by Q. Cook,,127,107
4,0:26.0,Q. Cook makes 2-pt layup from 2 ft,,129,107
4,0:19.0,,S. Thornwell makes 3-pt jump shot from 28 ft,129,110
