QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
4,4:44.0,J. Green enters the game for D. Gallinari,,114,111
4,4:44.0,L. Shamet enters the game for S. Gilgeous-Alexander,,114,111
4,4:44.0,,A. Iguodala enters the game for K. Looney,114,111
4,4:24.0,,Violation by Team (kicked ball),114,111
4,4:17.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),,116,111
4,4:04.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),116,114
4,3:40.0,P. Beverley misses 3-pt jump shot from 28 ft,,116,114
4,3:38.0,,Defensive rebound by K. Durant,116,114
4,3:30.0,,K. Durant makes 2-pt dunk from 2 ft,116,116
4,3:03.0,Shooting foul by K. Durant (drawn by L. Williams),,116,116
4,3:03.0,L. Williams misses free throw 1 of 2,,116,116
4,3:03.0,Offensive rebound by Team,,116,116
4,3:03.0,L. Williams makes free throw 2 of 2,,117,116
4,2:52.0,,K. Thompson misses 3-pt jump shot from 28 ft,117,116
4,2:50.0,,Offensive rebound by A. Iguodala,117,116
4,2:40.0,,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),117,118
4,2:32.0,L. Williams makes 3-pt jump shot from 25 ft,,120,118
4,2:32.0,Shooting foul by K. Durant (drawn by L. Williams),,120,118
4,2:32.0,L. Williams makes free throw 1 of 1,,121,118
4,2:15.0,,Turnover by S. Curry (bad pass; steal by P. Beverley),121,118
4,2:05.0,L. Williams makes 2-pt jump shot from 7 ft,,123,118
4,1:53.0,,Personal foul by J. Green (drawn by K. Durant),123,118
4,1:53.0,D. Gallinari enters the game for J. Green,,123,118
4,1:47.0,,K. Durant misses 3-pt jump shot from 26 ft,123,118
4,1:45.0,,Offensive rebound by A. Iguodala,123,118
4,1:40.0,,Offensive foul by K. Thompson (drawn by P. Beverley),123,118
4,1:40.0,,Turnover by K. Thompson (offensive foul),123,118
4,1:30.0,L. Williams makes 2-pt jump shot from 13 ft,,125,118
4,1:29.0,,Golden State full timeout,125,118
4,1:20.0,,A. Iguodala misses 2-pt layup from 2 ft,125,118
4,1:19.0,,Offensive rebound by D. Green,125,118
4,1:16.0,,K. Thompson misses 3-pt jump shot from 28 ft,125,118
4,1:14.0,Defensive rebound by P. Beverley,,125,118
4,0:55.0,L. Williams misses 2-pt jump shot from 17 ft (block by A. Iguodala),,125,118
4,0:55.0,Offensive rebound by L. Williams,,125,118
4,0:55.0,Turnover by Team (shot clock),,125,118
4,0:55.0,G. Temple enters the game for L. Williams,,125,118
4,0:46.0,,A. Iguodala misses 3-pt jump shot from 24 ft,125,118
4,0:43.0,,Offensive rebound by D. Green,125,118
4,0:41.0,,K. Durant misses 3-pt jump shot from 33 ft,125,118
4,0:37.0,Defensive rebound by P. Beverley,,125,118
4,0:33.0,D. Gallinari makes 2-pt layup from 1 ft (assist by L. Shamet),,127,118
4,0:31.0,,S. Curry makes 3-pt jump shot from 33 ft,127,121
4,0:20.0,Personal take foul by K. Durant (drawn by D. Gallinari),,127,121
4,0:20.0,D. Gallinari makes free throw 1 of 2,,128,121
4,0:20.0,D. Gallinari makes free throw 2 of 2,,129,121
4,0:11.0,,A. Iguodala misses 3-pt jump shot from 26 ft,129,121
4,0:07.0,Defensive rebound by P. Beverley,,129,121
