QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
3,8:43.0,,B. Lopez misses 3-pt jump shot from 27 ft,45,59
3,8:40.0,Defensive rebound by J. Tatum,,45,59
3,8:40.0,Shooting foul by B. Lopez (drawn by J. Tatum),,45,59
3,8:40.0,J. Tatum makes free throw 1 of 2,,46,59
3,8:40.0,A. Baynes enters the game for A. Horford,,46,59
3,8:40.0,J. Tatum makes free throw 2 of 2,,47,59
3,8:23.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft,47,61
3,8:08.0,J. Tatum misses 3-pt jump shot from 27 ft,,47,61
3,8:05.0,,Defensive rebound by E. Bledsoe,47,61
3,7:59.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,47,61
3,7:56.0,Defensive rebound by M. Morris,,47,61
3,7:51.0,M. Morris makes 2-pt layup from 1 ft,,49,61
3,7:50.0,,Milwaukee full timeout,49,61
3,7:50.0,A. Horford enters the game for A. Baynes,,49,61
3,7:35.0,,B. Lopez misses 3-pt jump shot from 25 ft,49,61
3,7:32.0,Defensive rebound by J. Brown,,49,61
3,7:25.0,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Irving),,51,61
3,7:25.0,Shooting foul by B. Lopez (drawn by J. Tatum),,51,61
3,7:25.0,,E. İlyasova enters the game for B. Lopez,51,61
3,7:25.0,J. Tatum makes free throw 1 of 1,,52,61
3,7:06.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,52,63
3,6:48.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,52,63
3,6:45.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,52,65
3,6:35.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by A. Horford),,55,65
3,6:18.0,,K. Middleton misses 3-pt jump shot from 22 ft,55,65
3,6:15.0,Defensive rebound by M. Morris,,55,65
3,6:10.0,J. Brown misses 3-pt jump shot from 28 ft,,55,65
3,6:05.0,,Defensive rebound by K. Middleton,55,65
3,6:01.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by K. Middleton),55,67
3,5:44.0,A. Horford makes 2-pt hook shot from 6 ft (assist by M. Morris),,57,67
3,5:36.0,,Shooting foul by J. Tatum (drawn by K. Middleton),57,67
3,5:36.0,,K. Middleton makes free throw 1 of 2,57,68
3,5:36.0,G. Hayward enters the game for J. Brown,,57,68
3,5:36.0,M. Smart enters the game for M. Morris,,57,68
3,5:36.0,,P. Connaughton enters the game for G. Antetokounmpo,57,68
3,5:36.0,,G. Hill enters the game for E. Bledsoe,57,68
3,5:36.0,,B. Lopez enters the game for N. Mirotić,57,68
3,5:36.0,,K. Middleton makes free throw 2 of 2,57,69
3,5:23.0,Turnover by G. Hayward (bad pass; steal by B. Lopez),,57,69
3,5:02.0,,Shooting foul by M. Smart (drawn by K. Middleton),57,69
3,5:02.0,,K. Middleton makes free throw 1 of 2,57,70
3,5:02.0,,K. Middleton makes free throw 2 of 2,57,71
3,4:47.0,Shooting foul by E. İlyasova (drawn by M. Smart),,57,71
3,4:47.0,M. Smart misses free throw 1 of 2,,57,71
3,4:47.0,Offensive rebound by Team,,57,71
3,4:47.0,T. Rozier enters the game for K. Irving,,57,71
3,4:47.0,M. Smart makes free throw 2 of 2,,58,71
3,4:27.0,,K. Middleton misses 2-pt jump shot from 16 ft,58,71
3,4:27.0,Defensive rebound by Team,,58,71
3,4:27.0,,Loose ball foul by G. Hill (drawn by J. Tatum),58,71
3,4:27.0,J. Tatum misses free throw 1 of 2,,58,71
3,4:27.0,Offensive rebound by Team,,58,71
3,4:27.0,D. Theis enters the game for A. Horford,,58,71
3,4:27.0,J. Tatum makes free throw 2 of 2,,59,71
3,4:11.0,,Offensive foul by B. Lopez (drawn by M. Smart),59,71
3,4:11.0,,Turnover by B. Lopez (offensive foul),59,71
3,4:00.0,J. Tatum misses 2-pt layup from 3 ft (block by P. Connaughton),,59,71
3,3:58.0,Offensive rebound by G. Hayward,,59,71
3,3:56.0,M. Smart misses 3-pt jump shot from 24 ft,,59,71
3,3:53.0,,Defensive rebound by K. Middleton,59,71
3,3:49.0,,E. İlyasova misses 2-pt jump shot from 15 ft,59,71
3,3:49.0,Defensive rebound by Team,,59,71
3,3:31.0,G. Hayward misses 2-pt jump shot from 8 ft,,59,71
3,3:27.0,Offensive rebound by D. Theis,,59,71
3,3:27.0,D. Theis misses 2-pt layup from 1 ft,,59,71
3,3:27.0,,Defensive rebound by E. İlyasova,59,71
3,3:27.0,,Turnover by E. İlyasova (lost ball; steal by M. Smart),59,71
3,3:27.0,Shooting foul by B. Lopez (drawn by M. Smart),,59,71
3,3:27.0,M. Smart misses free throw 1 of 2,,59,71
3,3:27.0,Offensive rebound by Team,,59,71
3,3:27.0,,G. Antetokounmpo enters the game for B. Lopez,59,71
3,3:27.0,M. Smart makes free throw 2 of 2,,60,71
3,3:11.0,,Shooting foul by D. Theis (drawn by G. Antetokounmpo),60,71
3,3:11.0,,G. Antetokounmpo makes free throw 1 of 2,60,72
3,3:11.0,,G. Antetokounmpo makes free throw 2 of 2,60,73
3,2:59.0,Turnover by M. Smart (bad pass; steal by G. Hill),,60,73
3,2:44.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,60,73
3,2:42.0,Defensive rebound by J. Tatum,,60,73
3,2:37.0,J. Tatum misses 2-pt layup from 4 ft,,60,73
3,2:33.0,Offensive rebound by D. Theis,,60,73
3,2:33.0,D. Theis misses 2-pt layup from 1 ft,,60,73
3,2:32.0,,Defensive rebound by G. Antetokounmpo,60,73
3,2:27.0,,P. Connaughton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),60,76
3,2:27.0,Boston full timeout,,60,76
3,2:27.0,A. Horford enters the game for M. Smart,,60,76
3,2:27.0,K. Irving enters the game for D. Theis,,60,76
3,2:27.0,,E. Bledsoe enters the game for E. İlyasova,60,76
3,2:27.0,,N. Mirotić enters the game for K. Middleton,60,76
3,2:06.0,Turnover by K. Irving (lost ball; steal by N. Mirotić),,60,76
3,1:47.0,,E. Bledsoe misses 2-pt layup from 1 ft,60,76
3,1:45.0,,Offensive rebound by E. Bledsoe,60,76
3,1:40.0,,E. Bledsoe misses 2-pt layup from 3 ft,60,76
3,1:37.0,,Offensive rebound by G. Hill,60,76
3,1:33.0,,P. Connaughton misses 3-pt jump shot from 29 ft,60,76
3,1:28.0,,Offensive rebound by E. Bledsoe,60,76
3,1:25.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,60,76
3,1:22.0,,Offensive rebound by N. Mirotić,60,76
3,1:13.0,,N. Mirotić misses 3-pt jump shot from 28 ft,60,76
3,1:13.0,,Offensive rebound by Team,60,76
3,1:13.0,Loose ball foul by A. Horford (drawn by G. Hill),,60,76
3,1:13.0,J. Brown enters the game for G. Hayward,,60,76
3,1:13.0,M. Morris enters the game for J. Tatum,,60,76
3,1:06.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,60,76
3,1:03.0,Defensive rebound by T. Rozier,,60,76
3,0:58.0,T. Rozier makes 2-pt jump shot from 15 ft,,62,76
3,0:41.0,,P. Connaughton misses 3-pt jump shot from 24 ft,62,76
3,0:38.0,,Offensive rebound by N. Mirotić,62,76
3,0:25.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,62,78
3,0:06.0,A. Horford misses 2-pt jump shot from 17 ft,,62,78
3,0:03.0,,Defensive rebound by E. Bledsoe,62,78
3,0:01.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),62,80
3,0:00.0,K. Irving misses 3-pt jump shot from 29 ft,,62,80
3,0:00.0,Offensive rebound by Team,,62,80
4,11:41.0,,M. Brogdon makes 2-pt layup from 1 ft,62,82
4,11:29.0,Turnover by J. Brown (bad pass),,62,82
4,11:15.0,,N. Mirotić misses 3-pt jump shot from 28 ft,62,82
4,11:12.0,Defensive rebound by A. Horford,,62,82
4,11:04.0,J. Brown makes 2-pt layup at rim (assist by J. Tatum),,64,82
4,10:49.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),64,84
4,10:38.0,J. Tatum misses 3-pt jump shot from 27 ft,,64,84
4,10:35.0,,Defensive rebound by M. Brogdon,64,84
4,10:26.0,,E. Bledsoe makes 2-pt layup from 1 ft,64,86
