QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
1,11:34.0,,B. Lopez misses 3-pt jump shot from 30 ft,0,0
1,11:31.0,Defensive rebound by A. Baynes,,0,0
1,11:19.0,Turnover by K. Irving (bad pass; steal by N. Mirotić),,0,0
1,11:05.0,,N. Mirotić makes 2-pt jump shot from 5 ft,0,2
1,10:53.0,K. Irving misses 2-pt jump shot from 19 ft,,0,2
1,10:50.0,,Defensive rebound by N. Mirotić,0,2
1,10:40.0,,N. Mirotić makes 3-pt jump shot from 27 ft (assist by K. Middleton),0,5
1,10:24.0,A. Horford misses 3-pt jump shot from 28 ft,,0,5
1,10:22.0,,Defensive rebound by N. Mirotić,0,5
1,10:12.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by N. Mirotić),0,8
1,9:49.0,J. Brown makes 2-pt hook shot from 11 ft (assist by A. Horford),,2,8
1,9:39.0,,B. Lopez misses 3-pt jump shot from 28 ft,2,8
1,9:37.0,Defensive rebound by A. Baynes,,2,8
1,9:35.0,J. Brown misses 3-pt jump shot from 26 ft,,2,8
1,9:32.0,,Defensive rebound by K. Middleton,2,8
1,9:17.0,,B. Lopez misses 3-pt jump shot from 22 ft,2,8
1,9:14.0,Defensive rebound by A. Baynes,,2,8
1,9:12.0,Personal foul by B. Lopez (drawn by A. Horford),,2,8
1,9:08.0,K. Irving misses 2-pt jump shot from 13 ft,,2,8
1,9:05.0,,Defensive rebound by N. Mirotić,2,8
1,8:54.0,,N. Mirotić misses 2-pt jump shot from 14 ft (block by J. Tatum),2,8
1,8:54.0,,Offensive rebound by Team,2,8
1,8:46.0,,N. Mirotić misses 3-pt jump shot from 26 ft,2,8
1,8:43.0,Defensive rebound by J. Tatum,,2,8
1,8:40.0,Shooting foul by K. Middleton (drawn by J. Tatum),,2,8
1,8:40.0,J. Tatum misses free throw 1 of 2,,2,8
1,8:40.0,Offensive rebound by Team,,2,8
1,8:40.0,J. Tatum makes free throw 2 of 2,,3,8
1,8:24.0,,K. Middleton misses 2-pt jump shot from 17 ft,3,8
1,8:21.0,Defensive rebound by J. Tatum,,3,8
1,8:15.0,A. Horford misses 2-pt layup from 3 ft (block by B. Lopez),,3,8
1,8:15.0,,Defensive rebound by Team,3,8
1,8:15.0,Loose ball foul by J. Tatum (drawn by E. Bledsoe),,3,8
1,8:15.0,,Milwaukee full timeout,3,8
1,7:59.0,,G. Antetokounmpo makes 2-pt jump shot from 12 ft (assist by K. Middleton),3,10
1,7:44.0,A. Horford misses 3-pt jump shot from 28 ft,,3,10
1,7:42.0,,Defensive rebound by E. Bledsoe,3,10
1,7:29.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,3,10
1,7:26.0,Defensive rebound by A. Horford,,3,10
1,7:20.0,K. Irving makes 2-pt jump shot from 12 ft (assist by A. Horford),,5,10
1,7:03.0,,K. Middleton makes 2-pt jump shot from 16 ft,5,12
1,6:43.0,Turnover by J. Brown (traveling),,5,12
1,6:43.0,M. Morris enters the game for A. Horford,,5,12
1,6:43.0,,P. Connaughton enters the game for B. Lopez,5,12
1,6:43.0,,E. İlyasova enters the game for N. Mirotić,5,12
1,6:35.0,,Turnover by E. Bledsoe (bad pass),5,12
1,6:35.0,G. Hayward enters the game for J. Brown,,5,12
1,6:17.0,K. Irving makes 2-pt jump shot from 20 ft,,7,12
1,6:14.0,,Shooting foul by M. Morris (drawn by E. Bledsoe),7,12
1,6:14.0,,E. Bledsoe makes free throw 1 of 2,7,13
1,6:14.0,A. Horford enters the game for A. Baynes,,7,13
1,6:14.0,,G. Hill enters the game for P. Connaughton,7,13
1,6:14.0,,E. Bledsoe makes free throw 2 of 2,7,14
1,6:00.0,K. Irving misses 2-pt jump shot from 10 ft,,7,14
1,5:55.0,,Defensive rebound by G. Hill,7,14
1,5:55.0,,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),7,14
1,5:55.0,,G. Antetokounmpo misses free throw 1 of 2,7,14
1,5:55.0,,Offensive rebound by Team,7,14
1,5:55.0,M. Smart enters the game for J. Tatum,,7,14
1,5:55.0,,P. Connaughton enters the game for E. Bledsoe,7,14
1,5:55.0,,G. Antetokounmpo makes free throw 2 of 2,7,15
1,5:39.0,G. Hayward misses 2-pt jump shot from 23 ft,,7,15
1,5:36.0,Offensive rebound by M. Smart,,7,15
1,5:35.0,A. Horford misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,7,15
1,5:35.0,Offensive rebound by Team,,7,15
1,5:29.0,K. Irving misses 2-pt jump shot from 6 ft,,7,15
1,5:26.0,,Defensive rebound by P. Connaughton,7,15
1,5:11.0,,E. İlyasova makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),7,18
1,4:50.0,Shooting foul by G. Antetokounmpo (drawn by M. Morris),,7,18
1,4:50.0,M. Morris makes free throw 1 of 3,,8,18
1,4:50.0,M. Morris misses free throw 2 of 3,,8,18
1,4:50.0,Offensive rebound by Team,,8,18
1,4:50.0,,B. Lopez enters the game for G. Antetokounmpo,8,18
1,4:50.0,M. Morris makes free throw 3 of 3,,9,18
1,4:26.0,,K. Middleton misses 2-pt jump shot from 13 ft,9,18
1,4:23.0,Defensive rebound by M. Morris,,9,18
1,4:16.0,A. Horford makes 3-pt jump shot from 22 ft (assist by M. Morris),,12,18
1,3:58.0,,G. Hill misses 3-pt jump shot from 28 ft,12,18
1,3:55.0,Defensive rebound by A. Horford,,12,18
1,3:42.0,K. Irving misses 2-pt jump shot from 14 ft,,12,18
1,3:41.0,Offensive rebound by M. Smart,,12,18
1,3:41.0,Personal foul by G. Hill (drawn by M. Smart),,12,18
1,3:41.0,Boston full timeout,,12,18
1,3:38.0,Personal foul by E. İlyasova (drawn by K. Irving),,12,18
1,3:38.0,K. Irving makes free throw 1 of 2,,13,18
1,3:38.0,K. Irving makes free throw 2 of 2,,14,18
1,3:21.0,,K. Middleton misses 3-pt jump shot from 26 ft,14,18
1,3:18.0,Defensive rebound by M. Morris,,14,18
1,3:13.0,A. Horford misses 3-pt jump shot from 25 ft,,14,18
1,3:10.0,,Defensive rebound by P. Connaughton,14,18
1,2:59.0,,Personal foul by A. Horford (drawn by K. Middleton),14,18
1,2:59.0,,E. Bledsoe enters the game for K. Middleton,14,18
1,2:57.0,,Turnover by E. Bledsoe (bad pass; steal by M. Smart),14,18
1,2:45.0,Turnover by G. Hayward (lost ball; steal by E. İlyasova),,14,18
1,2:44.0,,Personal take foul by K. Irving (drawn by P. Connaughton),14,18
1,2:44.0,,P. Connaughton misses free throw 1 of 2,14,18
1,2:44.0,,Offensive rebound by Team,14,18
1,2:44.0,,P. Connaughton misses free throw 2 of 2,14,18
1,2:40.0,Defensive rebound by G. Hayward,,14,18
1,2:29.0,K. Irving misses 2-pt jump shot from 15 ft,,14,18
1,2:26.0,,Defensive rebound by P. Connaughton,14,18
1,2:20.0,,Turnover by E. Bledsoe (bad pass; steal by G. Hayward),14,18
1,2:17.0,G. Hayward makes 2-pt layup from 1 ft,,16,18
1,1:55.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,16,18
1,1:51.0,Defensive rebound by M. Morris,,16,18
1,1:47.0,A. Horford misses 2-pt layup from 10 ft (block by E. İlyasova),,16,18
1,1:47.0,Offensive rebound by Team,,16,18
1,1:47.0,A. Baynes enters the game for A. Horford,,16,18
1,1:47.0,T. Rozier enters the game for K. Irving,,16,18
1,1:47.0,,G. Antetokounmpo enters the game for E. İlyasova,16,18
1,1:47.0,,N. Mirotić enters the game for B. Lopez,16,18
1,1:45.0,G. Hayward misses 2-pt layup from 2 ft,,16,18
1,1:42.0,,Defensive rebound by N. Mirotić,16,18
1,1:36.0,,N. Mirotić misses 3-pt jump shot from 27 ft,16,18
1,1:33.0,Defensive rebound by A. Baynes,,16,18
1,1:28.0,A. Baynes misses 3-pt jump shot from 27 ft,,16,18
1,1:25.0,,Defensive rebound by P. Connaughton,16,18
1,1:20.0,,P. Connaughton misses 2-pt jump shot from 19 ft,16,18
1,1:18.0,,Offensive rebound by N. Mirotić,16,18
1,1:08.0,,G. Antetokounmpo misses 2-pt layup from 4 ft,16,18
1,1:05.0,Defensive rebound by A. Baynes,,16,18
1,1:03.0,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Rozier),,19,18
1,0:53.0,,Personal foul by M. Morris (drawn by G. Hill),19,18
1,0:53.0,,G. Hill misses free throw 1 of 2,19,18
1,0:53.0,,Offensive rebound by Team,19,18
1,0:53.0,K. Irving enters the game for M. Smart,,19,18
1,0:53.0,,G. Hill makes free throw 2 of 2,19,19
1,0:40.0,T. Rozier misses 2-pt jump shot from 11 ft,,19,19
1,0:37.0,Offensive rebound by A. Baynes,,19,19
1,0:35.0,K. Irving misses 2-pt jump shot from 18 ft,,19,19
1,0:31.0,,Defensive rebound by G. Antetokounmpo,19,19
1,0:28.0,,G. Hill makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),19,22
1,0:13.0,G. Hayward misses 3-pt jump shot from 26 ft,,19,22
1,0:10.0,,Defensive rebound by G. Antetokounmpo,19,22
1,0:02.0,,G. Hill misses 2-pt layup from 3 ft,19,22
1,0:00.0,Defensive rebound by T. Rozier,,19,22
1,0:00.0,T. Rozier misses 3-pt jump shot from 42 ft,,19,22
1,0:00.0,Offensive rebound by Team,,19,22
2,11:47.0,J. Brown misses 3-pt jump shot from 26 ft,,19,22
2,11:43.0,,Defensive rebound by N. Mirotić,19,22
2,11:36.0,,E. Bledsoe makes 2-pt layup from 7 ft,19,24
2,11:25.0,Turnover by J. Tatum (traveling),,19,24
2,11:11.0,,Shooting foul by A. Baynes (drawn by N. Mirotić),19,24
2,11:11.0,,N. Mirotić makes free throw 1 of 2,19,25
2,11:11.0,,N. Mirotić makes free throw 2 of 2,19,26
2,10:48.0,J. Brown misses 2-pt jump shot from 6 ft,,19,26
2,10:45.0,,Defensive rebound by G. Antetokounmpo,19,26
2,10:41.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),19,29
2,10:41.0,Boston full timeout,,19,29
2,10:41.0,A. Horford enters the game for A. Baynes,,19,29
2,10:19.0,K. Irving misses 3-pt jump shot from 29 ft,,19,29
2,10:16.0,,Defensive rebound by N. Mirotić,19,29
2,10:07.0,,M. Brogdon misses 3-pt jump shot from 26 ft,19,29
2,10:04.0,Defensive rebound by J. Tatum,,19,29
2,10:00.0,J. Tatum misses 2-pt jump shot from 14 ft,,19,29
2,9:59.0,,Defensive rebound by Team,19,29
2,9:43.0,,N. Mirotić misses 3-pt jump shot from 26 ft,19,29
2,9:40.0,Defensive rebound by J. Brown,,19,29
2,9:25.0,K. Irving misses 2-pt jump shot from 15 ft,,19,29
2,9:22.0,,Defensive rebound by G. Antetokounmpo,19,29
2,9:05.0,,G. Antetokounmpo misses 2-pt hook shot from 10 ft,19,29
2,9:03.0,Defensive rebound by T. Rozier,,19,29
2,8:59.0,J. Brown misses 3-pt jump shot from 26 ft,,19,29
2,8:57.0,Offensive rebound by J. Tatum,,19,29
2,8:49.0,Turnover by J. Tatum (traveling),,19,29
2,8:49.0,M. Morris enters the game for T. Rozier,,19,29
2,8:49.0,M. Smart enters the game for J. Tatum,,19,29
2,8:49.0,,P. Connaughton enters the game for M. Brogdon,19,29
2,8:49.0,,E. İlyasova enters the game for N. Mirotić,19,29
2,8:37.0,,Turnover by G. Antetokounmpo (bad pass),19,29
2,8:19.0,K. Irving misses 3-pt jump shot from 28 ft,,19,29
2,8:16.0,,Defensive rebound by P. Connaughton,19,29
2,8:10.0,,K. Middleton makes 2-pt layup from 5 ft (assist by P. Connaughton),19,31
2,7:57.0,A. Horford makes 2-pt hook shot from 12 ft (assist by M. Smart),,21,31
2,7:41.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving),21,31
2,7:37.0,M. Smart misses 3-pt jump shot from 27 ft,,21,31
2,7:34.0,,Defensive rebound by P. Connaughton,21,31
2,7:26.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,21,31
2,7:25.0,,Offensive rebound by E. İlyasova,21,31
2,7:25.0,,E. İlyasova makes 2-pt layup from 1 ft,21,33
2,7:09.0,M. Smart misses 3-pt jump shot from 28 ft,,21,33
2,7:07.0,,Defensive rebound by G. Antetokounmpo,21,33
2,7:01.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,21,33
2,6:59.0,Defensive rebound by A. Horford,,21,33
2,6:50.0,M. Morris misses 3-pt jump shot from 22 ft,,21,33
2,6:45.0,,Defensive rebound by K. Middleton,21,33
2,6:45.0,,Offensive foul by G. Antetokounmpo (drawn by J. Brown),21,33
2,6:45.0,,Turnover by G. Antetokounmpo (offensive foul),21,33
2,6:45.0,G. Hayward enters the game for K. Irving,,21,33
2,6:45.0,,G. Hill enters the game for G. Antetokounmpo,21,33
2,6:45.0,,B. Lopez enters the game for E. Bledsoe,21,33
2,6:35.0,G. Hayward makes 2-pt dunk from 1 ft (assist by A. Horford),,23,33
2,6:18.0,,Turnover by K. Middleton (bad pass; steal by A. Horford),23,33
2,6:15.0,Shooting foul by K. Middleton (drawn by M. Morris),,23,33
2,6:15.0,M. Morris makes free throw 1 of 2,,24,33
2,6:15.0,,Milwaukee full timeout,24,33
2,6:15.0,M. Morris makes free throw 2 of 2,,25,33
2,5:56.0,,K. Middleton misses 2-pt jump shot from 15 ft,25,33
2,5:52.0,Defensive rebound by M. Morris,,25,33
2,5:40.0,M. Smart misses 3-pt jump shot from 23 ft,,25,33
2,5:38.0,,Defensive rebound by K. Middleton,25,33
2,5:24.0,,G. Hill makes 2-pt layup from 2 ft,25,35
2,5:07.0,A. Horford misses 3-pt jump shot from 27 ft,,25,35
2,5:04.0,,Defensive rebound by E. İlyasova,25,35
2,4:41.0,,K. Middleton misses 3-pt jump shot from 26 ft,25,35
2,4:39.0,,Offensive rebound by E. İlyasova,25,35
2,4:34.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by B. Lopez),25,38
2,4:08.0,A. Horford makes 2-pt jump shot from 18 ft (assist by M. Morris),,27,38
2,3:54.0,Flagrant foul type 1 by E. İlyasova (drawn by J. Brown),,27,38
2,3:54.0,,Turnover by E. İlyasova (turnover),27,38
2,3:54.0,,G. Antetokounmpo enters the game for B. Lopez,27,38
2,3:54.0,,M. Brogdon enters the game for K. Middleton,27,38
2,3:54.0,J. Brown makes flagrant free throw 1 of 2,,28,38
2,3:54.0,J. Brown makes flagrant free throw 2 of 2,,29,38
2,3:54.0,K. Irving enters the game for M. Smart,,29,38
2,3:44.0,G. Hayward misses 3-pt jump shot from 28 ft,,29,38
2,3:40.0,,Defensive rebound by E. İlyasova,29,38
2,3:26.0,,G. Hill misses 3-pt jump shot from 26 ft,29,38
2,3:22.0,Defensive rebound by K. Irving,,29,38
2,3:19.0,J. Brown misses 3-pt jump shot from 26 ft,,29,38
2,3:16.0,Offensive rebound by M. Morris,,29,38
2,3:13.0,M. Morris misses 2-pt layup from 6 ft (block by G. Antetokounmpo),,29,38
2,3:11.0,,Defensive rebound by P. Connaughton,29,38
2,3:02.0,,G. Hill misses 3-pt jump shot from 26 ft,29,38
2,2:59.0,Defensive rebound by A. Horford,,29,38
2,2:51.0,K. Irving makes 3-pt jump shot from 28 ft (assist by A. Horford),,32,38
2,2:32.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),32,40
2,2:19.0,K. Irving makes 2-pt layup from 7 ft,,34,40
2,2:06.0,,G. Antetokounmpo makes 2-pt jump shot from 6 ft,34,42
2,2:06.0,,Shooting foul by K. Irving (drawn by G. Antetokounmpo),34,42
2,2:06.0,M. Smart enters the game for J. Brown,,34,42
2,2:06.0,,E. Bledsoe enters the game for P. Connaughton,34,42
2,2:06.0,,K. Middleton enters the game for G. Hill,34,42
2,2:06.0,,N. Mirotić enters the game for E. İlyasova,34,42
2,2:06.0,,G. Antetokounmpo makes free throw 1 of 1,34,43
2,1:53.0,K. Irving makes 2-pt jump shot from 17 ft,,36,43
2,1:30.0,,E. Bledsoe makes 2-pt layup at rim,36,45
2,1:26.0,,Violation by Team (kicked ball),36,45
2,1:20.0,M. Morris misses 2-pt layup from 2 ft (block by N. Mirotić),,36,45
2,1:16.0,,Defensive rebound by M. Brogdon,36,45
2,1:15.0,,M. Brogdon misses 2-pt layup from 1 ft,36,45
2,1:12.0,Defensive rebound by A. Horford,,36,45
2,1:07.0,K. Irving misses 3-pt jump shot from 26 ft,,36,45
2,1:05.0,,Defensive rebound by Team,36,45
2,1:05.0,Loose ball foul by M. Morris (drawn by N. Mirotić),,36,45
2,1:05.0,A. Baynes enters the game for A. Horford,,36,45
2,1:05.0,J. Brown enters the game for M. Morris,,36,45
2,0:50.0,,M. Brogdon makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),36,48
2,0:37.0,G. Hayward misses 2-pt jump shot from 16 ft,,36,48
2,0:35.0,,Defensive rebound by K. Middleton,36,48
2,0:27.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),36,51
2,0:27.0,Boston full timeout,,36,51
2,0:27.0,Technical foul by A. Horford,,36,51
2,0:27.0,A. Horford enters the game for A. Baynes,,36,51
2,0:27.0,,G. Hill enters the game for G. Antetokounmpo,36,51
2,0:27.0,,E. İlyasova enters the game for E. Bledsoe,36,51
2,0:27.0,,K. Middleton makes technical free throw,36,52
2,0:27.0,,P. Connaughton enters the game for K. Middleton,36,52
2,0:09.0,G. Hayward makes 3-pt jump shot from 28 ft (assist by M. Smart),,39,52
2,0:00.0,,P. Connaughton misses 3-pt jump shot from 23 ft,39,52
2,0:00.0,,Offensive rebound by Team,39,52
3,11:46.0,Shooting foul by K. Middleton (drawn by J. Tatum),,39,52
3,11:46.0,J. Tatum makes free throw 1 of 2,,40,52
3,11:46.0,J. Tatum makes free throw 2 of 2,,41,52
3,11:31.0,,K. Middleton makes 2-pt jump shot from 12 ft,41,54
3,11:23.0,K. Irving misses 3-pt jump shot from 30 ft,,41,54
3,11:20.0,,Defensive rebound by N. Mirotić,41,54
3,11:05.0,,E. Bledsoe makes 2-pt jump shot from 20 ft (assist by G. Antetokounmpo),41,56
3,10:47.0,K. Irving misses 3-pt jump shot from 24 ft,,41,56
3,10:44.0,,Defensive rebound by G. Antetokounmpo,41,56
3,10:38.0,,B. Lopez misses 3-pt jump shot from 26 ft,41,56
3,10:35.0,Defensive rebound by M. Morris,,41,56
3,10:27.0,J. Tatum misses 2-pt jump shot from 13 ft,,41,56
3,10:23.0,,Defensive rebound by K. Middleton,41,56
3,10:12.0,,N. Mirotić misses 3-pt jump shot from 29 ft,41,56
3,10:09.0,Defensive rebound by J. Brown,,41,56
3,9:55.0,Shooting foul by G. Antetokounmpo (drawn by J. Brown),,41,56
3,9:55.0,J. Brown makes free throw 1 of 2,,42,56
3,9:55.0,J. Brown makes free throw 2 of 2,,43,56
3,9:40.0,,B. Lopez misses 3-pt jump shot from 25 ft,43,56
3,9:40.0,,Offensive rebound by N. Mirotić,43,56
3,9:31.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by N. Mirotić),43,59
3,9:08.0,A. Horford misses 2-pt jump shot from 16 ft,,43,59
3,9:00.0,,Defensive rebound by E. Bledsoe,43,59
3,8:58.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Brown),43,59
3,8:53.0,J. Brown makes 2-pt layup at rim,,45,59
