QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
3,8:24.0,Defensive rebound by N. Jokić,,57,64
3,8:08.0,J. Murray makes 2-pt jump shot from 8 ft,,59,64
3,8:08.0,,San Antonio full timeout,59,64
3,8:08.0,,M. Belinelli enters the game for B. Forbes,59,64
3,7:50.0,,D. DeRozan makes 2-pt jump shot from 13 ft (assist by L. Aldridge),59,66
3,7:32.0,N. Jokić misses 2-pt jump shot from 5 ft,,59,66
3,7:29.0,,Defensive rebound by L. Aldridge,59,66
3,7:15.0,,D. White misses 3-pt jump shot from 26 ft,59,66
3,7:11.0,Defensive rebound by W. Barton,,59,66
3,7:07.0,Offensive foul by N. Jokić (drawn by J. Poeltl),,59,66
3,7:07.0,Turnover by N. Jokić (offensive foul),,59,66
3,7:07.0,,R. Gay enters the game for J. Poeltl,59,66
3,6:50.0,,D. White misses 2-pt jump shot from 10 ft,59,66
3,6:47.0,Defensive rebound by P. Millsap,,59,66
3,6:39.0,N. Jokić makes 2-pt jump shot from 7 ft,,61,66
3,6:18.0,,R. Gay misses 2-pt jump shot from 14 ft,61,66
3,6:17.0,,Offensive rebound by L. Aldridge,61,66
3,6:17.0,,Shooting foul by P. Millsap (drawn by L. Aldridge),61,66
3,6:17.0,,L. Aldridge misses free throw 1 of 2,61,66
3,6:17.0,,Offensive rebound by Team,61,66
3,6:17.0,,L. Aldridge makes free throw 2 of 2,61,67
3,6:06.0,G. Harris makes 3-pt jump shot from 27 ft (assist by N. Jokić),,64,67
3,5:47.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by R. Gay),64,70
3,5:34.0,Turnover by J. Murray (bad pass; steal by D. DeRozan),,64,70
3,5:29.0,,R. Gay makes 2-pt layup from 6 ft (assist by D. White),64,72
3,5:29.0,Denver full timeout,,64,72
3,5:29.0,M. Beasley enters the game for G. Harris,,64,72
3,5:29.0,M. Plumlee enters the game for P. Millsap,,64,72
3,5:08.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,67,72
3,4:48.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),67,75
3,4:34.0,W. Barton misses 3-pt jump shot from 27 ft,,67,75
3,4:33.0,Offensive rebound by Team,,67,75
3,4:33.0,,Loose ball foul by R. Gay (drawn by M. Plumlee),67,75
3,4:33.0,,P. Mills enters the game for D. White,67,75
3,4:27.0,J. Murray misses 2-pt layup from 5 ft,,67,75
3,4:25.0,,Defensive rebound by R. Gay,67,75
3,4:17.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by R. Gay),67,78
3,4:03.0,Personal foul by D. DeRozan (drawn by M. Beasley),,67,78
3,4:03.0,M. Morris enters the game for J. Murray,,67,78
3,3:57.0,M. Beasley misses 3-pt jump shot from 26 ft,,67,78
3,3:53.0,,Defensive rebound by M. Belinelli,67,78
3,3:44.0,,R. Gay misses 3-pt jump shot from 26 ft,67,78
3,3:44.0,,Offensive rebound by Team,67,78
3,3:35.0,,L. Aldridge misses 2-pt jump shot from 11 ft,67,78
3,3:32.0,Defensive rebound by N. Jokić,,67,78
3,3:23.0,Turnover by N. Jokić (bad pass),,67,78
3,3:23.0,I. Thomas enters the game for W. Barton,,67,78
3,3:07.0,,Shooting foul by M. Beasley (drawn by D. DeRozan),67,78
3,3:07.0,,D. DeRozan makes free throw 1 of 2,67,79
3,3:07.0,P. Millsap enters the game for N. Jokić,,67,79
3,3:07.0,,J. Poeltl enters the game for L. Aldridge,67,79
3,3:07.0,,D. DeRozan misses free throw 2 of 2,67,79
3,3:03.0,Defensive rebound by P. Millsap,,67,79
3,2:52.0,M. Morris makes 2-pt jump shot from 10 ft (assist by M. Beasley),,69,79
3,2:36.0,,M. Belinelli misses 3-pt jump shot from 26 ft,69,79
3,2:32.0,Defensive rebound by M. Beasley,,69,79
3,2:24.0,P. Millsap misses 2-pt jump shot from 9 ft (block by R. Gay),,69,79
3,2:19.0,,Defensive rebound by J. Poeltl,69,79
3,2:07.0,,D. DeRozan makes 2-pt jump shot from 16 ft,69,81
3,1:53.0,Turnover by M. Plumlee (bad pass; steal by D. DeRozan),,69,81
3,1:45.0,,P. Mills misses 3-pt jump shot from 23 ft,69,81
3,1:41.0,Defensive rebound by P. Millsap,,69,81
3,1:28.0,M. Morris misses 3-pt jump shot from 26 ft,,69,81
3,1:25.0,,Defensive rebound by P. Mills,69,81
3,1:06.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by R. Gay),69,83
3,1:06.0,Denver full timeout,,69,83
3,0:54.0,I. Thomas misses 3-pt jump shot from 26 ft,,69,83
3,0:51.0,,Defensive rebound by R. Gay,69,83
3,0:37.0,,D. DeRozan makes 2-pt jump shot from 11 ft,69,85
3,0:30.0,,Violation by Team (kicked ball),69,85
3,0:24.0,M. Plumlee misses 2-pt hook shot from 7 ft,,69,85
3,0:22.0,,Defensive rebound by D. DeRozan,69,85
3,0:10.0,,Personal take foul by M. Beasley (drawn by D. DeRozan),69,85
3,0:10.0,T. Craig enters the game for P. Millsap,,69,85
3,0:00.0,,P. Mills misses 3-pt jump shot from 26 ft,69,85
3,0:00.0,,Offensive rebound by Team,69,85
4,11:44.0,M. Morris misses 2-pt jump shot from 19 ft,,69,85
4,11:40.0,Offensive rebound by M. Plumlee,,69,85
4,11:26.0,I. Thomas misses 2-pt layup from 5 ft (block by D. White),,69,85
4,11:26.0,Offensive rebound by Team,,69,85
4,11:26.0,Turnover by Team (shot clock),,69,85
4,11:04.0,,Shooting foul by T. Craig (drawn by R. Gay),69,85
4,11:04.0,,R. Gay makes free throw 1 of 2,69,86
4,11:04.0,,R. Gay makes free throw 2 of 2,69,87
4,10:51.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,72,87
4,10:30.0,,R. Gay misses 2-pt jump shot from 5 ft (block by M. Plumlee),72,87
4,10:26.0,Defensive rebound by T. Craig,,72,87
4,10:21.0,M. Morris makes 2-pt jump shot from 4 ft (assist by I. Thomas),,74,87
4,10:03.0,,D. White makes 3-pt jump shot from 26 ft (assist by P. Mills),74,90
4,9:50.0,M. Morris misses 2-pt layup from 4 ft (block by R. Gay),,74,90
4,9:47.0,,Defensive rebound by R. Gay,74,90
4,9:30.0,,D. White misses 2-pt layup from 3 ft,74,90
4,9:26.0,,J. Poeltl misses 2-pt layup at rim,74,90
4,9:26.0,,Offensive rebound by J. Poeltl,74,90
4,9:25.0,Defensive rebound by M. Beasley,,74,90
4,9:22.0,I. Thomas misses 3-pt jump shot from 26 ft,,74,90
4,9:18.0,,Defensive rebound by R. Gay,74,90
4,9:10.0,,Shooting foul by M. Plumlee (drawn by R. Gay),74,90
4,9:10.0,,R. Gay misses free throw 1 of 2,74,90
4,9:10.0,,Offensive rebound by Team,74,90
4,9:10.0,,L. Aldridge enters the game for P. Mills,74,90
4,9:10.0,,M. Belinelli enters the game for J. Poeltl,74,90
4,9:10.0,,R. Gay makes free throw 2 of 2,74,91
4,9:04.0,M. Beasley misses 3-pt jump shot from 26 ft,,74,91
4,9:00.0,,Defensive rebound by D. White,74,91
4,8:51.0,,Offensive foul by L. Aldridge (drawn by I. Thomas),74,91
4,8:51.0,,Turnover by L. Aldridge (offensive foul),74,91
4,8:51.0,N. Jokić enters the game for M. Plumlee,,74,91
4,8:51.0,,B. Forbes enters the game for R. Gay,74,91
4,8:36.0,M. Beasley makes 2-pt jump shot from 6 ft,,76,91
4,8:36.0,Shooting foul by B. Forbes (drawn by M. Beasley),,76,91
4,8:36.0,G. Harris enters the game for M. Morris,,76,91
4,8:36.0,M. Beasley makes free throw 1 of 1,,77,91
4,8:16.0,,L. Aldridge makes 2-pt jump shot from 12 ft,77,93
4,8:06.0,T. Craig makes 3-pt jump shot from 27 ft (assist by I. Thomas),,80,93
4,7:53.0,,D. Bertāns makes 2-pt jump shot from 7 ft (assist by D. White),80,95
4,7:53.0,Denver full timeout,,80,95
4,7:53.0,W. Barton enters the game for M. Beasley,,80,95
4,7:53.0,P. Millsap enters the game for T. Craig,,80,95
4,7:53.0,J. Murray enters the game for I. Thomas,,80,95
4,7:32.0,G. Harris misses 3-pt jump shot from 28 ft,,80,95
4,7:29.0,,Defensive rebound by L. Aldridge,80,95
4,7:14.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by L. Aldridge),80,98
4,7:01.0,N. Jokić makes 3-pt jump shot from 26 ft,,83,98
4,6:42.0,,M. Belinelli misses 3-pt jump shot from 24 ft,83,98
4,6:39.0,Defensive rebound by W. Barton,,83,98
4,6:29.0,P. Millsap makes 3-pt jump shot from 27 ft (assist by W. Barton),,86,98
4,6:08.0,,Turnover by L. Aldridge (bad pass),86,98
4,6:08.0,,D. DeRozan enters the game for M. Belinelli,86,98
4,6:00.0,Offensive foul by J. Murray (drawn by D. White),,86,98
4,6:00.0,Turnover by J. Murray (offensive foul),,86,98
4,5:46.0,,D. DeRozan makes 2-pt layup from 3 ft,86,100
4,5:32.0,J. Murray makes 2-pt jump shot from 10 ft,,88,100
4,5:10.0,,D. White misses 2-pt jump shot from 3 ft,88,100
4,5:07.0,Defensive rebound by G. Harris,,88,100
4,5:03.0,P. Millsap misses 3-pt jump shot from 27 ft,,88,100
4,5:01.0,,Defensive rebound by D. White,88,100
4,4:42.0,,Turnover by D. DeRozan (lost ball; steal by J. Murray),88,100
4,4:38.0,G. Harris misses 2-pt layup from 4 ft (block by D. White),,88,100
4,4:34.0,,Defensive rebound by B. Forbes,88,100
4,4:31.0,,San Antonio full timeout,88,100
4,4:31.0,,R. Gay enters the game for B. Forbes,88,100
4,4:27.0,,D. DeRozan makes 2-pt layup from 4 ft (assist by D. Bertāns),88,102
4,4:08.0,J. Murray makes 3-pt jump shot from 26 ft (assist by P. Millsap),,91,102
4,3:41.0,,D. Bertāns misses 3-pt jump shot from 31 ft,91,102
4,3:39.0,Defensive rebound by P. Millsap,,91,102
4,3:22.0,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),,94,102
4,2:57.0,,D. White misses 3-pt jump shot from 26 ft,94,102
4,2:55.0,Defensive rebound by P. Millsap,,94,102
4,2:48.0,J. Murray misses 2-pt jump shot from 15 ft,,94,102
4,2:45.0,,Defensive rebound by L. Aldridge,94,102
4,2:31.0,,D. DeRozan makes 2-pt jump shot from 6 ft,94,104
4,2:14.0,J. Murray makes 3-pt jump shot from 23 ft (assist by P. Millsap),,97,104
4,1:52.0,,D. DeRozan misses 2-pt jump shot from 16 ft,97,104
4,1:48.0,Defensive rebound by P. Millsap,,97,104
4,1:41.0,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Murray),,100,104
4,1:30.0,,Personal foul by N. Jokić (drawn by L. Aldridge),100,104
4,1:30.0,,B. Forbes enters the game for D. Bertāns,100,104
4,1:20.0,,D. White misses 3-pt jump shot from 26 ft,100,104
4,1:16.0,,Offensive rebound by D. DeRozan,100,104
4,1:05.0,,D. DeRozan misses 2-pt jump shot from 19 ft,100,104
4,0:57.0,Defensive rebound by G. Harris,,100,104
4,0:49.0,J. Murray makes 3-pt jump shot from 28 ft,,103,104
4,0:29.0,,D. DeRozan misses 2-pt layup from 4 ft,103,104
4,0:27.0,Defensive rebound by P. Millsap,,103,104
4,0:16.0,J. Murray misses 3-pt jump shot from 27 ft,,103,104
4,0:14.0,Offensive rebound by Team,,103,104
4,0:14.0,,P. Mills enters the game for B. Forbes,103,104
4,0:11.0,J. Murray misses 2-pt jump shot from 9 ft,,103,104
