QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
1,3:33.0,M. Muscala enters the game for B. Simmons,,17,20
1,3:33.0,,C. Miles enters the game for D. Green,17,20
1,3:33.0,,N. Powell enters the game for K. Leonard,17,20
1,3:27.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by N. Powell),17,23
1,3:13.0,M. Fultz misses 2-pt jump shot from 8 ft,,17,23
1,3:11.0,,Defensive rebound by K. Lowry,17,23
1,2:57.0,,Turnover by K. Lowry (lost ball; steal by M. Fultz),17,23
1,2:51.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by M. Fultz),,20,23
1,2:30.0,,K. Lowry makes 2-pt jump shot from 16 ft,20,25
1,2:30.0,,Shooting foul by M. Muscala (drawn by K. Lowry),20,25
1,2:30.0,,K. Lowry makes free throw 1 of 1,20,26
1,2:30.0,L. Shamet enters the game for R. Covington,,20,26
1,2:30.0,,D. Wright enters the game for P. Siakam,20,26
1,2:06.0,L. Shamet misses 3-pt jump shot from 23 ft,,20,26
1,1:56.0,Offensive rebound by M. Muscala,,20,26
1,1:56.0,M. Muscala makes 2-pt layup at rim,,22,26
1,1:52.0,,C. Miles misses 2-pt jump shot from 6 ft,22,26
1,1:47.0,Defensive rebound by J. Embiid,,22,26
1,1:38.0,L. Shamet makes 2-pt jump shot from 9 ft,,24,26
1,1:22.0,,D. Wright misses 2-pt jump shot from 3 ft,24,26
1,1:22.0,,Offensive rebound by Team,24,26
1,1:21.0,,Shooting foul by L. Shamet (drawn by J. Valančiūnas),24,26
1,1:21.0,,J. Valančiūnas makes free throw 1 of 2,24,27
1,1:21.0,,L. Brown enters the game for K. Lowry,24,27
1,1:21.0,,J. Valančiūnas makes free throw 2 of 2,24,28
1,1:06.0,,Flagrant foul type 1 by J. Embiid (drawn by J. Valančiūnas),24,28
1,1:06.0,Turnover by J. Embiid (turnover),,24,28
1,1:06.0,,J. Valančiūnas makes flagrant free throw 1 of 2,24,29
1,1:06.0,,J. Valančiūnas makes flagrant free throw 2 of 2,24,30
1,0:47.0,,J. Valančiūnas makes 2-pt jump shot from 14 ft (assist by L. Brown),24,32
1,0:34.0,Shooting foul by D. Wright (drawn by M. Muscala),,24,32
1,0:34.0,M. Muscala makes free throw 1 of 2,,25,32
1,0:34.0,M. Muscala makes free throw 2 of 2,,26,32
1,0:27.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by D. Wright),26,35
1,0:06.0,J. Redick misses 2-pt jump shot from 17 ft,,26,35
1,0:04.0,,Defensive rebound by D. Wright,26,35
1,0:00.0,,D. Wright misses 2-pt jump shot from 23 ft,26,35
1,0:00.0,,Offensive rebound by Team,26,35
2,11:47.0,J. Embiid misses 2-pt hook shot from 9 ft (block by J. Valančiūnas),,26,35
2,11:43.0,Offensive rebound by J. Embiid,,26,35
2,11:42.0,J. Embiid makes 2-pt layup from 4 ft,,28,35
2,11:22.0,,J. Valančiūnas makes 2-pt jump shot from 3 ft,28,37
2,11:08.0,M. Fultz misses 2-pt hook shot from 2 ft,,28,37
2,11:06.0,,Defensive rebound by J. Valančiūnas,28,37
2,11:02.0,,Shooting foul by M. Fultz (drawn by N. Powell),28,37
2,11:02.0,,N. Powell misses free throw 1 of 2,28,37
2,11:02.0,,Offensive rebound by Team,28,37
2,11:02.0,,N. Powell makes free throw 2 of 2,28,38
2,10:49.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by M. Muscala),,31,38
2,10:37.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,31,38
2,10:35.0,Defensive rebound by J. Embiid,,31,38
2,10:29.0,J. Embiid misses 2-pt jump shot from 15 ft,,31,38
2,10:26.0,,Defensive rebound by J. Valančiūnas,31,38
2,10:17.0,,Turnover by J. Valančiūnas (traveling),31,38
2,10:17.0,R. Covington enters the game for L. Shamet,,31,38
2,10:17.0,,K. Leonard enters the game for L. Brown,31,38
2,10:02.0,M. Muscala makes 2-pt jump shot from 7 ft (assist by J. Embiid),,33,38
2,9:49.0,,D. Wright makes 2-pt layup from 2 ft,33,40
2,9:27.0,J. Redick misses 3-pt jump shot from 23 ft,,33,40
2,9:24.0,Offensive rebound by M. Muscala,,33,40
2,9:20.0,J. Embiid makes 2-pt jump shot from 18 ft,,35,40
2,9:06.0,,J. Valančiūnas makes 3-pt jump shot from 23 ft (assist by K. Leonard),35,43
2,8:56.0,Turnover by M. Fultz (lost ball; steal by D. Wright),,35,43
2,8:54.0,,D. Wright misses 2-pt layup from 5 ft,35,43
2,8:54.0,Defensive rebound by M. Fultz,,35,43
2,8:51.0,Personal foul by D. Wright (drawn by M. Fultz),,35,43
2,8:51.0,,D. Green enters the game for K. Leonard,35,43
2,8:51.0,,S. Ibaka enters the game for J. Valančiūnas,35,43
2,8:41.0,Personal foul by C. Miles (drawn by M. Muscala),,35,43
2,8:30.0,J. Embiid misses 2-pt jump shot from 16 ft,,35,43
2,8:28.0,,Defensive rebound by D. Green,35,43
2,8:19.0,,D. Green misses 2-pt jump shot from 6 ft,35,43
2,8:16.0,Defensive rebound by M. Muscala,,35,43
2,8:11.0,R. Covington misses 3-pt jump shot from 23 ft,,35,43
2,8:10.0,,Defensive rebound by D. Wright,35,43
2,8:10.0,Loose ball foul by M. Fultz (drawn by D. Wright),,35,43
2,8:10.0,A. Johnson enters the game for J. Embiid,,35,43
2,8:10.0,L. Shamet enters the game for M. Fultz,,35,43
2,8:10.0,B. Simmons enters the game for J. Redick,,35,43
2,7:53.0,,D. Wright makes 3-pt jump shot from 25 ft,35,46
2,7:38.0,Turnover by A. Johnson (bad pass),,35,46
2,7:23.0,,D. Green misses 2-pt jump shot from 8 ft,35,46
2,7:20.0,Defensive rebound by R. Covington,,35,46
2,7:13.0,M. Muscala misses 3-pt jump shot from 25 ft,,35,46
2,7:10.0,,Defensive rebound by S. Ibaka,35,46
2,7:05.0,,N. Powell misses 2-pt layup from 4 ft (block by R. Covington),35,46
2,7:01.0,Defensive rebound by M. Muscala,,35,46
2,6:59.0,B. Simmons misses 2-pt layup from 1 ft (block by S. Ibaka),,35,46
2,6:58.0,Offensive rebound by Team,,35,46
2,6:58.0,,Toronto full timeout,35,46
2,6:58.0,D. Šarić enters the game for M. Muscala,,35,46
2,6:58.0,,K. Lowry enters the game for C. Miles,35,46
2,6:58.0,,P. Siakam enters the game for N. Powell,35,46
2,6:42.0,D. Šarić makes 2-pt jump shot from 8 ft (assist by B. Simmons),,37,46
2,6:23.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),37,48
2,6:13.0,Turnover by B. Simmons (lost ball; steal by S. Ibaka),,37,48
2,6:01.0,,K. Lowry misses 3-pt jump shot from 25 ft,37,48
2,5:58.0,Defensive rebound by A. Johnson,,37,48
2,5:44.0,A. Johnson misses 3-pt jump shot from 25 ft,,37,48
2,5:41.0,,Defensive rebound by S. Ibaka,37,48
2,5:36.0,,D. Wright misses 2-pt layup from 2 ft (block by R. Covington),37,48
2,5:36.0,Defensive rebound by Team,,37,48
2,5:25.0,Turnover by B. Simmons (bad pass; steal by S. Ibaka),,37,48
2,5:23.0,,D. Wright makes 2-pt dunk from 1 ft (assist by S. Ibaka),37,50
2,5:22.0,Philadelphia full timeout,,37,50
2,5:10.0,Personal foul by D. Green (drawn by D. Šarić),,37,50
2,5:02.0,Shooting foul by K. Lowry (drawn by R. Covington),,37,50
2,5:02.0,R. Covington makes free throw 1 of 3,,38,50
2,5:02.0,R. Covington makes free throw 2 of 3,,39,50
2,5:02.0,,K. Leonard enters the game for D. Wright,39,50
2,5:02.0,R. Covington makes free throw 3 of 3,,40,50
2,4:49.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),40,53
2,4:40.0,Personal foul by P. Siakam (drawn by D. Šarić),,40,53
2,4:40.0,D. Šarić misses free throw 1 of 2,,40,53
2,4:40.0,Offensive rebound by Team,,40,53
2,4:40.0,D. Šarić makes free throw 2 of 2,,41,53
2,4:30.0,,K. Lowry makes 2-pt layup from 3 ft,41,55
2,4:30.0,Violation by Team (def goaltending),,41,55
2,4:12.0,Offensive foul by B. Simmons (drawn by K. Lowry),,41,55
2,4:12.0,Turnover by B. Simmons (offensive foul),,41,55
2,4:12.0,J. Embiid enters the game for A. Johnson,,41,55
2,4:12.0,J. Redick enters the game for L. Shamet,,41,55
2,4:00.0,,K. Leonard makes 2-pt jump shot from 21 ft,41,57
2,3:32.0,B. Simmons misses 2-pt jump shot from 17 ft,,41,57
2,3:29.0,Offensive rebound by R. Covington,,41,57
2,3:28.0,R. Covington misses 2-pt hook shot from 7 ft,,41,57
2,3:27.0,Offensive rebound by Team,,41,57
2,3:22.0,J. Redick misses 3-pt jump shot from 23 ft,,41,57
2,3:21.0,Offensive rebound by B. Simmons,,41,57
2,3:21.0,Shooting foul by K. Leonard (drawn by B. Simmons),,41,57
2,3:21.0,B. Simmons makes free throw 1 of 2,,42,57
2,3:21.0,B. Simmons misses free throw 2 of 2,,42,57
2,3:21.0,,Defensive rebound by P. Siakam,42,57
2,3:15.0,,K. Lowry misses 3-pt jump shot from 26 ft,42,57
2,3:13.0,Defensive rebound by B. Simmons,,42,57
2,3:11.0,Shooting foul by S. Ibaka (drawn by B. Simmons),,42,57
2,3:11.0,B. Simmons makes free throw 1 of 2,,43,57
2,3:11.0,B. Simmons misses free throw 2 of 2,,43,57
2,3:08.0,Offensive rebound by D. Šarić,,43,57
2,3:00.0,J. Embiid misses 3-pt jump shot from 25 ft,,43,57
2,2:58.0,,Defensive rebound by S. Ibaka,43,57
2,2:45.0,,K. Leonard misses 3-pt jump shot from 26 ft,43,57
2,2:43.0,Defensive rebound by J. Embiid,,43,57
2,2:34.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,46,57
2,2:16.0,,Shooting foul by J. Embiid (drawn by K. Leonard),46,57
2,2:16.0,,K. Leonard makes free throw 1 of 2,46,58
2,2:16.0,,J. Valančiūnas enters the game for S. Ibaka,46,58
2,2:16.0,,K. Leonard makes free throw 2 of 2,46,59
2,2:05.0,Turnover by B. Simmons (lost ball; steal by K. Leonard),,46,59
2,2:01.0,,Shooting foul by R. Covington (drawn by K. Leonard),46,59
2,2:01.0,,K. Leonard makes free throw 1 of 2,46,60
2,2:01.0,,K. Leonard makes free throw 2 of 2,46,61
2,1:52.0,B. Simmons makes 2-pt layup from 2 ft,,48,61
2,1:40.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by K. Lowry),48,63
2,1:25.0,D. Šarić misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),,48,63
2,1:25.0,Offensive rebound by Team,,48,63
2,1:23.0,J. Redick misses 3-pt jump shot from 23 ft,,48,63
2,1:20.0,,Defensive rebound by P. Siakam,48,63
2,1:16.0,,Personal foul by R. Covington (drawn by K. Lowry),48,63
2,1:16.0,,K. Lowry makes free throw 1 of 2,48,64
2,1:16.0,L. Shamet enters the game for R. Covington,,48,64
2,1:16.0,,K. Lowry makes free throw 2 of 2,48,65
2,1:01.0,J. Redick misses 3-pt jump shot from 27 ft,,48,65
2,0:58.0,Offensive rebound by J. Redick,,48,65
2,0:47.0,L. Shamet misses 2-pt jump shot from 21 ft,,48,65
2,0:44.0,Offensive rebound by Team,,48,65
2,0:42.0,J. Embiid makes 2-pt jump shot from 20 ft (assist by B. Simmons),,50,65
2,0:30.0,,K. Lowry makes 2-pt layup from 3 ft (assist by J. Valančiūnas),50,67
2,0:30.0,,Shooting foul by L. Shamet (drawn by K. Lowry),50,67
2,0:30.0,,D. Wright enters the game for D. Green,50,67
2,0:30.0,,K. Lowry misses free throw 1 of 1,50,67
2,0:28.0,Defensive rebound by B. Simmons,,50,67
2,0:10.0,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),,52,67
2,0:10.0,Shooting foul by J. Valančiūnas (drawn by J. Embiid),,52,67
2,0:10.0,T. McConnell enters the game for D. Šarić,,52,67
2,0:10.0,M. Muscala enters the game for L. Shamet,,52,67
2,0:10.0,,D. Green enters the game for P. Siakam,52,67
2,0:10.0,,C. Miles enters the game for D. Wright,52,67
2,0:10.0,J. Embiid makes free throw 1 of 1,,53,67
2,0:00.0,,K. Lowry misses 2-pt jump shot from 2 ft,53,67
2,0:00.0,,Offensive rebound by Team,53,67
3,11:48.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by D. Šarić),,56,67
3,11:24.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),56,69
3,11:04.0,J. Redick misses 2-pt layup from 5 ft,,56,69
3,11:02.0,Offensive rebound by D. Šarić,,56,69
3,11:00.0,Turnover by D. Šarić (bad pass; steal by P. Siakam),,56,69
3,10:55.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by D. Green),56,71
3,10:44.0,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),,59,71
3,10:20.0,,S. Ibaka misses 2-pt jump shot from 19 ft,59,71
3,10:18.0,Defensive rebound by R. Covington,,59,71
3,10:12.0,D. Šarić misses 3-pt jump shot from 26 ft,,59,71
3,10:08.0,,Defensive rebound by K. Leonard,59,71
3,9:56.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by D. Green),59,73
3,9:33.0,B. Simmons misses 2-pt jump shot from 15 ft,,59,73
3,9:31.0,,Defensive rebound by P. Siakam,59,73
3,9:25.0,,S. Ibaka makes 2-pt dunk at rim (assist by P. Siakam),59,75
3,9:25.0,Philadelphia full timeout,,59,75
3,9:08.0,Shooting foul by K. Leonard (drawn by J. Embiid),,59,75
3,9:08.0,J. Embiid makes free throw 1 of 2,,60,75
3,9:08.0,J. Embiid makes free throw 2 of 2,,61,75
3,8:57.0,,D. Green misses 2-pt jump shot from 13 ft,61,75
3,8:55.0,,Offensive rebound by Team,61,75
3,8:53.0,,S. Ibaka misses 2-pt layup from 2 ft (block by J. Embiid),61,75
3,8:50.0,,Offensive rebound by S. Ibaka,61,75
3,8:50.0,,S. Ibaka makes 2-pt hook shot from 2 ft,61,77
3,8:41.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,63,77
3,8:32.0,,Personal foul by J. Redick (drawn by D. Green),63,77
3,8:23.0,,Turnover by D. Green (bad pass; steal by R. Covington),63,77
3,8:12.0,D. Šarić misses 2-pt hook shot from 3 ft (block by D. Green),,63,77
3,8:10.0,,Defensive rebound by P. Siakam,63,77
3,8:03.0,,Shooting foul by J. Embiid (drawn by S. Ibaka),63,77
3,8:03.0,,S. Ibaka makes free throw 1 of 2,63,78
3,8:03.0,,S. Ibaka makes free throw 2 of 2,63,79
3,7:49.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),,65,79
3,7:35.0,,P. Siakam makes 2-pt hook shot from 6 ft,65,81
3,7:18.0,Turnover by D. Šarić (bad pass; steal by P. Siakam),,65,81
3,7:15.0,,Shooting foul by J. Embiid (drawn by K. Leonard),65,81
3,7:15.0,,K. Leonard makes free throw 1 of 2,65,82
3,7:15.0,M. Muscala enters the game for J. Embiid,,65,82
3,7:15.0,L. Shamet enters the game for J. Redick,,65,82
3,7:15.0,,K. Leonard makes free throw 2 of 2,65,83
3,7:03.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by B. Simmons),,68,83
3,6:53.0,,P. Siakam makes 2-pt hook shot from 3 ft,68,85
3,6:53.0,,Shooting foul by D. Šarić (drawn by P. Siakam),68,85
3,6:53.0,,P. Siakam makes free throw 1 of 1,68,86
3,6:38.0,D. Šarić misses 3-pt jump shot from 26 ft,,68,86
3,6:35.0,,Defensive rebound by K. Leonard,68,86
3,6:26.0,,K. Leonard misses 2-pt jump shot from 7 ft,68,86
3,6:24.0,Defensive rebound by R. Covington,,68,86
3,6:15.0,R. Covington misses 3-pt jump shot from 25 ft,,68,86
3,6:13.0,,Defensive rebound by P. Siakam,68,86
3,6:09.0,,Turnover by P. Siakam (bad pass; steal by R. Covington),68,86
3,6:03.0,M. Muscala misses 3-pt jump shot from 27 ft,,68,86
3,5:59.0,,Defensive rebound by P. Siakam,68,86
3,5:44.0,,K. Leonard makes 2-pt layup from 2 ft,68,88
3,5:42.0,Philadelphia full timeout,,68,88
3,5:42.0,J. Embiid enters the game for D. Šarić,,68,88
3,5:42.0,T. McConnell enters the game for L. Shamet,,68,88
3,5:22.0,R. Covington misses 3-pt jump shot from 27 ft,,68,88
3,5:19.0,,Defensive rebound by P. Siakam,68,88
3,5:16.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Siakam),68,90
3,5:16.0,,Shooting foul by B. Simmons (drawn by K. Leonard),68,90
3,5:16.0,,K. Leonard makes free throw 1 of 1,68,91
3,5:10.0,Offensive foul by B. Simmons (drawn by K. Lowry),,68,91
3,5:10.0,Turnover by B. Simmons (offensive foul),,68,91
3,4:51.0,,K. Lowry makes 3-pt jump shot from 27 ft,68,94
3,4:32.0,Shooting foul by K. Leonard (drawn by J. Embiid),,68,94
3,4:32.0,J. Embiid makes free throw 1 of 2,,69,94
3,4:32.0,M. Fultz enters the game for B. Simmons,,69,94
3,4:32.0,J. Embiid makes free throw 2 of 2,,70,94
3,4:32.0,Away from play foul by P. Siakam (drawn by M. Muscala),,70,94
3,4:32.0,M. Muscala makes free throw 1 of 1,,71,94
3,4:32.0,A. Johnson enters the game for J. Embiid,,71,94
3,4:17.0,,P. Siakam misses 2-pt jump shot from 3 ft,71,94
3,4:15.0,Defensive rebound by M. Muscala,,71,94
3,4:04.0,M. Fultz makes 2-pt jump shot from 15 ft,,73,94
3,3:54.0,,S. Ibaka misses 2-pt hook shot from 4 ft (block by A. Johnson),73,94
3,3:53.0,Defensive rebound by A. Johnson,,73,94
3,3:53.0,Personal foul by K. Lowry (drawn by M. Fultz),,73,94
3,3:53.0,L. Shamet enters the game for R. Covington,,73,94
3,3:53.0,,C. Miles enters the game for D. Green,73,94
3,3:53.0,,J. Valančiūnas enters the game for S. Ibaka,73,94
3,3:43.0,M. Fultz makes 2-pt jump shot from 17 ft,,75,94
3,3:38.0,,Turnover by J. Valančiūnas (bad pass; steal by T. McConnell),75,94
3,3:33.0,M. Fultz misses 2-pt jump shot from 5 ft,,75,94
3,3:32.0,,Defensive rebound by P. Siakam,75,94
3,3:24.0,,K. Leonard makes 2-pt layup from 1 ft,75,96
3,3:15.0,Personal foul by C. Miles (drawn by M. Muscala),,75,96
3,3:15.0,M. Muscala makes free throw 1 of 2,,76,96
3,3:15.0,,N. Powell enters the game for K. Leonard,76,96
3,3:15.0,M. Muscala makes free throw 2 of 2,,77,96
3,2:59.0,,K. Lowry misses 3-pt jump shot from 25 ft,77,96
3,2:58.0,Defensive rebound by Team,,77,96
3,2:58.0,,Loose ball foul by J. Valančiūnas (drawn by A. Johnson),77,96
3,2:58.0,A. Johnson makes free throw 1 of 2,,78,96
3,2:58.0,A. Johnson misses free throw 2 of 2,,78,96
3,2:56.0,,Defensive rebound by P. Siakam,78,96
3,2:35.0,,J. Valančiūnas misses 2-pt layup from 2 ft,78,96
3,2:33.0,,Offensive rebound by J. Valančiūnas,78,96
3,2:31.0,,J. Valančiūnas makes 2-pt layup from 1 ft,78,98
3,2:14.0,L. Shamet misses 3-pt jump shot from 26 ft,,78,98
3,2:11.0,,Defensive rebound by K. Lowry,78,98
3,2:04.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by C. Miles),78,101
3,1:53.0,Turnover by M. Muscala (traveling),,78,101
3,1:53.0,J. Bolden enters the game for M. Muscala,,78,101
3,1:53.0,,M. Richardson enters the game for K. Lowry,78,101
3,1:53.0,,D. Wright enters the game for P. Siakam,78,101
3,1:36.0,,J. Valančiūnas misses 2-pt hook shot from 13 ft,78,101
3,1:33.0,Defensive rebound by J. Bolden,,78,101
3,1:27.0,M. Fultz misses 2-pt jump shot from 17 ft,,78,101
3,1:25.0,,Defensive rebound by D. Wright,78,101
3,1:18.0,,Personal foul by M. Fultz (drawn by J. Valančiūnas),78,101
3,1:18.0,,J. Valančiūnas makes free throw 1 of 2,78,102
3,1:18.0,,J. Valančiūnas makes free throw 2 of 2,78,103
3,1:08.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by T. McConnell),,81,103
3,0:53.0,,J. Valančiūnas misses 3-pt jump shot from 25 ft,81,103
3,0:52.0,Defensive rebound by M. Fultz,,81,103
3,0:45.0,Shooting foul by J. Valančiūnas (drawn by J. Bolden),,81,103
3,0:45.0,J. Bolden makes free throw 1 of 2,,82,103
3,0:45.0,J. Bolden misses free throw 2 of 2,,82,103
3,0:44.0,Offensive rebound by A. Johnson,,82,103
3,0:40.0,L. Shamet misses 3-pt jump shot from 25 ft,,82,103
3,0:37.0,Offensive rebound by A. Johnson,,82,103
3,0:37.0,A. Johnson makes 2-pt hook shot from 3 ft,,84,103
3,0:31.0,,D. Wright misses 2-pt jump shot from 14 ft (block by T. McConnell),84,103
3,0:28.0,,Offensive rebound by D. Wright,84,103
3,0:27.0,,J. Valančiūnas misses 2-pt jump shot from 8 ft,84,103
3,0:25.0,Defensive rebound by M. Fultz,,84,103
3,0:18.0,A. Johnson makes 2-pt layup from 3 ft (assist by J. Bolden),,86,103
3,0:01.0,,J. Valančiūnas makes 2-pt jump shot from 14 ft,86,105
4,11:42.0,,J. Valančiūnas makes 2-pt layup from 3 ft (assist by C. Miles),86,107
4,11:28.0,B. Simmons misses 2-pt hook shot from 9 ft,,86,107
4,11:25.0,,Defensive rebound by J. Valančiūnas,86,107
4,11:14.0,,D. Wright misses 3-pt jump shot from 25 ft,86,107
4,11:11.0,Defensive rebound by J. Embiid,,86,107
4,11:01.0,B. Simmons makes 2-pt layup from 3 ft,,88,107
4,10:49.0,,C. Miles misses 3-pt jump shot from 25 ft,88,107
4,10:46.0,Defensive rebound by D. Šarić,,88,107
4,10:39.0,Personal foul by D. Wright (drawn by B. Simmons),,88,107
4,10:39.0,,K. Leonard enters the game for M. Richardson,88,107
4,10:31.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),,91,107
