QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
4,1:32.0,,Turnover by D. House (bad pass; steal by D. Finney-Smith),124,102
4,1:25.0,Shooting foul by I. Hartenstein (drawn by S. Mejri),,124,102
4,1:25.0,S. Mejri makes free throw 1 of 2,,125,102
4,1:25.0,S. Mejri makes free throw 2 of 2,,126,102
4,1:14.0,,G. Clark misses 3-pt jump shot from 24 ft,126,102
4,1:12.0,Defensive rebound by D. Smith,,126,102
4,1:02.0,S. Mejri makes 2-pt dunk from 1 ft (assist by D. Smith),,128,102
4,0:51.0,,Offensive foul by I. Hartenstein (drawn by S. Mejri),128,102
4,0:51.0,,Turnover by I. Hartenstein (offensive foul),128,102
4,0:38.0,Turnover by D. Smith (bad pass; steal by G. Clark),,128,102
4,0:36.0,,D. House makes 2-pt dunk from 2 ft (assist by G. Clark),128,104
4,0:36.0,,Shooting foul by S. Mejri (drawn by D. House),128,104
4,0:36.0,,D. House makes free throw 1 of 1,128,105
4,0:18.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,128,105
4,0:16.0,,Defensive rebound by I. Hartenstein,128,105
4,0:06.0,,I. Hartenstein makes 3-pt jump shot from 26 ft (assist by M. Chriss),128,108
