QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
4,7:49.0,Golden State full timeout,,90,72
4,7:49.0,S. Curry enters the game for D. Green,,90,72
4,7:49.0,K. Durant enters the game for A. Iguodala,,90,72
4,7:49.0,K. Thompson makes free throw 1 of 2,,91,72
4,7:49.0,K. Thompson makes free throw 2 of 2,,92,72
4,7:39.0,,S. Gilgeous-Alexander makes 2-pt layup from 4 ft,92,74
4,7:14.0,S. Livingston misses 2-pt layup from 4 ft,,92,74
4,7:12.0,,Defensive rebound by M. Harrell,92,74
4,7:08.0,,T. Harris misses 3-pt jump shot from 25 ft,92,74
4,7:04.0,Defensive rebound by K. Thompson,,92,74
4,6:55.0,S. Curry misses 3-pt jump shot from 28 ft,,92,74
4,6:52.0,,Defensive rebound by P. Beverley,92,74
4,6:31.0,,T. Harris misses 2-pt jump shot from 5 ft,92,74
4,6:29.0,,Offensive rebound by M. Harrell,92,74
4,6:19.0,,A. Bradley misses 2-pt layup from 2 ft,92,74
4,6:19.0,Defensive rebound by Team,,92,74
4,6:02.0,K. Durant misses 3-pt jump shot from 26 ft,,92,74
4,6:00.0,,Defensive rebound by A. Bradley,92,74
4,5:58.0,,Shooting foul by K. Durant (drawn by T. Harris),92,74
4,5:58.0,,T. Harris makes free throw 1 of 2,92,75
4,5:58.0,,T. Harris makes free throw 2 of 2,92,76
4,5:44.0,S. Livingston misses 2-pt layup from 2 ft (block by P. Beverley),,92,76
4,5:43.0,Offensive rebound by S. Livingston,,92,76
4,5:43.0,Shooting foul by P. Beverley (drawn by S. Livingston),,92,76
4,5:43.0,,T. Wallace enters the game for P. Beverley,92,76
4,5:43.0,S. Livingston makes free throw 1 of 2,,93,76
4,5:43.0,S. Livingston makes free throw 2 of 2,,94,76
4,5:30.0,,Shooting foul by K. Looney (drawn by S. Gilgeous-Alexander),94,76
4,5:30.0,,S. Gilgeous-Alexander makes free throw 1 of 2,94,77
4,5:30.0,,S. Gilgeous-Alexander makes free throw 2 of 2,94,78
4,5:15.0,Personal foul by A. Bradley (drawn by K. Durant),,94,78
4,5:15.0,K. Durant makes free throw 1 of 2,,95,78
4,5:15.0,K. Durant makes free throw 2 of 2,,96,78
4,5:04.0,,T. Wallace misses 2-pt jump shot from 7 ft,96,78
4,5:00.0,,Offensive rebound by M. Harrell,96,78
4,5:00.0,,M. Harrell makes 2-pt layup at rim,96,80
4,4:47.0,Personal foul by A. Bradley (drawn by K. Looney),,96,80
4,4:47.0,K. Looney makes free throw 1 of 2,,97,80
4,4:47.0,K. Looney misses free throw 2 of 2,,97,80
4,4:47.0,,Defensive rebound by Team,97,80
4,4:32.0,,T. Harris misses 2-pt jump shot from 18 ft,97,80
4,4:28.0,Defensive rebound by K. Durant,,97,80
4,4:21.0,K. Durant makes 3-pt jump shot from 25 ft,,100,80
4,4:07.0,,M. Harrell misses 2-pt layup from 2 ft (block by K. Looney),100,80
4,4:05.0,,Offensive rebound by M. Harrell,100,80
4,4:04.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,100,80
4,4:02.0,Defensive rebound by S. Curry,,100,80
4,3:58.0,Shooting foul by T. Harris (drawn by K. Durant),,100,80
4,3:58.0,,LA Clippers full timeout,100,80
4,3:58.0,J. Bell enters the game for S. Curry,,100,80
4,3:58.0,Q. Cook enters the game for S. Livingston,,100,80
4,3:58.0,J. Jerebko enters the game for K. Looney,,100,80
4,3:58.0,A. McKinnie enters the game for K. Thompson,,100,80
4,3:58.0,,J. Motley enters the game for A. Bradley,100,80
4,3:58.0,,J. Robinson enters the game for M. Harrell,100,80
4,3:58.0,,S. Thornwell enters the game for T. Harris,100,80
4,3:58.0,K. Durant misses free throw 1 of 3,,100,80
4,3:58.0,Offensive rebound by Team,,100,80
4,3:58.0,K. Durant makes free throw 2 of 3,,101,80
4,3:58.0,K. Durant makes free throw 3 of 3,,102,80
4,3:57.0,,Personal take foul by K. Durant (drawn by T. Wallace),102,80
4,3:57.0,K. Looney enters the game for K. Durant,,102,80
4,3:49.0,,T. Wallace misses 2-pt layup from 3 ft (block by K. Looney),102,80
4,3:49.0,,Offensive rebound by Team,102,80
4,3:37.0,,J. Robinson makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),102,82
4,3:19.0,J. Bell makes 2-pt jump shot from 15 ft (assist by Q. Cook),,104,82
4,3:06.0,,J. Robinson misses 3-pt jump shot from 28 ft,104,82
4,3:03.0,,Offensive rebound by J. Motley,104,82
4,3:03.0,,J. Motley makes 2-pt layup at rim,104,84
4,3:03.0,,Shooting foul by A. McKinnie (drawn by J. Motley),104,84
4,3:03.0,,J. Motley makes free throw 1 of 1,104,85
4,2:42.0,A. McKinnie makes 2-pt jump shot from 13 ft,,106,85
4,2:26.0,,J. Robinson makes 2-pt layup from 1 ft (assist by J. Motley),106,87
4,2:10.0,J. Bell makes 2-pt jump shot from 16 ft (assist by Q. Cook),,108,87
4,1:49.0,,T. Wallace makes 2-pt jump shot from 11 ft,108,89
4,1:36.0,Q. Cook makes 2-pt layup from 2 ft (assist by J. Bell),,110,89
4,1:36.0,Shooting foul by S. Gilgeous-Alexander (drawn by Q. Cook),,110,89
4,1:36.0,Q. Cook misses free throw 1 of 1,,110,89
4,1:33.0,,Defensive rebound by S. Gilgeous-Alexander,110,89
4,1:19.0,,J. Motley makes 2-pt layup from 1 ft,110,91
4,1:07.0,J. Jerebko misses 3-pt jump shot from 26 ft,,110,91
4,1:04.0,,Defensive rebound by S. Thornwell,110,91
4,1:01.0,,Personal foul by Q. Cook (drawn by S. Thornwell),110,91
4,1:01.0,,S. Thornwell misses free throw 1 of 2,110,91
4,1:01.0,,Offensive rebound by Team,110,91
4,1:01.0,,S. Thornwell makes free throw 2 of 2,110,92
4,0:46.0,Q. Cook misses 2-pt layup from 2 ft,,110,92
4,0:44.0,Offensive rebound by K. Looney,,110,92
4,0:44.0,K. Looney misses 2-pt layup from 1 ft,,110,92
4,0:44.0,,Defensive rebound by Team,110,92
4,0:33.0,,J. Motley misses 2-pt jump shot from 14 ft,110,92
4,0:29.0,Defensive rebound by J. Jerebko,,110,92
4,0:14.0,J. Bell makes 2-pt jump shot from 17 ft,,112,92
4,0:07.0,,T. Wallace makes 2-pt layup from 1 ft,112,94
