QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
4,5:40.0,N. Mirotić misses 2-pt layup from 5 ft (block by J. Grant),,102,108
4,5:37.0,,Defensive rebound by Á. Abrines,102,108
4,5:31.0,,D. Schröder makes 2-pt layup from 2 ft (assist by Á. Abrines),102,110
4,5:31.0,Violation by Team (def goaltending),,102,110
4,5:20.0,N. Mirotić misses 3-pt jump shot from 26 ft,,102,110
4,5:18.0,,Defensive rebound by J. Grant,102,110
4,5:12.0,,D. Schröder makes 2-pt jump shot from 2 ft,102,112
4,5:11.0,New Orleans full timeout,,102,112
4,5:04.0,Shooting foul by J. Grant (drawn by A. Davis),,102,112
4,5:04.0,A. Davis makes free throw 1 of 2,,103,112
4,5:04.0,A. Davis makes free throw 2 of 2,,104,112
4,4:52.0,,D. Schröder misses 2-pt jump shot from 15 ft,104,112
4,4:48.0,Defensive rebound by I. Clark,,104,112
4,4:34.0,A. Davis misses 2-pt jump shot from 12 ft,,104,112
4,4:31.0,,Defensive rebound by D. Schröder,104,112
4,4:21.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by P. George),104,115
4,4:03.0,A. Davis misses 2-pt jump shot from 21 ft,,104,115
4,4:01.0,,Defensive rebound by P. George,104,115
4,3:49.0,,J. Grant misses 2-pt jump shot from 14 ft,104,115
4,3:47.0,Defensive rebound by N. Mirotić,,104,115
4,3:43.0,New Orleans full timeout,,104,115
4,3:38.0,Personal foul by P. George (drawn by J. Holiday),,104,115
4,3:38.0,J. Holiday makes free throw 1 of 2,,105,115
4,3:38.0,J. Holiday misses free throw 2 of 2,,105,115
4,3:36.0,,Defensive rebound by P. George,105,115
4,3:24.0,,P. George misses 2-pt jump shot from 15 ft (block by J. Holiday),105,115
4,3:24.0,,Offensive rebound by Team,105,115
4,3:24.0,,Loose ball foul by S. Adams (drawn by A. Davis),105,115
4,3:24.0,,Turnover by S. Adams (turnover),105,115
4,3:24.0,A. Davis makes free throw 1 of 2,,106,115
4,3:24.0,A. Davis misses free throw 2 of 2,,106,115
4,3:22.0,,Defensive rebound by J. Grant,106,115
4,3:06.0,,S. Adams misses 2-pt hook shot from 6 ft,106,115
4,3:04.0,Defensive rebound by N. Mirotić,,106,115
4,2:56.0,Personal foul by D. Schröder (drawn by N. Mirotić),,106,115
4,2:56.0,N. Mirotić misses free throw 1 of 2,,106,115
4,2:56.0,Offensive rebound by Team,,106,115
4,2:56.0,N. Mirotić makes free throw 2 of 2,,107,115
4,2:44.0,,D. Schröder makes 2-pt jump shot from 9 ft,107,117
4,2:30.0,A. Davis misses 2-pt jump shot from 8 ft,,107,117
4,2:27.0,,Defensive rebound by J. Grant,107,117
4,2:12.0,,D. Schröder misses 2-pt jump shot from 16 ft,107,117
4,2:09.0,Defensive rebound by N. Mirotić,,107,117
4,1:58.0,J. Holiday misses 3-pt jump shot from 25 ft,,107,117
4,1:56.0,,Defensive rebound by Á. Abrines,107,117
4,1:36.0,,Á. Abrines misses 2-pt jump shot from 7 ft (block by A. Davis),107,117
4,1:34.0,Defensive rebound by J. Holiday,,107,117
4,1:32.0,Personal foul by D. Schröder (drawn by I. Clark),,107,117
4,1:32.0,I. Clark misses free throw 1 of 2,,107,117
4,1:32.0,Offensive rebound by Team,,107,117
4,1:32.0,I. Clark makes free throw 2 of 2,,108,117
4,1:10.0,,Turnover by S. Adams (lost ball; steal by J. Randle),108,117
4,1:04.0,J. Randle makes 2-pt layup at rim,,110,117
4,0:45.0,,P. George misses 2-pt jump shot from 21 ft,110,117
4,0:43.0,Defensive rebound by N. Mirotić,,110,117
4,0:43.0,New Orleans full timeout,,110,117
4,0:43.0,,T. Ferguson enters the game for Á. Abrines,110,117
4,0:35.0,Shooting foul by D. Schröder (drawn by J. Holiday),,110,117
4,0:35.0,J. Holiday makes free throw 1 of 3,,111,117
4,0:35.0,J. Holiday makes free throw 2 of 3,,112,117
4,0:35.0,,Á. Abrines enters the game for T. Ferguson,112,117
4,0:35.0,J. Holiday makes free throw 3 of 3,,113,117
4,0:32.0,,Personal foul by N. Mirotić (drawn by J. Grant),113,117
4,0:32.0,,J. Grant misses free throw 1 of 2,113,117
4,0:32.0,,Offensive rebound by Team,113,117
4,0:32.0,,T. Ferguson enters the game for Á. Abrines,113,117
4,0:32.0,,J. Grant makes free throw 2 of 2,113,118
4,0:23.0,J. Randle makes 3-pt jump shot from 23 ft (assist by J. Holiday),,116,118
4,0:20.0,,Personal foul by J. Randle (drawn by D. Schröder),116,118
4,0:20.0,,D. Schröder makes free throw 1 of 2,116,119
4,0:20.0,,D. Schröder makes free throw 2 of 2,116,120
4,0:14.0,J. Holiday misses 3-pt jump shot from 25 ft,,116,120
4,0:11.0,,Defensive rebound by P. George,116,120
4,0:11.0,,Personal take foul by N. Mirotić (drawn by P. George),116,120
4,0:11.0,,P. George makes free throw 1 of 2,116,121
4,0:11.0,,P. George makes free throw 2 of 2,116,122
4,0:11.0,New Orleans full timeout,,116,122
4,0:10.0,Turnover by A. Davis (bad pass; steal by D. Schröder),,116,122
