QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
4,4:38.0,B. Marjanović makes 2-pt hook shot from 11 ft (assist by A. Johnson),,79,113
4,4:26.0,,N. Powell misses 3-pt jump shot from 25 ft,79,113
4,4:24.0,Defensive rebound by J. Simmons,,79,113
4,4:16.0,J. Simmons misses 2-pt jump shot from 7 ft,,79,113
4,4:14.0,Offensive rebound by B. Marjanović,,79,113
4,4:12.0,B. Marjanović makes 2-pt hook shot from 1 ft,,81,113
4,3:51.0,,E. Moreland makes 2-pt hook shot from 2 ft (assist by J. Lin),81,115
4,3:32.0,A. Johnson makes 2-pt hook shot from 9 ft,,83,115
4,3:09.0,,N. Powell makes 3-pt jump shot from 28 ft,83,118
4,2:53.0,Turnover by J. Bolden (bad pass),,83,118
4,2:43.0,,J. Lin makes 3-pt jump shot from 27 ft,83,121
4,2:28.0,Turnover by B. Marjanović (lost ball; steal by J. Lin),,83,121
4,2:24.0,,N. Powell makes 2-pt dunk from 2 ft (assist by E. Moreland),83,123
4,1:59.0,J. Simmons misses 2-pt hook shot from 11 ft,,83,123
4,1:58.0,Offensive rebound by A. Johnson,,83,123
4,1:57.0,A. Johnson makes 2-pt layup at rim,,85,123
4,1:37.0,,P. McCaw misses 3-pt jump shot from 24 ft,85,123
4,1:35.0,Defensive rebound by J. Simmons,,85,123
4,1:31.0,Turnover by J. Simmons (bad pass),,85,123
4,1:31.0,,Personal foul by A. Johnson (drawn by P. McCaw),85,123
4,1:31.0,,P. McCaw makes free throw 1 of 2,85,124
4,1:31.0,,M. Miller enters the game for N. Powell,85,124
4,1:31.0,,P. McCaw makes free throw 2 of 2,85,125
4,1:14.0,B. Marjanović makes 2-pt jump shot from 10 ft,,87,125
4,1:04.0,,J. Lin misses 2-pt jump shot from 11 ft,87,125
4,1:01.0,Defensive rebound by B. Marjanović,,87,125
4,0:54.0,B. Marjanović misses 3-pt jump shot from 26 ft,,87,125
4,0:50.0,,Defensive rebound by E. Moreland,87,125
4,0:37.0,,M. Miller misses 3-pt jump shot from 25 ft,87,125
4,0:35.0,Defensive rebound by J. Simmons,,87,125
4,0:25.0,J. Simmons makes 2-pt jump shot from 21 ft,,89,125
4,0:00.0,,Turnover by Team (shot clock),89,125
4,0:00.0,J. Simmons misses 3-pt jump shot from 51 ft,,89,125
4,0:00.0,Offensive rebound by Team,,89,125
