QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
1,1:22.0,G. Hill makes free throw 3 of 3,,18,27
1,1:22.0,Personal foul by S. Ibaka (drawn by N. Mirotić),,18,27
1,1:22.0,,Personal foul by N. Mirotić (drawn by S. Ibaka),18,27
1,1:03.0,,S. Ibaka misses 2-pt hook shot from 14 ft,18,27
1,1:00.0,Defensive rebound by N. Mirotić,,18,27
1,0:45.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,21,27
1,0:31.0,,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),21,30
1,0:12.0,N. Mirotić misses 2-pt jump shot from 21 ft,,21,30
1,0:11.0,,Defensive rebound by P. Siakam,21,30
1,0:00.0,,F. VanVleet misses 2-pt jump shot from 13 ft (block by G. Hill),21,30
1,0:00.0,Defensive rebound by G. Hill,,21,30
2,11:47.0,,S. Ibaka misses 3-pt jump shot from 28 ft,21,30
2,11:44.0,Defensive rebound by E. Bledsoe,,21,30
2,11:25.0,G. Antetokounmpo misses 3-pt jump shot from 29 ft,,21,30
2,11:23.0,Offensive rebound by Team,,21,30
2,11:18.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,21,30
2,11:18.0,,Defensive rebound by N. Powell,21,30
2,11:09.0,,N. Powell misses 2-pt layup from 1 ft,21,30
2,11:09.0,Defensive rebound by G. Antetokounmpo,,21,30
2,10:57.0,N. Mirotić misses 3-pt jump shot from 24 ft,,21,30
2,10:54.0,,Defensive rebound by S. Ibaka,21,30
2,10:46.0,,K. Leonard misses 2-pt jump shot from 18 ft,21,30
2,10:44.0,,Offensive rebound by S. Ibaka,21,30
2,10:42.0,,D. Green misses 2-pt jump shot from 17 ft,21,30
2,10:39.0,Defensive rebound by G. Hill,,21,30
2,10:33.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,24,30
2,10:24.0,,Personal foul by E. Bledsoe (drawn by K. Leonard),24,30
2,10:24.0,K. Middleton enters the game for G. Hill,,24,30
2,10:15.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by N. Powell),24,32
2,9:59.0,P. Connaughton makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,27,32
2,9:49.0,,Shooting foul by K. Middleton (drawn by K. Leonard),27,32
2,9:49.0,,K. Leonard makes free throw 1 of 2,27,33
2,9:49.0,,K. Lowry enters the game for D. Green,27,33
2,9:49.0,,K. Leonard misses free throw 2 of 2,27,33
2,9:49.0,Defensive rebound by G. Antetokounmpo,,27,33
2,9:34.0,Turnover by G. Antetokounmpo (bad pass),,27,33
2,9:18.0,,Personal foul by G. Antetokounmpo (drawn by S. Ibaka),27,33
2,9:18.0,Milwaukee full timeout,,27,33
2,9:18.0,B. Lopez enters the game for N. Mirotić,,27,33
2,9:13.0,,Offensive foul by K. Lowry (drawn by K. Middleton),27,33
2,9:13.0,,Turnover by K. Lowry (offensive foul),27,33
2,9:13.0,,M. Gasol enters the game for S. Ibaka,27,33
2,9:04.0,Offensive foul by E. Bledsoe (drawn by K. Leonard),,27,33
2,9:04.0,Turnover by E. Bledsoe (offensive foul),,27,33
2,8:48.0,,Offensive foul by K. Leonard (drawn by K. Middleton),27,33
2,8:48.0,,Turnover by K. Leonard (offensive foul),27,33
2,8:37.0,Turnover by G. Antetokounmpo (traveling),,27,33
2,8:22.0,,F. VanVleet misses 3-pt jump shot from 23 ft,27,33
2,8:19.0,Defensive rebound by P. Connaughton,,27,33
2,8:15.0,Shooting foul by N. Powell (drawn by E. Bledsoe),,27,33
2,8:15.0,E. Bledsoe makes free throw 1 of 2,,28,33
2,8:15.0,M. Brogdon enters the game for P. Connaughton,,28,33
2,8:15.0,,P. Siakam enters the game for N. Powell,28,33
2,8:15.0,E. Bledsoe makes free throw 2 of 2,,29,33
2,7:55.0,,K. Leonard makes 2-pt jump shot from 10 ft (assist by F. VanVleet),29,35
2,7:55.0,,Shooting foul by K. Middleton (drawn by K. Leonard),29,35
2,7:55.0,G. Hill enters the game for E. Bledsoe,,29,35
2,7:55.0,,S. Ibaka enters the game for F. VanVleet,29,35
2,7:55.0,,K. Leonard makes free throw 1 of 1,29,36
2,7:36.0,M. Brogdon misses 2-pt jump shot from 18 ft,,29,36
2,7:33.0,,Defensive rebound by M. Gasol,29,36
2,7:24.0,,P. Siakam misses 2-pt jump shot from 14 ft,29,36
2,7:20.0,Defensive rebound by G. Antetokounmpo,,29,36
2,7:14.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,31,36
2,7:03.0,,K. Leonard misses 2-pt jump shot from 17 ft,31,36
2,6:59.0,Defensive rebound by M. Brogdon,,31,36
2,6:54.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by M. Brogdon),,33,36
2,6:45.0,,Toronto full timeout,33,36
2,6:45.0,,N. Powell enters the game for S. Ibaka,33,36
2,6:32.0,,N. Powell misses 2-pt jump shot from 16 ft,33,36
2,6:29.0,,Offensive rebound by M. Gasol,33,36
2,6:26.0,,K. Lowry makes 3-pt jump shot from 28 ft (assist by K. Leonard),33,39
2,6:04.0,K. Middleton misses 2-pt jump shot from 11 ft,,33,39
2,6:01.0,,Defensive rebound by P. Siakam,33,39
2,5:55.0,,Turnover by P. Siakam (bad pass; steal by M. Brogdon),33,39
2,5:52.0,Shooting foul by M. Gasol (drawn by K. Middleton),,33,39
2,5:52.0,K. Middleton misses free throw 1 of 2,,33,39
2,5:52.0,Offensive rebound by Team,,33,39
2,5:52.0,K. Middleton makes free throw 2 of 2,,34,39
2,5:40.0,,Personal foul by G. Hill (drawn by K. Leonard),34,39
2,5:40.0,,K. Leonard makes free throw 1 of 2,34,40
2,5:40.0,E. İlyasova enters the game for G. Antetokounmpo,,34,40
2,5:40.0,,K. Leonard makes free throw 2 of 2,34,41
2,5:29.0,Shooting foul by M. Gasol (drawn by K. Middleton),,34,41
2,5:29.0,K. Middleton misses free throw 1 of 2,,34,41
2,5:29.0,Offensive rebound by Team,,34,41
2,5:29.0,,S. Ibaka enters the game for M. Gasol,34,41
2,5:29.0,K. Middleton makes free throw 2 of 2,,35,41
2,5:12.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),35,43
2,5:01.0,M. Brogdon makes 2-pt layup from 1 ft (assist by E. İlyasova),,37,43
2,4:40.0,,P. Siakam makes 2-pt jump shot from 1 ft (assist by K. Leonard),37,45
2,4:29.0,K. Middleton misses 2-pt layup from 5 ft,,37,45
2,4:27.0,,Defensive rebound by P. Siakam,37,45
2,4:21.0,,K. Leonard misses 3-pt jump shot from 27 ft,37,45
2,4:21.0,,Offensive rebound by N. Powell,37,45
2,4:13.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by K. Leonard),37,48
2,4:12.0,Milwaukee full timeout,,37,48
2,4:12.0,G. Antetokounmpo enters the game for E. İlyasova,,37,48
2,4:12.0,E. Bledsoe enters the game for K. Middleton,,37,48
2,3:57.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,40,48
2,3:42.0,,S. Ibaka misses 3-pt jump shot from 25 ft,40,48
2,3:39.0,,Offensive rebound by K. Lowry,40,48
2,3:25.0,,K. Lowry misses 3-pt jump shot from 27 ft,40,48
2,3:21.0,Defensive rebound by B. Lopez,,40,48
2,3:13.0,M. Brogdon makes 3-pt jump shot from 28 ft (assist by G. Hill),,43,48
2,2:45.0,,K. Lowry makes 2-pt jump shot from 23 ft,43,50
2,2:22.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,43,50
2,2:20.0,Offensive rebound by M. Brogdon,,43,50
2,2:18.0,M. Brogdon misses 2-pt layup from 2 ft,,43,50
2,2:17.0,,Defensive rebound by S. Ibaka,43,50
2,2:09.0,,S. Ibaka misses 2-pt jump shot from 5 ft,43,50
2,2:09.0,,Offensive rebound by Team,43,50
2,2:09.0,N. Mirotić enters the game for B. Lopez,,43,50
2,1:56.0,,N. Powell misses 3-pt jump shot from 26 ft,43,50
2,1:53.0,Defensive rebound by N. Mirotić,,43,50
2,1:48.0,N. Mirotić misses 3-pt jump shot from 26 ft,,43,50
2,1:45.0,,Defensive rebound by K. Lowry,43,50
2,1:33.0,,Personal foul by G. Hill (drawn by K. Leonard),43,50
2,1:33.0,,K. Leonard makes free throw 1 of 2,43,51
2,1:33.0,,K. Leonard makes free throw 2 of 2,43,52
2,1:15.0,Shooting foul by N. Powell (drawn by N. Mirotić),,43,52
2,1:15.0,N. Mirotić makes free throw 1 of 3,,44,52
2,1:15.0,N. Mirotić makes free throw 2 of 3,,45,52
2,1:15.0,N. Mirotić makes free throw 3 of 3,,46,52
2,0:51.0,,Turnover by N. Powell (lost ball; steal by G. Hill),46,52
2,0:46.0,E. Bledsoe makes 2-pt layup from 1 ft,,48,52
2,0:30.0,,K. Leonard makes 3-pt jump shot from 25 ft,48,55
2,0:16.0,E. Bledsoe makes 3-pt jump shot from 28 ft,,51,55
2,0:01.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Lowry),51,58
2,0:00.0,G. Hill misses 3-pt jump shot from 62 ft,,51,58
2,0:00.0,Offensive rebound by Team,,51,58
3,11:36.0,,D. Green misses 3-pt jump shot from 25 ft,51,58
3,11:34.0,Defensive rebound by G. Antetokounmpo,,51,58
3,11:26.0,B. Lopez misses 3-pt jump shot from 23 ft,,51,58
3,11:24.0,,Defensive rebound by K. Leonard,51,58
3,11:17.0,,K. Leonard misses 2-pt jump shot from 8 ft,51,58
3,11:16.0,Defensive rebound by B. Lopez,,51,58
3,11:11.0,K. Middleton misses 3-pt jump shot from 27 ft,,51,58
3,11:09.0,Offensive rebound by N. Mirotić,,51,58
3,11:06.0,N. Mirotić makes 2-pt layup from 1 ft,,53,58
3,10:52.0,,Personal foul by N. Mirotić (drawn by M. Gasol),53,58
3,10:40.0,,D. Green misses 2-pt jump shot from 20 ft,53,58
3,10:36.0,Defensive rebound by K. Middleton,,53,58
3,10:33.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,53,58
3,10:28.0,,Defensive rebound by M. Gasol,53,58
3,10:21.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Lowry),53,61
3,10:07.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,53,61
3,10:04.0,,Defensive rebound by K. Lowry,53,61
3,9:59.0,,K. Leonard misses 2-pt layup from 1 ft,53,61
3,9:57.0,,Offensive rebound by K. Leonard,53,61
3,9:57.0,,K. Leonard makes 2-pt layup from 1 ft,53,63
3,9:37.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by K. Middleton),,56,63
3,9:17.0,,K. Leonard misses 2-pt jump shot from 20 ft,56,63
3,9:14.0,Defensive rebound by G. Antetokounmpo,,56,63
3,9:09.0,Turnover by G. Antetokounmpo (lost ball; steal by M. Gasol),,56,63
3,9:03.0,,Turnover by P. Siakam (bad pass; steal by E. Bledsoe),56,63
3,8:58.0,E. Bledsoe misses 2-pt layup from 2 ft,,56,63
3,8:57.0,,Defensive rebound by K. Leonard,56,63
3,8:51.0,,K. Lowry misses 3-pt jump shot from 24 ft,56,63
3,8:47.0,Defensive rebound by G. Antetokounmpo,,56,63
3,8:41.0,B. Lopez misses 3-pt jump shot from 27 ft,,56,63
3,8:37.0,,Defensive rebound by D. Green,56,63
3,8:18.0,,P. Siakam makes 2-pt hook shot from 4 ft,56,65
3,8:17.0,,Violation by Team (delay of game),56,65
3,8:15.0,Milwaukee full timeout,,56,65
3,7:53.0,E. Bledsoe misses 2-pt layup from 2 ft,,56,65
3,7:52.0,,Defensive rebound by K. Leonard,56,65
3,7:45.0,,Turnover by M. Gasol (bad pass; steal by E. Bledsoe),56,65
3,7:43.0,Shooting foul by K. Lowry (drawn by E. Bledsoe),,56,65
3,7:43.0,E. Bledsoe makes free throw 1 of 2,,57,65
3,7:43.0,E. İlyasova enters the game for B. Lopez,,57,65
3,7:43.0,E. Bledsoe misses free throw 2 of 2,,57,65
3,7:41.0,,Defensive rebound by K. Leonard,57,65
3,7:36.0,,Turnover by K. Leonard (bad pass; steal by N. Mirotić),57,65
3,7:26.0,K. Middleton makes 2-pt layup at rim,,59,65
3,7:07.0,,Personal foul by E. İlyasova (drawn by K. Leonard),59,65
3,7:07.0,M. Brogdon enters the game for N. Mirotić,,59,65
3,7:00.0,,M. Gasol misses 2-pt jump shot from 5 ft,59,65
3,6:57.0,Defensive rebound by G. Antetokounmpo,,59,65
3,6:44.0,M. Brogdon makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,62,65
3,6:33.0,,K. Leonard misses 2-pt jump shot from 6 ft,62,65
3,6:33.0,Defensive rebound by Team,,62,65
3,6:33.0,,S. Ibaka enters the game for M. Gasol,62,65
3,6:33.0,,N. Powell enters the game for D. Green,62,65
3,6:25.0,Turnover by E. Bledsoe (out of bounds lost ball),,62,65
3,6:09.0,,S. Ibaka misses 2-pt jump shot from 19 ft,62,65
3,6:07.0,Defensive rebound by G. Antetokounmpo,,62,65
3,6:02.0,Turnover by G. Antetokounmpo (traveling),,62,65
3,5:39.0,Violation by Team (kicked ball),,62,65
3,5:39.0,G. Hill enters the game for E. Bledsoe,,62,65
3,5:39.0,,Toronto full timeout,62,65
3,5:28.0,,S. Ibaka misses 2-pt jump shot from 21 ft,62,65
3,5:25.0,Defensive rebound by K. Middleton,,62,65
3,5:13.0,E. İlyasova misses 2-pt layup from 3 ft,,62,65
3,5:13.0,,Defensive rebound by S. Ibaka,62,65
3,4:53.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by N. Powell),62,68
3,4:41.0,K. Middleton misses 3-pt jump shot from 26 ft,,62,68
3,4:38.0,,Defensive rebound by P. Siakam,62,68
3,4:28.0,,Turnover by P. Siakam (bad pass; steal by M. Brogdon),62,68
3,4:24.0,M. Brogdon makes 2-pt layup from 1 ft,,64,68
3,4:04.0,,N. Powell misses 3-pt jump shot from 28 ft,64,68
3,4:02.0,Defensive rebound by G. Antetokounmpo,,64,68
3,3:45.0,E. İlyasova misses 2-pt jump shot from 20 ft,,64,68
3,3:45.0,,Defensive rebound by S. Ibaka,64,68
3,3:41.0,,Shooting foul by M. Brogdon (drawn by N. Powell),64,68
3,3:41.0,,N. Powell makes free throw 1 of 2,64,69
3,3:41.0,P. Connaughton enters the game for G. Antetokounmpo,,64,69
3,3:41.0,B. Lopez enters the game for K. Middleton,,64,69
3,3:41.0,,M. Gasol enters the game for S. Ibaka,64,69
3,3:41.0,,F. VanVleet enters the game for K. Leonard,64,69
3,3:41.0,,N. Powell makes free throw 2 of 2,64,70
3,3:31.0,B. Lopez misses 3-pt jump shot from 27 ft,,64,70
3,3:29.0,,Defensive rebound by M. Gasol,64,70
3,3:15.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by M. Gasol),64,73
3,2:54.0,Personal foul by P. Siakam (drawn by B. Lopez),,64,73
3,2:45.0,E. İlyasova makes 2-pt layup from 2 ft (assist by B. Lopez),,66,73
3,2:29.0,,N. Powell makes 2-pt jump shot from 16 ft (assist by M. Gasol),66,75
3,2:10.0,G. Hill makes 2-pt layup from 1 ft (assist by P. Connaughton),,68,75
3,2:10.0,Shooting foul by K. Lowry (drawn by G. Hill),,68,75
3,2:10.0,N. Mirotić enters the game for B. Lopez,,68,75
3,2:10.0,G. Hill makes free throw 1 of 1,,69,75
3,2:02.0,,Personal foul by E. İlyasova (drawn by K. Lowry),69,75
3,2:02.0,E. Bledsoe enters the game for E. İlyasova,,69,75
3,2:02.0,,D. Green enters the game for K. Lowry,69,75
3,1:55.0,,Turnover by M. Gasol (lost ball; steal by N. Mirotić),69,75
3,1:50.0,M. Brogdon misses 3-pt jump shot from 25 ft,,69,75
3,1:46.0,Offensive rebound by P. Connaughton,,69,75
3,1:46.0,P. Connaughton makes 2-pt layup at rim,,71,75
3,1:22.0,,N. Powell makes 2-pt hook shot from 2 ft (assist by D. Green),71,77
3,1:05.0,N. Mirotić misses 3-pt jump shot from 29 ft (block by M. Gasol),,71,77
3,1:02.0,,Defensive rebound by N. Powell,71,77
3,0:54.0,,Turnover by F. VanVleet (bad pass; steal by E. Bledsoe),71,77
3,0:53.0,Personal take foul by N. Powell (drawn by E. Bledsoe),,71,77
3,0:53.0,G. Antetokounmpo enters the game for M. Brogdon,,71,77
3,0:42.0,Personal foul by N. Powell (drawn by G. Hill),,71,77
3,0:42.0,G. Hill makes free throw 1 of 2,,72,77
3,0:42.0,,J. Meeks enters the game for N. Powell,72,77
3,0:42.0,G. Hill makes free throw 2 of 2,,73,77
3,0:31.0,,F. VanVleet misses 3-pt jump shot from 28 ft,73,77
3,0:27.0,Defensive rebound by G. Antetokounmpo,,73,77
3,0:17.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,73,77
3,0:15.0,Offensive rebound by P. Connaughton,,73,77
3,0:12.0,G. Hill makes 2-pt jump shot from 12 ft (assist by P. Connaughton),,75,77
3,0:00.0,,F. VanVleet misses 2-pt layup from 3 ft (block by G. Antetokounmpo),75,77
3,0:00.0,Defensive rebound by G. Hill,,75,77
4,11:49.0,N. Mirotić misses 3-pt jump shot from 23 ft,,75,77
4,11:47.0,,Defensive rebound by Team,75,77
4,11:24.0,,Turnover by F. VanVleet (bad pass; steal by G. Antetokounmpo),75,77
4,11:21.0,G. Antetokounmpo misses 2-pt layup from 5 ft (block by M. Gasol),,75,77
4,11:20.0,,Defensive rebound by F. VanVleet,75,77
4,11:19.0,,Turnover by F. VanVleet (bad pass; steal by N. Mirotić),75,77
4,11:14.0,Turnover by N. Mirotić (bad pass; steal by P. Siakam),,75,77
4,11:06.0,,D. Green misses 3-pt jump shot from 26 ft,75,77
4,11:03.0,Defensive rebound by G. Antetokounmpo,,75,77
4,10:58.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,75,77
4,10:55.0,,Defensive rebound by D. Green,75,77
4,10:49.0,,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),75,77
4,10:49.0,,K. Leonard makes free throw 1 of 2,75,78
4,10:49.0,K. Middleton enters the game for G. Hill,,75,78
4,10:49.0,,K. Leonard makes free throw 2 of 2,75,79
4,10:34.0,N. Mirotić misses 3-pt jump shot from 28 ft,,75,79
4,10:32.0,,Defensive rebound by D. Green,75,79
4,10:23.0,,Personal foul by E. Bledsoe (drawn by F. VanVleet),75,79
4,10:14.0,,F. VanVleet misses 3-pt jump shot from 24 ft,75,79
4,10:10.0,Defensive rebound by G. Antetokounmpo,,75,79
4,10:10.0,B. Lopez enters the game for P. Connaughton,,75,79
4,10:10.0,,K. Lowry enters the game for P. Siakam,75,79
4,9:50.0,N. Mirotić makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,77,79
4,9:34.0,,K. Lowry makes 3-pt jump shot from 26 ft,77,82
4,9:22.0,Personal foul by K. Lowry (drawn by G. Antetokounmpo),,77,82
4,9:14.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by M. Gasol),,77,82
4,9:14.0,Offensive rebound by G. Antetokounmpo,,77,82
4,9:08.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by M. Gasol),,77,82
4,9:08.0,,Defensive rebound by F. VanVleet,77,82
4,9:05.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by F. VanVleet),77,85
4,9:05.0,Milwaukee full timeout,,77,85
4,9:05.0,M. Brogdon enters the game for N. Mirotić,,77,85
4,9:05.0,,N. Powell enters the game for K. Lowry,77,85
4,8:52.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,79,85
4,8:52.0,Shooting foul by K. Leonard (drawn by G. Antetokounmpo),,79,85
4,8:52.0,G. Antetokounmpo misses free throw 1 of 1,,79,85
4,8:50.0,,Defensive rebound by D. Green,79,85
4,8:29.0,,N. Powell misses 2-pt jump shot from 20 ft (block by G. Antetokounmpo),79,85
4,8:25.0,Defensive rebound by K. Middleton,,79,85
4,8:21.0,E. Bledsoe misses 2-pt layup from 3 ft (block by D. Green),,79,85
4,8:21.0,Offensive rebound by Team,,79,85
4,8:16.0,Personal foul by F. VanVleet (drawn by G. Antetokounmpo),,79,85
4,8:08.0,M. Brogdon misses 3-pt jump shot from 23 ft,,79,85
4,8:05.0,,Defensive rebound by M. Gasol,79,85
4,7:59.0,,Turnover by K. Leonard (lost ball; steal by B. Lopez),79,85
