QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
4,5:33.0,Personal foul by J. Bell (drawn by D. Booker),,90,114
4,5:33.0,D. Ayton enters the game for R. Anderson,,90,114
4,5:33.0,T. Warren enters the game for T. Chandler,,90,114
4,5:24.0,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),,93,114
4,5:21.0,,Turnover by J. Jerebko (traveling),93,114
4,4:52.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),,95,114
4,4:51.0,,Golden State full timeout,95,114
4,4:40.0,,J. Jerebko misses 3-pt jump shot from 26 ft,95,114
4,4:38.0,Defensive rebound by D. Booker,,95,114
4,4:36.0,Personal foul by A. McKinnie (drawn by D. Booker),,95,114
4,4:23.0,D. Booker misses 2-pt jump shot from 10 ft,,95,114
4,4:22.0,,Defensive rebound by J. Bell,95,114
4,4:18.0,,Turnover by Q. Cook (bad pass),95,114
4,4:07.0,D. Ayton makes 2-pt layup from 1 ft (assist by D. Booker),,97,114
4,3:50.0,,Q. Cook makes 2-pt jump shot from 5 ft,97,116
4,3:50.0,,K. Looney enters the game for J. Jerebko,97,116
4,3:36.0,Phoenix full timeout,,97,116
4,3:27.0,Turnover by D. Booker (bad pass; steal by Q. Cook),,97,116
4,3:07.0,,J. Evans makes 2-pt layup from 3 ft (assist by Q. Cook),97,118
4,2:54.0,T. Warren makes 2-pt jump shot from 16 ft,,99,118
4,2:43.0,,Personal foul by D. Booker (drawn by Q. Cook),99,118
4,2:43.0,D. Bender enters the game for T. Ariza,,99,118
4,2:43.0,R. Holmes enters the game for D. Ayton,,99,118
4,2:43.0,J. Jackson enters the game for D. Booker,,99,118
4,2:43.0,D. Melton enters the game for T. Warren,,99,118
4,2:23.0,,K. Looney makes 2-pt jump shot from 14 ft (assist by J. Evans),99,120
4,2:10.0,Personal foul by A. McKinnie (drawn by R. Holmes),,99,120
4,2:10.0,,D. Lee enters the game for A. McKinnie,99,120
4,2:08.0,Personal foul by D. Lee (drawn by M. Bridges),,99,120
4,2:08.0,M. Bridges makes free throw 1 of 2,,100,120
4,2:08.0,M. Bridges makes free throw 2 of 2,,101,120
4,1:50.0,,Q. Cook misses 2-pt layup from 1 ft,101,120
4,1:49.0,,Offensive rebound by K. Looney,101,120
4,1:45.0,,K. Looney makes 2-pt layup from 2 ft,101,122
4,1:45.0,,Shooting foul by D. Bender (drawn by K. Looney),101,122
4,1:45.0,,K. Looney makes free throw 1 of 1,101,123
4,1:27.0,J. Jackson misses 2-pt jump shot from 8 ft,,101,123
4,1:27.0,R. Holmes makes 2-pt layup from 1 ft,,103,123
4,1:27.0,Offensive rebound by R. Holmes,,103,123
4,1:10.0,,D. Lee misses 2-pt jump shot from 12 ft,103,123
4,1:09.0,Defensive rebound by R. Holmes,,103,123
4,1:01.0,M. Bridges misses 3-pt jump shot from 25 ft,,103,123
4,0:59.0,Offensive rebound by R. Holmes,,103,123
4,0:53.0,M. Bridges misses 3-pt jump shot from 27 ft,,103,123
4,0:51.0,,Defensive rebound by K. Looney,103,123
4,0:38.0,,Q. Cook misses 3-pt jump shot from 27 ft,103,123
4,0:36.0,Defensive rebound by D. Bender,,103,123
4,0:29.0,Turnover by J. Jackson (bad pass; steal by J. Bell),,103,123
4,0:18.0,,D. Lee misses 3-pt jump shot from 26 ft,103,123
4,0:16.0,Defensive rebound by R. Holmes,,103,123
