QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
4,9:04.0,,Offensive foul by D. Cousins (drawn by C. Brewer),96,96
4,9:04.0,,Turnover by D. Cousins (offensive foul),96,96
4,8:57.0,M. Bagley misses 2-pt jump shot from 7 ft,,96,96
4,8:54.0,,Defensive rebound by D. Cousins,96,96
4,8:46.0,,D. Green makes 3-pt jump shot from 26 ft (assist by D. Cousins),96,99
4,8:28.0,C. Brewer makes 3-pt jump shot from 27 ft (assist by D. Fox),,99,99
4,8:14.0,,K. Thompson misses 3-pt jump shot from 26 ft,99,99
4,8:12.0,Defensive rebound by Team,,99,99
4,8:12.0,B. Hield enters the game for B. Bogdanović,,99,99
4,8:12.0,,S. Curry enters the game for Q. Cook,99,99
4,8:12.0,,A. McKinnie enters the game for A. Iguodala,99,99
4,8:02.0,Shooting foul by D. Cousins (drawn by D. Fox),,99,99
4,8:02.0,D. Fox makes free throw 1 of 2,,100,99
4,8:02.0,D. Fox makes free throw 2 of 2,,101,99
4,7:47.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),101,102
4,7:30.0,M. Bagley makes 3-pt jump shot from 26 ft (assist by D. Fox),,104,102
4,7:15.0,,Personal foul by M. Bagley (drawn by D. Cousins),104,102
4,7:15.0,,Personal foul by C. Brewer (drawn by D. Green),104,102
4,7:15.0,,D. Green makes free throw 1 of 2,104,103
4,7:15.0,,D. Green makes free throw 2 of 2,104,104
4,7:05.0,D. Fox misses 2-pt jump shot from 20 ft,,104,104
4,7:03.0,,Defensive rebound by S. Curry,104,104
4,7:00.0,,S. Curry makes 3-pt jump shot from 26 ft,104,107
4,6:43.0,B. Hield misses 3-pt jump shot from 26 ft,,104,107
4,6:38.0,,Defensive rebound by D. Cousins,104,107
4,6:36.0,,Shooting foul by C. Brewer (drawn by K. Thompson),104,107
4,6:36.0,,K. Thompson makes free throw 1 of 2,104,108
4,6:36.0,,K. Thompson makes free throw 2 of 2,104,109
4,6:28.0,B. Hield misses 3-pt jump shot from 28 ft,,104,109
4,6:26.0,,Defensive rebound by D. Green,104,109
4,6:22.0,,S. Curry misses 3-pt jump shot from 26 ft,104,109
4,6:20.0,Defensive rebound by D. Fox,,104,109
4,6:15.0,Personal foul by K. Thompson (drawn by D. Fox),,104,109
4,6:15.0,,K. Durant enters the game for K. Thompson,104,109
4,5:58.0,C. Brewer misses 3-pt jump shot from 28 ft,,104,109
4,5:53.0,Offensive rebound by M. Bagley,,104,109
4,5:47.0,D. Fox misses 2-pt jump shot from 12 ft,,104,109
4,5:40.0,,Defensive rebound by K. Durant,104,109
4,5:40.0,H. Barnes enters the game for C. Brewer,,104,109
4,5:40.0,,A. Iguodala enters the game for D. Green,104,109
4,5:36.0,,D. Cousins misses 3-pt jump shot from 27 ft,104,109
4,5:34.0,Defensive rebound by M. Bagley,,104,109
4,5:23.0,B. Hield misses 2-pt jump shot from 20 ft (block by K. Durant),,104,109
4,5:21.0,Offensive rebound by M. Bagley,,104,109
4,5:15.0,D. Fox misses 2-pt jump shot from 13 ft,,104,109
4,5:14.0,,Defensive rebound by D. Cousins,104,109
4,5:01.0,,A. McKinnie misses 3-pt jump shot from 23 ft,104,109
4,4:59.0,Defensive rebound by H. Barnes,,104,109
4,4:48.0,Shooting foul by K. Durant (drawn by M. Bagley),,104,109
4,4:48.0,M. Bagley makes free throw 1 of 2,,105,109
4,4:48.0,,Golden State full timeout,105,109
4,4:48.0,B. Bogdanović enters the game for B. Hield,,105,109
4,4:48.0,,D. Green enters the game for D. Cousins,105,109
4,4:48.0,,K. Thompson enters the game for A. McKinnie,105,109
4,4:48.0,M. Bagley makes free throw 2 of 2,,106,109
4,4:33.0,,K. Thompson misses 2-pt jump shot from 21 ft,106,109
4,4:31.0,Defensive rebound by D. Fox,,106,109
4,4:21.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),,108,109
4,4:03.0,,S. Curry misses 2-pt jump shot from 5 ft,108,109
4,4:02.0,Defensive rebound by W. Cauley-Stein,,108,109
4,3:55.0,D. Fox misses 2-pt layup from 8 ft,,108,109
4,3:54.0,,Defensive rebound by S. Curry,108,109
4,3:43.0,,K. Thompson misses 3-pt jump shot from 26 ft,108,109
4,3:38.0,Defensive rebound by D. Fox,,108,109
4,3:37.0,Personal foul by S. Curry (drawn by B. Bogdanović),,108,109
4,3:33.0,Sacramento full timeout,,108,109
4,3:33.0,B. Hield enters the game for W. Cauley-Stein,,108,109
4,3:22.0,Turnover by B. Bogdanović (out of bounds lost ball),,108,109
4,3:01.0,,K. Durant makes 2-pt jump shot from 15 ft,108,111
4,2:46.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,108,111
4,2:42.0,,Defensive rebound by D. Green,108,111
4,2:34.0,,S. Curry makes 3-pt jump shot from 26 ft,108,114
4,2:18.0,H. Barnes makes 2-pt layup from 3 ft (assist by D. Fox),,110,114
4,2:01.0,,K. Durant misses 2-pt jump shot from 19 ft,110,114
4,2:00.0,Defensive rebound by M. Bagley,,110,114
4,1:55.0,Personal foul by A. Iguodala (drawn by D. Fox),,110,114
4,1:55.0,D. Fox makes free throw 1 of 2,,111,114
4,1:55.0,D. Fox misses free throw 2 of 2,,111,114
4,1:54.0,,Defensive rebound by K. Thompson,111,114
4,1:43.0,,S. Curry makes 3-pt jump shot from 26 ft,111,117
4,1:32.0,H. Barnes misses 2-pt jump shot from 10 ft,,111,117
4,1:31.0,Offensive rebound by B. Hield,,111,117
4,1:26.0,H. Barnes makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,114,117
4,1:12.0,,S. Curry misses 2-pt layup from 4 ft (block by D. Fox),114,117
4,1:11.0,,Offensive rebound by K. Thompson,114,117
4,1:11.0,,K. Thompson makes 3-pt jump shot from 23 ft,114,120
4,1:11.0,Sacramento full timeout,,114,120
4,1:00.0,Shooting foul by D. Green (drawn by M. Bagley),,114,120
4,1:00.0,,Technical foul by D. Green,114,120
4,1:00.0,B. Hield makes technical free throw,,115,120
4,1:00.0,M. Bagley makes free throw 1 of 2,,116,120
4,1:00.0,M. Bagley makes free throw 2 of 2,,117,120
4,0:46.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by A. Iguodala),117,122
4,0:36.0,D. Fox misses 2-pt jump shot from 19 ft,,117,122
4,0:32.0,Offensive rebound by B. Hield,,117,122
4,0:32.0,Turnover by B. Hield (out of bounds lost ball),,117,122
4,0:25.0,,Personal take foul by B. Hield (drawn by D. Green),117,122
4,0:25.0,,D. Green makes free throw 1 of 2,117,123
4,0:25.0,,D. Green misses free throw 2 of 2,117,123
4,0:23.0,Defensive rebound by B. Hield,,117,123
4,0:19.0,B. Hield makes 3-pt jump shot from 31 ft,,120,123
4,0:17.0,,Personal take foul by H. Barnes (drawn by S. Curry),120,123
4,0:17.0,,S. Curry makes free throw 1 of 2,120,124
4,0:17.0,,S. Curry makes free throw 2 of 2,120,125
4,0:10.0,B. Hield makes 3-pt jump shot from 23 ft (assist by D. Fox),,123,125
4,0:07.0,,Personal take foul by M. Bagley (drawn by A. Iguodala),123,125
4,0:07.0,,A. Iguodala misses free throw 1 of 2,123,125
4,0:07.0,,Offensive rebound by Team,123,125
4,0:07.0,W. Cauley-Stein enters the game for B. Hield,,123,125
4,0:07.0,,A. Iguodala misses free throw 2 of 2,123,125
4,0:07.0,Defensive rebound by M. Bagley,,123,125
4,0:06.0,Sacramento full timeout,,123,125
4,0:06.0,B. Hield enters the game for W. Cauley-Stein,,123,125
4,0:02.0,B. Hield misses 2-pt jump shot from 12 ft,,123,125
4,0:01.0,,Defensive rebound by K. Durant,123,125
