QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
4,4:49.0,,Offensive rebound by Team,94,109
4,4:49.0,,B. Forbes makes free throw 2 of 2,94,110
4,4:42.0,T. Ferguson makes 2-pt jump shot from 23 ft (assist by R. Westbrook),,96,110
4,4:19.0,,D. DeRozan makes 2-pt jump shot from 14 ft,96,112
4,4:06.0,Turnover by R. Westbrook (bad pass; steal by L. Aldridge),,96,112
4,4:02.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. DeRozan),96,115
4,4:02.0,Oklahoma City full timeout,,96,115
4,4:02.0,,R. Gay enters the game for D. Bertāns,96,115
4,3:56.0,J. Grant misses 3-pt jump shot from 24 ft,,96,115
4,3:52.0,,Defensive rebound by D. White,96,115
4,3:38.0,,Turnover by D. DeRozan (bad pass; steal by S. Adams),96,115
4,3:38.0,Personal foul by D. White (drawn by R. Westbrook),,96,115
4,3:38.0,R. Felton enters the game for R. Westbrook,,96,115
4,3:38.0,,P. Mills enters the game for D. White,96,115
4,3:27.0,J. Grant misses 2-pt jump shot from 19 ft,,96,115
4,3:23.0,,Defensive rebound by R. Gay,96,115
4,3:03.0,,R. Gay misses 2-pt jump shot from 21 ft,96,115
4,3:00.0,Defensive rebound by J. Grant,,96,115
4,2:52.0,T. Ferguson misses 3-pt jump shot from 26 ft,,96,115
4,2:48.0,,Defensive rebound by L. Aldridge,96,115
4,2:33.0,,L. Aldridge misses 2-pt jump shot from 21 ft,96,115
4,2:30.0,Defensive rebound by J. Grant,,96,115
4,2:23.0,Shooting foul by B. Forbes (drawn by D. Schröder),,96,115
4,2:23.0,D. Schröder makes free throw 1 of 2,,97,115
4,2:23.0,D. Burton enters the game for S. Adams,,97,115
4,2:23.0,A. Nader enters the game for T. Ferguson,,97,115
4,2:23.0,N. Noel enters the game for J. Grant,,97,115
4,2:23.0,,D. Eubanks enters the game for L. Aldridge,97,115
4,2:23.0,,L. Walker enters the game for D. DeRozan,97,115
4,2:23.0,D. Schröder makes free throw 2 of 2,,98,115
4,2:02.0,,Turnover by R. Gay (bad pass),98,115
4,2:02.0,H. Diallo enters the game for D. Schröder,,98,115
4,2:02.0,,D. Cunningham enters the game for B. Forbes,98,115
4,2:02.0,,Q. Pondexter enters the game for R. Gay,98,115
4,1:45.0,H. Diallo misses 2-pt jump shot from 7 ft,,98,115
4,1:39.0,Offensive rebound by N. Noel,,98,115
4,1:39.0,N. Noel misses 2-pt layup from 1 ft,,98,115
4,1:38.0,,Defensive rebound by L. Walker,98,115
4,1:35.0,,L. Walker misses 2-pt jump shot from 18 ft,98,115
4,1:35.0,Defensive rebound by Team,,98,115
4,1:29.0,Personal foul by D. Cunningham (drawn by D. Burton),,98,115
4,1:29.0,D. Burton misses 2-pt jump shot from 11 ft,,98,115
4,1:16.0,,Defensive rebound by D. Eubanks,98,115
4,1:06.0,,Shooting foul by D. Burton (drawn by D. Cunningham),98,115
4,1:06.0,,D. Cunningham makes free throw 1 of 2,98,116
4,1:06.0,,D. Cunningham misses free throw 2 of 2,98,116
4,1:03.0,Defensive rebound by H. Diallo,,98,116
4,0:51.0,R. Felton misses 2-pt jump shot from 19 ft,,98,116
4,0:48.0,,Defensive rebound by D. Cunningham,98,116
4,0:37.0,,D. Cunningham misses 2-pt jump shot from 16 ft,98,116
4,0:34.0,Defensive rebound by N. Noel,,98,116
4,0:26.0,D. Burton makes 2-pt layup from 1 ft (assist by A. Nader),,100,116
4,0:12.0,,Turnover by D. Eubanks (lost ball; steal by N. Noel),100,116
4,0:07.0,R. Felton makes 2-pt layup from 1 ft,,102,116
