QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
1,0:52.0,,I. Mahinmi enters the game for D. Howard,25,28
1,0:52.0,Shooting foul by K. Oubre (drawn by E. Davis),,25,28
1,0:52.0,E. Davis makes free throw 1 of 1,,26,28
1,0:31.0,,K. Oubre makes 2-pt layup from 2 ft,26,30
1,0:17.0,R. Kurucs misses 2-pt layup from 3 ft,,26,30
1,0:15.0,,Defensive rebound by K. Oubre,26,30
1,0:03.0,,K. Oubre misses 3-pt jump shot from 26 ft,26,30
1,0:01.0,Defensive rebound by R. Kurucs,,26,30
1,0:00.0,R. Kurucs misses 3-pt jump shot from 59 ft,,26,30
1,0:00.0,Offensive rebound by Team,,26,30
2,11:47.0,,I. Mahinmi misses 3-pt jump shot from 23 ft,26,30
2,11:43.0,Defensive rebound by E. Davis,,26,30
2,11:26.0,S. Napier misses 2-pt jump shot from 6 ft,,26,30
2,11:24.0,,Defensive rebound by I. Mahinmi,26,30
2,11:12.0,,Shooting foul by S. Napier (drawn by J. Green),26,30
2,11:12.0,,J. Green makes free throw 1 of 2,26,31
2,11:12.0,,J. Green makes free throw 2 of 2,26,32
2,11:01.0,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Carroll),,29,32
2,10:40.0,,T. Satoranský makes 2-pt jump shot from 8 ft,29,34
2,10:21.0,E. Davis misses 2-pt jump shot from 9 ft,,29,34
2,10:19.0,,Defensive rebound by T. Satoranský,29,34
2,10:15.0,,Turnover by J. Green (out of bounds lost ball),29,34
2,10:06.0,S. Napier makes 2-pt layup from 1 ft,,31,34
2,10:06.0,Shooting foul by I. Mahinmi (drawn by S. Napier),,31,34
2,10:06.0,S. Napier makes free throw 1 of 1,,32,34
2,9:45.0,,J. Green makes 2-pt hook shot from 8 ft,32,36
2,9:31.0,R. Kurucs makes 2-pt layup from 2 ft (assist by S. Napier),,34,36
2,9:19.0,,T. Satoranský makes 2-pt layup from 3 ft,34,38
2,9:08.0,D. Carroll misses 3-pt jump shot from 27 ft,,34,38
2,9:05.0,,Defensive rebound by A. Rivers,34,38
2,8:59.0,,A. Rivers misses 2-pt jump shot from 6 ft,34,38
2,8:58.0,Defensive rebound by Team,,34,38
2,8:35.0,D. Carroll makes 2-pt layup from 2 ft,,36,38
2,8:18.0,,K. Oubre makes 2-pt jump shot from 6 ft (assist by J. Green),36,40
2,7:58.0,D. Carroll misses 2-pt jump shot from 16 ft,,36,40
2,7:56.0,,Defensive rebound by I. Mahinmi,36,40
2,7:39.0,,I. Mahinmi misses 2-pt hook shot from 6 ft,36,40
2,7:39.0,Defensive rebound by Team,,36,40
2,7:39.0,Brooklyn full timeout,,36,40
2,7:39.0,S. Dinwiddie enters the game for R. Kurucs,,36,40
2,7:39.0,J. Harris enters the game for S. Napier,,36,40
2,7:39.0,,J. Wall enters the game for T. Satoranský,36,40
2,7:27.0,D. Russell misses 2-pt jump shot from 16 ft,,36,40
2,7:24.0,,Defensive rebound by K. Oubre,36,40
2,7:10.0,,A. Rivers misses 2-pt jump shot from 9 ft,36,40
2,7:10.0,,Offensive rebound by Team,36,40
2,7:10.0,Loose ball foul by S. Dinwiddie (drawn by I. Mahinmi),,36,40
2,6:57.0,,Turnover by J. Wall (bad pass; steal by D. Russell),36,40
2,6:44.0,D. Carroll makes 2-pt jump shot from 4 ft (assist by D. Russell),,38,40
2,6:30.0,,Shooting foul by E. Davis (drawn by K. Oubre),38,40
2,6:30.0,,K. Oubre misses free throw 1 of 2,38,40
2,6:30.0,,Offensive rebound by Team,38,40
2,6:30.0,,B. Beal enters the game for I. Mahinmi,38,40
2,6:30.0,,D. Howard enters the game for A. Rivers,38,40
2,6:30.0,,K. Oubre makes free throw 2 of 2,38,41
2,6:05.0,D. Carroll misses 2-pt jump shot from 10 ft,,38,41
2,6:01.0,Offensive rebound by E. Davis,,38,41
2,6:01.0,E. Davis misses 2-pt layup at rim,,38,41
2,5:59.0,,Defensive rebound by D. Howard,38,41
2,5:55.0,,J. Wall misses 2-pt jump shot from 15 ft,38,41
2,5:54.0,Defensive rebound by S. Dinwiddie,,38,41
2,5:36.0,S. Dinwiddie makes 2-pt jump shot from 17 ft (assist by D. Carroll),,40,41
2,5:29.0,,Turnover by D. Howard (bad pass; steal by S. Dinwiddie),40,41
2,5:25.0,S. Dinwiddie makes 2-pt layup from 1 ft,,42,41
2,5:08.0,,B. Beal misses 2-pt jump shot from 13 ft,42,41
2,5:06.0,,Offensive rebound by D. Howard,42,41
2,5:06.0,,Shooting foul by E. Davis (drawn by D. Howard),42,41
2,5:06.0,,D. Howard makes free throw 1 of 2,42,42
2,5:06.0,J. Allen enters the game for E. Davis,,42,42
2,5:06.0,A. Crabbe enters the game for D. Russell,,42,42
2,5:06.0,,M. Morris enters the game for J. Green,42,42
2,5:06.0,,O. Porter enters the game for K. Oubre,42,42
2,5:06.0,,D. Howard makes free throw 2 of 2,42,43
2,4:51.0,Shooting foul by D. Howard (drawn by D. Carroll),,42,43
2,4:51.0,D. Carroll makes free throw 1 of 2,,43,43
2,4:51.0,D. Carroll makes free throw 2 of 2,,44,43
2,4:40.0,,B. Beal misses 2-pt layup from 6 ft,44,43
2,4:38.0,,Offensive rebound by D. Howard,44,43
2,4:38.0,,D. Howard makes 2-pt layup from 2 ft,44,45
2,4:24.0,A. Crabbe misses 3-pt jump shot from 26 ft,,44,45
2,4:24.0,Offensive rebound by Team,,44,45
2,4:24.0,,Loose ball foul by D. Howard (drawn by J. Allen),44,45
2,4:11.0,D. Carroll misses 3-pt jump shot from 26 ft,,44,45
2,4:08.0,Offensive rebound by S. Dinwiddie,,44,45
2,4:08.0,D. Carroll misses 3-pt jump shot from 27 ft,,44,45
2,4:05.0,,Defensive rebound by B. Beal,44,45
2,3:55.0,,D. Howard misses 2-pt jump shot from 16 ft,44,45
2,3:51.0,Defensive rebound by D. Carroll,,44,45
2,3:37.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by D. Howard),,44,45
2,3:34.0,,Defensive rebound by D. Howard,44,45
2,3:31.0,,J. Wall misses 2-pt jump shot from 20 ft,44,45
2,3:26.0,Defensive rebound by J. Harris,,44,45
2,3:17.0,J. Allen makes 2-pt hook shot from 7 ft (assist by S. Dinwiddie),,46,45
2,3:04.0,,Turnover by M. Morris (lost ball; steal by J. Harris),46,45
2,2:59.0,J. Harris misses 3-pt jump shot from 26 ft,,46,45
2,2:54.0,Offensive rebound by D. Carroll,,46,45
2,2:51.0,Shooting foul by M. Morris (drawn by S. Dinwiddie),,46,45
2,2:51.0,,Washington full timeout,46,45
2,2:51.0,J. Dudley enters the game for D. Carroll,,46,45
2,2:51.0,S. Dinwiddie misses free throw 1 of 2,,46,45
2,2:51.0,Offensive rebound by Team,,46,45
2,2:51.0,S. Dinwiddie makes free throw 2 of 2,,47,45
2,2:39.0,,Turnover by M. Morris (bad pass; steal by S. Dinwiddie),47,45
2,2:35.0,S. Dinwiddie makes 2-pt layup from 2 ft,,49,45
2,2:18.0,,M. Morris misses 2-pt hook shot from 11 ft,49,45
2,2:16.0,,Offensive rebound by M. Morris,49,45
2,2:15.0,,M. Morris makes 2-pt layup from 10 ft,49,47
2,2:01.0,J. Dudley misses 3-pt jump shot from 25 ft,,49,47
2,1:59.0,,Defensive rebound by B. Beal,49,47
2,1:53.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),49,50
2,1:27.0,A. Crabbe makes 2-pt jump shot from 21 ft (assist by S. Dinwiddie),,51,50
2,1:12.0,,J. Wall makes 2-pt jump shot from 16 ft,51,52
2,0:59.0,A. Crabbe misses 3-pt jump shot from 28 ft,,51,52
2,0:57.0,,Defensive rebound by O. Porter,51,52
2,0:47.0,,Turnover by J. Wall (bad pass; steal by J. Dudley),51,52
2,0:41.0,S. Dinwiddie makes 3-pt jump shot from 27 ft,,54,52
2,0:26.0,,D. Howard makes 2-pt dunk from 2 ft (assist by O. Porter),54,54
2,0:05.0,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,56,54
2,0:01.0,,B. Beal misses 2-pt layup from 5 ft (block by J. Allen),56,54
2,0:01.0,Defensive rebound by Team,,56,54
3,11:42.0,,D. Howard misses 2-pt layup from 1 ft,56,54
3,11:39.0,,Offensive rebound by D. Howard,56,54
3,11:38.0,,D. Howard misses 2-pt layup from 1 ft,56,54
3,11:38.0,Defensive rebound by J. Harris,,56,54
3,11:14.0,A. Crabbe misses 2-pt jump shot from 2 ft,,56,54
3,11:12.0,Offensive rebound by J. Allen,,56,54
3,11:11.0,J. Allen makes 2-pt dunk from 1 ft,,58,54
3,11:02.0,,B. Beal misses 2-pt jump shot from 15 ft,58,54
3,11:02.0,,Offensive rebound by Team,58,54
3,10:52.0,,O. Porter misses 2-pt jump shot from 14 ft,58,54
3,10:49.0,Defensive rebound by J. Dudley,,58,54
3,10:45.0,J. Dudley misses 3-pt jump shot from 28 ft,,58,54
3,10:41.0,,Defensive rebound by D. Howard,58,54
3,10:35.0,,Shooting foul by J. Allen (drawn by J. Wall),58,54
3,10:35.0,,J. Wall misses free throw 1 of 2,58,54
3,10:35.0,,Offensive rebound by Team,58,54
3,10:35.0,,J. Wall makes free throw 2 of 2,58,55
3,10:24.0,D. Russell misses 2-pt layup from 4 ft,,58,55
3,10:22.0,Offensive rebound by J. Allen,,58,55
3,10:21.0,J. Allen misses 2-pt hook shot from 5 ft,,58,55
3,10:20.0,,Defensive rebound by M. Morris,58,55
3,10:13.0,,Personal foul by D. Russell (drawn by O. Porter),58,55
3,10:07.0,,J. Wall misses 2-pt layup from 3 ft,58,55
3,10:03.0,Defensive rebound by D. Russell,,58,55
3,9:58.0,A. Crabbe misses 3-pt jump shot from 25 ft,,58,55
3,9:56.0,Offensive rebound by J. Allen,,58,55
3,9:56.0,J. Allen misses 2-pt layup from 3 ft,,58,55
3,9:53.0,Offensive rebound by J. Dudley,,58,55
3,9:50.0,J. Harris misses 2-pt layup from 5 ft (block by B. Beal),,58,55
3,9:50.0,Offensive rebound by Team,,58,55
3,9:45.0,Shooting foul by D. Howard (drawn by J. Harris),,58,55
3,9:45.0,J. Harris makes free throw 1 of 2,,59,55
3,9:45.0,J. Harris makes free throw 2 of 2,,60,55
3,9:37.0,,Shooting foul by J. Allen (drawn by D. Howard),60,55
3,9:37.0,,D. Howard makes free throw 1 of 2,60,56
3,9:37.0,,D. Howard makes free throw 2 of 2,60,57
3,9:26.0,J. Harris misses 3-pt jump shot from 26 ft,,60,57
3,9:22.0,,Defensive rebound by D. Howard,60,57
3,9:12.0,,B. Beal makes 2-pt layup from 2 ft,60,59
3,9:07.0,A. Crabbe misses 3-pt jump shot from 27 ft,,60,59
3,9:04.0,Offensive rebound by J. Allen,,60,59
3,8:53.0,D. Russell makes 3-pt jump shot from 25 ft,,63,59
3,8:37.0,,M. Morris makes 2-pt jump shot from 13 ft,63,61
3,8:19.0,J. Dudley makes 2-pt jump shot from 18 ft (assist by J. Harris),,65,61
3,8:07.0,,Turnover by D. Howard (traveling),65,61
3,7:59.0,Shooting foul by J. Wall (drawn by D. Russell),,65,61
3,7:59.0,D. Russell makes free throw 1 of 2,,66,61
3,7:59.0,D. Russell makes free throw 2 of 2,,67,61
3,7:44.0,,M. Morris misses 2-pt jump shot from 11 ft,67,61
3,7:42.0,Defensive rebound by J. Allen,,67,61
3,7:22.0,J. Harris makes 3-pt jump shot from 24 ft (assist by D. Russell),,70,61
3,7:20.0,,Washington full timeout,70,61
3,7:08.0,,J. Wall misses 3-pt jump shot from 26 ft,70,61
3,7:05.0,Defensive rebound by A. Crabbe,,70,61
3,6:59.0,Shooting foul by D. Howard (drawn by D. Russell),,70,61
3,6:59.0,D. Russell makes free throw 1 of 2,,71,61
3,6:59.0,,I. Mahinmi enters the game for D. Howard,71,61
3,6:59.0,D. Russell makes free throw 2 of 2,,72,61
3,6:51.0,,Shooting foul by J. Dudley (drawn by I. Mahinmi),72,61
3,6:51.0,,I. Mahinmi makes free throw 1 of 2,72,62
3,6:51.0,,I. Mahinmi makes free throw 2 of 2,72,63
3,6:43.0,Shooting foul by J. Wall (drawn by D. Russell),,72,63
3,6:43.0,D. Russell misses free throw 1 of 2,,72,63
3,6:43.0,Offensive rebound by Team,,72,63
3,6:43.0,D. Russell makes free throw 2 of 2,,73,63
3,6:27.0,,O. Porter misses 2-pt jump shot from 11 ft,73,63
3,6:25.0,Defensive rebound by J. Harris,,73,63
3,6:21.0,A. Crabbe makes 3-pt jump shot from 27 ft (assist by D. Russell),,76,63
3,6:04.0,,O. Porter misses 3-pt jump shot from 25 ft,76,63
3,6:02.0,,Offensive rebound by I. Mahinmi,76,63
3,6:02.0,,Shooting foul by J. Allen (drawn by I. Mahinmi),76,63
3,6:02.0,,Technical foul by J. Wall,76,63
3,6:02.0,A. Crabbe makes technical free throw,,77,63
3,6:02.0,,I. Mahinmi misses free throw 1 of 2,77,63
3,6:02.0,,Offensive rebound by Team,77,63
3,6:02.0,S. Dinwiddie enters the game for J. Harris,,77,63
3,6:02.0,,J. Green enters the game for M. Morris,77,63
3,6:02.0,,K. Oubre enters the game for O. Porter,77,63
3,6:02.0,,I. Mahinmi makes free throw 2 of 2,77,64
3,5:52.0,J. Allen makes 2-pt layup from 2 ft (assist by D. Russell),,79,64
3,5:40.0,,Shooting foul by A. Crabbe (drawn by K. Oubre),79,64
3,5:40.0,,K. Oubre makes free throw 1 of 2,79,65
3,5:40.0,,K. Oubre makes free throw 2 of 2,79,66
3,5:31.0,D. Russell misses 2-pt jump shot from 17 ft,,79,66
3,5:27.0,,Defensive rebound by I. Mahinmi,79,66
3,5:18.0,,Turnover by I. Mahinmi (3 sec),79,66
3,5:18.0,D. Carroll enters the game for J. Allen,,79,66
3,5:18.0,E. Davis enters the game for A. Crabbe,,79,66
3,5:18.0,R. Kurucs enters the game for J. Dudley,,79,66
3,5:00.0,Turnover by D. Russell (lost ball; steal by K. Oubre),,79,66
3,4:58.0,,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Wall),79,68
3,4:56.0,Brooklyn full timeout,,79,68
3,4:56.0,S. Napier enters the game for D. Russell,,79,68
3,4:42.0,S. Dinwiddie misses 2-pt layup from 12 ft,,79,68
3,4:40.0,,Defensive rebound by B. Beal,79,68
3,4:36.0,,Shooting foul by S. Dinwiddie (drawn by B. Beal),79,68
3,4:36.0,,B. Beal makes free throw 1 of 2,79,69
3,4:36.0,,B. Beal misses free throw 2 of 2,79,69
3,4:34.0,Defensive rebound by E. Davis,,79,69
3,4:19.0,Shooting foul by K. Oubre (drawn by D. Carroll),,79,69
3,4:19.0,D. Carroll makes free throw 1 of 2,,80,69
3,4:19.0,D. Carroll makes free throw 2 of 2,,81,69
3,4:07.0,,J. Green misses 2-pt jump shot from 17 ft,81,69
3,4:01.0,,Offensive rebound by I. Mahinmi,81,69
3,4:01.0,,I. Mahinmi misses 2-pt dunk at rim,81,69
3,4:00.0,Defensive rebound by D. Carroll,,81,69
3,3:55.0,D. Carroll makes 3-pt jump shot from 25 ft,,84,69
3,3:36.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),84,71
3,3:26.0,Turnover by E. Davis (out of bounds lost ball),,84,71
3,3:26.0,,A. Rivers enters the game for I. Mahinmi,84,71
3,3:16.0,,J. Wall makes 2-pt layup from 1 ft,84,73
3,2:53.0,S. Dinwiddie misses 2-pt layup from 6 ft,,84,73
3,2:53.0,,Defensive rebound by Team,84,73
3,2:53.0,Loose ball foul by E. Davis (drawn by K. Oubre),,84,73
3,2:53.0,,K. Oubre makes free throw 1 of 2,84,74
3,2:53.0,J. Allen enters the game for E. Davis,,84,74
3,2:53.0,,K. Oubre makes free throw 2 of 2,84,75
3,2:33.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,84,75
3,2:25.0,,Defensive rebound by A. Rivers,84,75
3,2:14.0,,J. Green misses 3-pt jump shot from 26 ft,84,75
3,2:11.0,,Offensive rebound by B. Beal,84,75
3,2:07.0,,B. Beal misses 3-pt jump shot from 26 ft,84,75
3,2:05.0,Defensive rebound by D. Carroll,,84,75
3,1:52.0,Personal foul by A. Rivers (drawn by S. Napier),,84,75
3,1:52.0,S. Napier misses free throw 1 of 2,,84,75
3,1:52.0,Offensive rebound by Team,,84,75
3,1:52.0,,T. Satoranský enters the game for B. Beal,84,75
3,1:52.0,S. Napier makes free throw 2 of 2,,85,75
3,1:37.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),85,77
3,1:24.0,S. Napier misses 2-pt layup from 3 ft (block by T. Satoranský),,85,77
3,1:20.0,Offensive rebound by J. Allen,,85,77
3,1:14.0,S. Napier misses 2-pt jump shot from 17 ft,,85,77
3,1:10.0,Offensive rebound by R. Kurucs,,85,77
3,1:10.0,R. Kurucs makes 2-pt layup from 1 ft,,87,77
3,1:05.0,,J. Wall misses 3-pt jump shot from 26 ft,87,77
3,1:00.0,Defensive rebound by J. Allen,,87,77
3,0:55.0,Shooting foul by J. Green (drawn by S. Dinwiddie),,87,77
3,0:55.0,S. Dinwiddie makes free throw 1 of 2,,88,77
3,0:55.0,S. Dinwiddie makes free throw 2 of 2,,89,77
3,0:42.0,,A. Rivers misses 3-pt jump shot from 26 ft,89,77
3,0:39.0,Defensive rebound by S. Napier,,89,77
3,0:36.0,R. Kurucs misses 2-pt layup from 2 ft,,89,77
3,0:34.0,,Defensive rebound by K. Oubre,89,77
3,0:27.0,,J. Wall makes 2-pt layup from 3 ft,89,79
3,0:07.0,S. Dinwiddie makes 2-pt jump shot from 14 ft,,91,79
3,0:00.0,,J. Wall misses 2-pt layup from 1 ft (block by J. Allen),91,79
3,0:00.0,Defensive rebound by S. Napier,,91,79
4,11:47.0,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,93,79
4,11:29.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Satoranský),93,82
4,11:06.0,S. Napier makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,95,82
4,10:50.0,,T. Satoranský misses 2-pt layup from 3 ft,95,82
4,10:46.0,,Offensive rebound by J. Green,95,82
4,10:46.0,,J. Green makes 2-pt layup at rim,95,84
4,10:29.0,S. Dinwiddie makes 2-pt layup from 5 ft,,97,84
4,10:29.0,Shooting foul by T. Satoranský (drawn by S. Dinwiddie),,97,84
4,10:29.0,S. Dinwiddie makes free throw 1 of 1,,98,84
4,10:14.0,,B. Beal misses 2-pt jump shot from 3 ft,98,84
4,10:12.0,Defensive rebound by R. Kurucs,,98,84
4,10:12.0,Personal foul by T. Satoranský (drawn by R. Kurucs),,98,84
4,10:12.0,,J. Wall enters the game for T. Satoranský,98,84
4,10:04.0,J. Allen misses 2-pt dunk from 3 ft,,98,84
4,10:02.0,,Defensive rebound by A. Rivers,98,84
4,9:56.0,,J. Wall misses 2-pt jump shot from 2 ft,98,84
4,9:54.0,Defensive rebound by D. Carroll,,98,84
4,9:49.0,Shooting foul by B. Beal (drawn by J. Allen),,98,84
4,9:49.0,J. Allen makes free throw 1 of 2,,99,84
4,9:49.0,J. Allen makes free throw 2 of 2,,100,84
4,9:39.0,,J. Green misses 3-pt jump shot from 26 ft,100,84
4,9:35.0,Defensive rebound by S. Napier,,100,84
4,9:16.0,Personal foul by B. Beal (drawn by S. Napier),,100,84
4,9:07.0,Shooting foul by B. Beal (drawn by S. Napier),,100,84
4,9:07.0,S. Napier makes free throw 1 of 2,,101,84
4,9:07.0,S. Napier makes free throw 2 of 2,,102,84
4,8:56.0,,J. Wall misses 2-pt layup from 1 ft,102,84
4,8:54.0,Defensive rebound by J. Allen,,102,84
4,8:50.0,D. Carroll misses 3-pt jump shot from 24 ft,,102,84
4,8:48.0,Offensive rebound by Team,,102,84
4,8:48.0,Personal foul by J. Green (drawn by J. Allen),,102,84
4,8:48.0,J. Allen makes free throw 1 of 2,,103,84
4,8:48.0,,Washington full timeout,103,84
4,8:48.0,,D. Howard enters the game for J. Green,103,84
4,8:48.0,,O. Porter enters the game for A. Rivers,103,84
4,8:48.0,J. Allen misses free throw 2 of 2,,103,84
4,8:46.0,,Defensive rebound by O. Porter,103,84
4,8:30.0,,B. Beal makes 2-pt layup from 2 ft (assist by D. Howard),103,86
4,8:19.0,S. Napier misses 3-pt jump shot from 28 ft,,103,86
4,8:14.0,,Defensive rebound by O. Porter,103,86
4,8:05.0,,J. Wall makes 2-pt jump shot from 15 ft,103,88
4,7:45.0,Turnover by D. Carroll (out of bounds lost ball),,103,88
4,7:45.0,E. Davis enters the game for J. Allen,,103,88
4,7:45.0,D. Russell enters the game for S. Dinwiddie,,103,88
4,7:31.0,,J. Wall misses 2-pt jump shot from 18 ft,103,88
4,7:28.0,Defensive rebound by D. Carroll,,103,88
4,7:07.0,R. Kurucs misses 2-pt layup from 2 ft (block by J. Wall),,103,88
4,7:03.0,,Defensive rebound by D. Howard,103,88
4,6:58.0,,B. Beal misses 3-pt jump shot from 26 ft,103,88
4,6:53.0,,Offensive rebound by D. Howard,103,88
4,6:53.0,,D. Howard makes 2-pt layup from 1 ft,103,90
4,6:53.0,Brooklyn full timeout,,103,90
4,6:53.0,J. Allen enters the game for D. Carroll,,103,90
4,6:53.0,S. Dinwiddie enters the game for E. Davis,,103,90
4,6:53.0,J. Dudley enters the game for R. Kurucs,,103,90
4,6:53.0,J. Harris enters the game for S. Napier,,103,90
