QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
4,0:53.0,D. Green misses 3-pt jump shot from 23 ft,,96,90
4,0:51.0,,Defensive rebound by N. Vučević,96,90
4,0:42.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by D. Augustin),96,93
4,0:20.0,K. Leonard misses 2-pt jump shot from 19 ft,,96,93
4,0:15.0,Offensive rebound by K. Lowry,,96,93
4,0:12.0,Personal take foul by A. Gordon (drawn by K. Leonard),,96,93
4,0:12.0,K. Leonard makes free throw 1 of 2,,97,93
4,0:12.0,K. Leonard makes free throw 2 of 2,,98,93
4,0:12.0,,Orlando full timeout,98,93
4,0:12.0,F. VanVleet enters the game for M. Gasol,,98,93
4,0:07.0,,T. Ross misses 3-pt jump shot from 26 ft,98,93
4,0:07.0,,Offensive rebound by N. Vučević,98,93
4,0:00.0,,E. Fournier misses 3-pt jump shot from 25 ft,98,93
4,0:00.0,,Offensive rebound by Team,98,93
4,0:00.0,,Turnover by A. Gordon (inbound),98,93
