QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
4,6:44.0,K. Middleton misses 2-pt jump shot from 6 ft,,97,104
4,6:42.0,,Defensive rebound by T. Rozier,97,104
4,6:33.0,,A. Horford misses 2-pt layup from 4 ft (block by B. Lopez),97,104
4,6:32.0,,Offensive rebound by Team,97,104
4,6:32.0,E. İlyasova enters the game for B. Lopez,,97,104
4,6:32.0,,G. Hayward enters the game for K. Irving,97,104
4,6:32.0,,M. Smart enters the game for M. Morris,97,104
4,6:30.0,,Turnover by M. Smart (bad pass; steal by G. Antetokounmpo),97,104
4,6:18.0,G. Antetokounmpo makes 2-pt layup from 5 ft,,99,104
4,5:58.0,,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),99,106
4,5:46.0,M. Brogdon misses 2-pt jump shot from 6 ft (block by T. Rozier),,99,106
4,5:44.0,Offensive rebound by M. Brogdon,,99,106
4,5:41.0,D. DiVincenzo misses 3-pt jump shot from 24 ft,,99,106
4,5:39.0,,Defensive rebound by T. Rozier,99,106
4,5:24.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by A. Horford),99,109
4,5:03.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,101,109
4,4:51.0,,Personal foul by E. İlyasova (drawn by T. Rozier),101,109
4,4:46.0,,G. Hayward misses 3-pt jump shot from 25 ft,101,109
4,4:44.0,Defensive rebound by D. DiVincenzo,,101,109
4,4:38.0,Turnover by M. Brogdon (bad pass),,101,109
4,4:24.0,,T. Rozier makes 2-pt jump shot from 10 ft,101,111
4,4:14.0,K. Middleton makes 3-pt jump shot from 25 ft,,104,111
4,3:48.0,,J. Tatum makes 2-pt jump shot from 10 ft (assist by T. Rozier),104,113
4,3:27.0,K. Middleton makes 3-pt jump shot from 26 ft,,107,113
4,3:16.0,,Boston full timeout,107,113
4,3:16.0,E. Bledsoe enters the game for D. DiVincenzo,,107,113
4,3:16.0,,K. Irving enters the game for T. Rozier,107,113
4,3:04.0,,K. Irving misses 2-pt jump shot from 16 ft,107,113
4,2:59.0,Defensive rebound by Team,,107,113
4,2:38.0,K. Middleton misses 3-pt jump shot from 27 ft,,107,113
4,2:35.0,Offensive rebound by M. Brogdon,,107,113
4,2:23.0,K. Middleton makes 2-pt layup from 3 ft,,109,113
4,1:57.0,,G. Hayward misses 2-pt jump shot from 20 ft,109,113
4,1:55.0,Defensive rebound by M. Brogdon,,109,113
4,1:45.0,M. Brogdon makes 2-pt layup from 1 ft,,111,113
4,1:23.0,,A. Horford misses 3-pt jump shot from 26 ft,111,113
4,1:17.0,,Offensive rebound by K. Irving,111,113
4,1:07.0,,K. Irving misses 3-pt jump shot from 25 ft,111,113
4,1:05.0,,Offensive rebound by G. Hayward,111,113
4,1:02.0,,G. Hayward misses 3-pt jump shot from 25 ft,111,113
4,1:00.0,Defensive rebound by G. Antetokounmpo,,111,113
4,0:51.0,Turnover by K. Middleton (out of bounds lost ball),,111,113
4,0:51.0,,M. Morris enters the game for M. Smart,111,113
4,0:28.0,,A. Horford misses 3-pt jump shot from 25 ft,111,113
4,0:25.0,Defensive rebound by E. İlyasova,,111,113
4,0:18.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,111,113
4,0:16.0,,Defensive rebound by A. Horford,111,113
4,0:16.0,,Personal take foul by E. Bledsoe (drawn by M. Morris),111,113
4,0:14.0,,Turnover by J. Tatum (lost ball; steal by G. Antetokounmpo),111,113
4,0:13.0,Personal foul by J. Tatum (drawn by E. Bledsoe),,111,113
4,0:13.0,E. Bledsoe misses free throw 1 of 2,,111,113
4,0:13.0,Offensive rebound by Team,,111,113
4,0:13.0,,A. Baynes enters the game for K. Irving,111,113
4,0:13.0,E. Bledsoe makes free throw 2 of 2,,112,113
4,0:13.0,,Boston full timeout,112,113
4,0:13.0,,K. Irving enters the game for A. Baynes,112,113
4,0:12.0,,Personal take foul by E. İlyasova (drawn by K. Irving),112,113
4,0:12.0,,K. Irving makes free throw 1 of 2,112,114
4,0:12.0,,K. Irving makes free throw 2 of 2,112,115
4,0:12.0,,M. Smart enters the game for G. Hayward,112,115
4,0:06.0,E. Bledsoe misses 2-pt layup from 4 ft,,112,115
4,0:05.0,Offensive rebound by Team,,112,115
4,0:05.0,Milwaukee full timeout,,112,115
4,0:05.0,B. Lopez enters the game for E. İlyasova,,112,115
4,0:05.0,,G. Hayward enters the game for K. Irving,112,115
4,0:05.0,,T. Rozier enters the game for M. Morris,112,115
4,0:04.0,Shooting foul by M. Smart (drawn by G. Antetokounmpo),,112,115
4,0:04.0,G. Antetokounmpo makes free throw 1 of 2,,113,115
4,0:04.0,E. İlyasova enters the game for B. Lopez,,113,115
4,0:04.0,,A. Baynes enters the game for T. Rozier,113,115
4,0:04.0,G. Antetokounmpo misses free throw 2 of 2,,113,115
4,0:02.0,,Defensive rebound by A. Horford,113,115
4,0:02.0,,Personal take foul by K. Middleton (drawn by A. Horford),113,115
4,0:02.0,,A. Horford makes free throw 1 of 2,113,116
4,0:02.0,,T. Rozier enters the game for A. Baynes,113,116
4,0:02.0,,A. Horford makes free throw 2 of 2,113,117
4,0:02.0,Milwaukee full timeout,,113,117
4,0:02.0,B. Lopez enters the game for E. Bledsoe,,113,117
4,0:02.0,,R. Williams enters the game for T. Rozier,113,117
4,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,113,117
4,0:00.0,Offensive rebound by Team,,113,117
