QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
4,6:16.0,,S. Curry makes 2-pt layup from 4 ft,86,80
4,6:16.0,Portland full timeout,,86,80
4,6:16.0,M. Harkless enters the game for E. Turner,,86,80
4,6:16.0,,A. Iguodala enters the game for S. Curry,86,80
4,6:16.0,,K. Looney enters the game for J. Jerebko,86,80
4,5:59.0,Personal foul by D. Green (drawn by J. Nurkić),,86,80
4,5:49.0,C. McCollum misses 2-pt hook shot from 11 ft,,86,80
4,5:48.0,Offensive rebound by Team,,86,80
4,5:45.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by A. Aminu),,88,80
4,5:30.0,,Personal foul by A. Aminu (drawn by K. Durant),88,80
4,5:24.0,,K. Looney makes 2-pt layup from 2 ft (assist by K. Durant),88,82
4,5:00.0,A. Aminu misses 3-pt jump shot from 27 ft,,88,82
4,4:59.0,Offensive rebound by Team,,88,82
4,4:59.0,,Loose ball foul by K. Durant (drawn by J. Nurkić),88,82
4,4:59.0,,S. Curry enters the game for K. Looney,88,82
4,4:59.0,Turnover by A. Aminu (lost ball; steal by A. Iguodala),,88,82
4,4:41.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),88,84
4,4:18.0,J. Nurkić makes 2-pt layup from 3 ft,,90,84
4,4:04.0,,Shooting foul by J. Nurkić (drawn by K. Durant),90,84
4,4:04.0,,K. Durant makes free throw 1 of 2,90,85
4,4:04.0,,K. Durant makes free throw 2 of 2,90,86
4,3:54.0,Personal foul by D. Green (drawn by J. Nurkić),,90,86
4,3:54.0,,Technical foul by D. Green,90,86
4,3:54.0,D. Lillard makes technical free throw,,91,86
4,3:52.0,Shooting foul by A. Iguodala (drawn by J. Nurkić),,91,86
4,3:52.0,J. Nurkić makes free throw 1 of 2,,92,86
4,3:52.0,,Golden State full timeout,92,86
4,3:52.0,J. Nurkić makes free throw 2 of 2,,93,86
4,3:41.0,,Personal foul by A. Aminu (drawn by S. Curry),93,86
4,3:36.0,,K. Durant misses 3-pt jump shot from 27 ft,93,86
4,3:34.0,Defensive rebound by J. Nurkić,,93,86
4,3:13.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,96,86
4,3:01.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),96,89
4,2:37.0,Turnover by D. Lillard (bad pass; steal by K. Thompson),,96,89
4,2:34.0,,Shooting foul by D. Lillard (drawn by A. Iguodala),96,89
4,2:34.0,,A. Iguodala makes free throw 1 of 2,96,90
4,2:34.0,,A. Iguodala makes free throw 2 of 2,96,91
4,2:25.0,Offensive foul by C. McCollum (drawn by K. Thompson),,96,91
4,2:25.0,Turnover by C. McCollum (offensive foul),,96,91
4,2:07.0,,S. Curry misses 3-pt jump shot from 28 ft,96,91
4,2:05.0,Defensive rebound by J. Nurkić,,96,91
4,1:49.0,J. Nurkić makes 2-pt layup from 6 ft,,98,91
4,1:49.0,Shooting foul by K. Durant (drawn by J. Nurkić),,98,91
4,1:49.0,J. Nurkić misses free throw 1 of 1,,98,91
4,1:47.0,,Defensive rebound by K. Durant,98,91
4,1:36.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by S. Curry),98,94
4,1:17.0,A. Aminu misses 3-pt jump shot from 27 ft,,98,94
4,1:15.0,Offensive rebound by Team,,98,94
4,1:15.0,,Loose ball foul by K. Thompson (drawn by C. McCollum),98,94
4,1:15.0,C. McCollum makes free throw 1 of 2,,99,94
4,1:15.0,C. McCollum makes free throw 2 of 2,,100,94
4,1:06.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),100,97
4,0:52.0,Personal foul by D. Green (drawn by C. McCollum),,100,97
4,0:52.0,C. McCollum makes free throw 1 of 2,,101,97
4,0:52.0,C. McCollum makes free throw 2 of 2,,102,97
4,0:46.0,,K. Durant makes 2-pt dunk from 2 ft,102,99
4,0:30.0,D. Lillard misses 2-pt jump shot from 21 ft,,102,99
4,0:28.0,,Defensive rebound by D. Green,102,99
4,0:24.0,,S. Curry misses 3-pt jump shot from 30 ft,102,99
4,0:23.0,,Offensive rebound by A. Iguodala,102,99
4,0:20.0,,K. Durant makes 3-pt jump shot from 28 ft (assist by S. Curry),102,102
4,0:19.0,Portland full timeout,,102,102
4,0:19.0,S. Curry enters the game for A. Aminu,,102,102
4,0:01.0,D. Lillard misses 3-pt jump shot from 28 ft,,102,102
4,0:00.0,,Defensive rebound by Team,102,102
4,0:00.0,,Golden State full timeout,102,102
4,0:00.0,A. Aminu enters the game for S. Curry,,102,102
4,0:00.0,,Turnover by S. Curry (bad pass),102,102
4,0:00.0,Portland full timeout,,102,102
1OT,4:43.0,Turnover by J. Nurkić (bad pass; steal by K. Thompson),,102,102
1OT,4:22.0,,D. Green misses 3-pt jump shot from 27 ft,102,102
1OT,4:20.0,Defensive rebound by M. Harkless,,102,102
1OT,4:15.0,D. Lillard misses 3-pt jump shot from 31 ft,,102,102
1OT,4:13.0,,Defensive rebound by D. Green,102,102
1OT,4:05.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),102,104
1OT,3:54.0,Turnover by C. McCollum (traveling),,102,104
1OT,3:43.0,,K. Durant misses 2-pt jump shot from 17 ft,102,104
1OT,3:42.0,Defensive rebound by J. Nurkić,,102,104
1OT,3:33.0,Turnover by J. Nurkić (offensive foul),,102,104
1OT,3:33.0,Offensive foul by J. Nurkić (drawn by D. Green),,102,104
1OT,3:23.0,,S. Curry misses 2-pt jump shot from 20 ft,102,104
1OT,3:22.0,Defensive rebound by C. McCollum,,102,104
1OT,3:02.0,M. Harkless misses 3-pt jump shot from 23 ft,,102,104
1OT,3:00.0,Offensive rebound by J. Nurkić,,102,104
1OT,2:53.0,A. Aminu misses 3-pt jump shot from 27 ft,,102,104
1OT,2:51.0,,Defensive rebound by S. Curry,102,104
1OT,2:43.0,,K. Thompson makes 2-pt layup from 2 ft (assist by S. Curry),102,106
1OT,2:23.0,A. Aminu misses 3-pt jump shot from 27 ft,,102,106
1OT,2:21.0,,Defensive rebound by K. Thompson,102,106
1OT,2:01.0,,S. Curry misses 2-pt jump shot from 20 ft,102,106
1OT,1:59.0,Defensive rebound by J. Nurkić,,102,106
1OT,1:50.0,C. McCollum makes 3-pt jump shot from 28 ft (assist by A. Aminu),,105,106
1OT,1:32.0,,K. Durant misses 3-pt jump shot from 26 ft,105,106
1OT,1:30.0,Defensive rebound by M. Harkless,,105,106
1OT,1:18.0,J. Nurkić misses 2-pt hook shot from 13 ft,,105,106
1OT,1:17.0,Offensive rebound by A. Aminu,,105,106
1OT,1:06.0,C. McCollum makes 2-pt jump shot from 20 ft,,107,106
1OT,1:05.0,,Golden State full timeout,107,106
1OT,1:05.0,,A. Iguodala enters the game for K. Looney,107,106
1OT,0:51.0,,D. Green makes 3-pt jump shot from 24 ft (assist by K. Thompson),107,109
1OT,0:36.0,C. McCollum misses 2-pt jump shot from 12 ft,,107,109
1OT,0:35.0,Offensive rebound by A. Aminu,,107,109
1OT,0:28.0,J. Nurkić misses 2-pt hook shot from 8 ft,,107,109
1OT,0:27.0,,Defensive rebound by K. Thompson,107,109
1OT,0:17.0,,Personal foul by M. Harkless (drawn by S. Curry),107,109
1OT,0:14.0,,Turnover by S. Curry (bad pass; steal by M. Harkless),107,109
1OT,0:06.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Aminu),,110,109
1OT,0:05.0,,Golden State full timeout,110,109
1OT,0:05.0,E. Turner enters the game for J. Nurkić,,110,109
1OT,0:00.0,,K. Durant misses 2-pt jump shot from 12 ft,110,109
1OT,0:00.0,,Offensive rebound by Team,110,109
