QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
1,7:58.0,,D. DeRozan makes 2-pt layup from 8 ft (assist by R. Gay),7,9
1,7:58.0,,Shooting foul by J. Ennis (drawn by D. DeRozan),7,9
1,7:58.0,,D. DeRozan misses free throw 1 of 1,7,9
1,7:55.0,Defensive rebound by J. Harden,,7,9
1,7:46.0,C. Capela makes 2-pt hook shot from 3 ft (assist by C. Paul),,9,9
1,7:22.0,,Turnover by D. DeRozan (lost ball; steal by P. Tucker),9,9
1,7:22.0,Flagrant foul type 1 by D. DeRozan (drawn by P. Tucker),,9,9
1,7:22.0,E. Gordon enters the game for J. Ennis,,9,9
1,7:22.0,P. Tucker makes flagrant free throw 1 of 2,,10,9
1,7:22.0,P. Tucker makes flagrant free throw 2 of 2,,11,9
1,7:16.0,P. Tucker makes 2-pt layup from 3 ft (assist by C. Paul),,13,9
1,7:02.0,,B. Forbes makes 2-pt jump shot from 23 ft (assist by D. Cunningham),13,11
1,6:45.0,E. Gordon makes 3-pt jump shot from 26 ft,,16,11
1,6:21.0,,D. DeRozan misses 2-pt layup from 10 ft (block by C. Capela),16,11
1,6:21.0,Defensive rebound by P. Tucker,,16,11
1,6:15.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,19,11
1,6:13.0,,San Antonio full timeout,19,11
1,6:13.0,G. Green enters the game for C. Paul,,19,11
1,6:13.0,,D. Bertāns enters the game for D. Cunningham,19,11
1,6:13.0,,P. Mills enters the game for B. Forbes,19,11
1,5:54.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by D. Bertāns),19,13
1,5:29.0,J. Harden misses 3-pt jump shot from 23 ft,,19,13
1,5:26.0,,Defensive rebound by P. Mills,19,13
1,5:12.0,,P. Mills misses 3-pt jump shot from 27 ft,19,13
1,5:09.0,Defensive rebound by P. Tucker,,19,13
1,4:55.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,22,13
1,4:43.0,,D. DeRozan makes 2-pt jump shot from 12 ft,22,15
1,4:24.0,C. Capela makes 2-pt layup from 5 ft (assist by E. Gordon),,24,15
1,4:10.0,,Turnover by D. DeRozan (bad pass; steal by G. Green),24,15
1,4:06.0,G. Green makes 3-pt jump shot from 25 ft,,27,15
1,3:53.0,,Turnover by D. Bertāns (bad pass),27,15
1,3:53.0,G. Clark enters the game for P. Tucker,,27,15
1,3:53.0,,M. Belinelli enters the game for L. Aldridge,27,15
1,3:53.0,,J. Poeltl enters the game for R. Gay,27,15
1,3:39.0,C. Capela makes 2-pt dunk from 3 ft (assist by J. Harden),,29,15
1,3:22.0,,Turnover by J. Poeltl (bad pass; steal by G. Green),29,15
1,3:18.0,E. Gordon misses 3-pt jump shot from 28 ft,,29,15
1,3:14.0,Offensive rebound by C. Capela,,29,15
1,3:12.0,G. Green misses 3-pt jump shot from 25 ft,,29,15
1,3:10.0,Offensive rebound by C. Capela,,29,15
1,3:00.0,J. Harden misses 3-pt jump shot from 26 ft,,29,15
1,2:56.0,,Defensive rebound by P. Mills,29,15
1,2:46.0,,Turnover by M. Belinelli (lost ball; steal by G. Clark),29,15
1,2:41.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,31,15
1,2:25.0,,M. Belinelli misses 2-pt jump shot from 22 ft,31,15
1,2:25.0,Defensive rebound by J. Harden,,31,15
1,2:13.0,Shooting foul by J. Poeltl (drawn by E. Gordon),,31,15
1,2:13.0,Houston full timeout,,31,15
1,2:13.0,I. Hartenstein enters the game for C. Capela,,31,15
1,2:13.0,C. Paul enters the game for G. Clark,,31,15
1,2:13.0,P. Tucker enters the game for J. Harden,,31,15
1,2:13.0,E. Gordon makes free throw 1 of 2,,32,15
1,2:13.0,E. Gordon makes free throw 2 of 2,,33,15
1,2:04.0,,Shooting foul by C. Paul (drawn by M. Belinelli),33,15
1,1:59.0,,P. Mills makes 3-pt jump shot from 26 ft,33,18
1,1:42.0,,Violation by Team (kicked ball),33,18
1,1:42.0,,B. Forbes enters the game for D. DeRozan,33,18
1,1:35.0,E. Gordon misses 2-pt jump shot from 10 ft,,33,18
1,1:35.0,,Defensive rebound by J. Poeltl,33,18
1,1:15.0,,P. Mills misses 3-pt jump shot from 25 ft,33,18
1,1:13.0,Defensive rebound by P. Tucker,,33,18
1,1:06.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Tucker),,36,18
1,0:46.0,,M. Belinelli makes 2-pt jump shot from 14 ft (assist by P. Mills),36,20
1,0:30.0,E. Gordon makes 3-pt jump shot from 25 ft,,39,20
1,0:30.0,Shooting foul by P. Mills (drawn by E. Gordon),,39,20
1,0:30.0,E. Gordon misses free throw 1 of 1,,39,20
1,0:28.0,,Defensive rebound by D. Bertāns,39,20
1,0:08.0,,B. Forbes makes 3-pt jump shot from 25 ft,39,23
1,0:00.0,C. Paul misses 3-pt jump shot from 24 ft,,39,23
1,0:00.0,Offensive rebound by Team,,39,23
2,11:56.0,,B. Forbes misses 3-pt jump shot from 26 ft,39,23
2,11:48.0,Defensive rebound by D. House,,39,23
2,11:33.0,D. House misses 3-pt jump shot from 26 ft,,39,23
2,11:30.0,,Defensive rebound by D. White,39,23
2,11:22.0,,J. Poeltl misses 2-pt layup from 4 ft,39,23
2,11:18.0,Defensive rebound by P. Tucker,,39,23
2,11:07.0,J. Ennis misses 3-pt jump shot from 25 ft,,39,23
2,11:06.0,,Defensive rebound by Team,39,23
2,11:06.0,Loose ball foul by D. House (drawn by M. Belinelli),,39,23
2,11:06.0,,R. Gay enters the game for J. Poeltl,39,23
2,10:43.0,,R. Gay misses 3-pt jump shot from 26 ft,39,23
2,10:40.0,Defensive rebound by P. Tucker,,39,23
2,10:37.0,Shooting foul by P. Mills (drawn by C. Paul),,39,23
2,10:37.0,C. Paul makes free throw 1 of 2,,40,23
2,10:37.0,C. Capela enters the game for P. Tucker,,40,23
2,10:37.0,,L. Aldridge enters the game for P. Mills,40,23
2,10:37.0,C. Paul makes free throw 2 of 2,,41,23
2,10:20.0,,L. Aldridge misses 2-pt jump shot from 14 ft,41,23
2,10:16.0,Defensive rebound by E. Gordon,,41,23
2,10:10.0,E. Gordon misses 2-pt layup from 8 ft (block by M. Belinelli),,41,23
2,10:10.0,Offensive rebound by E. Gordon,,41,23
2,10:09.0,E. Gordon makes 2-pt layup from 4 ft,,43,23
2,10:09.0,Shooting foul by B. Forbes (drawn by E. Gordon),,43,23
2,10:09.0,E. Gordon makes free throw 1 of 1,,44,23
2,9:59.0,,B. Forbes misses 2-pt layup from 3 ft (block by C. Capela),44,23
2,9:59.0,,Offensive rebound by Team,44,23
2,9:53.0,,B. Forbes makes 3-pt jump shot from 26 ft,44,26
2,9:36.0,C. Paul misses 2-pt jump shot from 8 ft,,44,26
2,9:33.0,,Defensive rebound by R. Gay,44,26
2,9:26.0,,Personal foul by J. Ennis (drawn by L. Aldridge),44,26
2,9:26.0,G. Clark enters the game for J. Ennis,,44,26
2,9:24.0,,Personal foul by C. Capela (drawn by L. Aldridge),44,26
2,9:16.0,,R. Gay makes 2-pt dunk from 1 ft (assist by B. Forbes),44,28
2,8:56.0,C. Paul misses 3-pt jump shot from 25 ft,,44,28
2,8:52.0,,Defensive rebound by M. Belinelli,44,28
2,8:42.0,,R. Gay misses 2-pt jump shot from 7 ft,44,28
2,8:40.0,,Offensive rebound by Team,44,28
2,8:40.0,J. Harden enters the game for E. Gordon,,44,28
2,8:34.0,,B. Forbes misses 3-pt jump shot from 26 ft,44,28
2,8:30.0,Defensive rebound by G. Clark,,44,28
2,8:21.0,D. House makes 3-pt jump shot from 23 ft (assist by J. Harden),,47,28
2,8:04.0,,M. Belinelli makes 3-pt jump shot from 28 ft (assist by D. White),47,31
2,7:36.0,C. Capela makes 2-pt hook shot from 2 ft (assist by J. Harden),,49,31
2,7:14.0,,R. Gay makes 2-pt layup from 2 ft,49,33
2,6:59.0,D. House makes 3-pt jump shot from 25 ft (assist by J. Harden),,52,33
2,6:48.0,,M. Belinelli misses 3-pt jump shot from 27 ft,52,33
2,6:42.0,Defensive rebound by D. House,,52,33
2,6:37.0,J. Harden makes 3-pt jump shot from 26 ft,,55,33
2,6:35.0,,San Antonio full timeout,55,33
2,6:35.0,G. Green enters the game for C. Paul,,55,33
2,6:35.0,,D. DeRozan enters the game for M. Belinelli,55,33
2,6:35.0,,P. Mills enters the game for B. Forbes,55,33
2,6:19.0,,L. Aldridge misses 2-pt jump shot from 7 ft,55,33
2,6:15.0,Defensive rebound by J. Harden,,55,33
2,6:05.0,C. Capela makes 2-pt dunk from 1 ft (assist by G. Green),,57,33
2,5:40.0,,D. White misses 3-pt jump shot from 27 ft,57,33
2,5:38.0,,Offensive rebound by D. DeRozan,57,33
2,5:35.0,,P. Mills misses 3-pt jump shot from 23 ft,57,33
2,5:31.0,,Offensive rebound by L. Aldridge,57,33
2,5:26.0,,L. Aldridge makes 2-pt layup from 2 ft,57,35
2,5:07.0,J. Harden misses 3-pt jump shot from 25 ft,,57,35
2,5:03.0,,Defensive rebound by P. Mills,57,35
2,5:01.0,,Personal foul by J. Harden (drawn by R. Gay),57,35
2,5:01.0,E. Gordon enters the game for G. Clark,,57,35
2,5:01.0,P. Tucker enters the game for D. House,,57,35
2,4:51.0,,Shooting foul by P. Tucker (drawn by D. DeRozan),57,35
2,4:51.0,,D. DeRozan makes free throw 1 of 2,57,36
2,4:51.0,,D. DeRozan makes free throw 2 of 2,57,37
2,4:33.0,J. Harden misses 2-pt layup from 5 ft,,57,37
2,4:29.0,Offensive rebound by C. Capela,,57,37
2,4:24.0,J. Harden misses 3-pt jump shot from 23 ft,,57,37
2,4:20.0,,Defensive rebound by R. Gay,57,37
2,4:18.0,,P. Mills misses 3-pt jump shot from 25 ft,57,37
2,4:18.0,,Offensive rebound by L. Aldridge,57,37
2,4:11.0,,L. Aldridge misses 2-pt layup from 3 ft (block by C. Capela),57,37
2,4:11.0,,Offensive rebound by R. Gay,57,37
2,4:04.0,,Turnover by D. DeRozan (out of bounds lost ball),57,37
2,3:52.0,E. Gordon misses 2-pt jump shot from 16 ft,,57,37
2,3:52.0,,Defensive rebound by Team,57,37
2,3:36.0,,D. White makes 2-pt layup from 2 ft (assist by D. DeRozan),57,39
2,3:12.0,J. Harden makes 2-pt layup from 1 ft,,59,39
2,3:05.0,,Personal foul by J. Harden (drawn by D. DeRozan),59,39
2,3:05.0,Houston full timeout,,59,39
2,3:05.0,C. Paul enters the game for G. Green,,59,39
2,3:05.0,,D. DeRozan misses free throw 1 of 2,59,39
2,3:05.0,,Offensive rebound by Team,59,39
2,3:05.0,,D. DeRozan makes free throw 2 of 2,59,40
2,2:43.0,J. Harden makes 2-pt layup from 2 ft,,61,40
2,2:27.0,,R. Gay misses 2-pt layup from 6 ft (block by C. Capela),61,40
2,2:24.0,Defensive rebound by C. Capela,,61,40
2,2:21.0,E. Gordon misses 3-pt jump shot from 24 ft,,61,40
2,2:17.0,,Defensive rebound by R. Gay,61,40
2,2:07.0,,P. Mills misses 2-pt jump shot from 22 ft,61,40
2,2:03.0,Defensive rebound by C. Paul,,61,40
2,1:57.0,C. Paul makes 2-pt jump shot from 4 ft,,63,40
2,1:40.0,,L. Aldridge misses 2-pt jump shot from 13 ft,63,40
2,1:37.0,Defensive rebound by C. Capela,,63,40
2,1:31.0,J. Harden misses 3-pt jump shot from 28 ft,,63,40
2,1:28.0,,Defensive rebound by P. Mills,63,40
2,1:19.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),63,42
2,0:52.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),,66,42
2,0:41.0,,L. Aldridge makes 2-pt hook shot from 6 ft (assist by D. White),66,44
2,0:31.0,J. Harden makes 2-pt layup from 2 ft,,68,44
2,0:12.0,,P. Mills makes 3-pt jump shot from 27 ft (assist by D. White),68,47
2,0:03.0,Personal foul by R. Gay (drawn by J. Harden),,68,47
2,0:00.0,J. Harden makes 2-pt layup from 1 ft,,70,47
3,11:41.0,,Turnover by D. White (bad pass; steal by C. Capela),70,47
3,11:36.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,72,47
3,11:24.0,,Personal foul by J. Harden (drawn by D. DeRozan),72,47
3,11:09.0,,B. Forbes makes 2-pt jump shot from 7 ft,72,49
3,10:53.0,J. Harden makes 3-pt jump shot from 31 ft (assist by C. Paul),,75,49
3,10:47.0,,Personal foul by J. Harden (drawn by D. DeRozan),75,49
3,10:47.0,,Technical foul by D. DeRozan,75,49
3,10:47.0,J. Harden makes technical free throw,,76,49
3,10:41.0,,D. DeRozan misses 2-pt jump shot from 15 ft,76,49
3,10:38.0,Defensive rebound by J. Harden,,76,49
3,10:33.0,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),,78,49
3,10:17.0,,D. White makes 2-pt layup from 2 ft (assist by B. Forbes),78,51
3,10:05.0,C. Paul misses 2-pt jump shot from 11 ft,,78,51
3,10:05.0,,Defensive rebound by R. Gay,78,51
3,9:59.0,,Personal foul by J. Ennis (drawn by D. White),78,51
3,9:51.0,,Turnover by D. DeRozan (bad pass; steal by P. Tucker),78,51
3,9:48.0,J. Ennis makes 2-pt dunk from 2 ft (assist by C. Paul),,80,51
3,9:28.0,,L. Aldridge misses 2-pt jump shot from 13 ft,80,51
3,9:28.0,Defensive rebound by C. Capela,,80,51
3,9:20.0,J. Harden misses 3-pt jump shot from 30 ft,,80,51
3,9:20.0,,Defensive rebound by Team,80,51
3,9:20.0,,Personal foul by C. Capela (drawn by L. Aldridge),80,51
3,9:09.0,,L. Aldridge misses 2-pt jump shot from 7 ft,80,51
3,9:06.0,Defensive rebound by P. Tucker,,80,51
3,8:54.0,C. Capela makes 2-pt hook shot from 7 ft (assist by C. Paul),,82,51
3,8:40.0,,D. White misses 2-pt layup from 3 ft,82,51
3,8:40.0,,Offensive rebound by L. Aldridge,82,51
3,8:37.0,,L. Aldridge makes 2-pt layup from 2 ft,82,53
3,8:12.0,J. Harden makes 3-pt jump shot from 29 ft (assist by J. Ennis),,85,53
3,7:59.0,,Turnover by B. Forbes (lost ball; steal by J. Ennis),85,53
3,7:54.0,J. Harden misses 3-pt jump shot from 27 ft,,85,53
3,7:52.0,Offensive rebound by C. Capela,,85,53
3,7:52.0,Personal foul by D. DeRozan (drawn by C. Capela),,85,53
3,7:52.0,,D. Cunningham enters the game for R. Gay,85,53
3,7:46.0,C. Paul misses 2-pt jump shot from 14 ft,,85,53
3,7:43.0,,Defensive rebound by D. Cunningham,85,53
3,7:38.0,,Personal foul by J. Ennis (drawn by L. Aldridge),85,53
3,7:38.0,Technical foul by J. Ennis,,85,53
3,7:38.0,,D. DeRozan makes technical free throw,85,54
3,7:38.0,,L. Aldridge makes free throw 1 of 2,85,55
3,7:38.0,,L. Aldridge makes free throw 2 of 2,85,56
3,7:23.0,J. Harden misses 2-pt layup from 3 ft,,85,56
3,7:23.0,Offensive rebound by C. Capela,,85,56
3,7:23.0,Shooting foul by D. Cunningham (drawn by C. Capela),,85,56
3,7:23.0,C. Capela makes free throw 1 of 2,,86,56
3,7:23.0,C. Capela makes free throw 2 of 2,,87,56
3,7:02.0,,D. DeRozan misses 2-pt jump shot from 11 ft,87,56
3,6:58.0,Defensive rebound by C. Paul,,87,56
3,6:51.0,Shooting foul by L. Aldridge (drawn by C. Capela),,87,56
3,6:51.0,,San Antonio full timeout,87,56
3,6:51.0,E. Gordon enters the game for J. Ennis,,87,56
3,6:51.0,G. Green enters the game for C. Paul,,87,56
3,6:51.0,,P. Mills enters the game for B. Forbes,87,56
3,6:51.0,C. Capela makes free throw 1 of 2,,88,56
3,6:51.0,C. Capela misses free throw 2 of 2,,88,56
3,6:49.0,,Defensive rebound by D. Cunningham,88,56
3,6:37.0,,Personal foul by C. Capela (drawn by L. Aldridge),88,56
3,6:37.0,,L. Aldridge makes free throw 1 of 2,88,57
3,6:37.0,,L. Aldridge makes free throw 2 of 2,88,58
3,6:14.0,E. Gordon misses 2-pt layup from 9 ft (block by D. Cunningham),,88,58
3,6:11.0,Offensive rebound by C. Capela,,88,58
3,6:09.0,C. Capela makes 2-pt hook shot from 2 ft,,90,58
3,6:02.0,,D. DeRozan makes 2-pt jump shot from 15 ft,90,60
3,5:50.0,P. Tucker misses 3-pt jump shot from 23 ft,,90,60
3,5:47.0,,Defensive rebound by D. Cunningham,90,60
3,5:36.0,,L. Aldridge makes 2-pt jump shot from 13 ft,90,62
3,5:23.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by J. Harden),,93,62
3,5:22.0,,San Antonio full timeout,93,62
3,5:22.0,D. House enters the game for P. Tucker,,93,62
3,5:09.0,,L. Aldridge makes 2-pt layup from 1 ft,93,64
3,4:52.0,E. Gordon misses 3-pt jump shot from 30 ft,,93,64
3,4:49.0,Offensive rebound by D. House,,93,64
3,4:48.0,G. Green makes 3-pt jump shot from 24 ft (assist by D. House),,96,64
3,4:31.0,,D. White makes 2-pt jump shot from 6 ft (assist by P. Mills),96,66
3,4:09.0,G. Green makes 3-pt jump shot from 24 ft (assist by J. Harden),,99,66
3,3:55.0,,D. DeRozan misses 2-pt jump shot from 12 ft,99,66
3,3:53.0,Defensive rebound by J. Harden,,99,66
3,3:49.0,Turnover by J. Harden (bad pass; steal by D. DeRozan),,99,66
3,3:47.0,,D. DeRozan misses 2-pt layup from 2 ft (block by J. Harden),99,66
3,3:47.0,,Offensive rebound by Team,99,66
3,3:46.0,,Shooting foul by D. House (drawn by D. DeRozan),99,66
3,3:46.0,,D. DeRozan makes free throw 1 of 2,99,67
3,3:46.0,,D. DeRozan makes free throw 2 of 2,99,68
3,3:26.0,C. Capela makes 2-pt layup from 2 ft (assist by G. Green),,101,68
3,3:14.0,,D. DeRozan misses 2-pt jump shot from 11 ft,101,68
3,3:12.0,Defensive rebound by C. Capela,,101,68
3,3:07.0,C. Capela misses 2-pt layup from 4 ft,,101,68
3,3:04.0,Offensive rebound by C. Capela,,101,68
3,3:03.0,C. Capela misses 2-pt layup from 4 ft (block by L. Aldridge),,101,68
3,3:03.0,Offensive rebound by D. House,,101,68
3,2:59.0,D. House misses 3-pt jump shot from 27 ft,,101,68
3,2:55.0,Offensive rebound by J. Harden,,101,68
3,2:54.0,G. Green misses 3-pt jump shot from 27 ft,,101,68
3,2:52.0,,Defensive rebound by D. DeRozan,101,68
3,2:52.0,,Personal foul by C. Capela (drawn by D. DeRozan),101,68
3,2:52.0,C. Paul enters the game for C. Capela,,101,68
3,2:52.0,P. Tucker enters the game for J. Harden,,101,68
3,2:52.0,,B. Forbes enters the game for D. White,101,68
3,2:52.0,,D. DeRozan makes free throw 1 of 2,101,69
3,2:52.0,,D. DeRozan makes free throw 2 of 2,101,70
3,2:45.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by C. Paul),,104,70
3,2:32.0,,D. DeRozan makes 2-pt jump shot from 8 ft,104,72
3,2:16.0,G. Green misses 3-pt jump shot from 27 ft,,104,72
3,2:13.0,Offensive rebound by C. Paul,,104,72
3,2:10.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),,107,72
3,1:55.0,,Personal foul by P. Tucker (drawn by L. Aldridge),107,72
3,1:55.0,,R. Gay enters the game for D. DeRozan,107,72
3,1:55.0,,L. Aldridge makes free throw 1 of 2,107,73
3,1:55.0,M. Chriss enters the game for P. Tucker,,107,73
3,1:55.0,,L. Aldridge makes free throw 2 of 2,107,74
3,1:44.0,E. Gordon misses 3-pt jump shot from 26 ft,,107,74
3,1:40.0,,Defensive rebound by L. Aldridge,107,74
3,1:29.0,,L. Aldridge misses 2-pt hook shot from 6 ft,107,74
3,1:27.0,Defensive rebound by M. Chriss,,107,74
3,1:14.0,G. Green misses 3-pt jump shot from 28 ft,,107,74
3,1:11.0,,Defensive rebound by R. Gay,107,74
3,1:02.0,,L. Aldridge misses 2-pt jump shot from 9 ft,107,74
3,0:58.0,,Offensive rebound by L. Aldridge,107,74
3,0:53.0,,R. Gay misses 2-pt layup from 3 ft,107,74
3,0:50.0,Defensive rebound by E. Gordon,,107,74
3,0:33.0,Personal foul by R. Gay (drawn by E. Gordon),,107,74
3,0:33.0,,J. Poeltl enters the game for L. Aldridge,107,74
3,0:31.0,C. Paul makes 3-pt jump shot from 27 ft (assist by E. Gordon),,110,74
3,0:17.0,,B. Forbes misses 3-pt jump shot from 26 ft,110,74
3,0:14.0,Defensive rebound by C. Paul,,110,74
3,0:00.0,C. Paul misses 3-pt jump shot from 27 ft,,110,74
3,0:00.0,Offensive rebound by Team,,110,74
4,11:38.0,C. Paul makes 2-pt jump shot from 17 ft,,112,74
4,11:21.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. White),112,77
4,11:10.0,G. Clark misses 3-pt jump shot from 24 ft,,112,77
4,11:06.0,,Defensive rebound by D. White,112,77
4,10:54.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by D. White),112,79
4,10:41.0,Offensive foul by M. Chriss (drawn by D. White),,112,79
4,10:41.0,Turnover by M. Chriss (offensive foul),,112,79
4,10:28.0,,D. White misses 3-pt jump shot from 23 ft,112,79
4,10:25.0,Defensive rebound by M. Chriss,,112,79
4,10:12.0,C. Paul makes 2-pt layup from 1 ft,,114,79
4,9:52.0,,M. Belinelli makes 2-pt jump shot from 13 ft,114,81
4,9:26.0,G. Clark misses 3-pt jump shot from 26 ft,,114,81
4,9:24.0,,Defensive rebound by M. Belinelli,114,81
4,9:20.0,,D. Bertāns misses 3-pt jump shot from 26 ft,114,81
4,9:20.0,Defensive rebound by G. Clark,,114,81
4,9:12.0,C. Paul makes 3-pt jump shot from 26 ft,,117,81
4,8:54.0,,M. Belinelli misses 3-pt jump shot from 26 ft,117,81
4,8:50.0,,Offensive rebound by D. White,117,81
4,8:49.0,,D. White makes 2-pt layup from 1 ft,117,83
4,8:49.0,Houston full timeout,,117,83
4,8:49.0,M. Carter-Williams enters the game for E. Gordon,,117,83
4,8:49.0,G. Green enters the game for C. Paul,,117,83
4,8:28.0,G. Clark misses 3-pt jump shot from 24 ft,,117,83
4,8:26.0,,Defensive rebound by D. White,117,83
4,8:22.0,,Shooting foul by M. Carter-Williams (drawn by Q. Pondexter),117,83
4,8:22.0,,Q. Pondexter makes free throw 1 of 2,117,84
4,8:22.0,,Q. Pondexter makes free throw 2 of 2,117,85
4,8:06.0,Shooting foul by D. Bertāns (drawn by M. Carter-Williams),,117,85
4,8:06.0,M. Carter-Williams makes free throw 1 of 2,,118,85
4,8:06.0,M. Carter-Williams misses free throw 2 of 2,,118,85
4,8:02.0,,Defensive rebound by Q. Pondexter,118,85
4,7:49.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,118,85
4,7:46.0,Defensive rebound by G. Clark,,118,85
4,7:39.0,M. Chriss misses 2-pt layup from 3 ft,,118,85
4,7:31.0,,Defensive rebound by J. Poeltl,118,85
4,7:30.0,,M. Belinelli misses 2-pt layup from 13 ft,118,85
4,7:27.0,Defensive rebound by D. House,,118,85
4,7:14.0,M. Carter-Williams makes 3-pt jump shot from 29 ft (assist by M. Chriss),,121,85
4,7:03.0,,M. Belinelli makes 3-pt jump shot from 27 ft (assist by D. White),121,88
4,6:49.0,Personal foul by Q. Pondexter (drawn by M. Carter-Williams),,121,88
4,6:43.0,M. Chriss makes 2-pt dunk from 2 ft (assist by G. Green),,123,88
4,6:21.0,,M. Belinelli misses 3-pt jump shot from 23 ft,123,88
4,6:21.0,Defensive rebound by G. Clark,,123,88
4,6:08.0,G. Green misses 3-pt jump shot from 27 ft,,123,88
4,6:08.0,,Defensive rebound by J. Poeltl,123,88
4,5:56.0,,D. Bertāns makes 2-pt layup from 1 ft (assist by J. Poeltl),123,90
4,5:42.0,Turnover by M. Chriss (bad pass; steal by M. Belinelli),,123,90
4,5:42.0,Loose ball foul by G. Green (drawn by D. White),,123,90
4,5:31.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by D. White),123,92
4,5:26.0,Personal foul by D. White (drawn by M. Carter-Williams),,123,92
4,5:22.0,Shooting foul by M. Belinelli (drawn by D. House),,123,92
4,5:22.0,D. House makes free throw 1 of 2,,124,92
4,5:22.0,,C. Metu enters the game for M. Belinelli,124,92
4,5:22.0,D. House makes free throw 2 of 2,,125,92
4,5:13.0,,Offensive foul by C. Metu (drawn by M. Carter-Williams),125,92
4,5:13.0,,Turnover by C. Metu (offensive foul),125,92
4,5:13.0,,D. Cunningham enters the game for J. Poeltl,125,92
4,5:02.0,G. Green misses 3-pt jump shot from 25 ft,,125,92
4,5:02.0,,Defensive rebound by D. Cunningham,125,92
4,4:53.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,125,92
4,4:51.0,,Offensive rebound by C. Metu,125,92
4,4:51.0,,C. Metu misses 2-pt dunk from 1 ft,125,92
4,4:46.0,Defensive rebound by G. Green,,125,92
4,4:38.0,G. Green makes 2-pt hook shot from 6 ft,,127,92
4,4:18.0,,D. Bertāns misses 3-pt jump shot from 26 ft,127,92
4,4:14.0,Defensive rebound by G. Green,,127,92
4,4:08.0,Turnover by G. Green (bad pass; steal by Q. Pondexter),,127,92
4,3:58.0,,C. Metu makes 2-pt hook shot from 5 ft (assist by D. White),127,94
4,3:42.0,Shooting foul by Q. Pondexter (drawn by M. Carter-Williams),,127,94
4,3:42.0,M. Carter-Williams misses free throw 1 of 2,,127,94
