QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
4,7:17.0,,Defensive rebound by J. Nurkić,96,91
4,7:12.0,,Shooting foul by R. Westbrook (drawn by D. Lillard),96,91
4,7:12.0,,D. Lillard makes free throw 1 of 3,96,92
4,7:12.0,,D. Lillard makes free throw 2 of 3,96,93
4,7:12.0,S. Adams enters the game for N. Noel,,96,93
4,7:12.0,,D. Lillard makes free throw 3 of 3,96,94
4,6:59.0,R. Westbrook misses 2-pt jump shot from 13 ft,,96,94
4,6:57.0,,Defensive rebound by J. Nurkić,96,94
4,6:48.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Lillard),96,97
4,6:27.0,D. Schröder makes 2-pt jump shot from 15 ft,,98,97
4,6:09.0,,D. Lillard makes 3-pt jump shot from 30 ft,98,100
4,5:49.0,,Portland full timeout,98,100
4,5:49.0,T. Ferguson enters the game for M. Morris,,98,100
4,5:49.0,P. George enters the game for A. Nader,,98,100
4,5:49.0,J. Grant enters the game for D. Schröder,,98,100
4,5:47.0,P. George misses 3-pt jump shot from 23 ft,,98,100
4,5:45.0,Offensive rebound by S. Adams,,98,100
4,5:41.0,Personal foul by J. Layman (drawn by P. George),,98,100
4,5:33.0,R. Westbrook misses 2-pt jump shot from 12 ft,,98,100
4,5:30.0,,Defensive rebound by C. McCollum,98,100
4,5:13.0,,Turnover by D. Lillard (bad pass; steal by P. George),98,100
4,5:12.0,Shooting foul by C. McCollum (drawn by P. George),,98,100
4,5:12.0,P. George makes free throw 1 of 2,,99,100
4,5:12.0,P. George makes free throw 2 of 2,,100,100
4,4:55.0,,C. McCollum misses 2-pt jump shot from 20 ft,100,100
4,4:52.0,Defensive rebound by R. Westbrook,,100,100
4,4:48.0,R. Westbrook makes 2-pt layup from 1 ft,,102,100
4,4:48.0,,Portland full timeout,102,100
4,4:48.0,,A. Aminu enters the game for J. Layman,102,100
4,4:35.0,,D. Lillard makes 2-pt layup from 1 ft,102,102
4,4:17.0,P. George misses 2-pt layup from 2 ft,,102,102
4,4:15.0,S. Adams misses 2-pt layup from 1 ft,,102,102
4,4:15.0,Offensive rebound by S. Adams,,102,102
4,4:15.0,,Defensive rebound by A. Aminu,102,102
4,4:02.0,,D. Lillard makes 3-pt jump shot from 26 ft,102,105
4,3:46.0,Personal foul by D. Lillard (drawn by J. Grant),,102,105
4,3:42.0,R. Westbrook makes 3-pt jump shot from 27 ft,,105,105
4,3:26.0,,D. Lillard misses 3-pt jump shot from 27 ft,105,105
4,3:23.0,Defensive rebound by P. George,,105,105
4,3:20.0,Personal foul by A. Aminu (drawn by P. George),,105,105
4,3:20.0,P. George makes free throw 1 of 2,,106,105
4,3:20.0,P. George makes free throw 2 of 2,,107,105
4,3:07.0,,Turnover by D. Lillard (bad pass; steal by J. Grant),107,105
4,2:59.0,Turnover by P. George (lost ball; steal by J. Nurkić),,107,105
4,2:47.0,,A. Aminu makes 2-pt layup from 2 ft (assist by D. Lillard),107,107
4,2:32.0,R. Westbrook misses 2-pt jump shot from 17 ft,,107,107
4,2:28.0,,Defensive rebound by J. Nurkić,107,107
4,2:17.0,,R. Hood misses 3-pt jump shot from 23 ft,107,107
4,2:13.0,Defensive rebound by R. Westbrook,,107,107
4,2:01.0,R. Westbrook misses 2-pt layup from 2 ft,,107,107
4,2:00.0,Offensive rebound by S. Adams,,107,107
4,2:00.0,S. Adams makes 2-pt layup from 1 ft,,109,107
4,1:36.0,,A. Aminu misses 3-pt jump shot from 23 ft,109,107
4,1:33.0,Defensive rebound by P. George,,109,107
4,1:23.0,R. Westbrook misses 2-pt jump shot from 9 ft,,109,107
4,1:22.0,,Defensive rebound by Team,109,107
4,1:22.0,Loose ball foul by S. Adams (drawn by J. Nurkić),,109,107
4,1:08.0,,D. Lillard makes 2-pt jump shot from 7 ft,109,109
4,0:57.0,P. George misses 2-pt layup from 3 ft (block by A. Aminu),,109,109
4,0:55.0,Offensive rebound by P. George,,109,109
4,0:53.0,S. Adams makes 2-pt dunk at rim (assist by P. George),,111,109
4,0:53.0,Violation by Team (delay of game),,111,109
4,0:45.0,,Personal foul by T. Ferguson (drawn by D. Lillard),111,109
4,0:45.0,,D. Lillard makes free throw 1 of 2,111,110
4,0:45.0,,D. Lillard makes free throw 2 of 2,111,111
4,0:28.0,P. George misses 3-pt jump shot from 25 ft,,111,111
4,0:24.0,Offensive rebound by J. Grant,,111,111
4,0:15.0,P. George misses 2-pt layup from 2 ft,,111,111
4,0:13.0,Offensive rebound by T. Ferguson,,111,111
4,0:13.0,T. Ferguson makes 2-pt layup from 1 ft,,113,111
4,0:13.0,,Portland full timeout,113,111
4,0:13.0,,Portland full timeout,113,111
4,0:13.0,,S. Curry enters the game for A. Aminu,113,111
4,0:06.0,,D. Lillard misses 2-pt jump shot from 12 ft,113,111
4,0:04.0,,Offensive rebound by J. Nurkić,113,111
4,0:04.0,,Personal foul by J. Grant (drawn by J. Nurkić),113,111
4,0:04.0,,Technical foul by J. Nurkić,113,111
4,0:04.0,Technical foul by P. George,,113,111
4,0:04.0,,J. Nurkić ejected from game,113,111
4,0:04.0,,S. Labissière enters the game for J. Nurkić,113,111
4,0:04.0,,S. Labissière misses free throw 1 of 2,113,111
4,0:04.0,,Offensive rebound by Team,113,111
4,0:04.0,M. Morris enters the game for J. Grant,,113,111
4,0:04.0,,A. Aminu enters the game for S. Curry,113,111
4,0:04.0,,E. Freedom enters the game for R. Hood,113,111
4,0:04.0,,S. Labissière misses free throw 2 of 2,113,111
4,0:02.0,,Offensive rebound by Team,113,111
4,0:02.0,Loose ball foul by M. Morris (drawn by A. Aminu),,113,111
4,0:02.0,,A. Aminu makes free throw 1 of 2,113,112
4,0:02.0,,R. Hood enters the game for S. Labissière,113,112
4,0:02.0,,A. Aminu makes free throw 2 of 2,113,113
4,0:02.0,Oklahoma City full timeout,,113,113
4,0:02.0,J. Grant enters the game for M. Morris,,113,113
4,0:01.0,Turnover by R. Westbrook (out of bounds lost ball),,113,113
4,0:01.0,,S. Curry enters the game for A. Aminu,113,113
4,0:01.0,,J. Layman enters the game for E. Freedom,113,113
4,0:00.0,,D. Lillard misses 3-pt jump shot from 48 ft,113,113
4,0:00.0,,Offensive rebound by Team,113,113
1OT,4:42.0,,R. Hood makes 2-pt jump shot from 15 ft (assist by D. Lillard),113,115
1OT,4:24.0,S. Adams misses 2-pt layup from 3 ft (block by E. Freedom),,113,115
1OT,4:24.0,Offensive rebound by Team,,113,115
1OT,4:20.0,S. Adams makes 2-pt jump shot from 8 ft (assist by P. George),,115,115
1OT,4:01.0,,D. Lillard makes 2-pt jump shot from 11 ft,115,117
1OT,3:47.0,R. Westbrook makes 3-pt jump shot from 26 ft,,118,117
1OT,3:29.0,,D. Lillard misses 3-pt jump shot from 29 ft,118,117
1OT,3:27.0,Defensive rebound by Team,,118,117
1OT,3:15.0,P. George misses 2-pt layup from 3 ft (block by D. Lillard),,118,117
1OT,3:12.0,,Defensive rebound by D. Lillard,118,117
1OT,3:07.0,,Turnover by A. Aminu (out of bounds lost ball),118,117
1OT,2:53.0,Shooting foul by C. McCollum (drawn by R. Westbrook),,118,117
1OT,2:53.0,R. Westbrook makes free throw 1 of 2,,119,117
1OT,2:53.0,R. Westbrook makes free throw 2 of 2,,120,117
1OT,2:43.0,,C. McCollum misses 2-pt jump shot from 16 ft,120,117
1OT,2:40.0,Defensive rebound by P. George,,120,117
1OT,2:29.0,Shooting foul by E. Freedom (drawn by P. George),,120,117
1OT,2:29.0,P. George misses free throw 1 of 2,,120,117
1OT,2:29.0,Offensive rebound by Team,,120,117
1OT,2:29.0,P. George makes free throw 2 of 2,,121,117
1OT,2:14.0,,C. McCollum misses 2-pt jump shot from 11 ft (block by T. Ferguson),121,117
1OT,2:12.0,Defensive rebound by T. Ferguson,,121,117
1OT,2:09.0,R. Westbrook makes 2-pt layup from 1 ft,,123,117
1OT,2:09.0,,Portland full timeout,123,117
1OT,2:00.0,,R. Hood misses 3-pt jump shot from 23 ft,123,117
1OT,1:58.0,Defensive rebound by J. Grant,,123,117
1OT,1:41.0,R. Westbrook misses 2-pt jump shot from 11 ft,,123,117
1OT,1:37.0,,Defensive rebound by R. Hood,123,117
1OT,1:28.0,,Shooting foul by R. Westbrook (drawn by D. Lillard),123,117
1OT,1:28.0,,D. Lillard makes free throw 1 of 2,123,118
1OT,1:28.0,,D. Lillard makes free throw 2 of 2,123,119
1OT,1:16.0,Shooting foul by E. Freedom (drawn by R. Westbrook),,123,119
1OT,1:16.0,R. Westbrook misses free throw 1 of 2,,123,119
1OT,1:16.0,Offensive rebound by Team,,123,119
1OT,1:16.0,R. Westbrook makes free throw 2 of 2,,124,119
1OT,1:04.0,,E. Freedom misses 2-pt layup from 2 ft (block by J. Grant),124,119
1OT,1:00.0,Defensive rebound by P. George,,124,119
1OT,0:55.0,Personal foul by A. Aminu (drawn by P. George),,124,119
1OT,0:55.0,P. George makes free throw 1 of 2,,125,119
1OT,0:55.0,,M. Leonard enters the game for E. Freedom,125,119
1OT,0:55.0,P. George makes free throw 2 of 2,,126,119
1OT,0:50.0,,Shooting foul by R. Westbrook (drawn by D. Lillard),126,119
1OT,0:50.0,,D. Lillard makes free throw 1 of 2,126,120
1OT,0:50.0,,J. Layman enters the game for M. Leonard,126,120
1OT,0:50.0,,D. Lillard makes free throw 2 of 2,126,121
1OT,0:39.0,J. Grant makes 2-pt layup from 1 ft (assist by P. George),,128,121
1OT,0:39.0,Shooting foul by C. McCollum (drawn by J. Grant),,128,121
1OT,0:39.0,,M. Leonard enters the game for J. Layman,128,121
1OT,0:39.0,J. Grant makes free throw 1 of 1,,129,121
1OT,0:32.0,,R. Hood misses 3-pt jump shot from 25 ft,129,121
1OT,0:31.0,,Offensive rebound by M. Leonard,129,121
1OT,0:23.0,,D. Lillard misses 2-pt jump shot from 18 ft,129,121
1OT,0:20.0,Defensive rebound by S. Adams,,129,121
