QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
1,9:03.0,,D. Lillard makes 2-pt layup from 1 ft,7,10
1,8:51.0,S. Adams makes 2-pt layup from 1 ft,,9,10
1,8:41.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),9,13
1,8:29.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,11,13
1,8:11.0,,Shooting foul by T. Ferguson (drawn by C. McCollum),11,13
1,8:11.0,,C. McCollum makes free throw 1 of 2,11,14
1,8:11.0,D. Schröder enters the game for T. Ferguson,,11,14
1,8:11.0,,C. McCollum makes free throw 2 of 2,11,15
1,8:00.0,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,13,15
1,7:47.0,,Shooting foul by P. George (drawn by E. Freedom),13,15
1,7:47.0,,E. Freedom makes free throw 1 of 2,13,16
1,7:47.0,Oklahoma City full timeout,,13,16
1,7:47.0,,E. Freedom makes free throw 2 of 2,13,17
1,7:28.0,P. George misses 2-pt jump shot from 9 ft (block by M. Harkless),,13,17
1,7:26.0,,Defensive rebound by M. Harkless,13,17
1,7:09.0,,A. Aminu makes 2-pt jump shot from 5 ft (assist by M. Harkless),13,19
1,6:58.0,R. Westbrook misses 2-pt jump shot from 7 ft,,13,19
1,6:55.0,,Defensive rebound by A. Aminu,13,19
1,6:44.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by C. McCollum),13,22
1,6:33.0,Turnover by P. George (bad pass; steal by D. Lillard),,13,22
1,6:30.0,,Shooting foul by D. Schröder (drawn by D. Lillard),13,22
1,6:30.0,,D. Lillard misses free throw 1 of 2,13,22
1,6:30.0,,Offensive rebound by Team,13,22
1,6:30.0,,D. Lillard makes free throw 2 of 2,13,23
1,6:13.0,Shooting foul by M. Harkless (drawn by J. Grant),,13,23
1,6:13.0,J. Grant makes free throw 1 of 2,,14,23
1,6:13.0,,E. Turner enters the game for M. Harkless,14,23
1,6:13.0,J. Grant makes free throw 2 of 2,,15,23
1,5:59.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by E. Turner),15,26
1,5:50.0,R. Westbrook misses 2-pt layup from 2 ft (block by E. Freedom),,15,26
1,5:49.0,,Defensive rebound by D. Lillard,15,26
1,5:41.0,,C. McCollum misses 3-pt jump shot from 25 ft,15,26
1,5:39.0,,Offensive rebound by E. Freedom,15,26
1,5:38.0,,E. Freedom makes 2-pt layup from 1 ft,15,28
1,5:38.0,Oklahoma City full timeout,,15,28
1,5:19.0,S. Adams makes 2-pt hook shot from 4 ft,,17,28
1,4:53.0,,E. Freedom misses 3-pt jump shot from 25 ft,17,28
1,4:50.0,Defensive rebound by D. Schröder,,17,28
1,4:41.0,D. Schröder misses 2-pt jump shot from 16 ft,,17,28
1,4:39.0,Offensive rebound by J. Grant,,17,28
1,4:38.0,J. Grant makes 2-pt layup from 2 ft,,19,28
1,4:21.0,,Turnover by E. Turner (bad pass; steal by S. Adams),19,28
1,4:16.0,P. George misses 2-pt layup from 3 ft (block by A. Aminu),,19,28
1,4:14.0,,Defensive rebound by E. Turner,19,28
1,4:09.0,,C. McCollum misses 2-pt layup from 2 ft,19,28
1,4:09.0,,Offensive rebound by E. Freedom,19,28
1,4:05.0,,E. Freedom makes 2-pt layup from 1 ft,19,30
1,3:55.0,R. Westbrook misses 3-pt jump shot from 25 ft,,19,30
1,3:54.0,,Defensive rebound by E. Freedom,19,30
1,3:46.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by E. Turner),19,33
1,3:37.0,R. Westbrook makes 2-pt layup from 1 ft,,21,33
1,3:18.0,,Shooting foul by S. Adams (drawn by A. Aminu),21,33
1,3:18.0,,A. Aminu makes free throw 1 of 2,21,34
1,3:18.0,R. Felton enters the game for P. George,,21,34
1,3:18.0,,S. Curry enters the game for C. McCollum,21,34
1,3:18.0,,R. Hood enters the game for E. Turner,21,34
1,3:18.0,,A. Aminu makes free throw 2 of 2,21,35
1,2:59.0,R. Felton misses 3-pt jump shot from 24 ft,,21,35
1,2:56.0,,Defensive rebound by E. Freedom,21,35
1,2:45.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by E. Freedom),21,38
1,2:32.0,D. Schröder misses 3-pt jump shot from 25 ft,,21,38
1,2:29.0,,Defensive rebound by E. Freedom,21,38
1,2:21.0,,D. Lillard misses 3-pt jump shot from 25 ft,21,38
1,2:19.0,Defensive rebound by J. Grant,,21,38
1,2:12.0,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,23,38
1,1:49.0,,E. Freedom misses 2-pt jump shot from 16 ft,23,38
1,1:46.0,Defensive rebound by R. Westbrook,,23,38
1,1:36.0,J. Grant misses 2-pt layup from 1 ft (block by A. Aminu),,23,38
1,1:34.0,Offensive rebound by S. Adams,,23,38
1,1:27.0,R. Westbrook misses 3-pt jump shot from 25 ft,,23,38
1,1:23.0,,Defensive rebound by E. Freedom,23,38
1,1:14.0,,Turnover by R. Hood (step out of bounds),23,38
1,1:14.0,P. George enters the game for S. Adams,,23,38
1,1:14.0,M. Morris enters the game for J. Grant,,23,38
1,1:14.0,N. Noel enters the game for R. Westbrook,,23,38
1,1:14.0,,Z. Collins enters the game for A. Aminu,23,38
1,1:14.0,,M. Leonard enters the game for E. Freedom,23,38
1,1:00.0,D. Schröder makes 2-pt jump shot from 10 ft,,25,38
1,0:43.0,,D. Lillard misses 2-pt layup from 2 ft,25,38
1,0:42.0,Defensive rebound by P. George,,25,38
1,0:38.0,D. Schröder misses 3-pt jump shot from 25 ft,,25,38
1,0:33.0,Offensive rebound by N. Noel,,25,38
1,0:33.0,N. Noel misses 2-pt layup at rim,,25,38
1,0:33.0,,Defensive rebound by R. Hood,25,38
1,0:20.0,,Shooting foul by N. Noel (drawn by M. Leonard),25,38
1,0:20.0,,M. Leonard misses free throw 1 of 2,25,38
1,0:20.0,,Offensive rebound by Team,25,38
1,0:20.0,,E. Turner enters the game for D. Lillard,25,38
1,0:20.0,,M. Leonard makes free throw 2 of 2,25,39
1,0:00.0,M. Morris misses 2-pt jump shot from 18 ft,,25,39
1,0:00.0,Offensive rebound by Team,,25,39
2,11:39.0,,R. Hood misses 2-pt jump shot from 19 ft,25,39
2,11:36.0,Defensive rebound by N. Noel,,25,39
2,11:33.0,Shooting foul by R. Hood (drawn by D. Schröder),,25,39
2,11:33.0,D. Schröder makes free throw 1 of 2,,26,39
2,11:33.0,D. Schröder misses free throw 2 of 2,,26,39
2,11:29.0,,Defensive rebound by R. Hood,26,39
2,11:11.0,,R. Hood misses 2-pt jump shot from 6 ft,26,39
2,11:10.0,,Offensive rebound by Team,26,39
2,11:01.0,,E. Turner misses 2-pt layup from 2 ft,26,39
2,10:59.0,,Offensive rebound by E. Turner,26,39
2,10:59.0,,E. Turner makes 2-pt layup from 1 ft,26,41
2,10:44.0,D. Schröder misses 2-pt layup from 2 ft,,26,41
2,10:41.0,,Defensive rebound by E. Turner,26,41
2,10:34.0,,E. Turner misses 2-pt jump shot from 10 ft,26,41
2,10:30.0,Defensive rebound by P. George,,26,41
2,10:26.0,P. George misses 3-pt jump shot from 24 ft,,26,41
2,10:22.0,,Defensive rebound by Z. Collins,26,41
2,10:08.0,,Personal foul by R. Felton (drawn by M. Leonard),26,41
2,10:08.0,T. Ferguson enters the game for R. Felton,,26,41
2,10:01.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by R. Hood),26,44
2,9:49.0,M. Morris misses 3-pt jump shot from 23 ft,,26,44
2,9:47.0,Offensive rebound by N. Noel,,26,44
2,9:45.0,N. Noel makes 2-pt jump shot from 14 ft,,28,44
2,9:25.0,,R. Hood misses 2-pt jump shot from 12 ft,28,44
2,9:24.0,Defensive rebound by M. Morris,,28,44
2,9:20.0,Turnover by M. Morris (bad pass; steal by S. Curry),,28,44
2,9:14.0,,S. Curry makes 3-pt jump shot from 27 ft,28,47
2,9:08.0,P. George makes 3-pt jump shot from 22 ft (assist by T. Ferguson),,31,47
2,9:08.0,R. Westbrook enters the game for D. Schröder,,31,47
2,9:08.0,,M. Harkless enters the game for R. Hood,31,47
2,8:46.0,,S. Curry misses 2-pt jump shot from 6 ft,31,47
2,8:43.0,Defensive rebound by R. Westbrook,,31,47
2,8:40.0,Turnover by T. Ferguson (out of bounds lost ball),,31,47
2,8:23.0,,M. Leonard misses 2-pt jump shot from 12 ft,31,47
2,8:20.0,Defensive rebound by R. Westbrook,,31,47
2,8:14.0,R. Westbrook makes 2-pt layup at rim,,33,47
2,8:03.0,,Portland full timeout,33,47
2,8:03.0,S. Adams enters the game for N. Noel,,33,47
2,8:03.0,,C. McCollum enters the game for M. Leonard,33,47
2,7:50.0,,Turnover by M. Harkless (bad pass),33,47
2,7:38.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,36,47
2,7:21.0,,Shooting foul by T. Ferguson (drawn by C. McCollum),36,47
2,7:21.0,Technical foul by T. Ferguson,,36,47
2,7:21.0,,Technical foul by C. McCollum,36,47
2,7:21.0,,C. McCollum misses free throw 1 of 2,36,47
2,7:21.0,,Offensive rebound by Team,36,47
2,7:21.0,D. Schröder enters the game for T. Ferguson,,36,47
2,7:21.0,,D. Lillard enters the game for S. Curry,36,47
2,7:21.0,,C. McCollum makes free throw 2 of 2,36,48
2,7:07.0,P. George misses 3-pt jump shot from 30 ft,,36,48
2,7:01.0,,Defensive rebound by C. McCollum,36,48
2,6:56.0,,C. McCollum makes 2-pt jump shot from 3 ft,36,50
2,6:36.0,Turnover by R. Westbrook (bad pass; steal by D. Lillard),,36,50
2,6:29.0,,C. McCollum misses 3-pt jump shot from 25 ft,36,50
2,6:27.0,Defensive rebound by R. Westbrook,,36,50
2,6:25.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,36,50
2,6:25.0,R. Westbrook makes free throw 1 of 2,,37,50
2,6:25.0,J. Grant enters the game for M. Morris,,37,50
2,6:25.0,,A. Aminu enters the game for E. Turner,37,50
2,6:25.0,R. Westbrook makes free throw 2 of 2,,38,50
2,6:13.0,,Turnover by D. Lillard (bad pass),38,50
2,6:05.0,Personal foul by Z. Collins (drawn by S. Adams),,38,50
2,5:55.0,R. Westbrook misses 2-pt jump shot from 19 ft,,38,50
2,5:53.0,,Defensive rebound by C. McCollum,38,50
2,5:39.0,,Offensive foul by C. McCollum (drawn by D. Schröder),38,50
2,5:39.0,,Turnover by C. McCollum (offensive foul),38,50
2,5:39.0,,E. Freedom enters the game for Z. Collins,38,50
2,5:30.0,P. George misses 3-pt jump shot from 23 ft,,38,50
2,5:28.0,,Defensive rebound by C. McCollum,38,50
2,5:20.0,,C. McCollum makes 2-pt layup from 1 ft,38,52
2,5:00.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,40,52
2,4:46.0,,Turnover by E. Freedom (traveling),40,52
2,4:40.0,J. Grant misses 3-pt jump shot from 25 ft,,40,52
2,4:38.0,Offensive rebound by S. Adams,,40,52
2,4:31.0,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),,42,52
2,4:13.0,,D. Lillard misses 3-pt jump shot from 28 ft,42,52
2,4:11.0,Defensive rebound by R. Westbrook,,42,52
2,4:06.0,R. Westbrook makes 2-pt layup from 1 ft,,44,52
2,4:06.0,,Portland full timeout,44,52
2,3:45.0,,D. Lillard misses 3-pt jump shot from 23 ft,44,52
2,3:44.0,Defensive rebound by Team,,44,52
2,3:35.0,Shooting foul by M. Harkless (drawn by R. Westbrook),,44,52
2,3:35.0,R. Westbrook makes free throw 1 of 2,,45,52
2,3:35.0,,R. Hood enters the game for M. Harkless,45,52
2,3:35.0,R. Westbrook makes free throw 2 of 2,,46,52
2,3:22.0,,Turnover by D. Lillard (bad pass; steal by D. Schröder),46,52
2,3:10.0,D. Schröder misses 3-pt jump shot from 26 ft,,46,52
2,3:08.0,,Defensive rebound by D. Lillard,46,52
2,2:59.0,,Turnover by D. Lillard (bad pass; steal by P. George),46,52
2,2:55.0,P. George misses 3-pt jump shot from 27 ft,,46,52
2,2:53.0,Offensive rebound by D. Schröder,,46,52
2,2:48.0,P. George misses 3-pt jump shot from 23 ft,,46,52
2,2:45.0,,Defensive rebound by A. Aminu,46,52
2,2:25.0,Violation by Team (kicked ball),,46,52
2,2:19.0,,C. McCollum misses 3-pt jump shot from 25 ft,46,52
2,2:15.0,Defensive rebound by R. Westbrook,,46,52
2,2:10.0,P. George misses 3-pt jump shot from 25 ft,,46,52
2,2:08.0,,Defensive rebound by E. Freedom,46,52
2,1:58.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. McCollum),46,54
2,1:43.0,S. Adams misses 2-pt dunk from 4 ft,,46,54
2,1:42.0,Offensive rebound by P. George,,46,54
2,1:33.0,D. Schröder misses 2-pt layup from 2 ft,,46,54
2,1:31.0,,Defensive rebound by E. Freedom,46,54
2,1:27.0,,Personal foul by P. George (drawn by D. Lillard),46,54
2,1:22.0,,C. McCollum misses 2-pt jump shot from 16 ft,46,54
2,1:18.0,Defensive rebound by D. Schröder,,46,54
2,1:13.0,P. George makes 2-pt dunk from 1 ft (assist by R. Westbrook),,48,54
2,0:47.0,,D. Lillard misses 3-pt jump shot from 26 ft,48,54
2,0:45.0,Defensive rebound by R. Westbrook,,48,54
2,0:41.0,Offensive foul by R. Westbrook (drawn by R. Hood),,48,54
2,0:41.0,Turnover by R. Westbrook (offensive foul),,48,54
2,0:33.0,,Turnover by A. Aminu (out of bounds lost ball),48,54
2,0:28.0,D. Schröder misses 3-pt jump shot from 26 ft,,48,54
2,0:26.0,,Defensive rebound by Team,48,54
2,0:26.0,,S. Curry enters the game for A. Aminu,48,54
2,0:06.0,,D. Lillard misses 2-pt jump shot from 22 ft,48,54
2,0:04.0,Defensive rebound by R. Westbrook,,48,54
2,0:01.0,Offensive foul by R. Westbrook (drawn by D. Lillard),,48,54
2,0:01.0,Turnover by R. Westbrook (offensive foul),,48,54
2,0:00.0,,Turnover by C. McCollum (bad pass; steal by P. George),48,54
2,0:00.0,Turnover by P. George (step out of bounds),,48,54
3,11:47.0,,M. Harkless misses 2-pt layup from 1 ft (block by J. Grant),48,54
3,11:47.0,,Offensive rebound by Team,48,54
3,11:38.0,,E. Freedom makes 2-pt jump shot from 19 ft,48,56
3,11:25.0,R. Westbrook makes 2-pt layup from 2 ft,,50,56
3,11:03.0,,Turnover by E. Freedom (traveling),50,56
3,10:51.0,R. Westbrook misses 2-pt jump shot from 16 ft,,50,56
3,10:49.0,,Defensive rebound by E. Freedom,50,56
3,10:30.0,,C. McCollum makes 2-pt jump shot from 5 ft,50,58
3,10:21.0,P. George misses 3-pt jump shot from 25 ft,,50,58
3,10:19.0,,Defensive rebound by E. Freedom,50,58
3,10:03.0,,M. Harkless makes 2-pt jump shot from 8 ft,50,60
3,9:50.0,P. George makes 2-pt layup from 2 ft,,52,60
3,9:40.0,,C. McCollum misses 2-pt jump shot from 5 ft,52,60
3,9:39.0,,Offensive rebound by A. Aminu,52,60
3,9:39.0,Violation by Team (kicked ball),,52,60
3,9:26.0,,D. Lillard misses 2-pt layup from 2 ft,52,60
3,9:23.0,,Offensive rebound by M. Harkless,52,60
3,9:23.0,,M. Harkless misses 2-pt dunk at rim,52,60
3,9:23.0,,Offensive rebound by M. Harkless,52,60
3,9:22.0,,M. Harkless misses 2-pt layup at rim,52,60
3,9:21.0,,Offensive rebound by E. Freedom,52,60
3,9:21.0,,E. Freedom misses 2-pt layup from 2 ft,52,60
3,9:21.0,Defensive rebound by Team,,52,60
3,9:14.0,R. Westbrook makes 2-pt layup from 4 ft,,54,60
3,8:49.0,,C. McCollum misses 2-pt jump shot from 21 ft,54,60
3,8:49.0,,Offensive rebound by Team,54,60
3,8:49.0,,Turnover by Team (shot clock),54,60
3,8:37.0,Offensive foul by S. Adams (drawn by E. Freedom),,54,60
3,8:37.0,Turnover by S. Adams (offensive foul),,54,60
3,8:24.0,,C. McCollum misses 2-pt jump shot from 7 ft,54,60
3,8:22.0,Defensive rebound by Team,,54,60
3,8:13.0,P. George misses 3-pt jump shot from 25 ft,,54,60
3,8:10.0,,Defensive rebound by D. Lillard,54,60
3,8:03.0,,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),54,62
3,7:53.0,Turnover by R. Westbrook (lost ball; steal by M. Harkless),,54,62
3,7:49.0,,A. Aminu misses 2-pt dunk from 1 ft (block by J. Grant),54,62
3,7:49.0,,Offensive rebound by Team,54,62
3,7:39.0,,D. Lillard misses 2-pt jump shot from 14 ft,54,62
3,7:38.0,,Offensive rebound by E. Freedom,54,62
3,7:36.0,,E. Freedom misses 2-pt layup from 2 ft,54,62
3,7:33.0,Defensive rebound by S. Adams,,54,62
3,7:30.0,Shooting foul by A. Aminu (drawn by R. Westbrook),,54,62
3,7:30.0,R. Westbrook makes free throw 1 of 2,,55,62
3,7:30.0,R. Westbrook makes free throw 2 of 2,,56,62
3,7:15.0,,C. McCollum misses 2-pt layup from 2 ft,56,62
3,7:14.0,,Offensive rebound by A. Aminu,56,62
3,7:14.0,,A. Aminu makes 2-pt dunk at rim,56,64
3,7:05.0,Offensive foul by J. Grant (drawn by D. Lillard),,56,64
3,7:05.0,Turnover by J. Grant (offensive foul),,56,64
3,6:47.0,,A. Aminu misses 2-pt layup from 1 ft (block by J. Grant),56,64
3,6:45.0,Defensive rebound by R. Westbrook,,56,64
3,6:35.0,J. Grant misses 2-pt jump shot from 5 ft,,56,64
3,6:32.0,,Defensive rebound by E. Freedom,56,64
3,6:27.0,,C. McCollum misses 2-pt jump shot from 5 ft,56,64
3,6:26.0,Defensive rebound by J. Grant,,56,64
3,6:19.0,Personal foul by M. Harkless (drawn by P. George),,56,64
3,6:19.0,,Portland full timeout,56,64
3,6:19.0,,R. Hood enters the game for M. Harkless,56,64
3,6:11.0,T. Ferguson misses 2-pt jump shot from 4 ft,,56,64
3,6:08.0,Offensive rebound by S. Adams,,56,64
3,6:00.0,R. Westbrook makes 2-pt jump shot from 9 ft,,58,64
3,6:00.0,D. Schröder enters the game for P. George,,58,64
3,5:39.0,,Turnover by C. McCollum (bad pass; steal by S. Adams),58,64
3,5:35.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),,60,64
3,5:19.0,,Personal foul by R. Westbrook (drawn by D. Lillard),60,64
3,5:05.0,,D. Lillard misses 2-pt layup from 2 ft,60,64
3,5:02.0,Defensive rebound by T. Ferguson,,60,64
3,4:56.0,R. Westbrook misses 3-pt jump shot from 25 ft,,60,64
3,4:55.0,Offensive rebound by J. Grant,,60,64
3,4:44.0,Turnover by S. Adams (bad pass; steal by E. Freedom),,60,64
3,4:31.0,,C. McCollum makes 2-pt jump shot from 3 ft,60,66
3,4:19.0,S. Adams makes 2-pt jump shot from 3 ft (assist by R. Westbrook),,62,66
3,3:57.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by C. McCollum),62,68
3,3:42.0,S. Adams misses 2-pt layup from 3 ft (block by E. Freedom),,62,68
3,3:39.0,Offensive rebound by S. Adams,,62,68
3,3:38.0,S. Adams misses 2-pt layup from 3 ft (block by A. Aminu),,62,68
3,3:36.0,Offensive rebound by S. Adams,,62,68
3,3:31.0,T. Ferguson misses 3-pt jump shot from 25 ft,,62,68
3,3:29.0,,Defensive rebound by A. Aminu,62,68
3,3:17.0,,D. Lillard makes 2-pt jump shot from 18 ft,62,70
3,2:54.0,J. Grant misses 2-pt layup from 1 ft,,62,70
3,2:52.0,,Defensive rebound by A. Aminu,62,70
3,2:42.0,,D. Lillard makes 2-pt layup from 1 ft (assist by E. Freedom),62,72
3,2:41.0,Oklahoma City full timeout,,62,72
3,2:41.0,P. George enters the game for S. Adams,,62,72
3,2:41.0,M. Morris enters the game for T. Ferguson,,62,72
3,2:41.0,N. Noel enters the game for J. Grant,,62,72
3,2:41.0,,S. Curry enters the game for C. McCollum,62,72
3,2:30.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,65,72
3,2:14.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by D. Lillard),65,74
3,1:59.0,R. Westbrook misses 2-pt jump shot from 6 ft (block by S. Curry),,65,74
3,1:56.0,,Defensive rebound by E. Freedom,65,74
3,1:56.0,,Personal foul by R. Westbrook (drawn by D. Lillard),65,74
3,1:56.0,R. Felton enters the game for R. Westbrook,,65,74
3,1:56.0,,Z. Collins enters the game for E. Freedom,65,74
3,1:44.0,,S. Curry misses 2-pt jump shot from 7 ft,65,74
3,1:41.0,Defensive rebound by R. Felton,,65,74
3,1:29.0,M. Morris makes 2-pt jump shot from 5 ft,,67,74
3,1:29.0,Shooting foul by Z. Collins (drawn by M. Morris),,67,74
3,1:29.0,M. Morris misses free throw 1 of 1,,67,74
3,1:27.0,,Defensive rebound by A. Aminu,67,74
3,1:19.0,,D. Lillard misses 3-pt jump shot from 28 ft,67,74
3,1:15.0,Defensive rebound by M. Morris,,67,74
3,1:09.0,D. Schröder misses 2-pt jump shot from 18 ft,,67,74
3,1:07.0,Offensive rebound by D. Schröder,,67,74
3,1:02.0,N. Noel makes 2-pt dunk from 1 ft (assist by M. Morris),,69,74
3,0:48.0,,Offensive foul by Z. Collins (drawn by N. Noel),69,74
3,0:48.0,,Turnover by Z. Collins (offensive foul),69,74
3,0:40.0,P. George misses 2-pt jump shot from 21 ft,,69,74
3,0:36.0,Offensive rebound by N. Noel,,69,74
3,0:31.0,Turnover by P. George (lost ball),,69,74
3,0:31.0,Loose ball foul by P. George (drawn by A. Aminu),,69,74
3,0:31.0,,A. Aminu makes free throw 1 of 2,69,75
3,0:31.0,,E. Turner enters the game for D. Lillard,69,75
3,0:31.0,,A. Aminu makes free throw 2 of 2,69,76
3,0:16.0,Offensive foul by R. Felton (drawn by S. Curry),,69,76
3,0:16.0,Turnover by R. Felton (offensive foul),,69,76
3,0:16.0,T. Ferguson enters the game for R. Felton,,69,76
3,0:16.0,J. Grant enters the game for M. Morris,,69,76
3,0:16.0,,D. Lillard enters the game for A. Aminu,69,76
3,0:16.0,,C. McCollum enters the game for E. Turner,69,76
3,0:00.0,,Turnover by D. Lillard (lost ball; steal by T. Ferguson),69,76
3,0:00.0,D. Schröder misses 3-pt jump shot from 38 ft,,69,76
3,0:00.0,Offensive rebound by Team,,69,76
4,11:50.0,Shooting foul by R. Hood (drawn by P. George),,69,76
4,11:50.0,P. George makes free throw 1 of 2,,70,76
4,11:50.0,P. George makes free throw 2 of 2,,71,76
4,11:36.0,,C. McCollum makes 2-pt jump shot from 18 ft,71,78
4,11:16.0,D. Schröder misses 2-pt layup from 1 ft,,71,78
4,11:13.0,Offensive rebound by N. Noel,,71,78
4,11:13.0,N. Noel makes 2-pt layup from 1 ft,,73,78
4,10:57.0,,Z. Collins makes 2-pt layup from 2 ft (assist by E. Turner),73,80
4,10:46.0,Turnover by M. Morris (lost ball; steal by E. Turner),,73,80
4,10:39.0,,S. Curry misses 3-pt jump shot from 24 ft,73,80
4,10:36.0,Defensive rebound by P. George,,73,80
4,10:26.0,N. Noel makes 2-pt jump shot from 7 ft (assist by D. Schröder),,75,80
4,10:07.0,,Turnover by Z. Collins (lost ball; steal by P. George),75,80
4,10:05.0,Shooting foul by Z. Collins (drawn by P. George),,75,80
4,10:05.0,P. George makes free throw 1 of 2,,76,80
4,10:05.0,P. George makes free throw 2 of 2,,77,80
4,10:02.0,,Personal foul by M. Morris (drawn by Z. Collins),77,80
4,9:52.0,,C. McCollum makes 2-pt jump shot from 7 ft,77,82
4,9:52.0,,Shooting foul by N. Noel (drawn by C. McCollum),77,82
4,9:52.0,,C. McCollum misses free throw 1 of 1,77,82
4,9:48.0,Defensive rebound by P. George,,77,82
4,9:36.0,R. Felton misses 2-pt jump shot from 9 ft,,77,82
4,9:34.0,Offensive rebound by N. Noel,,77,82
4,9:26.0,D. Schröder makes 2-pt layup from 1 ft,,79,82
4,9:00.0,,R. Hood makes 2-pt layup from 2 ft,79,84
4,8:43.0,D. Schröder makes 2-pt jump shot from 14 ft,,81,84
4,8:20.0,,C. McCollum misses 2-pt jump shot from 15 ft,81,84
4,8:18.0,Defensive rebound by P. George,,81,84
4,8:05.0,D. Schröder misses 3-pt jump shot from 25 ft,,81,84
4,8:03.0,,Defensive rebound by C. McCollum,81,84
4,8:01.0,,Personal foul by P. George (drawn by C. McCollum),81,84
4,8:01.0,S. Adams enters the game for R. Felton,,81,84
4,8:01.0,R. Westbrook enters the game for N. Noel,,81,84
4,8:01.0,,E. Freedom enters the game for Z. Collins,81,84
4,8:01.0,,D. Lillard enters the game for C. McCollum,81,84
4,7:53.0,,Shooting foul by M. Morris (drawn by E. Freedom),81,84
4,7:53.0,,E. Freedom makes free throw 1 of 2,81,85
4,7:53.0,J. Grant enters the game for M. Morris,,81,85
4,7:53.0,,E. Freedom makes free throw 2 of 2,81,86
4,7:36.0,Turnover by P. George (bad pass; steal by S. Curry),,81,86
4,7:21.0,,Turnover by D. Lillard (bad pass; steal by S. Adams),81,86
4,7:16.0,P. George misses 3-pt jump shot from 28 ft,,81,86
4,7:13.0,,Defensive rebound by D. Lillard,81,86
4,7:01.0,,D. Lillard makes 3-pt jump shot from 30 ft,81,89
4,6:45.0,S. Adams misses 2-pt hook shot from 9 ft,,81,89
4,6:43.0,Offensive rebound by P. George,,81,89
4,6:40.0,R. Westbrook misses 3-pt jump shot from 25 ft,,81,89
4,6:38.0,,Defensive rebound by E. Turner,81,89
4,6:38.0,,Portland full timeout,81,89
4,6:38.0,,A. Aminu enters the game for S. Curry,81,89
4,6:38.0,,C. McCollum enters the game for R. Hood,81,89
4,6:20.0,,D. Lillard makes 2-pt jump shot from 5 ft,81,91
4,6:08.0,D. Schröder makes 2-pt jump shot from 22 ft,,83,91
