QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
1,2:23.0,Defensive rebound by A. Gordon,,23,23
1,2:11.0,W. Iwundu misses 2-pt jump shot from 20 ft,,23,23
1,2:08.0,,Defensive rebound by D. Collison,23,23
1,1:54.0,,Turnover by T. Evans (bad pass),23,23
1,1:54.0,,D. McDermott enters the game for D. Collison,23,23
1,1:45.0,T. Ross misses 3-pt jump shot from 26 ft,,23,23
1,1:42.0,,Defensive rebound by T. Evans,23,23
1,1:33.0,,C. Joseph makes 2-pt jump shot from 20 ft (assist by K. O'Quinn),23,25
1,1:19.0,Personal foul by D. McDermott (drawn by W. Iwundu),,23,25
1,1:13.0,A. Gordon makes 2-pt jump shot from 18 ft (assist by W. Iwundu),,25,25
1,0:57.0,,T. Evans misses 3-pt jump shot from 28 ft,25,25
1,0:53.0,Defensive rebound by T. Ross,,25,25
1,0:46.0,T. Ross makes 2-pt jump shot from 18 ft,,27,25
1,0:40.0,,D. McDermott makes 2-pt jump shot from 21 ft (assist by C. Joseph),27,27
1,0:26.0,I. Briscoe misses 3-pt jump shot from 29 ft,,27,27
1,0:22.0,,Defensive rebound by D. McDermott,27,27
1,0:01.0,,T. Leaf misses 2-pt hook shot from 8 ft,27,27
1,0:01.0,,Offensive rebound by K. O'Quinn,27,27
2,11:44.0,,D. McDermott makes 2-pt layup from 2 ft (assist by K. O'Quinn),27,29
2,11:27.0,A. Gordon misses 2-pt jump shot from 8 ft,,27,29
2,11:26.0,Offensive rebound by K. Birch,,27,29
2,11:26.0,Shooting foul by K. O'Quinn (drawn by K. Birch),,27,29
2,11:26.0,K. Birch makes free throw 1 of 2,,28,29
2,11:26.0,K. Birch misses free throw 2 of 2,,28,29
2,11:25.0,,Defensive rebound by K. O'Quinn,28,29
2,11:03.0,,C. Joseph misses 3-pt jump shot from 26 ft,28,29
2,11:00.0,Defensive rebound by E. Fournier,,28,29
2,10:52.0,A. Gordon makes 2-pt dunk from 1 ft (assist by K. Birch),,30,29
2,10:45.0,,Personal foul by I. Briscoe (drawn by C. Joseph),30,29
2,10:28.0,,C. Joseph makes 2-pt jump shot from 3 ft,30,31
2,10:04.0,I. Briscoe makes 2-pt layup from 1 ft (assist by E. Fournier),,32,31
2,9:51.0,,Turnover by K. O'Quinn (lost ball; steal by T. Ross),32,31
2,9:43.0,Turnover by I. Briscoe (bad pass),,32,31
2,9:32.0,,T. Evans misses 2-pt layup from 4 ft,32,31
2,9:29.0,Defensive rebound by E. Fournier,,32,31
2,9:23.0,K. Birch makes 2-pt layup from 1 ft (assist by E. Fournier),,34,31
2,9:14.0,,Indiana full timeout,34,31
2,9:14.0,,T. Young enters the game for T. Leaf,34,31
2,8:59.0,,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by C. Joseph),34,33
2,8:42.0,K. Birch makes 2-pt dunk from 1 ft (assist by A. Gordon),,36,33
2,8:29.0,,C. Joseph makes 2-pt layup from 1 ft,36,35
2,8:29.0,,Shooting foul by I. Briscoe (drawn by C. Joseph),36,35
2,8:29.0,D. Augustin enters the game for I. Briscoe,,36,35
2,8:29.0,,W. Matthews enters the game for T. Evans,36,35
2,8:29.0,,C. Joseph makes free throw 1 of 1,36,36
2,8:29.0,T. Ross misses 3-pt jump shot from 27 ft,,36,36
2,8:13.0,,Defensive rebound by C. Joseph,36,36
2,8:00.0,,C. Joseph makes 2-pt layup from 1 ft (assist by W. Matthews),36,38
2,7:46.0,K. Birch makes 2-pt jump shot from 9 ft (assist by D. Augustin),,38,38
2,7:30.0,,T. Young makes 2-pt layup from 4 ft,38,40
2,7:26.0,D. Augustin misses 3-pt jump shot from 27 ft,,38,40
2,7:12.0,,Defensive rebound by K. O'Quinn,38,40
2,7:01.0,,W. Matthews misses 3-pt jump shot from 27 ft,38,40
2,6:58.0,Defensive rebound by A. Gordon,,38,40
2,6:50.0,A. Gordon makes 2-pt layup from 1 ft,,40,40
2,6:35.0,,T. Young misses 3-pt jump shot from 27 ft,40,40
2,6:32.0,Defensive rebound by D. Augustin,,40,40
2,6:27.0,T. Ross misses 3-pt jump shot from 29 ft,,40,40
2,6:23.0,,Defensive rebound by W. Matthews,40,40
2,6:17.0,,K. O'Quinn makes 2-pt layup from 3 ft (assist by W. Matthews),40,42
2,5:55.0,A. Gordon misses 2-pt jump shot from 6 ft,,40,42
2,5:53.0,,Defensive rebound by C. Joseph,40,42
2,5:39.0,,D. McDermott misses 3-pt jump shot from 27 ft,40,42
2,5:35.0,Defensive rebound by K. Birch,,40,42
2,5:31.0,Shooting foul by D. McDermott (drawn by E. Fournier),,40,42
2,5:31.0,E. Fournier makes free throw 1 of 2,,41,42
2,5:31.0,J. Isaac enters the game for K. Birch,,41,42
2,5:31.0,N. Vučević enters the game for A. Gordon,,41,42
2,5:31.0,,B. Bogdanović enters the game for C. Joseph,41,42
2,5:31.0,,D. Collison enters the game for D. McDermott,41,42
2,5:31.0,,M. Turner enters the game for K. O'Quinn,41,42
2,5:31.0,E. Fournier makes free throw 2 of 2,,42,42
2,5:21.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by T. Young),42,45
2,5:21.0,,Shooting foul by T. Ross (drawn by W. Matthews),42,45
2,5:21.0,W. Iwundu enters the game for E. Fournier,,42,45
2,5:21.0,,W. Matthews makes free throw 1 of 1,42,46
2,5:01.0,T. Ross misses 3-pt jump shot from 27 ft,,42,46
2,4:58.0,,Defensive rebound by M. Turner,42,46
2,4:48.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),42,48
2,4:41.0,Orlando full timeout,,42,48
2,4:22.0,N. Vučević makes 2-pt hook shot from 8 ft,,44,48
2,3:59.0,,W. Matthews misses 3-pt jump shot from 25 ft,44,48
2,3:55.0,Defensive rebound by J. Isaac,,44,48
2,3:47.0,D. Augustin misses 2-pt layup from 2 ft,,44,48
2,3:46.0,Offensive rebound by N. Vučević,,44,48
2,3:45.0,N. Vučević makes 2-pt layup at rim,,46,48
2,3:42.0,,Technical foul by D. Collison,46,48
2,3:42.0,D. Augustin makes technical free throw,,47,48
2,3:42.0,E. Fournier enters the game for W. Iwundu,,47,48
2,3:42.0,A. Gordon enters the game for T. Ross,,47,48
2,3:32.0,,Shooting foul by D. Augustin (drawn by D. Collison),47,48
2,3:32.0,,D. Collison makes free throw 1 of 2,47,49
2,3:32.0,,D. Collison makes free throw 2 of 2,47,50
2,3:21.0,N. Vučević misses 3-pt jump shot from 27 ft,,47,50
2,3:18.0,,Defensive rebound by T. Young,47,50
2,3:10.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,47,50
2,3:06.0,Defensive rebound by A. Gordon,,47,50
2,3:04.0,Personal foul by M. Turner (drawn by D. Augustin),,47,50
2,2:54.0,A. Gordon misses 3-pt jump shot from 25 ft,,47,50
2,2:51.0,,Defensive rebound by W. Matthews,47,50
2,2:37.0,,B. Bogdanović makes 2-pt jump shot from 5 ft,47,52
2,2:18.0,D. Augustin misses 3-pt jump shot from 23 ft,,47,52
2,2:15.0,,Defensive rebound by W. Matthews,47,52
2,2:02.0,,B. Bogdanović misses 2-pt jump shot from 6 ft (block by J. Isaac),47,52
2,1:58.0,Defensive rebound by E. Fournier,,47,52
2,1:56.0,Turnover by E. Fournier (bad pass; steal by T. Young),,47,52
2,1:51.0,,D. Collison makes 3-pt jump shot from 27 ft (assist by W. Matthews),47,55
2,1:35.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,49,55
2,1:20.0,,Turnover by D. Collison (lost ball; steal by D. Augustin),49,55
2,1:17.0,D. Augustin makes 2-pt layup from 1 ft,,51,55
2,1:07.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,51,55
2,1:02.0,Defensive rebound by E. Fournier,,51,55
2,0:54.0,N. Vučević makes 2-pt hook shot from 3 ft (assist by E. Fournier),,53,55
2,0:47.0,,W. Matthews makes 3-pt jump shot from 28 ft (assist by D. Collison),53,58
2,0:40.0,Orlando full timeout,,53,58
2,0:40.0,J. Grant enters the game for D. Augustin,,53,58
2,0:40.0,,C. Joseph enters the game for W. Matthews,53,58
2,0:34.0,N. Vučević misses 2-pt jump shot from 16 ft,,53,58
2,0:34.0,Offensive rebound by J. Isaac,,53,58
2,0:32.0,J. Isaac makes 2-pt jump shot from 4 ft,,55,58
2,0:32.0,Shooting foul by C. Joseph (drawn by J. Isaac),,55,58
2,0:32.0,J. Isaac misses free throw 1 of 1,,55,58
2,0:30.0,,Defensive rebound by T. Young,55,58
2,0:09.0,,D. Collison makes 2-pt jump shot from 17 ft (assist by M. Turner),55,60
2,0:09.0,T. Ross enters the game for J. Isaac,,55,60
2,0:00.0,Turnover by A. Gordon (bad pass; steal by M. Turner),,55,60
3,11:43.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by N. Vučević),55,60
3,11:41.0,Defensive rebound by A. Gordon,,55,60
3,11:37.0,Turnover by E. Fournier (bad pass; steal by B. Bogdanović),,55,60
3,11:31.0,,Shooting foul by A. Gordon (drawn by B. Bogdanović),55,60
3,11:31.0,,B. Bogdanović makes free throw 1 of 2,55,61
3,11:31.0,,B. Bogdanović makes free throw 2 of 2,55,62
3,11:13.0,J. Isaac makes 2-pt jump shot from 19 ft (assist by N. Vučević),,57,62
3,10:49.0,,Def 3 sec tech foul by Team,57,62
3,10:49.0,,B. Bogdanović makes technical free throw,57,63
3,10:37.0,,W. Matthews misses 3-pt jump shot from 24 ft,57,63
3,10:34.0,Defensive rebound by N. Vučević,,57,63
3,10:31.0,E. Fournier makes 2-pt layup from 1 ft (assist by D. Augustin),,59,63
3,10:15.0,,T. Young makes 2-pt jump shot from 3 ft (assist by B. Bogdanović),59,65
3,9:53.0,N. Vučević makes 2-pt jump shot from 10 ft,,61,65
3,9:53.0,Shooting foul by M. Turner (drawn by N. Vučević),,61,65
3,9:53.0,I. Briscoe enters the game for D. Augustin,,61,65
3,9:53.0,N. Vučević makes free throw 1 of 1,,62,65
3,9:35.0,,T. Young makes 2-pt layup from 2 ft,62,67
3,9:22.0,E. Fournier misses 2-pt layup from 1 ft (block by M. Turner),,62,67
3,9:18.0,,Defensive rebound by D. Collison,62,67
3,9:15.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),62,69
3,9:14.0,Orlando full timeout,,62,69
3,9:14.0,Technical foul by N. Vučević,,62,69
3,9:14.0,,B. Bogdanović makes technical free throw,62,70
3,8:56.0,J. Isaac misses 3-pt jump shot from 28 ft,,62,70
3,8:53.0,,Defensive rebound by T. Young,62,70
3,8:48.0,,M. Turner misses 3-pt jump shot from 28 ft,62,70
3,8:43.0,Defensive rebound by N. Vučević,,62,70
3,8:35.0,E. Fournier misses 3-pt jump shot from 28 ft,,62,70
3,8:32.0,,Defensive rebound by M. Turner,62,70
3,8:23.0,,Shooting foul by E. Fournier (drawn by B. Bogdanović),62,70
3,8:23.0,,B. Bogdanović makes free throw 1 of 2,62,71
3,8:23.0,,B. Bogdanović makes free throw 2 of 2,62,72
3,8:13.0,A. Gordon misses 2-pt layup from 1 ft,,62,72
3,8:11.0,Offensive rebound by A. Gordon,,62,72
3,8:11.0,A. Gordon misses 2-pt layup from 1 ft,,62,72
3,8:11.0,,Defensive rebound by Team,62,72
3,7:58.0,,Personal foul by I. Briscoe (drawn by M. Turner),62,72
3,7:49.0,,Turnover by B. Bogdanović (bad pass; steal by N. Vučević),62,72
3,7:37.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by E. Fournier),,65,72
3,7:20.0,,Offensive foul by M. Turner (drawn by I. Briscoe),65,72
3,7:20.0,,Turnover by M. Turner (offensive foul),65,72
3,7:02.0,E. Fournier misses 2-pt jump shot from 17 ft,,65,72
3,6:57.0,Offensive rebound by N. Vučević,,65,72
3,6:57.0,N. Vučević misses 2-pt layup from 1 ft,,65,72
3,6:55.0,Offensive rebound by N. Vučević,,65,72
3,6:55.0,N. Vučević makes 2-pt layup from 1 ft,,67,72
3,6:46.0,,Personal foul by E. Fournier (drawn by M. Turner),67,72
3,6:40.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,67,72
3,6:38.0,,Offensive rebound by T. Young,67,72
3,6:35.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),67,74
3,6:17.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by A. Gordon),,69,74
3,6:01.0,,T. Young makes 2-pt jump shot from 4 ft (assist by D. Collison),69,76
3,5:40.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),,71,76
3,5:27.0,,T. Young makes 3-pt jump shot from 26 ft (assist by D. Collison),71,79
3,5:21.0,Orlando full timeout,,71,79
3,5:21.0,W. Iwundu enters the game for A. Gordon,,71,79
3,4:59.0,W. Iwundu misses 2-pt jump shot from 17 ft,,71,79
3,4:56.0,Offensive rebound by J. Isaac,,71,79
3,4:53.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),,73,79
3,4:36.0,,Turnover by D. Collison (bad pass),73,79
3,4:36.0,J. Grant enters the game for I. Briscoe,,73,79
3,4:36.0,,T. Leaf enters the game for T. Young,73,79
3,4:20.0,E. Fournier misses 2-pt layup from 1 ft (block by M. Turner),,73,79
3,4:17.0,,Defensive rebound by D. Collison,73,79
3,4:14.0,,M. Turner misses 3-pt jump shot from 29 ft,73,79
3,4:10.0,Defensive rebound by N. Vučević,,73,79
3,4:00.0,J. Isaac misses 2-pt jump shot from 21 ft,,73,79
3,3:58.0,,Defensive rebound by T. Leaf,73,79
3,3:38.0,,Turnover by M. Turner (bad pass; steal by J. Isaac),73,79
3,3:25.0,W. Iwundu makes 2-pt dunk from 2 ft,,75,79
3,3:13.0,,Personal foul by W. Iwundu (drawn by M. Turner),75,79
3,3:13.0,T. Ross enters the game for E. Fournier,,75,79
3,3:13.0,,C. Joseph enters the game for B. Bogdanović,75,79
3,3:13.0,,M. Turner makes free throw 1 of 2,75,80
3,3:13.0,,M. Turner makes free throw 2 of 2,75,81
3,2:55.0,Shooting foul by M. Turner (drawn by N. Vučević),,75,81
3,2:55.0,N. Vučević makes free throw 1 of 2,,76,81
3,2:55.0,A. Gordon enters the game for J. Isaac,,76,81
3,2:55.0,,K. O'Quinn enters the game for M. Turner,76,81
3,2:55.0,N. Vučević misses free throw 2 of 2,,76,81
3,2:54.0,,Defensive rebound by W. Matthews,76,81
3,2:44.0,,W. Matthews misses 3-pt jump shot from 26 ft,76,81
3,2:41.0,Defensive rebound by A. Gordon,,76,81
3,2:36.0,T. Ross makes 3-pt jump shot from 26 ft (assist by A. Gordon),,79,81
3,2:19.0,,D. Collison makes 2-pt jump shot from 18 ft,79,83
3,2:05.0,T. Ross misses 3-pt jump shot from 29 ft,,79,83
3,2:02.0,,Defensive rebound by K. O'Quinn,79,83
3,1:51.0,,K. O'Quinn makes 2-pt jump shot from 20 ft (assist by D. Collison),79,85
3,1:35.0,N. Vučević misses 3-pt jump shot from 28 ft,,79,85
3,1:32.0,,Defensive rebound by C. Joseph,79,85
3,1:19.0,,Shooting foul by J. Grant (drawn by D. Collison),79,85
3,1:19.0,,Offensive rebound by Team,79,85
3,1:19.0,,D. Collison misses free throw 1 of 2,79,85
3,1:19.0,K. Birch enters the game for N. Vučević,,79,85
3,1:19.0,,T. Evans enters the game for W. Matthews,79,85
3,1:19.0,,D. Collison makes free throw 2 of 2,79,86
3,1:02.0,T. Ross makes 2-pt layup from 1 ft (assist by A. Gordon),,81,86
3,0:50.0,,Personal foul by T. Ross (drawn by C. Joseph),81,86
3,0:50.0,,C. Joseph misses free throw 1 of 2,81,86
3,0:50.0,,Offensive rebound by Team,81,86
3,0:50.0,,D. McDermott enters the game for D. Collison,81,86
3,0:50.0,,C. Joseph makes free throw 2 of 2,81,87
3,0:32.0,A. Gordon misses 2-pt jump shot from 19 ft,,81,87
3,0:28.0,Offensive rebound by K. Birch,,81,87
3,0:22.0,Shooting foul by K. O'Quinn (drawn by J. Grant),,81,87
3,0:22.0,J. Grant makes free throw 1 of 2,,82,87
3,0:22.0,J. Grant makes free throw 2 of 2,,83,87
3,0:00.0,,C. Joseph misses 2-pt jump shot from 18 ft,83,87
3,0:00.0,,Offensive rebound by Team,83,87
4,11:47.0,T. Ross makes 3-pt jump shot from 24 ft (assist by A. Gordon),,86,87
4,11:31.0,,T. Evans makes 2-pt jump shot from 6 ft (assist by K. O'Quinn),86,89
4,11:31.0,,Shooting foul by K. Birch (drawn by T. Evans),86,89
4,11:31.0,,T. Evans makes free throw 1 of 1,86,90
4,11:17.0,T. Ross misses 3-pt jump shot from 27 ft,,86,90
4,11:14.0,,Defensive rebound by T. Young,86,90
4,11:06.0,,Turnover by T. Evans (bad pass; steal by J. Grant),86,90
4,11:02.0,J. Grant makes 2-pt layup from 1 ft,,88,90
4,10:45.0,,T. Evans misses 2-pt layup from 1 ft (block by K. Birch),88,90
4,10:43.0,Defensive rebound by E. Fournier,,88,90
4,10:38.0,T. Ross makes 3-pt jump shot from 28 ft (assist by E. Fournier),,91,90
4,10:36.0,,Indiana full timeout,91,90
4,10:12.0,,C. Joseph makes 2-pt jump shot from 6 ft,91,92
4,9:54.0,Personal foul by T. Evans (drawn by E. Fournier),,91,92
4,9:48.0,J. Grant makes 3-pt jump shot from 27 ft (assist by E. Fournier),,94,92
4,9:35.0,,D. McDermott makes 2-pt dunk from 1 ft (assist by K. O'Quinn),94,94
4,9:19.0,J. Grant misses 2-pt jump shot from 16 ft (block by K. O'Quinn),,94,94
4,9:15.0,,Defensive rebound by T. Evans,94,94
4,9:05.0,,T. Evans misses 3-pt jump shot from 30 ft,94,94
4,9:02.0,Defensive rebound by T. Ross,,94,94
4,8:56.0,T. Ross misses 3-pt jump shot from 27 ft,,94,94
4,8:53.0,,Defensive rebound by T. Evans,94,94
4,8:39.0,,C. Joseph makes 2-pt jump shot from 17 ft,94,96
4,8:26.0,Turnover by J. Grant (bad pass),,94,96
4,8:26.0,,B. Bogdanović enters the game for D. McDermott,94,96
4,8:04.0,,B. Bogdanović makes 2-pt jump shot from 14 ft (assist by T. Young),94,98
4,7:42.0,E. Fournier makes 3-pt jump shot from 30 ft,,97,98
4,7:25.0,,Personal foul by E. Fournier (drawn by T. Young),97,98
4,7:25.0,J. Isaac enters the game for E. Fournier,,97,98
4,7:25.0,W. Iwundu enters the game for A. Gordon,,97,98
4,7:25.0,,W. Matthews enters the game for T. Evans,97,98
4,7:12.0,,C. Joseph misses 2-pt layup from 4 ft (block by J. Grant),97,98
4,7:12.0,Defensive rebound by Team,,97,98
4,6:57.0,T. Ross makes 2-pt layup from 4 ft (assist by J. Grant),,99,98
4,6:57.0,Shooting foul by W. Matthews (drawn by T. Ross),,99,98
4,6:57.0,,M. Turner enters the game for K. O'Quinn,99,98
4,6:57.0,T. Ross makes free throw 1 of 1,,100,98
4,6:47.0,,Shooting foul by W. Iwundu (drawn by B. Bogdanović),100,98
4,6:47.0,,B. Bogdanović makes free throw 1 of 2,100,99
4,6:47.0,N. Vučević enters the game for K. Birch,,100,99
4,6:47.0,,D. Collison enters the game for C. Joseph,100,99
4,6:47.0,,B. Bogdanović misses free throw 2 of 2,100,99
4,6:46.0,Defensive rebound by N. Vučević,,100,99
4,6:24.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by J. Grant),,102,99
4,6:01.0,,B. Bogdanović misses 3-pt jump shot from 31 ft,102,99
4,5:57.0,Defensive rebound by W. Iwundu,,102,99
4,5:50.0,N. Vučević misses 2-pt jump shot from 19 ft,,102,99
4,5:46.0,Offensive rebound by J. Isaac,,102,99
4,5:46.0,J. Isaac makes 2-pt layup from 1 ft,,104,99
4,5:43.0,,Indiana full timeout,104,99
4,5:23.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by W. Matthews),104,102
4,5:00.0,T. Ross misses 3-pt jump shot from 28 ft,,104,102
4,4:57.0,Offensive rebound by J. Isaac,,104,102
4,4:52.0,Shooting foul by T. Young (drawn by N. Vučević),,104,102
4,4:52.0,N. Vučević makes free throw 1 of 2,,105,102
4,4:52.0,I. Briscoe enters the game for J. Grant,,105,102
4,4:52.0,N. Vučević misses free throw 2 of 2,,105,102
4,4:51.0,,Defensive rebound by M. Turner,105,102
4,4:40.0,Violation by Team (kicked ball),,105,102
4,4:27.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,105,102
4,4:24.0,Defensive rebound by W. Iwundu,,105,102
4,4:10.0,T. Ross makes 2-pt jump shot from 21 ft (assist by J. Isaac),,107,102
4,3:52.0,,Turnover by D. Collison (bad pass; steal by I. Briscoe),107,102
4,3:47.0,W. Iwundu misses 2-pt layup from 3 ft,,107,102
4,3:45.0,J. Isaac misses 2-pt layup from 1 ft,,107,102
4,3:45.0,Offensive rebound by J. Isaac,,107,102
4,3:44.0,,Defensive rebound by W. Matthews,107,102
4,3:35.0,,T. Young misses 2-pt dunk from 2 ft,107,102
4,3:32.0,Defensive rebound by N. Vučević,,107,102
4,3:28.0,Personal foul by D. Collison (drawn by I. Briscoe),,107,102
4,3:28.0,E. Fournier enters the game for J. Isaac,,107,102
4,3:28.0,A. Gordon enters the game for W. Iwundu,,107,102
4,3:23.0,T. Ross makes 2-pt dunk from 2 ft,,109,102
4,3:09.0,,M. Turner misses 2-pt jump shot from 20 ft,109,102
4,3:06.0,Defensive rebound by T. Ross,,109,102
4,2:46.0,N. Vučević misses 3-pt jump shot from 27 ft,,109,102
4,2:43.0,,Defensive rebound by B. Bogdanović,109,102
4,2:40.0,,D. Collison makes 2-pt layup from 1 ft (assist by B. Bogdanović),109,104
4,2:16.0,A. Gordon misses 3-pt jump shot from 24 ft,,109,104
4,2:13.0,Offensive rebound by Team,,109,104
4,2:02.0,I. Briscoe makes 2-pt jump shot from 9 ft,,111,104
4,1:54.0,,Shooting foul by N. Vučević (drawn by W. Matthews),111,104
4,1:54.0,,W. Matthews makes free throw 1 of 3,111,105
4,1:54.0,,W. Matthews makes free throw 2 of 3,111,106
4,1:54.0,,W. Matthews makes free throw 3 of 3,111,107
4,1:34.0,Shooting foul by W. Matthews (drawn by T. Ross),,111,107
4,1:34.0,T. Ross makes free throw 1 of 3,,112,107
4,1:34.0,T. Ross makes free throw 2 of 3,,113,107
4,1:34.0,T. Ross makes free throw 3 of 3,,114,107
4,1:25.0,,W. Matthews misses 3-pt jump shot from 28 ft,114,107
4,1:22.0,Defensive rebound by I. Briscoe,,114,107
4,1:00.0,T. Ross misses 2-pt dunk from 2 ft (block by M. Turner),,114,107
4,0:57.0,,Defensive rebound by B. Bogdanović,114,107
