QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
3,9:50.0,A. Horford misses 2-pt jump shot from 19 ft,,56,56
3,9:47.0,,Defensive rebound by S. Brown,56,56
3,9:41.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,56,56
3,9:39.0,Defensive rebound by J. Brown,,56,56
3,9:34.0,K. Irving makes 2-pt jump shot from 17 ft,,58,56
3,9:18.0,,G. Antetokounmpo misses 2-pt jump shot from 6 ft,58,56
3,9:16.0,Defensive rebound by A. Horford,,58,56
3,9:09.0,J. Brown makes 3-pt jump shot from 26 ft (assist by K. Irving),,61,56
3,8:42.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by M. Morris),61,56
3,8:39.0,Defensive rebound by A. Horford,,61,56
3,8:32.0,M. Morris makes 2-pt dunk from 1 ft (assist by K. Irving),,63,56
3,8:32.0,,Milwaukee full timeout,63,56
3,8:15.0,,K. Middleton misses 2-pt jump shot from 12 ft,63,56
3,8:11.0,Defensive rebound by M. Morris,,63,56
3,8:02.0,K. Irving misses 2-pt layup from 4 ft,,63,56
3,7:59.0,,Defensive rebound by B. Lopez,63,56
3,7:51.0,,S. Brown misses 2-pt jump shot from 14 ft,63,56
3,7:47.0,Defensive rebound by M. Morris,,63,56
3,7:37.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,66,56
3,7:16.0,,Turnover by K. Middleton (traveling),66,56
3,7:16.0,,P. Connaughton enters the game for S. Brown,66,56
3,6:57.0,J. Tatum misses 2-pt jump shot from 11 ft,,66,56
3,6:54.0,,Defensive rebound by G. Antetokounmpo,66,56
3,6:46.0,,E. Bledsoe makes 2-pt jump shot from 8 ft (assist by K. Middleton),66,58
3,6:21.0,A. Horford misses 2-pt layup from 3 ft,,66,58
3,6:17.0,,Defensive rebound by K. Middleton,66,58
3,6:14.0,,P. Connaughton misses 3-pt jump shot from 25 ft,66,58
3,6:10.0,Defensive rebound by J. Tatum,,66,58
3,6:04.0,Shooting foul by K. Middleton (drawn by A. Horford),,66,58
3,6:04.0,A. Horford makes free throw 1 of 2,,67,58
3,6:04.0,,G. Hill enters the game for E. Bledsoe,67,58
3,6:04.0,,N. Mirotić enters the game for B. Lopez,67,58
3,6:04.0,A. Horford misses free throw 2 of 2,,67,58
3,6:00.0,,Defensive rebound by N. Mirotić,67,58
3,5:46.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),67,60
3,5:31.0,A. Horford makes 3-pt jump shot from 27 ft (assist by K. Irving),,70,60
3,5:19.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by A. Horford),70,60
3,5:21.0,,Offensive rebound by Team,70,60
3,5:21.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by J. Tatum),70,60
3,5:19.0,,Offensive rebound by G. Antetokounmpo,70,60
3,5:19.0,G. Hayward enters the game for J. Brown,,70,60
3,5:19.0,,E. İlyasova enters the game for G. Antetokounmpo,70,60
3,4:59.0,,K. Middleton makes 2-pt jump shot from 15 ft,70,62
3,4:41.0,A. Horford makes 2-pt layup from 1 ft,,72,62
3,4:28.0,,K. Middleton misses 2-pt jump shot from 14 ft,72,62
3,4:26.0,Defensive rebound by K. Irving,,72,62
3,4:21.0,K. Irving makes 2-pt layup from 1 ft,,74,62
3,4:05.0,,P. Connaughton makes 3-pt jump shot from 26 ft (assist by G. Hill),74,65
3,3:49.0,J. Tatum makes 2-pt dunk from 2 ft (assist by A. Horford),,76,65
3,3:31.0,,Turnover by P. Connaughton (bad pass),76,65
3,3:20.0,K. Irving makes 2-pt layup from 1 ft,,78,65
3,3:20.0,,Violation by Team (def goaltending),78,65
3,3:11.0,,Personal foul by J. Tatum (drawn by K. Middleton),78,65
3,3:11.0,A. Baynes enters the game for A. Horford,,78,65
3,3:11.0,T. Rozier enters the game for J. Tatum,,78,65
3,3:03.0,,K. Middleton misses 2-pt jump shot from 13 ft,78,65
3,3:00.0,,Offensive rebound by P. Connaughton,78,65
3,2:59.0,,Personal foul by T. Rozier (drawn by G. Hill),78,65
3,2:59.0,Boston full timeout,,78,65
3,2:59.0,,G. Antetokounmpo enters the game for P. Connaughton,78,65
3,2:59.0,,S. Brown enters the game for K. Middleton,78,65
3,2:51.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,78,65
3,2:48.0,Defensive rebound by K. Irving,,78,65
3,2:44.0,Turnover by K. Irving (bad pass; steal by E. İlyasova),,78,65
3,2:38.0,,S. Brown misses 2-pt layup from 2 ft,78,65
3,2:38.0,,Offensive rebound by Team,78,65
3,2:38.0,D. Theis enters the game for A. Baynes,,78,65
3,2:34.0,,E. İlyasova misses 3-pt jump shot from 24 ft,78,65
3,2:31.0,Defensive rebound by T. Rozier,,78,65
3,2:25.0,T. Rozier makes 2-pt jump shot from 13 ft,,80,65
3,2:02.0,,G. Hill misses 3-pt jump shot from 26 ft,80,65
3,1:59.0,Defensive rebound by M. Morris,,80,65
3,1:54.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Rozier),,83,65
3,1:33.0,,S. Brown misses 3-pt jump shot from 27 ft,83,65
3,1:30.0,Defensive rebound by T. Rozier,,83,65
3,1:20.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by G. Hayward),,86,65
3,0:57.0,,E. İlyasova makes 2-pt layup from 2 ft,86,67
3,0:57.0,,Shooting foul by T. Rozier (drawn by E. İlyasova),86,67
3,0:57.0,J. Brown enters the game for K. Irving,,86,67
3,0:57.0,J. Tatum enters the game for M. Morris,,86,67
3,0:57.0,,E. Bledsoe enters the game for N. Mirotić,86,67
3,0:57.0,,E. İlyasova makes free throw 1 of 1,86,68
3,0:38.0,J. Tatum misses 2-pt jump shot from 20 ft,,86,68
3,0:35.0,,Defensive rebound by S. Brown,86,68
3,0:31.0,,Shooting foul by T. Rozier (drawn by E. Bledsoe),86,68
3,0:31.0,,E. Bledsoe misses free throw 1 of 2,86,68
3,0:31.0,,Offensive rebound by Team,86,68
3,0:31.0,,E. Bledsoe makes free throw 2 of 2,86,69
3,0:16.0,D. Theis makes 2-pt dunk from 1 ft (assist by J. Tatum),,88,69
3,0:04.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,88,71
3,0:00.0,T. Rozier misses 3-pt jump shot from 31 ft,,88,71
3,0:00.0,Offensive rebound by Team,,88,71
4,11:37.0,A. Horford misses 2-pt hook shot from 8 ft,,88,71
4,11:35.0,,Defensive rebound by G. Antetokounmpo,88,71
4,11:30.0,,B. Lopez misses 3-pt jump shot from 28 ft,88,71
4,11:27.0,Defensive rebound by T. Rozier,,88,71
4,11:14.0,T. Rozier misses 3-pt jump shot from 26 ft,,88,71
4,11:11.0,,Defensive rebound by G. Antetokounmpo,88,71
4,11:06.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft,88,74
4,10:47.0,J. Brown makes 2-pt dunk from 1 ft (assist by G. Hayward),,90,74
4,10:23.0,,S. Brown misses 2-pt layup from 4 ft (block by J. Tatum),90,74
4,10:20.0,Defensive rebound by A. Horford,,90,74
4,10:09.0,T. Rozier misses 2-pt layup from 4 ft,,90,74
4,10:06.0,,Defensive rebound by K. Middleton,90,74
4,10:04.0,,Shooting foul by J. Brown (drawn by G. Antetokounmpo),90,74
4,10:04.0,,G. Antetokounmpo misses free throw 1 of 2,90,74
4,10:04.0,,Offensive rebound by Team,90,74
4,10:04.0,,P. Connaughton enters the game for S. Brown,90,74
4,10:04.0,,G. Antetokounmpo makes free throw 2 of 2,90,75
4,9:47.0,J. Brown misses 3-pt jump shot from 24 ft,,90,75
4,9:43.0,,Defensive rebound by P. Connaughton,90,75
4,9:38.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,90,77
4,9:23.0,G. Hayward misses 3-pt jump shot from 27 ft,,90,77
4,9:21.0,,Defensive rebound by K. Middleton,90,77
4,9:10.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,90,77
4,9:07.0,Defensive rebound by G. Hayward,,90,77
4,9:05.0,J. Brown makes 2-pt layup from 6 ft (assist by G. Hayward),,92,77
4,8:50.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),92,80
4,8:30.0,J. Tatum misses 2-pt layup from 6 ft (block by B. Lopez),,92,80
4,8:30.0,Offensive rebound by Team,,92,80
4,8:26.0,Shooting foul by B. Lopez (drawn by T. Rozier),,92,80
4,8:26.0,T. Rozier makes free throw 1 of 2,,93,80
4,8:26.0,T. Rozier misses free throw 2 of 2,,93,80
4,8:24.0,,Defensive rebound by K. Middleton,93,80
4,8:15.0,,P. Connaughton misses 3-pt jump shot from 27 ft,93,80
4,8:12.0,Defensive rebound by J. Tatum,,93,80
4,8:01.0,Boston full timeout,,93,80
4,8:01.0,K. Irving enters the game for G. Hayward,,93,80
4,8:01.0,,G. Hill enters the game for E. Bledsoe,93,80
4,8:01.0,,N. Mirotić enters the game for P. Connaughton,93,80
4,7:57.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Horford),,95,80
4,7:50.0,,Turnover by B. Lopez (traveling),95,80
4,7:37.0,Turnover by J. Brown (traveling),,95,80
4,7:37.0,,P. Connaughton enters the game for G. Antetokounmpo,95,80
4,7:17.0,,P. Connaughton misses 2-pt jump shot from 9 ft,95,80
4,7:13.0,Defensive rebound by A. Horford,,95,80
4,6:55.0,A. Horford makes 3-pt jump shot from 27 ft (assist by K. Irving),,98,80
4,6:44.0,,N. Mirotić misses 3-pt jump shot from 26 ft,98,80
4,6:40.0,Defensive rebound by T. Rozier,,98,80
4,6:38.0,K. Irving makes 2-pt layup from 1 ft (assist by T. Rozier),,100,80
4,6:38.0,,Milwaukee full timeout,100,80
4,6:38.0,,G. Antetokounmpo enters the game for B. Lopez,100,80
4,6:10.0,,G. Hill misses 2-pt jump shot from 13 ft,100,80
4,6:07.0,Defensive rebound by T. Rozier,,100,80
4,5:52.0,K. Irving misses 3-pt jump shot from 30 ft,,100,80
4,5:48.0,,Defensive rebound by N. Mirotić,100,80
4,5:43.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,100,80
4,5:40.0,Defensive rebound by T. Rozier,,100,80
4,5:24.0,Personal foul by G. Antetokounmpo (drawn by A. Horford),,100,80
4,5:19.0,K. Irving makes 3-pt jump shot from 27 ft,,103,80
4,5:10.0,,G. Hill misses 3-pt jump shot from 25 ft,103,80
4,5:09.0,Defensive rebound by T. Rozier,,103,80
4,4:52.0,K. Irving misses 2-pt jump shot from 16 ft,,103,80
4,4:49.0,,Defensive rebound by G. Antetokounmpo,103,80
4,4:48.0,,Shooting foul by T. Rozier (drawn by G. Hill),103,80
4,4:48.0,,Offensive rebound by Team,103,80
4,4:48.0,,G. Hill misses free throw 1 of 2,103,80
4,4:48.0,G. Hayward enters the game for A. Horford,,103,80
4,4:48.0,S. Ojeleye enters the game for T. Rozier,,103,80
4,4:48.0,,G. Hill misses free throw 2 of 2,103,80
4,4:45.0,,Offensive rebound by N. Mirotić,103,80
4,4:43.0,,N. Mirotić makes 2-pt layup from 2 ft,103,82
4,4:22.0,S. Ojeleye misses 2-pt jump shot from 15 ft,,103,82
4,4:19.0,,Defensive rebound by P. Connaughton,103,82
4,4:13.0,,N. Mirotić makes 2-pt jump shot from 13 ft (assist by P. Connaughton),103,84
