QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
4,5:13.0,,Personal take foul by J. Grant (drawn by J. Lin),78,113
4,5:13.0,,J. Lin makes free throw 1 of 2,78,114
4,5:13.0,J. Martin enters the game for A. Gordon,,78,114
4,5:13.0,,J. Lin makes free throw 2 of 2,78,115
4,5:02.0,K. Birch makes 2-pt dunk from 2 ft (assist by J. Grant),,80,115
4,4:43.0,,J. Meeks misses 2-pt jump shot from 7 ft,80,115
4,4:41.0,Defensive rebound by M. Frazier,,80,115
4,4:31.0,K. Birch makes 2-pt jump shot from 12 ft (assist by J. Martin),,82,115
4,4:16.0,,M. Miller misses 3-pt jump shot from 23 ft,82,115
4,4:14.0,Defensive rebound by J. Grant,,82,115
4,4:03.0,M. Frazier misses 2-pt jump shot from 23 ft,,82,115
4,4:01.0,,Defensive rebound by M. Miller,82,115
4,3:56.0,,P. McCaw misses 3-pt jump shot from 23 ft,82,115
4,3:53.0,Defensive rebound by W. Iwundu,,82,115
4,3:48.0,Shooting foul by M. Miller (drawn by W. Iwundu),,82,115
4,3:48.0,W. Iwundu makes free throw 1 of 2,,83,115
4,3:48.0,W. Iwundu makes free throw 2 of 2,,84,115
4,3:37.0,,J. Meeks misses 3-pt jump shot from 26 ft,84,115
4,3:34.0,Defensive rebound by J. Grant,,84,115
4,3:20.0,J. Grant misses 2-pt jump shot from 18 ft,,84,115
4,3:17.0,Offensive rebound by M. Frazier,,84,115
4,3:12.0,W. Iwundu misses 3-pt jump shot from 26 ft,,84,115
4,3:09.0,Offensive rebound by K. Birch,,84,115
4,3:06.0,M. Frazier makes 2-pt jump shot from 19 ft (assist by K. Birch),,86,115
4,2:55.0,,J. Meeks misses 2-pt layup from 2 ft (block by K. Birch),86,115
4,2:53.0,Defensive rebound by W. Iwundu,,86,115
4,2:51.0,W. Iwundu makes 2-pt jump shot from 3 ft,,88,115
4,2:51.0,Shooting foul by E. Moreland (drawn by W. Iwundu),,88,115
4,2:51.0,,Toronto full timeout,88,115
4,2:51.0,W. Iwundu makes free throw 1 of 1,,89,115
4,2:28.0,,E. Moreland misses 2-pt hook shot from 7 ft,89,115
4,2:27.0,Defensive rebound by K. Birch,,89,115
4,2:24.0,Turnover by K. Birch (bad pass; steal by P. McCaw),,89,115
4,2:18.0,,M. Miller misses 3-pt jump shot from 25 ft,89,115
4,2:15.0,Defensive rebound by K. Birch,,89,115
4,1:59.0,J. Grant makes 2-pt jump shot from 20 ft (assist by K. Birch),,91,115
4,1:46.0,,J. Meeks misses 2-pt jump shot from 3 ft,91,115
4,1:44.0,Defensive rebound by J. Grant,,91,115
4,1:36.0,J. Grant makes 2-pt layup from 3 ft,,93,115
4,1:36.0,Shooting foul by E. Moreland (drawn by J. Grant),,93,115
4,1:36.0,J. Grant makes free throw 1 of 1,,94,115
4,1:22.0,,J. Meeks misses 3-pt jump shot from 25 ft,94,115
4,1:20.0,Defensive rebound by J. Grant,,94,115
4,1:12.0,J. Grant misses 3-pt jump shot from 26 ft,,94,115
4,1:09.0,,Defensive rebound by J. Meeks,94,115
4,0:52.0,,Turnover by J. Lin (lost ball; steal by W. Iwundu),94,115
4,0:48.0,Shooting foul by P. McCaw (drawn by J. Martin),,94,115
4,0:48.0,J. Martin misses free throw 1 of 2,,94,115
4,0:48.0,Offensive rebound by Team,,94,115
4,0:48.0,J. Martin misses free throw 2 of 2,,94,115
4,0:47.0,,Defensive rebound by M. Miller,94,115
4,0:32.0,,Turnover by M. Miller (offensive foul),94,115
4,0:32.0,,Offensive foul by M. Miller (drawn by J. Grant),94,115
4,0:25.0,M. Frazier makes 2-pt dunk from 2 ft (assist by J. Grant),,96,115
4,0:08.0,,J. Lin misses 3-pt jump shot from 25 ft,96,115
4,0:05.0,Defensive rebound by M. Frazier,,96,115
