QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
4,8:04.0,Offensive rebound by Team,,84,104
4,8:01.0,K. Middleton makes 2-pt jump shot from 12 ft (assist by G. Hill),,86,104
4,7:40.0,,N. Powell misses 3-pt jump shot from 26 ft,86,104
4,7:36.0,Defensive rebound by G. Hill,,86,104
4,7:30.0,K. Middleton makes 2-pt layup from 1 ft (assist by M. Brogdon),,88,104
4,7:23.0,,Toronto full timeout,88,104
4,7:23.0,,K. Leonard enters the game for D. Green,88,104
4,7:23.0,,K. Lowry enters the game for S. Ibaka,88,104
4,7:23.0,,P. Siakam enters the game for F. VanVleet,88,104
4,7:05.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by N. Powell),88,107
4,6:43.0,E. İlyasova makes 2-pt hook shot from 2 ft (assist by G. Hill),,90,107
4,6:35.0,,Personal foul by B. Lopez (drawn by K. Lowry),90,107
4,6:35.0,E. Bledsoe enters the game for G. Hill,,90,107
4,6:19.0,,N. Powell misses 2-pt jump shot from 19 ft,90,107
4,6:16.0,Defensive rebound by K. Middleton,,90,107
4,6:12.0,Shooting foul by N. Powell (drawn by K. Middleton),,90,107
4,6:12.0,K. Middleton misses free throw 1 of 2,,90,107
4,6:12.0,Offensive rebound by Team,,90,107
4,6:12.0,G. Antetokounmpo enters the game for B. Lopez,,90,107
4,6:12.0,K. Middleton makes free throw 2 of 2,,91,107
4,5:47.0,,N. Powell misses 3-pt jump shot from 28 ft,91,107
4,5:45.0,Defensive rebound by M. Brogdon,,91,107
4,5:34.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,93,107
4,5:14.0,,M. Gasol makes 2-pt jump shot from 2 ft (assist by P. Siakam),93,109
4,5:07.0,Personal foul by P. Siakam (drawn by K. Middleton),,93,109
4,5:07.0,,F. VanVleet enters the game for P. Siakam,93,109
4,4:56.0,Turnover by E. İlyasova (lost ball; steal by K. Leonard),,93,109
4,4:37.0,,N. Powell misses 3-pt jump shot from 23 ft,93,109
4,4:34.0,Defensive rebound by M. Brogdon,,93,109
4,4:31.0,M. Brogdon misses 3-pt jump shot from 26 ft,,93,109
4,4:27.0,,Defensive rebound by N. Powell,93,109
4,4:18.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by K. Lowry),93,112
4,4:16.0,Milwaukee full timeout,,93,112
4,4:16.0,P. Connaughton enters the game for G. Antetokounmpo,,93,112
4,4:16.0,B. Lopez enters the game for E. İlyasova,,93,112
4,4:16.0,N. Mirotić enters the game for K. Middleton,,93,112
4,3:58.0,P. Connaughton misses 2-pt jump shot from 11 ft,,93,112
4,3:55.0,,Defensive rebound by N. Powell,93,112
4,3:50.0,,K. Lowry makes 2-pt layup from 1 ft (assist by F. VanVleet),93,114
4,3:39.0,M. Brogdon makes 2-pt layup from 1 ft (assist by B. Lopez),,95,114
4,3:39.0,Shooting foul by M. Gasol (drawn by M. Brogdon),,95,114
4,3:39.0,S. Brown enters the game for B. Lopez,,95,114
4,3:39.0,D. Wilson enters the game for N. Mirotić,,95,114
4,3:39.0,,P. Siakam enters the game for K. Leonard,95,114
4,3:39.0,M. Brogdon misses free throw 1 of 1,,95,114
4,3:37.0,,Defensive rebound by P. Siakam,95,114
4,3:16.0,,M. Gasol makes 2-pt hook shot from 4 ft,95,116
4,3:05.0,Offensive foul by D. Wilson (drawn by K. Lowry),,95,116
4,3:05.0,Turnover by D. Wilson (offensive foul),,95,116
4,3:05.0,T. Frazier enters the game for E. Bledsoe,,95,116
4,3:05.0,T. Snell enters the game for M. Brogdon,,95,116
4,3:05.0,,S. Ibaka enters the game for M. Gasol,95,116
4,3:05.0,,J. Meeks enters the game for K. Lowry,95,116
4,2:52.0,,S. Ibaka makes 2-pt hook shot from 11 ft (assist by P. Siakam),95,118
4,2:37.0,S. Brown misses 3-pt jump shot from 25 ft,,95,118
4,2:34.0,,Defensive rebound by N. Powell,95,118
4,2:18.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by P. Siakam),95,120
4,2:08.0,Personal foul by N. Powell (drawn by T. Frazier),,95,120
4,2:08.0,T. Frazier makes free throw 1 of 2,,96,120
4,2:08.0,,C. Boucher enters the game for S. Ibaka,96,120
4,2:08.0,,J. Lin enters the game for N. Powell,96,120
4,2:08.0,,M. Miller enters the game for P. Siakam,96,120
4,2:08.0,,E. Moreland enters the game for F. VanVleet,96,120
4,2:08.0,T. Frazier makes free throw 2 of 2,,97,120
4,1:49.0,,C. Boucher misses 3-pt jump shot from 27 ft,97,120
4,1:47.0,Defensive rebound by D. Wilson,,97,120
4,1:42.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by S. Brown),,100,120
4,1:33.0,,J. Meeks misses 2-pt jump shot from 15 ft,100,120
4,1:28.0,Defensive rebound by P. Connaughton,,100,120
4,1:21.0,T. Snell misses 2-pt jump shot from 10 ft,,100,120
4,1:19.0,,Defensive rebound by J. Meeks,100,120
4,1:03.0,,C. Boucher misses 2-pt dunk from 1 ft (block by D. Wilson),100,120
4,0:58.0,Defensive rebound by T. Snell,,100,120
4,0:56.0,T. Frazier misses 3-pt jump shot from 27 ft,,100,120
4,0:53.0,,Defensive rebound by C. Boucher,100,120
4,0:48.0,,J. Lin misses 2-pt layup from 2 ft (block by T. Snell),100,120
4,0:48.0,Defensive rebound by T. Frazier,,100,120
4,0:44.0,S. Brown makes 2-pt dunk from 1 ft (assist by T. Frazier),,102,120
4,0:25.0,,J. Meeks misses 3-pt jump shot from 27 ft,102,120
4,0:21.0,Defensive rebound by T. Frazier,,102,120
4,0:16.0,P. Connaughton misses 3-pt jump shot from 27 ft,,102,120
4,0:13.0,,Defensive rebound by E. Moreland,102,120
