QUARTER,TIME_REMAINING,MIAMI_ACTION,GOLDEN STATE_ACTION,MIAMI_SCORE,GOLDEN STATE_SCORE
1,4:00.0,,J. Jerebko makes free throw 1 of 2,26,11
1,4:00.0,B. Adebayo enters the game for H. Whiteside,,26,11
1,4:00.0,,J. Jerebko makes free throw 2 of 2,26,12
1,3:48.0,D. Wade misses 3-pt jump shot from 22 ft,,26,12
1,3:46.0,Offensive rebound by B. Adebayo,,26,12
1,3:38.0,D. Waiters makes 3-pt jump shot from 28 ft (assist by D. Wade),,29,12
1,3:22.0,,K. Durant misses 3-pt jump shot from 27 ft,29,12
1,3:20.0,,Offensive rebound by Team,29,12
1,3:10.0,,K. Durant makes 2-pt jump shot from 15 ft,29,14
1,2:55.0,K. Olynyk misses 3-pt jump shot from 23 ft,,29,14
1,2:53.0,,Defensive rebound by K. Looney,29,14
1,2:44.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by K. Durant),29,16
1,2:35.0,D. Wade misses 2-pt jump shot from 17 ft,,29,16
1,2:33.0,Offensive rebound by Team,,29,16
1,2:33.0,Miami full timeout,,29,16
1,2:33.0,J. Johnson enters the game for K. Olynyk,,29,16
1,2:33.0,J. Richardson enters the game for D. Waiters,,29,16
1,2:33.0,,Q. Cook enters the game for S. Curry,29,16
1,2:29.0,Turnover by D. Wade (bad pass; steal by S. Livingston),,29,16
1,2:27.0,,K. Durant misses 2-pt layup from 3 ft,29,16
1,2:26.0,,Offensive rebound by Team,29,16
1,2:24.0,,K. Durant misses 2-pt jump shot from 10 ft,29,16
1,2:23.0,Defensive rebound by B. Adebayo,,29,16
1,2:09.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by D. Wade),,32,16
1,1:45.0,,K. Durant misses 3-pt jump shot from 27 ft,32,16
1,1:43.0,Defensive rebound by D. Wade,,32,16
1,1:35.0,Turnover by B. Adebayo (lost ball; steal by S. Livingston),,32,16
1,1:32.0,,Shooting foul by J. Johnson (drawn by K. Looney),32,16
1,1:32.0,,K. Looney makes free throw 1 of 2,32,17
1,1:32.0,R. McGruder enters the game for J. Winslow,,32,17
1,1:32.0,,K. Looney makes free throw 2 of 2,32,18
1,1:20.0,D. Wade makes 2-pt layup from 3 ft,,34,18
1,1:10.0,,Shooting foul by J. Richardson (drawn by K. Durant),34,18
1,1:10.0,,K. Durant makes free throw 1 of 2,34,19
1,1:10.0,,K. Durant misses free throw 2 of 2,34,19
1,1:08.0,Defensive rebound by B. Adebayo,,34,19
1,1:02.0,Offensive foul by B. Adebayo (drawn by K. Durant),,34,19
1,1:02.0,Turnover by B. Adebayo (offensive foul),,34,19
1,0:42.0,,K. Durant makes 2-pt layup from 2 ft,34,21
1,0:32.0,J. Richardson misses 3-pt jump shot from 26 ft,,34,21
1,0:30.0,,Defensive rebound by Q. Cook,34,21
1,0:23.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by K. Durant),34,24
1,0:04.0,R. McGruder misses 2-pt jump shot from 11 ft,,34,24
1,0:01.0,,Defensive rebound by Q. Cook,34,24
2,11:45.0,,K. Thompson misses 3-pt jump shot from 28 ft,34,24
2,11:43.0,,Offensive rebound by S. Livingston,34,24
2,11:40.0,,Q. Cook misses 2-pt jump shot from 19 ft,34,24
2,11:39.0,Defensive rebound by J. Johnson,,34,24
2,11:25.0,J. Johnson makes 2-pt layup from 2 ft (assist by D. Wade),,36,24
2,11:10.0,,D. Cousins makes 2-pt hook shot from 10 ft,36,26
2,10:55.0,D. Wade misses 2-pt layup from 2 ft,,36,26
2,10:54.0,,Defensive rebound by D. Green,36,26
2,10:49.0,,K. Thompson misses 2-pt jump shot from 13 ft,36,26
2,10:48.0,Defensive rebound by B. Adebayo,,36,26
2,10:40.0,Personal foul by S. Livingston (drawn by B. Adebayo),,36,26
2,10:33.0,Turnover by J. Richardson (bad pass; steal by D. Cousins),,36,26
2,10:26.0,,Q. Cook makes 2-pt layup from 2 ft (assist by K. Thompson),36,28
2,10:05.0,J. Johnson misses 2-pt layup from 3 ft (block by D. Cousins),,36,28
2,10:03.0,,Defensive rebound by S. Livingston,36,28
2,9:54.0,,Personal foul by B. Adebayo (drawn by D. Cousins),36,28
2,9:49.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by Q. Cook),36,30
2,9:26.0,Shooting foul by D. Cousins (drawn by D. Wade),,36,30
2,9:26.0,D. Wade misses free throw 1 of 2,,36,30
2,9:26.0,Offensive rebound by Team,,36,30
2,9:26.0,D. Wade misses free throw 2 of 2,,36,30
2,9:25.0,Offensive rebound by B. Adebayo,,36,30
2,9:12.0,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Richardson),,38,30
2,8:54.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),38,32
2,8:37.0,J. Johnson misses 3-pt jump shot from 27 ft,,38,32
2,8:35.0,,Defensive rebound by K. Thompson,38,32
2,8:34.0,,K. Thompson makes 3-pt jump shot from 25 ft,38,35
2,8:34.0,Miami full timeout,,38,35
2,8:34.0,,S. Curry enters the game for D. Cousins,38,35
2,8:34.0,,K. Looney enters the game for S. Livingston,38,35
2,8:15.0,J. Richardson makes 2-pt hook shot from 9 ft (assist by D. Wade),,40,35
2,7:56.0,,K. Thompson misses 3-pt jump shot from 30 ft,40,35
2,7:54.0,Defensive rebound by B. Adebayo,,40,35
2,7:34.0,Turnover by J. Johnson (traveling),,40,35
2,7:34.0,D. Waiters enters the game for D. Wade,,40,35
2,7:25.0,,S. Curry misses 3-pt jump shot from 30 ft,40,35
2,7:23.0,Defensive rebound by B. Adebayo,,40,35
2,7:16.0,Personal foul by Q. Cook (drawn by B. Adebayo),,40,35
2,7:16.0,H. Whiteside enters the game for B. Adebayo,,40,35
2,7:16.0,,A. McKinnie enters the game for Q. Cook,40,35
2,7:08.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by D. Waiters),,43,35
2,7:00.0,,Golden State full timeout,43,35
2,7:00.0,,J. Jerebko enters the game for D. Green,43,35
2,6:48.0,,Turnover by K. Looney (lost ball; steal by J. Johnson),43,35
2,6:30.0,D. Waiters makes 2-pt layup from 3 ft,,45,35
2,6:22.0,,S. Curry makes 2-pt jump shot from 19 ft,45,37
2,6:08.0,Turnover by D. Waiters (bad pass),,45,37
2,6:08.0,J. Winslow enters the game for J. Richardson,,45,37
2,6:08.0,,K. Durant enters the game for K. Thompson,45,37
2,6:03.0,,S. Curry makes 2-pt jump shot from 20 ft,45,39
2,5:42.0,Offensive foul by J. Johnson (drawn by S. Curry),,45,39
2,5:42.0,Turnover by J. Johnson (offensive foul),,45,39
2,5:37.0,,S. Curry misses 3-pt jump shot from 32 ft,45,39
2,5:36.0,Defensive rebound by Team,,45,39
2,5:22.0,D. Waiters misses 3-pt jump shot from 27 ft,,45,39
2,5:20.0,,Defensive rebound by K. Looney,45,39
2,5:03.0,,K. Durant makes 2-pt jump shot from 10 ft,45,41
2,4:55.0,J. Johnson misses 2-pt hook shot from 11 ft,,45,41
2,4:54.0,Offensive rebound by H. Whiteside,,45,41
2,4:54.0,H. Whiteside misses 2-pt layup at rim,,45,41
2,4:53.0,,Defensive rebound by J. Jerebko,45,41
2,4:36.0,,S. Curry makes 2-pt jump shot from 13 ft,45,43
2,4:24.0,Personal foul by A. McKinnie (drawn by D. Waiters),,45,43
2,4:24.0,K. Olynyk enters the game for J. Johnson,,45,43
2,4:15.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Winslow),,48,43
2,3:58.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by S. Curry),48,45
2,3:39.0,J. Winslow makes 3-pt jump shot from 28 ft (assist by D. Waiters),,51,45
2,3:26.0,,S. Curry makes 3-pt jump shot from 27 ft,51,48
2,3:09.0,J. Winslow misses 2-pt jump shot from 10 ft,,51,48
2,3:08.0,,Defensive rebound by K. Looney,51,48
2,3:03.0,,Offensive foul by S. Curry (drawn by J. Winslow),51,48
2,3:03.0,,Turnover by S. Curry (offensive foul),51,48
2,3:03.0,J. Richardson enters the game for R. McGruder,,51,48
2,3:03.0,,D. Cousins enters the game for J. Jerebko,51,48
2,3:03.0,,D. Green enters the game for K. Looney,51,48
2,3:03.0,,K. Thompson enters the game for A. McKinnie,51,48
2,2:42.0,J. Winslow misses 3-pt jump shot from 28 ft,,51,48
2,2:40.0,,Defensive rebound by K. Durant,51,48
2,2:34.0,,K. Durant misses 3-pt jump shot from 26 ft,51,48
2,2:32.0,,Offensive rebound by D. Green,51,48
2,2:24.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by D. Green),51,51
2,2:04.0,J. Richardson makes 3-pt jump shot from 27 ft,,54,51
2,1:50.0,,Turnover by D. Cousins (bad pass),54,51
2,1:50.0,D. Wade enters the game for K. Olynyk,,54,51
2,1:37.0,J. Richardson misses 2-pt jump shot from 11 ft,,54,51
2,1:36.0,,Defensive rebound by D. Green,54,51
2,1:30.0,,K. Thompson misses 3-pt jump shot from 25 ft,54,51
2,1:28.0,Defensive rebound by J. Winslow,,54,51
2,1:15.0,D. Wade misses 2-pt layup from 5 ft (block by D. Cousins),,54,51
2,1:13.0,Offensive rebound by D. Wade,,54,51
2,1:08.0,D. Wade makes 2-pt layup from 2 ft,,56,51
2,1:02.0,,Shooting foul by J. Winslow (drawn by K. Durant),56,51
2,1:02.0,,K. Durant misses free throw 1 of 2,56,51
2,1:02.0,,Offensive rebound by Team,56,51
2,1:02.0,K. Olynyk enters the game for H. Whiteside,,56,51
2,1:02.0,,K. Durant makes free throw 2 of 2,56,52
2,0:43.0,D. Wade misses 3-pt jump shot from 23 ft,,56,52
2,0:41.0,,Defensive rebound by D. Green,56,52
2,0:40.0,,Turnover by D. Green (bad pass),56,52
2,0:40.0,J. Johnson enters the game for J. Winslow,,56,52
2,0:24.0,J. Richardson misses 2-pt layup from 3 ft (block by D. Green),,56,52
2,0:22.0,,Defensive rebound by K. Durant,56,52
2,0:18.0,,K. Thompson misses 3-pt jump shot from 27 ft,56,52
2,0:16.0,,Offensive rebound by D. Cousins,56,52
2,0:16.0,,D. Cousins misses 2-pt layup from 1 ft,56,52
2,0:14.0,,Offensive rebound by K. Thompson,56,52
2,0:12.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by K. Thompson),56,54
2,0:01.0,D. Waiters makes 3-pt jump shot from 26 ft,,59,54
3,11:44.0,,Turnover by D. Cousins (bad pass; steal by J. Winslow),59,54
3,11:33.0,K. Olynyk makes 2-pt jump shot from 17 ft (assist by J. Richardson),,61,54
3,11:21.0,,D. Green misses 3-pt jump shot from 26 ft,61,54
3,11:19.0,Defensive rebound by J. Winslow,,61,54
3,10:57.0,D. Waiters misses 2-pt jump shot from 15 ft (block by K. Durant),,61,54
3,10:55.0,,Defensive rebound by D. Cousins,61,54
3,10:50.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),61,57
3,10:28.0,D. Waiters misses 3-pt jump shot from 23 ft,,61,57
3,10:27.0,,Defensive rebound by Team,61,57
3,10:10.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),61,60
3,9:46.0,J. Winslow misses 3-pt jump shot from 26 ft,,61,60
3,9:44.0,Offensive rebound by H. Whiteside,,61,60
3,9:40.0,Turnover by K. Olynyk (lost ball; steal by D. Green),,61,60
3,9:34.0,,D. Cousins makes 2-pt layup from 2 ft (assist by K. Durant),61,62
3,9:19.0,Turnover by J. Winslow (bad pass),,61,62
3,9:08.0,,Shooting foul by K. Olynyk (drawn by S. Curry),61,62
3,9:08.0,,S. Curry makes free throw 1 of 2,61,63
3,9:08.0,,S. Curry makes free throw 2 of 2,61,64
3,8:58.0,J. Richardson misses 2-pt layup from 4 ft,,61,64
3,8:57.0,Offensive rebound by H. Whiteside,,61,64
3,8:57.0,H. Whiteside misses 2-pt layup from 2 ft,,61,64
3,8:56.0,Offensive rebound by D. Waiters,,61,64
3,8:46.0,H. Whiteside misses 2-pt hook shot from 4 ft (block by D. Cousins),,61,64
3,8:44.0,,Defensive rebound by S. Curry,61,64
3,8:36.0,,K. Durant makes 2-pt jump shot from 19 ft (assist by D. Green),61,66
3,8:34.0,Miami full timeout,,61,66
3,8:16.0,K. Olynyk misses 2-pt jump shot from 12 ft,,61,66
3,8:15.0,H. Whiteside misses 2-pt layup from 3 ft,,61,66
3,8:13.0,Offensive rebound by Team,,61,66
3,8:15.0,Offensive rebound by H. Whiteside,,61,66
3,8:10.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by H. Whiteside),,64,66
3,7:50.0,,D. Cousins misses 3-pt jump shot from 26 ft,64,66
3,7:48.0,,Offensive rebound by S. Curry,64,66
3,7:40.0,,K. Durant misses 3-pt jump shot from 28 ft,64,66
3,7:38.0,Defensive rebound by H. Whiteside,,64,66
3,7:36.0,Personal foul by D. Green (drawn by H. Whiteside),,64,66
3,7:25.0,J. Winslow makes 2-pt jump shot from 19 ft (assist by K. Olynyk),,66,66
3,7:08.0,,Shooting foul by K. Olynyk (drawn by D. Green),66,66
3,7:08.0,,D. Green makes free throw 1 of 3,66,67
3,7:08.0,,D. Green misses free throw 2 of 3,66,67
3,7:08.0,,Offensive rebound by Team,66,67
3,7:08.0,,D. Green makes free throw 3 of 3,66,68
3,6:56.0,J. Richardson makes 2-pt hook shot from 4 ft,,68,68
3,6:49.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),68,70
3,6:24.0,H. Whiteside makes 2-pt jump shot from 5 ft (assist by J. Richardson),,70,70
3,6:24.0,Shooting foul by D. Green (drawn by H. Whiteside),,70,70
3,6:24.0,H. Whiteside makes free throw 1 of 1,,71,70
3,6:24.0,,K. Looney enters the game for D. Cousins,71,70
3,6:13.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),71,73
3,5:52.0,Turnover by J. Winslow (lost ball; steal by S. Curry),,71,73
3,5:46.0,,D. Green misses 2-pt layup from 1 ft,71,73
3,5:45.0,,Offensive rebound by K. Looney,71,73
3,5:39.0,,K. Looney makes 2-pt dunk at rim,71,75
3,5:35.0,H. Whiteside makes 2-pt layup from 3 ft (assist by J. Winslow),,73,75
3,5:35.0,Shooting foul by K. Looney (drawn by H. Whiteside),,73,75
3,5:35.0,D. Wade enters the game for J. Winslow,,73,75
3,5:35.0,H. Whiteside misses free throw 1 of 1,,73,75
3,5:34.0,Offensive rebound by Team,,73,75
3,5:31.0,J. Richardson misses 2-pt jump shot from 11 ft,,73,75
3,5:30.0,,Defensive rebound by K. Durant,73,75
3,5:26.0,,Shooting foul by D. Waiters (drawn by K. Durant),73,75
3,5:26.0,,K. Durant misses free throw 1 of 2,73,75
3,5:26.0,,Offensive rebound by Team,73,75
3,5:26.0,,K. Durant misses free throw 2 of 2,73,75
3,5:24.0,Defensive rebound by H. Whiteside,,73,75
3,5:10.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by D. Waiters),,76,75
3,4:55.0,,K. Durant makes 2-pt jump shot from 20 ft (assist by D. Green),76,77
3,4:30.0,D. Wade misses 3-pt jump shot from 26 ft,,76,77
3,4:29.0,,Defensive rebound by Team,76,77
3,4:29.0,Loose ball foul by H. Whiteside (drawn by K. Durant),,76,77
3,4:29.0,B. Adebayo enters the game for H. Whiteside,,76,77
3,4:29.0,,J. Jerebko enters the game for D. Green,76,77
3,4:18.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by J. Jerebko),76,79
3,3:56.0,K. Olynyk misses 3-pt jump shot from 25 ft,,76,79
3,3:54.0,,Defensive rebound by K. Looney,76,79
3,3:47.0,,S. Curry misses 3-pt jump shot from 29 ft,76,79
3,3:45.0,Defensive rebound by K. Olynyk,,76,79
3,3:32.0,D. Waiters misses 3-pt jump shot from 26 ft,,76,79
3,3:30.0,Offensive rebound by K. Olynyk,,76,79
3,3:27.0,K. Olynyk misses 2-pt layup from 5 ft,,76,79
3,3:26.0,,Defensive rebound by S. Curry,76,79
3,3:26.0,,K. Durant makes 2-pt layup from 3 ft,76,81
3,3:26.0,,Violation by Team (delay of game),76,81
3,3:08.0,B. Adebayo misses 2-pt layup from 4 ft,,76,81
3,3:06.0,,Defensive rebound by J. Jerebko,76,81
3,2:58.0,,S. Curry misses 2-pt jump shot from 12 ft,76,81
3,2:57.0,Defensive rebound by K. Olynyk,,76,81
3,2:53.0,,Golden State full timeout,76,81
3,2:53.0,J. Johnson enters the game for K. Olynyk,,76,81
3,2:53.0,,S. Livingston enters the game for K. Thompson,76,81
3,2:46.0,D. Wade makes 2-pt jump shot from 9 ft,,78,81
3,2:22.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by S. Livingston),78,83
3,2:05.0,J. Richardson makes 2-pt jump shot from 21 ft (assist by D. Wade),,80,83
3,1:53.0,,S. Curry makes 3-pt jump shot from 28 ft,80,86
3,1:41.0,D. Wade misses 2-pt jump shot from 15 ft,,80,86
3,1:40.0,,Defensive rebound by S. Livingston,80,86
3,1:30.0,,J. Jerebko misses 3-pt jump shot from 28 ft,80,86
3,1:26.0,Defensive rebound by J. Richardson,,80,86
3,1:08.0,D. Waiters misses 3-pt jump shot from 27 ft,,80,86
3,1:05.0,,Defensive rebound by K. Durant,80,86
3,0:59.0,,K. Durant makes 2-pt jump shot from 18 ft,80,88
3,0:48.0,D. Waiters makes 2-pt layup from 3 ft (assist by J. Johnson),,82,88
3,0:45.0,,S. Curry misses 3-pt jump shot from 28 ft,82,88
3,0:37.0,Defensive rebound by B. Adebayo,,82,88
3,0:20.0,Turnover by D. Waiters (bad pass),,82,88
3,0:20.0,R. McGruder enters the game for J. Richardson,,82,88
3,0:20.0,,Q. Cook enters the game for S. Livingston,82,88
3,0:03.0,,Shooting foul by B. Adebayo (drawn by K. Durant),82,88
3,0:03.0,,K. Durant makes free throw 1 of 2,82,89
3,0:03.0,,K. Durant makes free throw 2 of 2,82,90
3,0:03.0,,S. Livingston enters the game for S. Curry,82,90
3,0:02.0,J. Johnson misses 3-pt jump shot from 60 ft,,82,90
3,0:00.0,Offensive rebound by Team,,82,90
4,11:48.0,R. McGruder misses 3-pt jump shot from 26 ft,,82,90
4,11:42.0,,Defensive rebound by K. Thompson,82,90
4,11:29.0,,S. Livingston misses 2-pt jump shot from 11 ft,82,90
4,11:25.0,Defensive rebound by R. McGruder,,82,90
4,11:17.0,D. Waiters makes 2-pt layup from 6 ft,,84,90
4,11:09.0,,Personal foul by R. McGruder (drawn by S. Livingston),84,90
4,11:02.0,,K. Thompson misses 2-pt layup from 4 ft (block by B. Adebayo),84,90
4,11:02.0,,Offensive rebound by Team,84,90
4,10:56.0,,K. Thompson misses 3-pt jump shot from 27 ft,84,90
4,10:53.0,Defensive rebound by R. McGruder,,84,90
4,10:48.0,D. Wade makes 2-pt jump shot from 12 ft,,86,90
4,10:35.0,,Shooting foul by B. Adebayo (drawn by D. Cousins),86,90
4,10:35.0,,D. Cousins makes free throw 1 of 2,86,91
4,10:35.0,,D. Cousins misses free throw 2 of 2,86,91
4,10:33.0,Defensive rebound by B. Adebayo,,86,91
4,10:12.0,D. Waiters makes 3-pt jump shot from 27 ft,,89,91
4,9:57.0,,Personal foul by J. Johnson (drawn by D. Cousins),89,91
4,9:51.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),89,94
4,9:31.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,91,94
4,9:25.0,,S. Livingston misses 2-pt layup from 3 ft (block by B. Adebayo),91,94
4,9:24.0,Defensive rebound by J. Johnson,,91,94
4,9:22.0,Personal foul by D. Green (drawn by R. McGruder),,91,94
4,9:22.0,,Technical foul by D. Green,91,94
4,9:22.0,Offensive rebound by Team,,91,94
4,9:22.0,D. Wade misses technical free throw,,91,94
4,9:13.0,Offensive foul by R. McGruder (drawn by D. Cousins),,91,94
4,9:13.0,Turnover by R. McGruder (offensive foul),,91,94
4,9:00.0,,Turnover by S. Livingston (bad pass; steal by B. Adebayo),91,94
4,8:45.0,D. Waiters misses 3-pt jump shot from 26 ft,,91,94
4,8:43.0,Offensive rebound by B. Adebayo,,91,94
4,8:36.0,R. McGruder misses 3-pt jump shot from 25 ft,,91,94
4,8:34.0,,Defensive rebound by D. Green,91,94
4,8:27.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Cousins),91,97
4,8:06.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by D. Wade),,93,97
4,8:05.0,,Golden State full timeout,93,97
4,8:05.0,,K. Looney enters the game for D. Cousins,93,97
4,7:51.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by Q. Cook),93,99
4,7:32.0,J. Johnson misses 2-pt hook shot from 8 ft,,93,99
4,7:30.0,,Defensive rebound by Q. Cook,93,99
4,7:21.0,,K. Looney misses 2-pt hook shot from 5 ft,93,99
4,7:17.0,Defensive rebound by D. Wade,,93,99
4,7:11.0,D. Wade misses 2-pt jump shot from 11 ft,,93,99
4,7:07.0,,Defensive rebound by D. Green,93,99
4,7:07.0,,Personal foul by J. Johnson (drawn by D. Green),93,99
4,7:07.0,Technical foul by J. Johnson,,93,99
4,7:07.0,,K. Thompson makes technical free throw,93,100
4,7:07.0,J. Richardson enters the game for R. McGruder,,93,100
4,7:02.0,,D. Green makes 2-pt dunk from 1 ft (assist by S. Livingston),93,102
4,6:41.0,J. Richardson misses 3-pt jump shot from 27 ft,,93,102
4,6:39.0,Offensive rebound by D. Wade,,93,102
4,6:33.0,Miami full timeout,,93,102
4,6:33.0,J. Winslow enters the game for J. Johnson,,93,102
4,6:33.0,,S. Curry enters the game for Q. Cook,93,102
4,6:33.0,,K. Durant enters the game for S. Livingston,93,102
4,6:33.0,Personal foul by S. Curry (drawn by J. Richardson),,93,102
4,6:28.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,96,102
4,6:07.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),96,104
4,5:50.0,Personal foul by K. Durant (drawn by B. Adebayo),,96,104
4,5:50.0,,Technical foul by K. Durant,96,104
4,5:50.0,J. Richardson makes technical free throw,,97,104
4,5:45.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),,99,104
4,5:34.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by D. Green),99,107
4,5:18.0,J. Richardson makes 3-pt jump shot from 28 ft (assist by B. Adebayo),,102,107
4,5:01.0,,K. Thompson misses 3-pt jump shot from 25 ft,102,107
4,4:59.0,Defensive rebound by D. Wade,,102,107
4,4:47.0,J. Richardson makes 2-pt jump shot from 22 ft,,104,107
