QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
4,7:33.0,P. Siakam makes free throw 1 of 2,,89,91
4,7:33.0,P. Siakam misses free throw 2 of 2,,89,91
4,7:29.0,,Defensive rebound by K. Middleton,89,91
4,7:16.0,,Turnover by K. Middleton (lost ball; steal by K. Lowry),89,91
4,7:13.0,K. Lowry makes 2-pt layup from 1 ft,,91,91
4,6:57.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by K. Middleton),91,94
4,6:50.0,Personal foul by M. Brogdon (drawn by D. Green),,91,94
4,6:50.0,,B. Lopez enters the game for G. Antetokounmpo,91,94
4,6:38.0,M. Gasol misses 2-pt jump shot from 17 ft,,91,94
4,6:35.0,,Defensive rebound by K. Middleton,91,94
4,6:33.0,,M. Brogdon makes 2-pt dunk from 2 ft (assist by K. Middleton),91,96
4,6:32.0,Toronto full timeout,,91,96
4,6:11.0,K. Leonard misses 2-pt jump shot from 14 ft (block by B. Lopez),,91,96
4,6:07.0,,Defensive rebound by K. Middleton,91,96
4,6:06.0,,Offensive foul by K. Middleton (drawn by K. Lowry),91,96
4,6:06.0,,Turnover by K. Middleton (offensive foul),91,96
4,5:57.0,P. Siakam misses 2-pt layup from 3 ft (block by G. Hill),,91,96
4,5:57.0,Offensive rebound by Team,,91,96
4,5:50.0,M. Gasol misses 3-pt jump shot from 27 ft,,91,96
4,5:47.0,,Defensive rebound by N. Mirotić,91,96
4,5:30.0,,Turnover by M. Brogdon (bad pass; steal by D. Green),91,96
4,5:21.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by P. Siakam),,94,96
4,5:02.0,,Turnover by K. Middleton (out of bounds lost ball),94,96
4,5:02.0,,G. Antetokounmpo enters the game for N. Mirotić,94,96
4,4:48.0,Shooting foul by G. Hill (drawn by K. Lowry),,94,96
4,4:48.0,K. Lowry misses free throw 1 of 2,,94,96
4,4:48.0,Offensive rebound by Team,,94,96
4,4:48.0,,E. Bledsoe enters the game for K. Middleton,94,96
4,4:48.0,K. Lowry makes free throw 2 of 2,,95,96
4,4:30.0,,G. Antetokounmpo makes 2-pt layup at rim,95,98
4,4:15.0,P. Siakam misses 3-pt jump shot from 24 ft,,95,98
4,4:12.0,Offensive rebound by K. Lowry,,95,98
4,4:02.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Siakam),,98,98
4,3:40.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,98,98
4,3:37.0,Defensive rebound by K. Leonard,,98,98
4,3:31.0,Shooting foul by M. Brogdon (drawn by K. Leonard),,98,98
4,3:31.0,,Milwaukee full timeout,98,98
4,3:31.0,,K. Middleton enters the game for G. Hill,98,98
4,3:31.0,K. Leonard makes free throw 1 of 2,,99,98
4,3:31.0,K. Leonard makes free throw 2 of 2,,100,98
4,3:10.0,,Shooting foul by D. Green (drawn by G. Antetokounmpo),100,98
4,3:10.0,,G. Antetokounmpo misses free throw 1 of 2,100,98
4,3:10.0,,Offensive rebound by Team,100,98
4,3:10.0,,G. Antetokounmpo makes free throw 2 of 2,100,99
4,2:54.0,M. Gasol misses 3-pt jump shot from 27 ft,,100,99
4,2:51.0,,Defensive rebound by G. Antetokounmpo,100,99
4,2:43.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,100,99
4,2:40.0,Defensive rebound by M. Gasol,,100,99
4,2:25.0,Turnover by D. Green (lost ball; steal by K. Middleton),,100,99
4,2:20.0,,B. Lopez makes 2-pt dunk from 1 ft (assist by K. Middleton),100,101
4,2:06.0,K. Leonard misses 3-pt jump shot from 28 ft,,100,101
4,2:06.0,,Defensive rebound by G. Antetokounmpo,100,101
4,1:55.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),100,104
4,1:55.0,Toronto full timeout,,100,104
4,1:39.0,K. Leonard misses 2-pt layup from 5 ft (block by B. Lopez),,100,104
4,1:35.0,,Defensive rebound by B. Lopez,100,104
4,1:26.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,100,104
4,1:26.0,,Offensive rebound by Team,100,104
4,1:15.0,,Turnover by G. Antetokounmpo (lost ball; steal by D. Green),100,104
4,1:10.0,D. Green misses 3-pt jump shot from 23 ft,,100,104
4,1:09.0,Offensive rebound by K. Lowry,,100,104
4,1:08.0,K. Lowry misses 3-pt jump shot from 28 ft,,100,104
4,1:06.0,,Defensive rebound by B. Lopez,100,104
4,0:42.0,,Shooting foul by M. Gasol (drawn by E. Bledsoe),100,104
4,0:42.0,,E. Bledsoe makes free throw 1 of 2,100,105
4,0:42.0,,E. Bledsoe makes free throw 2 of 2,100,106
4,0:33.0,M. Gasol misses 2-pt jump shot from 12 ft,,100,106
4,0:30.0,,Defensive rebound by K. Middleton,100,106
4,0:28.0,,Personal take foul by K. Lowry (drawn by K. Middleton),100,106
4,0:28.0,,K. Middleton makes free throw 1 of 2,100,107
4,0:28.0,,K. Middleton makes free throw 2 of 2,100,108
4,0:28.0,Toronto full timeout,,100,108
4,0:28.0,,G. Hill enters the game for B. Lopez,100,108
4,0:23.0,K. Lowry misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,100,108
4,0:23.0,Offensive rebound by Team,,100,108
4,0:23.0,Away from play foul by G. Hill (drawn by D. Green),,100,108
4,0:23.0,D. Green misses free throw 1 of 1,,100,108
4,0:23.0,Offensive rebound by Team,,100,108
4,0:21.0,D. Green misses 3-pt jump shot from 23 ft,,100,108
4,0:17.0,,Defensive rebound by K. Middleton,100,108
4,0:07.0,Violation by Team (kicked ball),,100,108
