QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
4,4:36.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),,89,79
4,4:25.0,,E. Gordon misses 2-pt jump shot from 11 ft,89,79
4,4:21.0,Defensive rebound by J. Ingles,,89,79
4,4:12.0,Personal foul by P. Tucker (drawn by D. Mitchell),,89,79
4,3:57.0,R. Rubio misses 2-pt jump shot from 13 ft,,89,79
4,3:55.0,Offensive rebound by R. Gobert,,89,79
4,3:42.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,91,79
4,3:29.0,,Turnover by E. Gordon (bad pass; steal by R. Gobert),91,79
4,3:21.0,J. Crowder misses 3-pt jump shot from 23 ft,,91,79
4,3:19.0,Offensive rebound by R. Gobert,,91,79
4,3:19.0,Shooting foul by P. Tucker (drawn by R. Gobert),,91,79
4,3:19.0,R. Gobert misses free throw 1 of 2,,91,79
4,3:19.0,Offensive rebound by Team,,91,79
4,3:19.0,R. Gobert makes free throw 2 of 2,,92,79
4,3:03.0,,E. Gordon misses 3-pt jump shot from 27 ft,92,79
4,2:57.0,Defensive rebound by D. Mitchell,,92,79
4,2:49.0,Personal foul by G. Green (drawn by R. Rubio),,92,79
4,2:49.0,R. Rubio makes free throw 1 of 2,,93,79
4,2:49.0,R. Rubio makes free throw 2 of 2,,94,79
4,2:48.0,,P. Tucker misses 3-pt jump shot from 24 ft,94,79
4,2:35.0,Defensive rebound by J. Ingles,,94,79
4,2:13.0,D. Mitchell misses 2-pt jump shot from 13 ft,,94,79
4,2:09.0,Offensive rebound by R. Gobert,,94,79
4,2:09.0,,Violation by Team (kicked ball),94,79
4,2:00.0,Turnover by R. Rubio (bad pass; steal by C. Capela),,94,79
4,1:50.0,,C. Anthony makes 2-pt jump shot from 18 ft,94,81
4,1:39.0,Personal foul by C. Anthony (drawn by D. Mitchell),,94,81
4,1:39.0,D. Mitchell makes free throw 1 of 2,,95,81
4,1:39.0,D. Mitchell makes free throw 2 of 2,,96,81
4,1:27.0,,E. Gordon makes 2-pt layup from 3 ft,96,83
4,1:12.0,D. Mitchell makes 2-pt jump shot from 3 ft,,98,83
4,0:59.0,,Turnover by C. Capela (lost ball; steal by R. Rubio),98,83
4,0:56.0,J. Crowder makes 2-pt dunk from 1 ft (assist by R. Rubio),,100,83
4,0:46.0,,Personal foul by R. Gobert (drawn by C. Capela),100,83
4,0:38.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by C. Capela),100,86
4,0:20.0,J. Crowder misses 3-pt jump shot from 26 ft,,100,86
4,0:17.0,,Defensive rebound by E. Gordon,100,86
4,0:08.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by E. Gordon),100,89
