QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
4,5:03.0,G. Yabusele enters the game for T. Rozier,,83,85
4,5:03.0,,M. Brogdon enters the game for E. Bledsoe,83,85
4,5:03.0,,B. Lopez enters the game for N. Mirotić,83,85
4,4:47.0,,G. Antetokounmpo makes 2-pt hook shot from 9 ft,83,87
4,4:24.0,K. Irving misses 2-pt layup from 4 ft,,83,87
4,4:21.0,,Defensive rebound by K. Middleton,83,87
4,4:08.0,,Personal foul by M. Smart (drawn by G. Antetokounmpo),83,87
4,4:08.0,A. Horford enters the game for G. Yabusele,,83,87
4,3:57.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,83,87
4,3:54.0,Defensive rebound by J. Tatum,,83,87
4,3:48.0,J. Tatum makes 2-pt jump shot from 16 ft,,85,87
4,3:48.0,,E. Bledsoe enters the game for G. Hill,85,87
4,3:24.0,,G. Antetokounmpo makes 2-pt hook shot from 6 ft (assist by M. Brogdon),85,89
4,3:11.0,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),,87,89
4,2:55.0,,M. Brogdon misses 2-pt layup from 2 ft (block by M. Smart),87,89
4,2:51.0,Defensive rebound by A. Horford,,87,89
4,2:48.0,K. Irving makes 3-pt jump shot from 26 ft,,90,89
4,2:20.0,,Turnover by G. Antetokounmpo (lost ball),90,89
4,2:03.0,A. Horford misses 2-pt jump shot from 13 ft,,90,89
4,2:00.0,,Defensive rebound by K. Middleton,90,89
4,1:50.0,,M. Brogdon makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),90,91
4,1:37.0,K. Irving makes 2-pt layup from 2 ft,,92,91
4,1:26.0,,E. Bledsoe makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),92,93
4,1:14.0,K. Irving misses 2-pt jump shot from 12 ft,,92,93
4,1:11.0,,Defensive rebound by K. Middleton,92,93
4,1:07.0,,Shooting foul by A. Horford (drawn by G. Antetokounmpo),92,93
4,1:07.0,,G. Antetokounmpo makes free throw 1 of 2,92,94
4,1:07.0,,G. Antetokounmpo makes free throw 2 of 2,92,95
4,0:54.0,A. Horford makes 3-pt jump shot from 28 ft (assist by K. Irving),,95,95
4,0:32.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by M. Brogdon),95,98
4,0:32.0,Boston full timeout,,95,98
4,0:27.0,K. Irving makes 2-pt layup from 1 ft,,97,98
4,0:03.0,,Turnover by Team (shot clock),97,98
4,0:03.0,Boston full timeout,,97,98
4,0:03.0,,Milwaukee full timeout,97,98
4,0:00.0,K. Irving misses 2-pt layup from 4 ft,,97,98
4,0:00.0,Offensive rebound by Team,,97,98
