QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
1,11:47.0,,K. Looney misses 2-pt jump shot from 18 ft,0,0
1,11:46.0,Defensive rebound by A. Wiggins,,0,0
1,11:36.0,Turnover by T. Gibson (bad pass),,0,0
1,11:22.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),0,3
1,10:57.0,A. Wiggins misses 2-pt jump shot from 12 ft,,0,3
1,10:56.0,,Defensive rebound by D. Green,0,3
1,10:49.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by S. Curry),0,6
1,10:22.0,A. Wiggins misses 2-pt jump shot from 15 ft,,0,6
1,10:21.0,,Defensive rebound by S. Curry,0,6
1,10:11.0,,K. Thompson misses 2-pt jump shot from 12 ft,0,6
1,10:10.0,Defensive rebound by K. Towns,,0,6
1,9:59.0,R. Covington misses 3-pt jump shot from 29 ft,,0,6
1,9:57.0,,Defensive rebound by D. Green,0,6
1,9:51.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by K. Looney),0,8
1,9:42.0,Minnesota full timeout,,0,8
1,9:26.0,T. Gibson misses 2-pt jump shot from 17 ft,,0,8
1,9:25.0,,Defensive rebound by D. Green,0,8
1,9:15.0,,K. Looney makes 2-pt jump shot from 2 ft,0,10
1,8:59.0,Turnover by J. Teague (bad pass),,0,10
1,8:48.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by K. Durant),0,12
1,8:40.0,Turnover by R. Covington (lost ball; steal by S. Curry),,0,12
1,8:30.0,,K. Thompson misses 3-pt jump shot from 23 ft (block by J. Teague),0,12
1,8:28.0,,Offensive rebound by K. Looney,0,12
1,8:25.0,,K. Durant misses 3-pt jump shot from 24 ft,0,12
1,8:23.0,Defensive rebound by A. Wiggins,,0,12
1,8:16.0,Shooting foul by K. Looney (drawn by A. Wiggins),,0,12
1,8:16.0,A. Wiggins makes free throw 1 of 2,,1,12
1,8:16.0,A. Wiggins makes free throw 2 of 2,,2,12
1,8:06.0,,Personal foul by J. Teague (drawn by S. Curry),2,12
1,8:00.0,,Personal foul by R. Covington (drawn by K. Durant),2,12
1,7:55.0,,Turnover by D. Green (bad pass),2,12
1,7:39.0,Turnover by K. Towns (bad pass; steal by K. Durant),,2,12
1,7:32.0,,Turnover by K. Thompson (step out of bounds),2,12
1,7:18.0,T. Gibson makes 2-pt jump shot from 21 ft (assist by J. Teague),,4,12
1,7:07.0,,K. Looney misses 3-pt jump shot from 27 ft,4,12
1,7:06.0,Defensive rebound by Team,,4,12
1,6:53.0,K. Towns makes 2-pt jump shot from 6 ft (assist by J. Teague),,6,12
1,6:42.0,,S. Curry misses 3-pt jump shot from 27 ft,6,12
1,6:40.0,Defensive rebound by R. Covington,,6,12
1,6:20.0,T. Gibson misses 3-pt jump shot from 23 ft,,6,12
1,6:18.0,Offensive rebound by A. Wiggins,,6,12
1,6:15.0,A. Wiggins makes 2-pt layup from 3 ft,,8,12
1,6:07.0,,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),8,15
1,5:47.0,T. Gibson misses 2-pt layup from 4 ft (block by K. Looney),,8,15
1,5:47.0,,Defensive rebound by Team,8,15
1,5:47.0,Loose ball foul by T. Gibson (drawn by K. Looney),,8,15
1,5:47.0,D. Rose enters the game for R. Covington,,8,15
1,5:47.0,,J. Jerebko enters the game for D. Green,8,15
1,5:34.0,,K. Durant makes 2-pt jump shot from 14 ft (assist by S. Curry),8,17
1,5:19.0,K. Towns makes 2-pt hook shot from 9 ft,,10,17
1,5:10.0,,K. Thompson misses 2-pt jump shot from 5 ft,10,17
1,5:09.0,,Offensive rebound by J. Jerebko,10,17
1,5:05.0,,K. Thompson misses 2-pt jump shot from 12 ft,10,17
1,5:04.0,Defensive rebound by T. Gibson,,10,17
1,4:54.0,Personal foul by K. Looney (drawn by K. Towns),,10,17
1,4:54.0,D. Šarić enters the game for T. Gibson,,10,17
1,4:54.0,,J. Bell enters the game for K. Looney,10,17
1,4:42.0,Turnover by K. Towns (offensive foul),,10,17
1,4:42.0,Offensive foul by K. Towns (drawn by K. Durant),,10,17
1,4:32.0,,S. Curry misses 2-pt jump shot from 21 ft,10,17
1,4:31.0,,Offensive rebound by K. Durant,10,17
1,4:30.0,,Shooting foul by J. Teague (drawn by K. Durant),10,17
1,4:30.0,,K. Durant makes free throw 1 of 2,10,18
1,4:30.0,,K. Durant makes free throw 2 of 2,10,19
1,4:19.0,J. Teague makes 2-pt jump shot from 11 ft,,12,19
1,4:19.0,Shooting foul by J. Bell (drawn by J. Teague),,12,19
1,4:19.0,J. Teague makes free throw 1 of 1,,13,19
1,4:08.0,,Turnover by K. Thompson (bad pass; steal by D. Rose),13,19
1,4:02.0,A. Wiggins makes 2-pt layup from 3 ft,,15,19
1,4:02.0,,Golden State full timeout,15,19
1,4:02.0,,A. McKinnie enters the game for K. Thompson,15,19
1,3:47.0,,J. Jerebko misses 3-pt jump shot from 27 ft,15,19
1,3:45.0,,Offensive rebound by A. McKinnie,15,19
1,3:36.0,,K. Durant misses 3-pt jump shot from 29 ft,15,19
1,3:36.0,Defensive rebound by Team,,15,19
1,3:36.0,,Loose ball foul by J. Bell (drawn by A. Wiggins),15,19
1,3:25.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,18,19
1,3:11.0,,S. Curry makes 2-pt layup from 3 ft,18,21
1,2:59.0,K. Towns misses 2-pt jump shot from 10 ft,,18,21
1,2:58.0,,Defensive rebound by J. Jerebko,18,21
1,2:47.0,,Personal foul by D. Šarić (drawn by J. Jerebko),18,21
1,2:47.0,,J. Jerebko misses free throw 1 of 2,18,21
1,2:47.0,,Offensive rebound by Team,18,21
1,2:47.0,G. Dieng enters the game for K. Towns,,18,21
1,2:47.0,,J. Jerebko makes free throw 2 of 2,18,22
1,2:36.0,D. Rose misses 2-pt layup from 3 ft,,18,22
1,2:36.0,,Defensive rebound by J. Jerebko,18,22
1,2:30.0,,S. Curry misses 3-pt jump shot from 31 ft,18,22
1,2:28.0,Defensive rebound by D. Šarić,,18,22
1,2:11.0,J. Teague misses 2-pt jump shot from 12 ft,,18,22
1,2:10.0,,Defensive rebound by S. Curry,18,22
1,2:07.0,,S. Curry misses 2-pt jump shot from 4 ft (block by G. Dieng),18,22
1,2:05.0,Defensive rebound by D. Rose,,18,22
1,2:00.0,Turnover by D. Rose (bad pass; steal by K. Durant),,18,22
1,1:53.0,,J. Jerebko makes 3-pt jump shot from 27 ft (assist by S. Curry),18,25
1,1:40.0,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Teague),,20,25
1,1:30.0,,Personal foul by A. Wiggins (drawn by K. Durant),20,25
1,1:30.0,,K. Durant makes free throw 1 of 2,20,26
1,1:30.0,T. Jones enters the game for J. Teague,,20,26
1,1:30.0,,S. Livingston enters the game for J. Bell,20,26
1,1:30.0,,K. Durant makes free throw 2 of 2,20,27
1,1:11.0,A. Wiggins misses 2-pt jump shot from 11 ft,,20,27
1,1:10.0,,Defensive rebound by S. Livingston,20,27
1,0:58.0,,S. Curry misses 3-pt jump shot from 23 ft,20,27
1,0:56.0,Defensive rebound by G. Dieng,,20,27
1,0:51.0,D. Rose makes 2-pt layup from 2 ft (assist by T. Jones),,22,27
1,0:42.0,,Turnover by S. Curry (bad pass; steal by A. Wiggins),22,27
1,0:36.0,Turnover by T. Jones (offensive foul),,22,27
1,0:36.0,Offensive foul by T. Jones (drawn by S. Curry),,22,27
1,0:24.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by J. Jerebko),22,30
1,0:06.0,Personal foul by A. McKinnie (drawn by G. Dieng),,22,30
1,0:06.0,G. Dieng makes free throw 1 of 2,,23,30
1,0:06.0,R. Covington enters the game for T. Jones,,23,30
1,0:06.0,,Q. Cook enters the game for S. Livingston,23,30
1,0:06.0,,K. Thompson enters the game for A. McKinnie,23,30
1,0:06.0,G. Dieng makes free throw 2 of 2,,24,30
1,0:01.0,,S. Curry misses 2-pt jump shot from 17 ft,24,30
1,0:00.0,Defensive rebound by G. Dieng,,24,30
2,11:50.0,D. Rose makes 2-pt jump shot from 11 ft (assist by T. Jones),,26,30
2,11:36.0,,K. Thompson misses 2-pt jump shot from 19 ft,26,30
2,11:35.0,Defensive rebound by D. Šarić,,26,30
2,11:25.0,D. Šarić makes 2-pt hook shot from 8 ft (assist by D. Rose),,28,30
2,11:14.0,,Turnover by S. Livingston (offensive foul),28,30
2,11:14.0,,Offensive foul by S. Livingston (drawn by D. Rose),28,30
2,10:59.0,T. Jones misses 3-pt jump shot from 24 ft,,28,30
2,10:57.0,,Defensive rebound by D. Green,28,30
2,10:50.0,,Turnover by S. Livingston (bad pass; steal by D. Rose),28,30
2,10:43.0,D. Rose misses 2-pt jump shot from 18 ft,,28,30
2,10:42.0,,Defensive rebound by J. Jerebko,28,30
2,10:25.0,,K. Thompson makes 3-pt jump shot from 23 ft,28,33
2,10:05.0,Shooting foul by J. Jerebko (drawn by G. Dieng),,28,33
2,10:05.0,G. Dieng makes free throw 1 of 2,,29,33
2,10:05.0,G. Dieng misses free throw 2 of 2,,29,33
2,10:04.0,,Defensive rebound by Team,29,33
2,9:52.0,,J. Jerebko misses 3-pt jump shot from 27 ft,29,33
2,9:50.0,,Offensive rebound by D. Green,29,33
2,9:46.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),29,35
2,9:25.0,Turnover by R. Covington (traveling),,29,35
2,9:15.0,,D. Green misses 2-pt jump shot from 20 ft,29,35
2,9:14.0,Defensive rebound by T. Jones,,29,35
2,9:08.0,D. Šarić misses 3-pt jump shot from 25 ft,,29,35
2,9:06.0,,Defensive rebound by K. Thompson,29,35
2,8:57.0,,D. Green makes 2-pt layup from 3 ft,29,37
2,8:57.0,Violation by Team (def goaltending),,29,37
2,8:51.0,Minnesota full timeout,,29,37
2,8:44.0,D. Rose makes 2-pt layup from 3 ft (assist by T. Jones),,31,37
2,8:28.0,,D. Green misses 3-pt jump shot from 29 ft,31,37
2,8:26.0,,Offensive rebound by A. McKinnie,31,37
2,8:23.0,,Turnover by A. McKinnie (traveling),31,37
2,8:01.0,D. Šarić makes 2-pt layup from 2 ft (assist by T. Jones),,33,37
2,7:50.0,,Turnover by K. Thompson (bad pass; steal by R. Covington),33,37
2,7:46.0,R. Covington makes 2-pt dunk from 1 ft (assist by D. Šarić),,35,37
2,7:33.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),35,40
2,7:19.0,R. Covington misses 3-pt jump shot from 27 ft,,35,40
2,7:17.0,,Defensive rebound by Team,35,40
2,7:06.0,,A. McKinnie makes 2-pt layup from 3 ft (assist by D. Green),35,42
2,6:51.0,D. Rose makes 3-pt jump shot from 23 ft,,38,42
2,6:33.0,,A. McKinnie makes 3-pt jump shot from 24 ft (assist by K. Thompson),38,45
2,6:25.0,R. Covington misses 3-pt jump shot from 25 ft,,38,45
2,6:23.0,,Defensive rebound by S. Livingston,38,45
2,6:11.0,,Shooting foul by R. Covington (drawn by J. Jerebko),38,45
2,6:11.0,,J. Jerebko misses free throw 1 of 2,38,45
2,6:11.0,,Offensive rebound by Team,38,45
2,6:11.0,K. Towns enters the game for R. Covington,,38,45
2,6:11.0,A. Wiggins enters the game for G. Dieng,,38,45
2,6:11.0,,K. Looney enters the game for D. Green,38,45
2,6:11.0,,J. Jerebko makes free throw 2 of 2,38,46
2,5:55.0,D. Rose makes 2-pt jump shot from 17 ft,,40,46
2,5:43.0,,S. Livingston misses 2-pt jump shot from 9 ft,40,46
2,5:42.0,Defensive rebound by T. Jones,,40,46
2,5:32.0,K. Towns makes 2-pt layup from 3 ft (assist by T. Jones),,42,46
2,5:32.0,,Golden State full timeout,42,46
2,5:32.0,J. Teague enters the game for T. Jones,,42,46
2,5:32.0,,S. Curry enters the game for S. Livingston,42,46
2,5:32.0,,K. Durant enters the game for K. Thompson,42,46
2,5:19.0,,A. McKinnie misses 3-pt jump shot from 27 ft,42,46
2,5:17.0,Defensive rebound by D. Šarić,,42,46
2,4:51.0,D. Šarić makes 2-pt layup from 2 ft (assist by K. Towns),,44,46
2,4:42.0,,K. Durant misses 2-pt jump shot from 13 ft,44,46
2,4:41.0,Defensive rebound by K. Towns,,44,46
2,4:26.0,K. Towns makes 2-pt hook shot from 8 ft,,46,46
2,4:15.0,,S. Curry makes 2-pt jump shot from 7 ft (assist by J. Jerebko),46,48
2,4:01.0,D. Rose misses 2-pt layup from 5 ft (block by S. Curry),,46,48
2,3:59.0,,Defensive rebound by S. Curry,46,48
2,3:55.0,,S. Curry misses 3-pt jump shot from 28 ft,46,48
2,3:53.0,Defensive rebound by J. Teague,,46,48
2,3:48.0,D. Rose misses 2-pt jump shot from 14 ft,,46,48
2,3:47.0,,Defensive rebound by S. Curry,46,48
2,3:43.0,,A. McKinnie makes 2-pt jump shot from 14 ft (assist by S. Curry),46,50
2,3:30.0,D. Šarić makes 2-pt layup from 2 ft (assist by K. Towns),,48,50
2,3:30.0,Shooting foul by A. McKinnie (drawn by D. Šarić),,48,50
2,3:30.0,,D. Green enters the game for J. Jerebko,48,50
2,3:30.0,,K. Thompson enters the game for A. McKinnie,48,50
2,3:30.0,D. Šarić makes free throw 1 of 1,,49,50
2,3:18.0,,K. Thompson misses 2-pt layup from 6 ft,49,50
2,3:17.0,,Offensive rebound by K. Looney,49,50
2,3:12.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Looney),49,53
2,2:59.0,Personal foul by K. Looney (drawn by K. Towns),,49,53
2,2:52.0,K. Towns misses 3-pt jump shot from 26 ft,,49,53
2,2:50.0,Offensive rebound by D. Šarić,,49,53
2,2:42.0,D. Rose makes 2-pt layup from 2 ft (assist by J. Teague),,51,53
2,2:31.0,,Shooting foul by J. Teague (drawn by K. Thompson),51,53
2,2:31.0,,K. Thompson makes free throw 1 of 2,51,54
2,2:31.0,T. Gibson enters the game for D. Šarić,,51,54
2,2:31.0,J. Okogie enters the game for J. Teague,,51,54
2,2:31.0,,A. McKinnie enters the game for K. Looney,51,54
2,2:31.0,,K. Thompson makes free throw 2 of 2,51,55
2,2:10.0,J. Okogie misses 3-pt jump shot from 26 ft,,51,55
2,2:08.0,,Defensive rebound by D. Green,51,55
2,2:03.0,,K. Thompson misses 3-pt jump shot from 26 ft,51,55
2,2:01.0,Defensive rebound by K. Towns,,51,55
2,1:48.0,A. Wiggins makes 2-pt jump shot from 10 ft (assist by D. Rose),,53,55
2,1:34.0,,K. Durant makes 3-pt jump shot from 28 ft,53,58
2,1:21.0,Turnover by D. Rose (lost ball; steal by K. Durant),,53,58
2,1:14.0,,Turnover by D. Green (offensive foul),53,58
2,1:14.0,,Offensive foul by D. Green (drawn by J. Okogie),53,58
2,1:01.0,K. Towns makes 2-pt layup from 3 ft (assist by D. Rose),,55,58
2,0:52.0,,D. Green makes 2-pt layup from 2 ft,55,60
2,0:41.0,D. Rose misses 3-pt jump shot from 24 ft (block by D. Green),,55,60
2,0:39.0,,Defensive rebound by K. Durant,55,60
2,0:35.0,,Turnover by K. Thompson (step out of bounds),55,60
2,0:24.0,T. Gibson misses 2-pt jump shot from 5 ft,,55,60
2,0:23.0,,Defensive rebound by A. McKinnie,55,60
2,0:11.0,,Turnover by S. Curry (lost ball; steal by T. Gibson),55,60
2,0:06.0,D. Rose misses 2-pt jump shot from 12 ft,,55,60
2,0:05.0,Offensive rebound by J. Okogie,,55,60
2,0:04.0,J. Okogie makes 2-pt layup from 2 ft,,57,60
2,0:01.0,,K. Thompson makes 3-pt jump shot from 29 ft (assist by D. Green),57,63
3,11:45.0,J. Teague misses 2-pt jump shot from 11 ft,,57,63
3,11:44.0,Offensive rebound by K. Towns,,57,63
3,11:43.0,Shooting foul by D. Green (drawn by K. Towns),,57,63
3,11:43.0,K. Towns makes free throw 1 of 2,,58,63
3,11:43.0,K. Towns makes free throw 2 of 2,,59,63
3,11:28.0,,S. Curry misses 3-pt jump shot from 27 ft,59,63
3,11:26.0,Defensive rebound by T. Gibson,,59,63
3,11:01.0,A. Wiggins misses 3-pt jump shot from 27 ft,,59,63
3,10:59.0,,Defensive rebound by D. Green,59,63
3,10:55.0,,K. Durant misses 2-pt jump shot from 15 ft,59,63
3,10:54.0,Defensive rebound by R. Covington,,59,63
3,10:32.0,T. Gibson misses 2-pt jump shot from 10 ft,,59,63
3,10:31.0,,Defensive rebound by D. Green,59,63
3,10:15.0,,K. Thompson misses 2-pt jump shot from 13 ft,59,63
3,10:14.0,Defensive rebound by R. Covington,,59,63
3,10:00.0,Turnover by K. Towns (traveling),,59,63
3,9:53.0,,D. Green misses 3-pt jump shot from 26 ft,59,63
3,9:51.0,,Offensive rebound by K. Looney,59,63
3,9:44.0,,Shooting foul by A. Wiggins (drawn by S. Curry),59,63
3,9:44.0,,S. Curry makes free throw 1 of 2,59,64
3,9:44.0,,S. Curry makes free throw 2 of 2,59,65
3,9:36.0,Turnover by K. Towns (traveling),,59,65
3,9:32.0,,Shooting foul by A. Wiggins (drawn by K. Thompson),59,65
3,9:32.0,,K. Thompson makes free throw 1 of 2,59,66
3,9:32.0,,K. Thompson makes free throw 2 of 2,59,67
3,9:15.0,A. Wiggins misses 3-pt jump shot from 28 ft,,59,67
3,9:13.0,,Defensive rebound by D. Green,59,67
3,9:05.0,,K. Thompson misses 2-pt jump shot from 7 ft,59,67
3,9:04.0,Defensive rebound by K. Towns,,59,67
3,9:02.0,Personal take foul by D. Green (drawn by A. Wiggins),,59,67
3,8:57.0,Turnover by J. Teague (traveling),,59,67
3,8:57.0,Violation by Team (delay of game),,59,67
3,8:47.0,,K. Durant misses 2-pt jump shot from 11 ft,59,67
3,8:46.0,,Offensive rebound by K. Looney,59,67
3,8:46.0,,K. Looney misses 2-pt layup at rim,59,67
3,8:45.0,Defensive rebound by A. Wiggins,,59,67
3,8:33.0,A. Wiggins misses 2-pt jump shot from 8 ft,,59,67
3,8:32.0,Offensive rebound by K. Towns,,59,67
3,8:24.0,T. Gibson makes 2-pt jump shot from 9 ft (assist by K. Towns),,61,67
3,8:13.0,,D. Green misses 2-pt jump shot from 5 ft (block by R. Covington),61,67
3,8:12.0,,Offensive rebound by Team,61,67
3,8:08.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),61,70
3,7:48.0,Turnover by R. Covington (traveling),,61,70
3,7:43.0,,Personal foul by R. Covington (drawn by K. Durant),61,70
3,7:35.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Green),61,73
3,7:33.0,Minnesota full timeout,,61,73
3,7:13.0,A. Wiggins misses 2-pt jump shot from 20 ft,,61,73
3,7:11.0,,Defensive rebound by K. Thompson,61,73
3,6:52.0,,D. Green misses 3-pt jump shot from 23 ft,61,73
3,6:50.0,Defensive rebound by J. Teague,,61,73
3,6:45.0,R. Covington misses 3-pt jump shot from 28 ft,,61,73
3,6:43.0,Offensive rebound by K. Towns,,61,73
3,6:43.0,K. Towns makes 2-pt layup from 1 ft,,63,73
3,6:16.0,,K. Thompson misses 3-pt jump shot from 27 ft,63,73
3,6:14.0,Defensive rebound by K. Towns,,63,73
3,6:11.0,Shooting foul by K. Looney (drawn by R. Covington),,63,73
3,6:11.0,R. Covington makes free throw 1 of 2,,64,73
3,6:11.0,,J. Jerebko enters the game for K. Looney,64,73
3,6:11.0,R. Covington makes free throw 2 of 2,,65,73
3,5:58.0,,J. Jerebko misses 2-pt layup from 6 ft,65,73
3,5:56.0,Defensive rebound by Team,,65,73
3,5:56.0,,J. Bell enters the game for D. Green,65,73
3,5:40.0,J. Teague misses 2-pt jump shot from 9 ft,,65,73
3,5:39.0,Offensive rebound by T. Gibson,,65,73
3,5:33.0,A. Wiggins makes 3-pt jump shot from 28 ft (assist by J. Teague),,68,73
3,5:13.0,,K. Thompson makes 2-pt jump shot from 14 ft,68,75
3,4:58.0,R. Covington makes 3-pt jump shot from 27 ft (assist by J. Teague),,71,75
3,4:41.0,,J. Jerebko misses 3-pt jump shot from 28 ft,71,75
3,4:39.0,,Offensive rebound by J. Bell,71,75
3,4:34.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by J. Jerebko),71,78
3,4:16.0,J. Teague misses 2-pt layup from 4 ft (block by K. Thompson),,71,78
3,4:16.0,Offensive rebound by Team,,71,78
3,4:16.0,D. Rose enters the game for R. Covington,,71,78
3,4:16.0,D. Šarić enters the game for T. Gibson,,71,78
3,4:11.0,A. Wiggins misses 2-pt jump shot from 17 ft,,71,78
3,4:10.0,,Defensive rebound by J. Jerebko,71,78
3,4:00.0,,S. Curry misses 3-pt jump shot from 25 ft,71,78
3,3:58.0,Defensive rebound by D. Šarić,,71,78
3,3:56.0,Turnover by D. Šarić (bad pass; steal by K. Thompson),,71,78
3,3:54.0,,Shooting foul by J. Teague (drawn by K. Thompson),71,78
3,3:54.0,,K. Thompson makes free throw 1 of 2,71,79
3,3:54.0,,K. Thompson makes free throw 2 of 2,71,80
3,3:43.0,Turnover by D. Rose (bad pass; steal by S. Curry),,71,80
3,3:37.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by S. Curry),71,82
3,3:23.0,Personal foul by J. Bell (drawn by K. Towns),,71,82
3,3:23.0,,A. McKinnie enters the game for K. Thompson,71,82
3,3:21.0,K. Towns misses 3-pt jump shot from 28 ft,,71,82
3,3:19.0,,Defensive rebound by A. McKinnie,71,82
3,3:00.0,,A. McKinnie misses 3-pt jump shot from 22 ft (block by D. Rose),71,82
3,2:58.0,,Offensive rebound by Team,71,82
3,2:58.0,,Golden State full timeout,71,82
3,2:54.0,,Turnover by Team (shot clock),71,82
3,2:44.0,Personal foul by S. Curry (drawn by K. Towns),,71,82
3,2:44.0,K. Towns makes free throw 1 of 2,,72,82
3,2:44.0,,S. Livingston enters the game for K. Durant,72,82
3,2:44.0,K. Towns makes free throw 2 of 2,,73,82
3,2:31.0,,Shooting foul by J. Teague (drawn by S. Curry),73,82
3,2:31.0,,S. Curry makes free throw 1 of 2,73,83
3,2:31.0,T. Jones enters the game for J. Teague,,73,83
3,2:31.0,,S. Curry makes free throw 2 of 2,73,84
3,2:13.0,A. Wiggins misses 3-pt jump shot from 26 ft,,73,84
3,2:11.0,,Defensive rebound by J. Jerebko,73,84
3,2:06.0,,Turnover by J. Bell (out of bounds lost ball),73,84
3,1:49.0,T. Jones misses 2-pt jump shot from 7 ft (block by A. McKinnie),,73,84
3,1:47.0,,Defensive rebound by S. Curry,73,84
3,1:44.0,,S. Curry makes 2-pt layup from 1 ft,73,86
3,1:44.0,Minnesota full timeout,,73,86
3,1:29.0,Shooting foul by S. Livingston (drawn by K. Towns),,73,86
3,1:29.0,K. Towns misses free throw 1 of 2,,73,86
3,1:29.0,Offensive rebound by Team,,73,86
3,1:29.0,K. Towns makes free throw 2 of 2,,74,86
3,1:17.0,,S. Curry makes 2-pt layup from 9 ft,74,88
3,0:59.0,D. Rose misses 2-pt jump shot from 19 ft,,74,88
3,0:58.0,Offensive rebound by K. Towns,,74,88
3,0:54.0,Shooting foul by S. Livingston (drawn by K. Towns),,74,88
3,0:54.0,K. Towns makes free throw 1 of 2,,75,88
3,0:54.0,K. Towns misses free throw 2 of 2,,75,88
3,0:53.0,,Defensive rebound by J. Jerebko,75,88
3,0:40.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Jerebko),75,91
3,0:27.0,Shooting foul by A. McKinnie (drawn by A. Wiggins),,75,91
3,0:27.0,A. Wiggins makes free throw 1 of 2,,76,91
3,0:27.0,G. Dieng enters the game for K. Towns,,76,91
3,0:27.0,A. Wiggins makes free throw 2 of 2,,77,91
3,0:10.0,,S. Curry misses 2-pt layup from 3 ft,77,91
3,0:09.0,,Offensive rebound by A. McKinnie,77,91
3,0:08.0,,A. McKinnie misses 2-pt layup from 4 ft,77,91
3,0:07.0,,Offensive rebound by A. McKinnie,77,91
3,0:01.0,,J. Bell misses 2-pt hook shot from 8 ft,77,91
3,0:00.0,,Offensive rebound by Team,77,91
4,11:42.0,,K. Thompson misses 2-pt jump shot from 9 ft,77,91
4,11:41.0,Defensive rebound by R. Covington,,77,91
4,11:30.0,D. Rose makes 2-pt layup from 3 ft,,79,91
4,11:10.0,,K. Thompson misses 2-pt jump shot from 18 ft,79,91
4,11:09.0,Defensive rebound by G. Dieng,,79,91
4,10:50.0,D. Rose misses 2-pt jump shot from 18 ft,,79,91
4,10:49.0,,Defensive rebound by J. Jerebko,79,91
4,10:37.0,,A. McKinnie misses 2-pt layup from 2 ft,79,91
4,10:36.0,Defensive rebound by D. Šarić,,79,91
4,10:22.0,Shooting foul by J. Jerebko (drawn by G. Dieng),,79,91
4,10:22.0,G. Dieng makes free throw 1 of 2,,80,91
4,10:22.0,G. Dieng makes free throw 2 of 2,,81,91
4,10:04.0,,S. Livingston misses 2-pt jump shot from 10 ft (block by D. Rose),81,91
4,10:02.0,Defensive rebound by D. Šarić,,81,91
4,9:51.0,D. Šarić makes 2-pt layup from 3 ft (assist by D. Rose),,83,91
4,9:40.0,,J. Jerebko misses 3-pt jump shot from 25 ft,83,91
4,9:38.0,,Offensive rebound by S. Livingston,83,91
4,9:35.0,,S. Livingston makes 2-pt hook shot from 9 ft,83,93
4,9:14.0,Personal foul by A. McKinnie (drawn by R. Covington),,83,93
4,9:05.0,D. Rose misses 2-pt jump shot from 9 ft,,83,93
4,9:04.0,,Defensive rebound by D. Green,83,93
4,8:59.0,,Turnover by A. McKinnie (off goaltending),83,93
4,8:43.0,G. Dieng misses 2-pt jump shot from 10 ft,,83,93
4,8:42.0,,Defensive rebound by S. Livingston,83,93
4,8:34.0,,Offensive foul by J. Jerebko (drawn by D. Rose),83,93
4,8:34.0,,Turnover by J. Jerebko (offensive foul),83,93
4,8:34.0,,K. Durant enters the game for A. McKinnie,83,93
4,8:22.0,D. Šarić misses 3-pt jump shot from 28 ft,,83,93
4,8:20.0,,Defensive rebound by K. Durant,83,93
4,8:15.0,,Turnover by K. Durant (bad pass),83,93
4,8:03.0,R. Covington misses 2-pt jump shot from 17 ft,,83,93
4,8:02.0,,Defensive rebound by K. Durant,83,93
4,7:44.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by D. Green),83,96
4,7:22.0,G. Dieng misses 3-pt jump shot from 24 ft,,83,96
4,7:20.0,Offensive rebound by D. Rose,,83,96
4,7:14.0,D. Šarić makes 2-pt layup from 1 ft (assist by T. Jones),,85,96
4,7:07.0,,Personal foul by T. Jones (drawn by S. Livingston),85,96
4,7:07.0,,K. Looney enters the game for D. Green,85,96
4,7:07.0,,Golden State full timeout,85,96
4,7:07.0,K. Towns enters the game for G. Dieng,,85,96
4,7:01.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by J. Jerebko),85,99
4,6:43.0,K. Towns misses 3-pt jump shot from 27 ft,,85,99
4,6:41.0,,Defensive rebound by S. Livingston,85,99
4,6:22.0,,K. Durant makes 2-pt jump shot from 19 ft,85,101
4,6:13.0,Shooting foul by K. Looney (drawn by K. Towns),,85,101
4,6:13.0,K. Towns misses free throw 1 of 2,,85,101
4,6:13.0,Offensive rebound by Team,,85,101
4,6:13.0,J. Teague enters the game for R. Covington,,85,101
4,6:13.0,A. Wiggins enters the game for T. Jones,,85,101
4,6:13.0,,S. Curry enters the game for S. Livingston,85,101
