QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
4,6:13.0,,A. McKinnie enters the game for K. Thompson,85,101
4,6:13.0,K. Towns makes free throw 2 of 2,,86,101
4,6:00.0,,K. Durant misses 2-pt jump shot from 10 ft,86,101
4,5:59.0,Defensive rebound by K. Towns,,86,101
4,5:47.0,D. Rose makes 3-pt jump shot from 26 ft (assist by J. Teague),,89,101
4,5:37.0,,J. Jerebko misses 3-pt jump shot from 28 ft,89,101
4,5:36.0,Defensive rebound by Team,,89,101
4,5:25.0,Personal foul by A. McKinnie (drawn by D. Šarić),,89,101
4,5:17.0,K. Towns makes 2-pt hook shot from 11 ft (assist by J. Teague),,91,101
4,5:06.0,,S. Curry makes 3-pt jump shot from 30 ft,91,104
4,4:49.0,K. Towns makes 2-pt jump shot from 15 ft (assist by J. Teague),,93,104
4,4:37.0,,Turnover by K. Durant (bad pass),93,104
4,4:31.0,Turnover by A. Wiggins (bad pass),,93,104
4,4:13.0,,K. Durant misses 3-pt jump shot from 28 ft,93,104
4,4:11.0,,Offensive rebound by S. Curry,93,104
4,4:06.0,,S. Curry makes 3-pt jump shot from 28 ft,93,107
4,4:05.0,Minnesota full timeout,,93,107
4,4:05.0,,D. Green enters the game for J. Jerebko,93,107
4,4:05.0,,K. Thompson enters the game for A. McKinnie,93,107
4,3:48.0,D. Šarić misses 3-pt jump shot from 24 ft,,93,107
4,3:46.0,,Defensive rebound by K. Durant,93,107
4,3:23.0,,K. Thompson misses 2-pt layup from 4 ft (block by K. Towns),93,107
4,3:22.0,Defensive rebound by K. Towns,,93,107
4,3:17.0,Shooting foul by K. Durant (drawn by D. Rose),,93,107
4,3:17.0,D. Rose makes free throw 1 of 3,,94,107
4,3:17.0,D. Rose makes free throw 2 of 3,,95,107
4,3:17.0,D. Rose makes free throw 3 of 3,,96,107
4,3:08.0,,K. Durant misses 2-pt jump shot from 13 ft,96,107
4,3:07.0,Defensive rebound by A. Wiggins,,96,107
4,2:54.0,K. Towns makes 2-pt hook shot from 9 ft (assist by D. Šarić),,98,107
4,2:37.0,,S. Curry makes 2-pt jump shot from 19 ft,98,109
4,2:23.0,A. Wiggins makes 3-pt jump shot from 28 ft (assist by J. Teague),,101,109
4,2:04.0,,K. Thompson misses 2-pt jump shot from 18 ft,101,109
4,2:03.0,Defensive rebound by D. Šarić,,101,109
4,1:56.0,D. Rose misses 2-pt jump shot from 7 ft,,101,109
4,1:55.0,,Defensive rebound by S. Curry,101,109
4,1:42.0,,Personal foul by K. Towns (drawn by K. Looney),101,109
4,1:29.0,,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),101,111
4,1:29.0,Minnesota full timeout,,101,111
4,1:23.0,Shooting foul by D. Green (drawn by A. Wiggins),,101,111
4,1:23.0,A. Wiggins makes free throw 1 of 2,,102,111
4,1:23.0,A. Wiggins misses free throw 2 of 2,,102,111
4,1:23.0,,Defensive rebound by K. Looney,102,111
4,1:08.0,,Shooting foul by J. Teague (drawn by S. Curry),102,111
4,1:08.0,T. Jones enters the game for J. Teague,,102,111
4,1:08.0,,J. Bell enters the game for D. Green,102,111
4,1:08.0,,S. Curry makes free throw 1 of 3,102,112
4,1:08.0,,S. Curry makes free throw 2 of 3,102,113
4,1:08.0,,S. Curry makes free throw 3 of 3,102,114
4,1:00.0,Shooting foul by K. Looney (drawn by K. Towns),,102,114
4,1:00.0,,J. Jerebko enters the game for K. Looney,102,114
4,1:00.0,K. Towns misses free throw 1 of 2,,102,114
4,1:00.0,Offensive rebound by Team,,102,114
4,1:00.0,K. Towns makes free throw 2 of 2,,103,114
4,0:47.0,,S. Curry misses 3-pt jump shot from 30 ft,103,114
4,0:45.0,Defensive rebound by D. Rose,,103,114
4,0:37.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,106,114
4,0:23.0,,J. Bell makes 2-pt jump shot from 18 ft (assist by K. Durant),106,116
4,0:16.0,K. Towns makes 2-pt hook shot from 5 ft (assist by T. Jones),,108,116
