QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
4,4:49.0,Turnover by E. Bledsoe (bad pass),,96,88
4,4:38.0,,P. Siakam misses 2-pt layup from 5 ft,96,88
4,4:36.0,Defensive rebound by B. Lopez,,96,88
4,4:17.0,E. Bledsoe misses 3-pt jump shot from 31 ft,,96,88
4,4:13.0,Offensive rebound by G. Hill,,96,88
4,4:06.0,B. Lopez misses 2-pt jump shot from 10 ft,,96,88
4,4:03.0,,Defensive rebound by K. Lowry,96,88
4,3:55.0,,P. Siakam misses 2-pt hook shot from 3 ft,96,88
4,3:52.0,,Offensive rebound by S. Ibaka,96,88
4,3:50.0,,S. Ibaka makes 2-pt layup from 2 ft,96,90
4,3:28.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by G. Antetokounmpo),,98,90
4,3:05.0,,P. Siakam misses 2-pt jump shot from 3 ft (block by G. Antetokounmpo),98,90
4,3:05.0,,Offensive rebound by Team,98,90
4,3:05.0,M. Brogdon enters the game for E. Bledsoe,,98,90
4,3:01.0,,F. VanVleet misses 2-pt layup from 2 ft,98,90
4,2:59.0,Defensive rebound by B. Lopez,,98,90
4,2:42.0,G. Hill misses 3-pt jump shot from 26 ft,,98,90
4,2:40.0,,Defensive rebound by K. Lowry,98,90
4,2:36.0,,K. Lowry misses 3-pt jump shot from 26 ft,98,90
4,2:30.0,Defensive rebound by G. Antetokounmpo,,98,90
4,2:14.0,G. Hill misses 3-pt jump shot from 23 ft,,98,90
4,2:09.0,,Defensive rebound by P. Siakam,98,90
4,1:59.0,,K. Leonard makes 2-pt layup from 1 ft,98,92
4,1:41.0,Turnover by M. Brogdon (lost ball; steal by K. Leonard),,98,92
4,1:36.0,,K. Leonard misses 2-pt layup from 2 ft (block by B. Lopez),98,92
4,1:32.0,,Offensive rebound by K. Leonard,98,92
4,1:32.0,,K. Leonard misses 2-pt layup from 2 ft (block by G. Antetokounmpo),98,92
4,1:32.0,Defensive rebound by B. Lopez,,98,92
4,1:24.0,Personal foul by P. Siakam (drawn by G. Antetokounmpo),,98,92
4,1:24.0,G. Antetokounmpo makes free throw 1 of 2,,99,92
4,1:24.0,E. Bledsoe enters the game for G. Hill,,99,92
4,1:24.0,G. Antetokounmpo makes free throw 2 of 2,,100,92
4,1:24.0,,Toronto full timeout,100,92
4,1:17.0,,S. Ibaka misses 3-pt jump shot from 23 ft,100,92
4,1:14.0,Defensive rebound by G. Antetokounmpo,,100,92
4,1:03.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,103,92
4,1:00.0,,K. Leonard misses 3-pt jump shot from 26 ft,103,92
4,0:57.0,Defensive rebound by M. Brogdon,,103,92
4,0:40.0,G. Antetokounmpo misses 3-pt jump shot from 28 ft,,103,92
4,0:38.0,Offensive rebound by E. Bledsoe,,103,92
4,0:34.0,K. Middleton makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,105,92
4,0:20.0,,S. Ibaka misses 2-pt jump shot from 12 ft,105,92
4,0:16.0,Defensive rebound by E. Bledsoe,,105,92
