QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
1,1:58.0,,A. McKinnie makes 2-pt layup from 4 ft (assist by D. Green),12,21
1,1:47.0,Personal foul by A. McKinnie (drawn by K. Leonard),,12,21
1,1:47.0,N. Powell enters the game for K. Lowry,,12,21
1,1:34.0,K. Leonard misses 2-pt jump shot from 11 ft,,12,21
1,1:33.0,,Defensive rebound by D. Green,12,21
1,1:18.0,,K. Looney misses 2-pt jump shot from 16 ft,12,21
1,1:16.0,,Offensive rebound by A. McKinnie,12,21
1,1:14.0,,A. McKinnie misses 2-pt layup from 3 ft (block by K. Leonard),12,21
1,1:12.0,Defensive rebound by N. Powell,,12,21
1,1:04.0,S. Ibaka misses 2-pt jump shot from 16 ft,,12,21
1,1:02.0,,Defensive rebound by S. Curry,12,21
1,0:57.0,,S. Curry misses 2-pt layup from 7 ft,12,21
1,0:55.0,,Offensive rebound by K. Looney,12,21
1,0:55.0,,K. Looney makes 2-pt layup at rim,12,23
1,0:44.0,K. Leonard makes 2-pt jump shot from 11 ft,,14,23
1,0:35.0,,S. Curry misses 3-pt jump shot from 27 ft,14,23
1,0:33.0,Defensive rebound by K. Leonard,,14,23
1,0:27.0,K. Leonard makes 3-pt jump shot from 26 ft,,17,23
1,0:09.0,,Turnover by S. Curry (bad pass; steal by N. Powell),17,23
1,0:01.0,K. Leonard misses 3-pt jump shot from 27 ft,,17,23
1,0:00.0,Offensive rebound by Team,,17,23
2,11:49.0,,Personal foul by S. Ibaka (drawn by D. Cousins),17,23
2,11:42.0,,D. Cousins misses 2-pt layup from 3 ft,17,23
2,11:41.0,Defensive rebound by S. Ibaka,,17,23
2,11:32.0,S. Ibaka makes 2-pt hook shot from 9 ft (assist by N. Powell),,19,23
2,11:04.0,,D. Cousins misses 2-pt jump shot from 17 ft,19,23
2,11:02.0,Defensive rebound by P. Siakam,,19,23
2,10:38.0,F. VanVleet misses 2-pt jump shot from 22 ft,,19,23
2,10:36.0,,Defensive rebound by S. Livingston,19,23
2,10:33.0,,D. Cousins makes 2-pt layup from 2 ft (assist by S. Livingston),19,25
2,10:16.0,D. Green misses 3-pt jump shot from 26 ft,,19,25
2,10:14.0,Offensive rebound by S. Ibaka,,19,25
2,10:11.0,S. Ibaka makes 2-pt jump shot from 8 ft,,21,25
2,9:57.0,,K. Thompson misses 3-pt jump shot from 26 ft,21,25
2,9:55.0,,Offensive rebound by D. Cousins,21,25
2,9:52.0,,D. Cousins misses 2-pt layup from 3 ft (block by S. Ibaka),21,25
2,9:50.0,Defensive rebound by D. Green,,21,25
2,9:44.0,F. VanVleet misses 2-pt jump shot from 7 ft,,21,25
2,9:43.0,,Defensive rebound by A. Iguodala,21,25
2,9:36.0,,Q. Cook misses 2-pt jump shot from 19 ft,21,25
2,9:34.0,Defensive rebound by F. VanVleet,,21,25
2,9:30.0,Personal foul by A. Iguodala (drawn by N. Powell),,21,25
2,9:15.0,Turnover by D. Green (lost ball; steal by S. Livingston),,21,25
2,9:11.0,,S. Livingston makes 2-pt jump shot from 18 ft,21,27
2,8:55.0,S. Ibaka makes 2-pt jump shot from 20 ft,,23,27
2,8:38.0,,Personal foul by S. Ibaka (drawn by D. Cousins),23,27
2,8:32.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Cousins),23,29
2,8:04.0,D. Green misses 3-pt jump shot from 23 ft,,23,29
2,8:02.0,,Defensive rebound by Q. Cook,23,29
2,7:53.0,,Q. Cook misses 3-pt jump shot from 26 ft,23,29
2,7:51.0,,Offensive rebound by S. Livingston,23,29
2,7:48.0,,S. Livingston makes 2-pt jump shot from 12 ft,23,31
2,7:26.0,F. VanVleet makes 2-pt layup from 2 ft,,25,31
2,7:11.0,,Q. Cook misses 3-pt jump shot from 26 ft,25,31
2,7:09.0,Defensive rebound by F. VanVleet,,25,31
2,6:59.0,P. Siakam makes 2-pt hook shot from 8 ft (assist by F. VanVleet),,27,31
2,6:59.0,,Golden State full timeout,27,31
2,6:59.0,K. Leonard enters the game for D. Green,,27,31
2,6:59.0,K. Lowry enters the game for N. Powell,,27,31
2,6:59.0,,A. Bogut enters the game for Q. Cook,27,31
2,6:59.0,,S. Curry enters the game for D. Cousins,27,31
2,6:59.0,,D. Green enters the game for A. Iguodala,27,31
2,6:59.0,,A. McKinnie enters the game for S. Livingston,27,31
2,6:39.0,,K. Thompson makes 2-pt layup from 9 ft (assist by S. Curry),27,33
2,6:25.0,P. Siakam misses 2-pt layup from 4 ft,,27,33
2,6:24.0,,Defensive rebound by A. Bogut,27,33
2,6:18.0,,Shooting foul by K. Lowry (drawn by A. McKinnie),27,33
2,6:18.0,,A. McKinnie misses free throw 1 of 2,27,33
2,6:18.0,,Offensive rebound by Team,27,33
2,6:18.0,,A. McKinnie misses free throw 2 of 2,27,33
2,6:16.0,Defensive rebound by K. Leonard,,27,33
2,6:05.0,K. Leonard misses 2-pt jump shot from 12 ft,,27,33
2,6:04.0,,Defensive rebound by A. Bogut,27,33
2,5:56.0,,D. Green makes 2-pt layup from 2 ft,27,35
2,5:42.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,29,35
2,5:42.0,Shooting foul by A. Bogut (drawn by P. Siakam),,29,35
2,5:42.0,M. Gasol enters the game for S. Ibaka,,29,35
2,5:42.0,P. McCaw enters the game for F. VanVleet,,29,35
2,5:42.0,P. Siakam makes free throw 1 of 1,,30,35
2,5:32.0,,S. Curry makes 2-pt jump shot from 14 ft,30,37
2,5:25.0,M. Gasol misses 3-pt jump shot from 28 ft,,30,37
2,5:20.0,Offensive rebound by Team,,30,37
2,5:20.0,,Loose ball foul by A. McKinnie (drawn by K. Lowry),30,37
2,5:20.0,S. Ibaka enters the game for P. Siakam,,30,37
2,5:11.0,K. Leonard misses 3-pt jump shot from 26 ft,,30,37
2,5:09.0,Offensive rebound by M. Gasol,,30,37
2,5:04.0,S. Ibaka makes 2-pt hook shot from 2 ft (assist by M. Gasol),,32,37
2,4:53.0,,A. McKinnie misses 3-pt jump shot from 24 ft,32,37
2,4:51.0,Defensive rebound by K. Lowry,,32,37
2,4:43.0,Shooting foul by A. McKinnie (drawn by K. Lowry),,32,37
2,4:43.0,K. Lowry makes free throw 1 of 2,,33,37
2,4:43.0,,A. Iguodala enters the game for A. McKinnie,33,37
2,4:43.0,K. Lowry makes free throw 2 of 2,,34,37
2,4:31.0,,Offensive foul by S. Curry (drawn by K. Lowry),34,37
2,4:31.0,,Turnover by S. Curry (offensive foul),34,37
2,4:20.0,Turnover by K. Lowry (bad pass; steal by A. Iguodala),,34,37
2,4:16.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),34,40
2,3:58.0,K. Lowry misses 3-pt jump shot from 31 ft,,34,40
2,3:56.0,,Defensive rebound by A. Bogut,34,40
2,3:48.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Curry),34,42
2,3:48.0,Toronto full timeout,,34,42
2,3:48.0,P. Siakam enters the game for S. Ibaka,,34,42
2,3:48.0,F. VanVleet enters the game for P. McCaw,,34,42
2,3:31.0,K. Lowry makes 2-pt jump shot from 14 ft,,36,42
2,3:09.0,,K. Thompson misses 2-pt jump shot from 13 ft,36,42
2,3:07.0,,Offensive rebound by Team,36,42
2,3:03.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by D. Green),36,44
2,2:37.0,K. Leonard misses 2-pt layup from 9 ft,,36,44
2,2:36.0,,Defensive rebound by A. Bogut,36,44
2,2:31.0,,S. Curry misses 3-pt jump shot from 27 ft,36,44
2,2:29.0,Defensive rebound by M. Gasol,,36,44
2,2:25.0,K. Lowry misses 3-pt jump shot from 27 ft,,36,44
2,2:23.0,,Defensive rebound by D. Green,36,44
2,2:14.0,,Turnover by D. Green (bad pass; steal by K. Lowry),36,44
2,2:14.0,,K. Looney enters the game for A. Bogut,36,44
2,1:54.0,K. Leonard misses 2-pt jump shot from 11 ft,,36,44
2,1:53.0,Offensive rebound by Team,,36,44
2,1:53.0,,Loose ball foul by K. Looney (drawn by M. Gasol),36,44
2,1:53.0,M. Gasol makes free throw 1 of 2,,37,44
2,1:53.0,M. Gasol makes free throw 2 of 2,,38,44
2,1:44.0,,D. Green misses 3-pt jump shot from 23 ft,38,44
2,1:42.0,Defensive rebound by K. Leonard,,38,44
2,1:21.0,P. Siakam misses 2-pt jump shot from 9 ft,,38,44
2,1:20.0,,Defensive rebound by S. Curry,38,44
2,1:15.0,,S. Curry misses 3-pt jump shot from 29 ft,38,44
2,1:13.0,Defensive rebound by M. Gasol,,38,44
2,0:58.0,M. Gasol makes 2-pt dunk from 2 ft (assist by P. Siakam),,40,44
2,0:41.0,,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),40,46
2,0:32.0,Shooting foul by K. Looney (drawn by K. Lowry),,40,46
2,0:32.0,K. Lowry makes free throw 1 of 2,,41,46
2,0:32.0,K. Lowry makes free throw 2 of 2,,42,46
2,0:15.0,,Turnover by A. Iguodala (bad pass),42,46
2,0:03.0,M. Gasol misses 3-pt jump shot from 23 ft,,42,46
2,0:01.0,,Defensive rebound by K. Thompson,42,46
3,11:38.0,,A. Iguodala misses 3-pt jump shot from 27 ft,42,46
3,11:36.0,Defensive rebound by F. VanVleet,,42,46
3,11:30.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,45,46
3,11:22.0,,Turnover by D. Green (lost ball; steal by K. Leonard),45,46
3,11:14.0,K. Leonard makes 3-pt jump shot from 26 ft,,48,46
3,10:52.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),48,49
3,10:31.0,M. Gasol makes 2-pt jump shot from 12 ft (assist by K. Leonard),,50,49
3,10:12.0,,Personal foul by K. Leonard (drawn by D. Green),50,49
3,10:03.0,,S. Curry misses 2-pt layup from 7 ft (block by P. Siakam),50,49
3,10:02.0,,Offensive rebound by Team,50,49
3,9:57.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),50,51
3,9:44.0,K. Leonard misses 2-pt jump shot from 8 ft (block by D. Cousins),,50,51
3,9:42.0,Offensive rebound by K. Leonard,,50,51
3,9:36.0,K. Leonard misses 2-pt jump shot from 20 ft,,50,51
3,9:34.0,,Defensive rebound by D. Green,50,51
3,9:33.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),50,53
3,9:12.0,F. VanVleet misses 3-pt jump shot from 27 ft,,50,53
3,9:10.0,Offensive rebound by P. Siakam,,50,53
3,8:57.0,K. Lowry misses 3-pt jump shot from 25 ft (block by A. Iguodala),,50,53
3,8:57.0,Offensive rebound by Team,,50,53
3,8:54.0,K. Leonard misses 2-pt jump shot from 19 ft,,50,53
3,8:53.0,,Defensive rebound by D. Green,50,53
3,8:45.0,,D. Cousins makes 2-pt jump shot from 14 ft (assist by D. Green),50,55
3,8:45.0,,Shooting foul by F. VanVleet (drawn by D. Cousins),50,55
3,8:45.0,,D. Cousins misses free throw 1 of 1,50,55
3,8:43.0,Defensive rebound by K. Leonard,,50,55
3,8:28.0,M. Gasol misses 2-pt jump shot from 8 ft (block by D. Cousins),,50,55
3,8:28.0,Offensive rebound by Team,,50,55
3,8:22.0,F. VanVleet makes 3-pt jump shot from 27 ft,,53,55
3,8:03.0,,Turnover by D. Cousins (bad pass; steal by M. Gasol),53,55
3,7:59.0,F. VanVleet misses 2-pt jump shot from 6 ft (block by A. Iguodala),,53,55
3,7:58.0,Offensive rebound by Team,,53,55
3,7:55.0,Turnover by F. VanVleet (out of bounds lost ball),,53,55
3,7:34.0,,A. Iguodala misses 3-pt jump shot from 26 ft,53,55
3,7:32.0,Defensive rebound by P. Siakam,,53,55
3,7:28.0,P. Siakam makes 2-pt layup from 7 ft,,55,55
3,7:28.0,Shooting foul by D. Green (drawn by P. Siakam),,55,55
3,7:28.0,,A. Bogut enters the game for D. Cousins,55,55
3,7:28.0,P. Siakam makes free throw 1 of 1,,56,55
3,7:12.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),56,58
3,6:45.0,P. Siakam misses 2-pt jump shot from 19 ft,,56,58
3,6:43.0,,Defensive rebound by S. Curry,56,58
3,6:35.0,,Turnover by A. Bogut (bad pass; steal by K. Lowry),56,58
3,6:31.0,K. Lowry misses 2-pt layup from 4 ft (block by D. Green),,56,58
3,6:29.0,,Defensive rebound by A. Bogut,56,58
3,6:14.0,,Personal foul by M. Gasol (drawn by S. Curry),56,58
3,6:14.0,,Golden State full timeout,56,58
3,6:08.0,,A. Iguodala misses 2-pt layup from 4 ft,56,58
3,6:06.0,Defensive rebound by M. Gasol,,56,58
3,6:05.0,Personal take foul by D. Green (drawn by K. Lowry),,56,58
3,5:57.0,Personal foul by S. Curry (drawn by F. VanVleet),,56,58
3,5:43.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,59,58
3,5:27.0,,K. Thompson misses 3-pt jump shot from 27 ft,59,58
3,5:25.0,,Offensive rebound by A. Bogut,59,58
3,5:17.0,,Personal foul by K. Lowry (drawn by D. Green),59,58
3,5:11.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),59,61
3,4:48.0,K. Lowry misses 2-pt jump shot from 12 ft,,59,61
3,4:47.0,Offensive rebound by M. Gasol,,59,61
3,4:45.0,Turnover by M. Gasol (bad pass; steal by S. Curry),,59,61
3,4:42.0,,S. Curry misses 2-pt layup from 3 ft,59,61
3,4:41.0,Defensive rebound by K. Leonard,,59,61
3,4:37.0,Personal take foul by A. Bogut (drawn by K. Leonard),,59,61
3,4:29.0,Personal foul by A. Iguodala (drawn by P. Siakam),,59,61
3,4:29.0,P. Siakam makes free throw 1 of 2,,60,61
3,4:29.0,D. Green enters the game for M. Gasol,,60,61
3,4:29.0,S. Ibaka enters the game for F. VanVleet,,60,61
3,4:29.0,,K. Looney enters the game for A. Bogut,60,61
3,4:29.0,,A. McKinnie enters the game for A. Iguodala,60,61
3,4:29.0,P. Siakam makes free throw 2 of 2,,61,61
3,4:08.0,,A. McKinnie misses 2-pt jump shot from 9 ft (block by S. Ibaka),61,61
3,4:05.0,Defensive rebound by S. Ibaka,,61,61
3,4:00.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,64,61
3,3:49.0,,Personal foul by D. Green (drawn by S. Curry),64,61
3,3:49.0,,S. Curry makes free throw 1 of 2,64,62
3,3:49.0,,S. Curry makes free throw 2 of 2,64,63
3,3:25.0,Turnover by Team (shot clock),,64,63
3,3:17.0,,Turnover by D. Green (out of bounds lost ball),64,63
3,3:17.0,,Technical foul by D. Green,64,63
3,3:17.0,K. Leonard makes technical free throw,,65,63
3,3:17.0,,S. Livingston enters the game for K. Thompson,65,63
3,3:00.0,K. Leonard makes 2-pt jump shot from 17 ft,,67,63
3,2:50.0,,Golden State full timeout,67,63
3,2:50.0,F. VanVleet enters the game for P. Siakam,,67,63
3,2:50.0,,A. Iguodala enters the game for A. McKinnie,67,63
3,2:41.0,,S. Curry misses 2-pt jump shot from 9 ft,67,63
3,2:39.0,,Offensive rebound by K. Looney,67,63
3,2:29.0,,K. Looney misses 2-pt jump shot from 16 ft,67,63
3,2:28.0,,Offensive rebound by Team,67,63
3,2:28.0,,Turnover by Team (shot clock),67,63
3,2:17.0,Shooting foul by A. Iguodala (drawn by K. Leonard),,67,63
3,2:17.0,K. Leonard makes free throw 1 of 2,,68,63
3,2:17.0,,Q. Cook enters the game for K. Looney,68,63
3,2:17.0,K. Leonard makes free throw 2 of 2,,69,63
3,2:04.0,,Q. Cook misses 3-pt jump shot from 25 ft,69,63
3,2:02.0,Defensive rebound by K. Lowry,,69,63
3,1:45.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by F. VanVleet),,71,63
3,1:33.0,,Personal foul by K. Lowry (drawn by S. Curry),71,63
3,1:33.0,,S. Curry misses free throw 1 of 2,71,63
3,1:33.0,,Offensive rebound by Team,71,63
3,1:33.0,N. Powell enters the game for K. Lowry,,71,63
3,1:33.0,,K. Thompson enters the game for A. Iguodala,71,63
3,1:33.0,,S. Curry makes free throw 2 of 2,71,64
3,1:21.0,S. Ibaka makes 2-pt layup from 5 ft (assist by F. VanVleet),,73,64
3,1:06.0,,Q. Cook misses 2-pt jump shot from 19 ft,73,64
3,1:04.0,Defensive rebound by K. Leonard,,73,64
3,0:56.0,Personal foul by D. Green (drawn by K. Leonard),,73,64
3,0:56.0,K. Leonard makes free throw 1 of 2,,74,64
3,0:56.0,K. Leonard makes free throw 2 of 2,,75,64
3,0:50.0,,S. Curry misses 3-pt jump shot from 28 ft,75,64
3,0:48.0,Defensive rebound by K. Leonard,,75,64
3,0:42.0,K. Leonard makes 2-pt jump shot from 19 ft,,77,64
3,0:38.0,,S. Curry makes 2-pt layup from 2 ft,77,66
3,0:38.0,,Shooting foul by S. Ibaka (drawn by S. Curry),77,66
3,0:38.0,,K. Looney enters the game for Q. Cook,77,66
3,0:38.0,,S. Curry makes free throw 1 of 1,77,67
3,0:23.0,N. Powell misses 2-pt jump shot from 7 ft,,77,67
3,0:22.0,,Defensive rebound by S. Livingston,77,67
3,0:22.0,,Turnover by S. Livingston (out of bounds lost ball),77,67
3,0:04.0,K. Leonard makes 2-pt jump shot from 11 ft (assist by F. VanVleet),,79,67
3,0:01.0,,S. Curry misses 3-pt jump shot from 39 ft,79,67
3,0:00.0,,Offensive rebound by Team,79,67
4,11:48.0,F. VanVleet makes 3-pt jump shot from 30 ft (assist by S. Ibaka),,82,67
4,11:28.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Looney),82,70
4,11:07.0,Turnover by S. Ibaka (3 sec),,82,70
4,10:51.0,,A. Iguodala misses 3-pt jump shot from 26 ft,82,70
4,10:49.0,Defensive rebound by S. Ibaka,,82,70
4,10:30.0,Turnover by F. VanVleet (lost ball; steal by A. Iguodala),,82,70
4,10:25.0,,S. Curry misses 2-pt jump shot from 22 ft,82,70
4,10:23.0,Defensive rebound by P. Siakam,,82,70
4,10:17.0,S. Ibaka misses 2-pt layup from 2 ft,,82,70
4,10:17.0,Offensive rebound by Team,,82,70
4,10:17.0,,Loose ball foul by S. Curry (drawn by P. Siakam),82,70
4,10:05.0,F. VanVleet misses 3-pt jump shot from 28 ft,,82,70
4,10:03.0,,Defensive rebound by S. Curry,82,70
4,9:52.0,,S. Livingston misses 2-pt jump shot from 16 ft,82,70
4,9:51.0,,Offensive rebound by K. Looney,82,70
4,9:51.0,,K. Looney misses 2-pt layup from 1 ft,82,70
4,9:50.0,Defensive rebound by F. VanVleet,,82,70
4,9:45.0,P. Siakam misses 2-pt layup from 8 ft,,82,70
4,9:44.0,,Defensive rebound by K. Looney,82,70
4,9:35.0,,Shooting foul by S. Ibaka (drawn by S. Livingston),82,70
4,9:35.0,K. Leonard enters the game for F. VanVleet,,82,70
4,9:35.0,,S. Livingston makes free throw 1 of 2,82,71
4,9:35.0,K. Lowry enters the game for N. Powell,,82,71
4,9:35.0,,D. Green enters the game for K. Looney,82,71
4,9:35.0,,S. Livingston makes free throw 2 of 2,82,72
4,9:13.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by K. Lowry),,84,72
4,9:13.0,Shooting foul by S. Curry (drawn by S. Ibaka),,84,72
4,9:13.0,,K. Looney enters the game for S. Livingston,84,72
4,9:13.0,S. Ibaka makes free throw 1 of 1,,85,72
4,8:59.0,,K. Thompson misses 3-pt jump shot from 29 ft,85,72
4,8:57.0,Defensive rebound by Team,,85,72
4,8:44.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by K. Lowry),,88,72
4,8:35.0,,Personal foul by D. Green (drawn by D. Green),88,72
4,8:35.0,,Violation by Team (delay of game),88,72
4,8:33.0,,Personal foul by K. Leonard (drawn by D. Green),88,72
4,8:29.0,,Shooting foul by K. Leonard (drawn by D. Green),88,72
4,8:29.0,,D. Green makes free throw 1 of 2,88,73
4,8:29.0,,D. Green makes free throw 2 of 2,88,74
4,8:09.0,K. Lowry misses 2-pt jump shot from 9 ft,,88,74
4,8:07.0,,Defensive rebound by K. Thompson,88,74
4,7:58.0,,K. Looney makes 2-pt layup from 2 ft (assist by D. Green),88,76
4,7:48.0,Toronto full timeout,,88,76
4,7:34.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,91,76
4,7:27.0,,Turnover by S. Curry (lost ball; steal by D. Green),91,76
4,7:19.0,Personal take foul by K. Thompson (drawn by P. Siakam),,91,76
4,7:00.0,P. Siakam misses 3-pt jump shot from 23 ft,,91,76
4,6:58.0,,Defensive rebound by K. Looney,91,76
4,6:47.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),91,79
4,6:22.0,S. Ibaka makes 2-pt dunk from 3 ft (assist by K. Lowry),,93,79
4,6:20.0,Violation by Team (delay of game),,93,79
4,6:04.0,,D. Green makes 2-pt jump shot from 7 ft (assist by S. Curry),93,81
4,5:39.0,K. Leonard misses 3-pt jump shot from 28 ft,,93,81
4,5:38.0,,Defensive rebound by Team,93,81
4,5:33.0,,Personal foul by D. Green (drawn by S. Curry),93,81
4,5:33.0,,S. Curry makes free throw 1 of 2,93,82
4,5:33.0,,S. Curry makes free throw 2 of 2,93,83
4,5:09.0,S. Ibaka misses 2-pt hook shot from 10 ft,,93,83
4,5:08.0,,Defensive rebound by A. Iguodala,93,83
4,4:54.0,,Shooting foul by S. Ibaka (drawn by K. Looney),93,83
4,4:54.0,,K. Looney misses free throw 1 of 2,93,83
4,4:54.0,,Offensive rebound by Team,93,83
4,4:54.0,M. Gasol enters the game for S. Ibaka,,93,83
4,4:54.0,,K. Looney misses free throw 2 of 2,93,83
4,4:53.0,Defensive rebound by D. Green,,93,83
4,4:32.0,M. Gasol misses 3-pt jump shot from 27 ft,,93,83
4,4:30.0,Offensive rebound by D. Green,,93,83
4,4:19.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,95,83
4,4:19.0,,Golden State full timeout,95,83
4,4:19.0,,A. Bogut enters the game for K. Looney,95,83
4,4:09.0,,K. Thompson misses 2-pt jump shot from 20 ft,95,83
4,4:08.0,Defensive rebound by K. Leonard,,95,83
4,3:57.0,D. Green misses 3-pt jump shot from 23 ft,,95,83
4,3:56.0,,Defensive rebound by Team,95,83
4,3:43.0,,Personal foul by D. Green (drawn by A. Iguodala),95,83
