QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
1,3:27.0,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),,28,13
1,3:13.0,,L. Williams makes 2-pt jump shot from 6 ft,28,15
1,3:00.0,K. Looney makes 2-pt dunk from 1 ft (assist by A. Iguodala),,30,15
1,2:43.0,,J. Green misses 3-pt jump shot from 23 ft,30,15
1,2:40.0,Defensive rebound by A. McKinnie,,30,15
1,2:34.0,S. Curry makes 2-pt jump shot from 8 ft,,32,15
1,2:18.0,,L. Williams misses 2-pt layup from 3 ft (block by A. Iguodala),32,15
1,2:18.0,,Offensive rebound by Team,32,15
1,2:18.0,Golden State full timeout,,32,15
1,2:18.0,,G. Temple enters the game for P. Beverley,32,15
1,2:05.0,,W. Chandler makes 3-pt jump shot from 28 ft (assist by L. Williams),32,18
1,1:45.0,K. Looney makes 2-pt jump shot from 21 ft,,34,18
1,1:32.0,,L. Williams misses 2-pt jump shot from 7 ft,34,18
1,1:31.0,,Offensive rebound by Team,34,18
1,1:22.0,,J. Green makes 3-pt jump shot from 25 ft (assist by G. Temple),34,21
1,1:07.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Curry),,37,21
1,0:56.0,,W. Chandler misses 3-pt jump shot from 28 ft,37,21
1,0:52.0,Defensive rebound by S. Curry,,37,21
1,0:47.0,S. Curry makes 3-pt jump shot from 27 ft,,40,21
1,0:40.0,,Shooting foul by A. Iguodala (drawn by L. Williams),40,21
1,0:40.0,,L. Williams makes free throw 1 of 2,40,22
1,0:40.0,,L. Williams makes free throw 2 of 2,40,23
1,0:35.0,D. Green misses 2-pt jump shot from 8 ft,,40,23
1,0:35.0,,Defensive rebound by Team,40,23
1,0:31.0,,L. Williams misses 3-pt jump shot from 25 ft,40,23
1,0:26.0,Defensive rebound by Team,,40,23
1,0:07.0,Shooting foul by M. Harrell (drawn by A. Iguodala),,40,23
1,0:07.0,A. Iguodala misses free throw 1 of 2,,40,23
1,0:07.0,Offensive rebound by Team,,40,23
1,0:07.0,S. Livingston enters the game for S. Curry,,40,23
1,0:07.0,,L. Shamet enters the game for J. Green,40,23
1,0:07.0,A. Iguodala makes free throw 2 of 2,,41,23
1,0:00.0,,Shooting foul by S. Livingston (drawn by G. Temple),41,23
1,0:00.0,,G. Temple makes free throw 1 of 2,41,24
1,0:00.0,S. Curry enters the game for A. McKinnie,,41,24
1,0:00.0,,S. Thornwell enters the game for L. Williams,41,24
1,0:00.0,,G. Temple misses free throw 2 of 2,41,24
1,0:00.0,Defensive rebound by D. Green,,41,24
1,0:00.0,D. Green misses 3-pt jump shot from 78 ft,,41,24
1,0:00.0,Offensive rebound by Team,,41,24
2,11:50.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),41,26
2,11:25.0,Q. Cook misses 3-pt jump shot from 23 ft,,41,26
2,11:20.0,,Defensive rebound by G. Temple,41,26
2,11:13.0,,M. Harrell makes 2-pt layup from 1 ft,41,28
2,11:13.0,,Shooting foul by A. Bogut (drawn by M. Harrell),41,28
2,11:13.0,,M. Harrell misses free throw 1 of 1,41,28
2,11:13.0,Defensive rebound by S. Livingston,,41,28
2,10:59.0,K. Thompson misses 2-pt layup from 2 ft,,41,28
2,10:57.0,,Defensive rebound by M. Harrell,41,28
2,10:49.0,,M. Harrell misses 2-pt jump shot from 4 ft,41,28
2,10:47.0,Defensive rebound by A. Bogut,,41,28
2,10:32.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by S. Livingston),,44,28
2,10:12.0,,Turnover by L. Williams (bad pass; steal by S. Livingston),44,28
2,10:11.0,Personal take foul by G. Temple (drawn by S. Livingston),,44,28
2,9:51.0,K. Thompson misses 2-pt jump shot from 13 ft,,44,28
2,9:47.0,Offensive rebound by A. Bogut,,44,28
2,9:47.0,A. Bogut makes 2-pt layup at rim,,46,28
2,9:39.0,,D. Gallinari makes 2-pt layup from 2 ft,46,30
2,9:27.0,S. Livingston misses 2-pt jump shot from 10 ft,,46,30
2,9:24.0,,Defensive rebound by D. Gallinari,46,30
2,9:16.0,,Shooting foul by Q. Cook (drawn by D. Gallinari),46,30
2,9:16.0,,D. Gallinari makes free throw 1 of 2,46,31
2,9:16.0,K. Durant enters the game for Q. Cook,,46,31
2,9:16.0,,S. Gilgeous-Alexander enters the game for W. Chandler,46,31
2,9:16.0,,L. Shamet enters the game for G. Temple,46,31
2,9:16.0,,D. Gallinari makes free throw 2 of 2,46,32
2,8:58.0,K. Durant makes 2-pt jump shot from 11 ft,,48,32
2,8:58.0,A. McKinnie enters the game for A. Iguodala,,48,32
2,8:38.0,,Offensive foul by M. Harrell (drawn by A. Bogut),48,32
2,8:38.0,,Turnover by M. Harrell (offensive foul),48,32
2,8:28.0,K. Durant misses 3-pt jump shot from 25 ft,,48,32
2,8:24.0,Offensive rebound by A. McKinnie,,48,32
2,8:09.0,K. Durant misses 2-pt jump shot from 23 ft,,48,32
2,8:07.0,Offensive rebound by A. Bogut,,48,32
2,8:06.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Bogut),,51,32
2,7:58.0,,Personal foul by S. Livingston (drawn by D. Gallinari),51,32
2,7:58.0,,P. Beverley enters the game for L. Williams,51,32
2,7:51.0,,P. Beverley misses 3-pt jump shot from 24 ft,51,32
2,7:51.0,Defensive rebound by A. McKinnie,,51,32
2,7:39.0,Personal foul by P. Beverley (drawn by K. Durant),,51,32
2,7:25.0,K. Durant makes 2-pt jump shot from 17 ft (assist by A. Bogut),,53,32
2,7:10.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,53,32
2,7:07.0,,Offensive rebound by M. Harrell,53,32
2,7:01.0,,Shooting foul by A. McKinnie (drawn by M. Harrell),53,32
2,7:01.0,,M. Harrell makes free throw 1 of 2,53,33
2,7:01.0,,M. Harrell makes free throw 2 of 2,53,34
2,6:48.0,Turnover by K. Thompson (bad pass),,53,34
2,6:48.0,,LA Clippers full timeout,53,34
2,6:36.0,,M. Harrell misses 2-pt hook shot from 4 ft,53,34
2,6:32.0,Defensive rebound by A. McKinnie,,53,34
2,6:23.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),,56,34
2,6:09.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,56,34
2,6:06.0,Defensive rebound by A. Bogut,,56,34
2,6:00.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by K. Durant),,58,34
2,5:47.0,,Personal foul by S. Livingston (drawn by D. Gallinari),58,34
2,5:47.0,Technical foul by S. Livingston,,58,34
2,5:47.0,,D. Gallinari makes technical free throw,58,35
2,5:47.0,,D. Gallinari makes free throw 1 of 2,58,36
2,5:47.0,S. Curry enters the game for A. Bogut,,58,36
2,5:47.0,D. Green enters the game for S. Livingston,,58,36
2,5:47.0,,J. Green enters the game for M. Harrell,58,36
2,5:47.0,,D. Gallinari makes free throw 2 of 2,58,37
2,5:37.0,K. Thompson makes 2-pt dunk from 2 ft (assist by D. Green),,60,37
2,5:37.0,,LA Clippers full timeout,60,37
2,5:37.0,,L. Williams enters the game for S. Gilgeous-Alexander,60,37
2,5:31.0,,Personal foul by A. McKinnie (drawn by L. Shamet),60,37
2,5:31.0,,L. Shamet makes free throw 1 of 2,60,38
2,5:31.0,A. Iguodala enters the game for A. McKinnie,,60,38
2,5:31.0,,L. Shamet makes free throw 2 of 2,60,39
2,5:16.0,K. Thompson misses 2-pt jump shot from 18 ft,,60,39
2,5:12.0,,Defensive rebound by D. Gallinari,60,39
2,5:04.0,,J. Green makes 3-pt jump shot from 25 ft (assist by L. Williams),60,42
2,5:01.0,Golden State full timeout,,60,42
2,4:47.0,Turnover by K. Durant (bad pass),,60,42
2,4:25.0,,J. Green makes 2-pt layup from 2 ft (assist by L. Williams),60,44
2,4:05.0,S. Curry makes 2-pt jump shot from 20 ft (assist by D. Green),,62,44
2,4:01.0,,Offensive foul by D. Gallinari (drawn by A. Iguodala),62,44
2,4:01.0,,Turnover by D. Gallinari (offensive foul),62,44
2,3:54.0,K. Durant misses 3-pt jump shot from 25 ft,,62,44
2,3:51.0,,Defensive rebound by J. Green,62,44
2,3:45.0,,Personal foul by S. Curry (drawn by L. Shamet),62,44
2,3:45.0,,L. Shamet makes free throw 1 of 2,62,45
2,3:45.0,K. Looney enters the game for S. Curry,,62,45
2,3:45.0,,L. Shamet makes free throw 2 of 2,62,46
2,3:37.0,Personal take foul by L. Williams (drawn by A. Iguodala),,62,46
2,3:30.0,K. Durant misses 2-pt jump shot from 9 ft,,62,46
2,3:26.0,,Defensive rebound by L. Williams,62,46
2,3:14.0,,L. Shamet misses 3-pt jump shot from 24 ft,62,46
2,3:11.0,Defensive rebound by A. Iguodala,,62,46
2,3:09.0,K. Durant makes 2-pt layup from 2 ft (assist by A. Iguodala),,64,46
2,3:09.0,Shooting foul by P. Beverley (drawn by K. Durant),,64,46
2,3:09.0,K. Durant makes free throw 1 of 1,,65,46
2,2:57.0,,D. Gallinari misses 3-pt jump shot from 27 ft,65,46
2,2:53.0,,Offensive rebound by J. Green,65,46
2,2:53.0,,J. Green misses 2-pt layup from 1 ft (block by K. Thompson),65,46
2,2:53.0,Defensive rebound by Team,,65,46
2,2:53.0,,S. Gilgeous-Alexander enters the game for P. Beverley,65,46
2,2:44.0,Personal foul by L. Williams (drawn by K. Durant),,65,46
2,2:44.0,K. Durant misses free throw 1 of 2,,65,46
2,2:44.0,Offensive rebound by Team,,65,46
2,2:44.0,,M. Harrell enters the game for J. Green,65,46
2,2:44.0,K. Durant makes free throw 2 of 2,,66,46
2,2:34.0,,L. Williams misses 2-pt jump shot from 8 ft (block by A. Iguodala),66,46
2,2:30.0,Defensive rebound by D. Green,,66,46
2,2:29.0,D. Green misses 2-pt layup from 2 ft,,66,46
2,2:28.0,Offensive rebound by K. Durant,,66,46
2,2:28.0,K. Durant makes 2-pt layup at rim,,68,46
2,2:28.0,Shooting foul by S. Gilgeous-Alexander (drawn by K. Durant),,68,46
2,2:28.0,K. Durant makes free throw 1 of 1,,69,46
2,2:11.0,,D. Gallinari misses 2-pt jump shot from 13 ft,69,46
2,2:08.0,Defensive rebound by K. Thompson,,69,46
2,1:55.0,K. Durant misses 3-pt jump shot from 26 ft,,69,46
2,1:51.0,,Defensive rebound by L. Shamet,69,46
2,1:48.0,,Shooting foul by D. Green (drawn by L. Williams),69,46
2,1:48.0,,L. Williams makes free throw 1 of 2,69,47
2,1:48.0,,L. Williams makes free throw 2 of 2,69,48
2,1:37.0,K. Looney misses 2-pt jump shot from 15 ft,,69,48
2,1:31.0,,Defensive rebound by D. Gallinari,69,48
2,1:21.0,,M. Harrell makes 2-pt layup from 3 ft (assist by D. Gallinari),69,50
2,1:05.0,K. Durant makes 2-pt jump shot from 14 ft,,71,50
2,0:55.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),71,52
2,0:49.0,Personal foul by S. Gilgeous-Alexander (drawn by K. Durant),,71,52
2,0:49.0,K. Durant makes free throw 1 of 2,,72,52
2,0:49.0,,G. Temple enters the game for S. Gilgeous-Alexander,72,52
2,0:49.0,K. Durant makes free throw 2 of 2,,73,52
2,0:39.0,,D. Gallinari misses 3-pt jump shot from 23 ft,73,52
2,0:35.0,Defensive rebound by K. Durant,,73,52
2,0:22.0,D. Green misses 3-pt jump shot from 25 ft,,73,52
2,0:19.0,,Defensive rebound by L. Williams,73,52
2,0:03.0,,D. Gallinari misses 3-pt jump shot from 27 ft,73,52
2,0:00.0,,Offensive rebound by Team,73,52
3,11:45.0,,Personal foul by K. Durant (drawn by L. Shamet),73,52
3,11:33.0,,D. Gallinari misses 3-pt jump shot from 26 ft,73,52
3,11:30.0,Defensive rebound by S. Curry,,73,52
3,11:23.0,,Violation by Team (kicked ball),73,52
3,11:23.0,,LA Clippers full timeout,73,52
3,11:17.0,D. Green misses 3-pt jump shot from 25 ft,,73,52
3,11:16.0,,Defensive rebound by D. Gallinari,73,52
3,11:10.0,,P. Beverley makes 3-pt jump shot from 25 ft,73,55
3,10:59.0,K. Durant misses 3-pt jump shot from 28 ft,,73,55
3,10:53.0,,Defensive rebound by J. Green,73,55
3,10:49.0,,L. Shamet misses 3-pt jump shot from 25 ft,73,55
3,10:46.0,Defensive rebound by K. Durant,,73,55
3,10:33.0,K. Thompson misses 2-pt jump shot from 5 ft,,73,55
3,10:31.0,,Defensive rebound by L. Shamet,73,55
3,10:26.0,,D. Gallinari misses 3-pt jump shot from 26 ft,73,55
3,10:20.0,Defensive rebound by A. Bogut,,73,55
3,10:18.0,Personal foul by P. Beverley (drawn by S. Curry),,73,55
3,10:18.0,,Technical foul by P. Beverley,73,55
3,10:18.0,S. Curry makes technical free throw,,74,55
3,10:13.0,S. Curry misses 3-pt jump shot from 24 ft,,74,55
3,10:10.0,,Defensive rebound by D. Gallinari,74,55
3,10:06.0,,Personal foul by D. Green (drawn by J. Green),74,55
3,10:00.0,,L. Shamet makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),74,57
3,9:43.0,D. Green makes 2-pt layup from 2 ft,,76,57
3,9:35.0,,Turnover by J. Green (step out of bounds),76,57
3,9:21.0,S. Curry makes 3-pt jump shot from 22 ft (assist by K. Durant),,79,57
3,9:06.0,,Turnover by D. Gallinari (bad pass; steal by A. Bogut),79,57
3,9:06.0,Personal take foul by D. Gallinari (drawn by K. Thompson),,79,57
3,8:54.0,S. Curry makes 2-pt jump shot from 11 ft (assist by D. Green),,81,57
3,8:46.0,,Personal foul by S. Curry (drawn by D. Gallinari),81,57
3,8:46.0,A. Iguodala enters the game for S. Curry,,81,57
3,8:39.0,,Turnover by J. Green (offensive foul),81,57
3,8:39.0,,Offensive foul by J. Green (drawn by K. Durant),81,57
3,8:39.0,,M. Harrell enters the game for P. Beverley,81,57
3,8:26.0,K. Durant makes 2-pt jump shot from 15 ft (assist by D. Green),,83,57
3,8:03.0,,D. Gallinari misses 3-pt jump shot from 25 ft,83,57
3,8:00.0,Defensive rebound by A. Bogut,,83,57
3,7:53.0,K. Durant makes 3-pt jump shot from 26 ft,,86,57
3,7:37.0,,D. Gallinari misses 3-pt jump shot from 23 ft,86,57
3,7:37.0,Defensive rebound by A. Bogut,,86,57
3,7:29.0,K. Durant misses 3-pt jump shot from 29 ft,,86,57
3,7:28.0,,Defensive rebound by Team,86,57
3,7:28.0,,L. Williams enters the game for S. Gilgeous-Alexander,86,57
3,7:17.0,,J. Green misses 2-pt layup from 2 ft (block by K. Thompson),86,57
3,7:14.0,Defensive rebound by A. Bogut,,86,57
3,7:10.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by D. Green),,88,57
3,7:10.0,,LA Clippers full timeout,88,57
3,7:00.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by M. Harrell),88,60
3,6:36.0,A. Iguodala makes 3-pt jump shot from 23 ft (assist by K. Thompson),,91,60
3,6:30.0,,Personal foul by A. Bogut (drawn by L. Williams),91,60
3,6:23.0,,L. Williams makes 2-pt jump shot from 15 ft,91,62
3,6:07.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,93,62
3,5:56.0,,M. Harrell makes 2-pt layup from 2 ft,93,64
3,5:36.0,K. Durant misses 3-pt jump shot from 25 ft,,93,64
3,5:33.0,Offensive rebound by D. Green,,93,64
3,5:31.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),,96,64
3,5:19.0,,L. Williams makes 2-pt layup from 1 ft,96,66
3,5:05.0,D. Green misses 3-pt jump shot from 23 ft,,96,66
3,5:02.0,Offensive rebound by A. Iguodala,,96,66
3,5:00.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. Green),,99,66
3,4:36.0,,M. Harrell misses 2-pt layup from 1 ft (block by D. Green),99,66
3,4:34.0,,Offensive rebound by M. Harrell,99,66
3,4:33.0,,D. Gallinari makes 2-pt jump shot from 14 ft (assist by M. Harrell),99,68
3,4:31.0,Shooting foul by L. Shamet (drawn by A. Iguodala),,99,68
3,4:31.0,A. Iguodala makes free throw 1 of 2,,100,68
3,4:31.0,K. Looney enters the game for A. Bogut,,100,68
3,4:31.0,,W. Chandler enters the game for D. Gallinari,100,68
3,4:31.0,A. Iguodala misses free throw 2 of 2,,100,68
3,4:29.0,,Defensive rebound by J. Green,100,68
3,4:23.0,,Personal foul by K. Looney (drawn by L. Williams),100,68
3,4:23.0,,L. Williams makes free throw 1 of 2,100,69
3,4:23.0,,L. Williams makes free throw 2 of 2,100,70
3,4:07.0,A. Iguodala misses 3-pt jump shot from 23 ft,,100,70
3,4:05.0,,Defensive rebound by Team,100,70
3,3:58.0,,L. Williams misses 2-pt jump shot from 19 ft,100,70
3,3:52.0,,J. Green makes 2-pt dunk at rim,100,72
3,3:52.0,,Offensive rebound by J. Green,100,72
3,3:48.0,Golden State full timeout,,100,72
3,3:37.0,D. Green makes 2-pt dunk from 1 ft (assist by K. Durant),,102,72
3,3:28.0,,Turnover by L. Williams (bad pass),102,72
3,3:20.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,104,72
3,2:53.0,,L. Shamet misses 3-pt jump shot from 26 ft,104,72
3,2:51.0,,Offensive rebound by Team,104,72
3,2:51.0,A. McKinnie enters the game for K. Thompson,,104,72
3,2:47.0,,L. Williams misses 3-pt jump shot from 25 ft,104,72
3,2:43.0,Defensive rebound by A. McKinnie,,104,72
3,2:28.0,Personal foul by W. Chandler (drawn by K. Durant),,104,72
3,2:28.0,,G. Temple enters the game for L. Shamet,104,72
3,2:17.0,A. McKinnie makes 3-pt jump shot from 22 ft (assist by K. Durant),,107,72
3,2:00.0,,L. Williams misses 2-pt layup from 1 ft,107,72
3,1:58.0,Defensive rebound by D. Green,,107,72
3,1:50.0,Turnover by K. Durant (bad pass),,107,72
3,1:34.0,,M. Harrell makes 2-pt hook shot from 7 ft (assist by J. Green),107,74
3,1:10.0,Shooting foul by W. Chandler (drawn by D. Green),,107,74
3,1:10.0,D. Green makes free throw 1 of 2,,108,74
3,1:10.0,,S. Gilgeous-Alexander enters the game for J. Green,108,74
3,1:10.0,,I. Zubac enters the game for L. Williams,108,74
3,1:10.0,D. Green makes free throw 2 of 2,,109,74
3,1:10.0,S. Livingston enters the game for A. Iguodala,,109,74
3,0:47.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 16 ft,109,74
3,0:43.0,,Offensive rebound by G. Temple,109,74
3,0:41.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft (block by K. Durant),109,74
3,0:38.0,Defensive rebound by D. Green,,109,74
3,0:34.0,K. Durant misses 3-pt jump shot from 26 ft,,109,74
3,0:30.0,Offensive rebound by A. McKinnie,,109,74
3,0:30.0,A. McKinnie misses 2-pt layup from 1 ft (block by I. Zubac),,109,74
3,0:30.0,Offensive rebound by Team,,109,74
3,0:21.0,A. McKinnie misses 3-pt jump shot from 23 ft,,109,74
3,0:17.0,,Defensive rebound by M. Harrell,109,74
3,0:04.0,,Personal foul by A. McKinnie (drawn by S. Gilgeous-Alexander),109,74
3,0:04.0,,S. Gilgeous-Alexander makes free throw 1 of 2,109,75
3,0:04.0,Q. Cook enters the game for K. Looney,,109,75
3,0:04.0,K. Thompson enters the game for A. McKinnie,,109,75
3,0:04.0,,S. Gilgeous-Alexander makes free throw 2 of 2,109,76
3,0:00.0,D. Green misses 3-pt jump shot from 25 ft,,109,76
3,0:00.0,Offensive rebound by Team,,109,76
4,11:43.0,S. Livingston makes 2-pt jump shot from 13 ft (assist by A. Bogut),,111,76
4,11:25.0,,Shooting foul by A. McKinnie (drawn by M. Harrell),111,76
4,11:25.0,,M. Harrell makes free throw 1 of 2,111,77
4,11:25.0,K. Looney enters the game for A. McKinnie,,111,77
4,11:25.0,,M. Harrell misses free throw 2 of 2,111,77
4,11:22.0,Defensive rebound by A. Bogut,,111,77
4,11:06.0,K. Looney makes 2-pt jump shot from 20 ft (assist by S. Livingston),,113,77
4,10:42.0,,J. Robinson misses 2-pt layup from 4 ft (block by A. Bogut),113,77
4,10:38.0,,Offensive rebound by I. Zubac,113,77
4,10:37.0,,M. Harrell misses 2-pt jump shot from 22 ft,113,77
4,10:34.0,Defensive rebound by S. Livingston,,113,77
4,10:29.0,Offensive foul by K. Thompson (drawn by G. Temple),,113,77
4,10:29.0,Turnover by K. Thompson (offensive foul),,113,77
4,10:29.0,,W. Chandler enters the game for M. Harrell,113,77
4,10:17.0,,Shooting foul by S. Curry (drawn by S. Gilgeous-Alexander),113,77
4,10:17.0,,S. Gilgeous-Alexander makes free throw 1 of 2,113,78
4,10:17.0,,S. Gilgeous-Alexander makes free throw 2 of 2,113,79
4,10:03.0,K. Thompson makes 2-pt jump shot from 17 ft,,115,79
4,9:49.0,,W. Chandler misses 3-pt jump shot from 27 ft,115,79
4,9:46.0,,Offensive rebound by S. Gilgeous-Alexander,115,79
4,9:45.0,,I. Zubac misses 2-pt jump shot from 12 ft,115,79
4,9:45.0,Defensive rebound by A. Bogut,,115,79
4,9:28.0,S. Curry misses 3-pt jump shot from 23 ft,,115,79
4,9:24.0,Offensive rebound by S. Livingston,,115,79
4,9:23.0,S. Livingston misses 2-pt jump shot from 13 ft,,115,79
4,9:20.0,,Defensive rebound by I. Zubac,115,79
4,9:18.0,,G. Temple misses 3-pt jump shot from 26 ft,115,79
4,9:18.0,Defensive rebound by S. Curry,,115,79
4,9:10.0,Turnover by S. Curry (lost ball; steal by G. Temple),,115,79
4,9:09.0,,Personal take foul by A. Bogut (drawn by G. Temple),115,79
4,9:09.0,Q. Cook enters the game for S. Curry,,115,79
4,9:09.0,,T. Wallace enters the game for S. Gilgeous-Alexander,115,79
4,8:59.0,,J. Robinson misses 2-pt jump shot from 8 ft,115,79
4,8:54.0,,Offensive rebound by I. Zubac,115,79
4,8:54.0,,I. Zubac makes 2-pt layup at rim,115,81
4,8:41.0,K. Looney misses 2-pt jump shot from 16 ft,,115,81
4,8:38.0,,Defensive rebound by I. Zubac,115,81
