QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
4,0:50.0,R. Jackson misses 3-pt jump shot from 26 ft,,107,104
4,0:46.0,Offensive rebound by R. Bullock,,107,104
4,0:46.0,R. Bullock misses 2-pt layup from 1 ft,,107,104
4,0:45.0,Offensive rebound by B. Brown,,107,104
4,0:33.0,B. Griffin misses 3-pt jump shot from 26 ft,,107,104
4,0:33.0,,Defensive rebound by D. Gallinari,107,104
4,0:33.0,,LA Clippers full timeout,107,104
4,0:28.0,Turnover by B. Griffin (step out of bounds),,107,104
4,0:28.0,,Turnover by M. Harrell (bad pass; steal by B. Griffin),107,104
4,0:21.0,,Turnover by L. Williams (bad pass; steal by B. Brown),107,104
4,0:20.0,Personal take foul by D. Gallinari (drawn by B. Brown),,107,104
4,0:20.0,B. Brown makes free throw 1 of 2,,108,104
4,0:20.0,B. Brown makes free throw 2 of 2,,109,104
4,0:20.0,,LA Clippers full timeout,109,104
4,0:10.0,,D. Gallinari misses 3-pt jump shot from 28 ft,109,104
4,0:08.0,Defensive rebound by B. Griffin,,109,104
