QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
1,0:17.0,,J. Embiid misses 3-pt jump shot from 27 ft,28,22
1,0:17.0,,Offensive rebound by Team,28,22
1,0:14.0,,J. Simmons misses 3-pt jump shot from 26 ft,28,22
1,0:10.0,Defensive rebound by E. Davis,,28,22
1,0:03.0,D. Carroll makes 3-pt jump shot from 23 ft,,31,22
1,0:00.0,,M. Scott misses 3-pt jump shot from 25 ft,31,22
1,0:00.0,,Offensive rebound by Team,31,22
2,11:43.0,,J. Embiid misses 2-pt hook shot from 6 ft,31,22
2,11:41.0,,Offensive rebound by J. Embiid,31,22
2,11:41.0,,Shooting foul by J. Dudley (drawn by J. Embiid),31,22
2,11:41.0,,Technical foul by J. Embiid,31,22
2,11:41.0,S. Dinwiddie misses technical free throw,,31,22
2,11:41.0,,Defensive rebound by Team,31,22
2,11:41.0,,J. Embiid misses free throw 1 of 2,31,22
2,11:41.0,,Offensive rebound by Team,31,22
2,11:41.0,,J. Embiid makes free throw 2 of 2,31,23
2,11:24.0,C. LeVert makes 3-pt jump shot from 25 ft,,34,23
2,11:09.0,,J. Redick misses 3-pt jump shot from 26 ft,34,23
2,11:05.0,Defensive rebound by E. Davis,,34,23
2,10:55.0,E. Davis misses 2-pt layup from 2 ft (block by J. Embiid),,34,23
2,10:53.0,,Defensive rebound by J. Embiid,34,23
2,10:49.0,,Turnover by B. Simmons (bad pass; steal by D. Carroll),34,23
2,10:43.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,34,23
2,10:39.0,,Defensive rebound by J. Embiid,34,23
2,10:28.0,,J. Embiid misses 3-pt jump shot from 26 ft,34,23
2,10:25.0,Defensive rebound by E. Davis,,34,23
2,10:13.0,C. LeVert misses 2-pt jump shot from 11 ft,,34,23
2,10:10.0,Offensive rebound by E. Davis,,34,23
2,10:08.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by J. Dudley),,37,23
2,10:07.0,,Philadelphia full timeout,37,23
2,10:07.0,D. Russell enters the game for S. Dinwiddie,,37,23
2,10:07.0,,J. Butler enters the game for J. Simmons,37,23
2,9:51.0,,B. Simmons misses 2-pt jump shot from 2 ft,37,23
2,9:49.0,Defensive rebound by E. Davis,,37,23
2,9:32.0,C. LeVert makes 2-pt layup from 2 ft,,39,23
2,9:18.0,,T. Harris makes 2-pt jump shot from 8 ft,39,25
2,8:52.0,E. Davis makes 2-pt layup from 1 ft (assist by C. LeVert),,41,25
2,8:35.0,,Shooting foul by E. Davis (drawn by J. Embiid),41,25
2,8:35.0,,J. Embiid makes free throw 1 of 2,41,26
2,8:35.0,T. Graham enters the game for J. Dudley,,41,26
2,8:35.0,,J. Embiid makes free throw 2 of 2,41,27
2,8:24.0,D. Russell makes 3-pt jump shot from 26 ft (assist by E. Davis),,44,27
2,8:15.0,,J. Redick misses 2-pt jump shot from 15 ft,44,27
2,8:10.0,,Offensive rebound by B. Simmons,44,27
2,8:10.0,,B. Marjanović enters the game for J. Embiid,44,27
2,8:10.0,,T. McConnell enters the game for J. Redick,44,27
2,8:10.0,,M. Scott enters the game for B. Simmons,44,27
2,8:02.0,,Shooting foul by D. Russell (drawn by J. Butler),44,27
2,8:02.0,,J. Butler makes free throw 1 of 2,44,28
2,8:02.0,,J. Butler makes free throw 2 of 2,44,29
2,7:41.0,C. LeVert makes 2-pt jump shot from 8 ft,,46,29
2,7:29.0,,M. Scott makes 3-pt jump shot from 27 ft (assist by T. Harris),46,32
2,7:15.0,D. Russell misses 2-pt jump shot from 13 ft,,46,32
2,7:15.0,Offensive rebound by Team,,46,32
2,7:15.0,,Loose ball foul by M. Scott (drawn by E. Davis),46,32
2,7:15.0,J. Harris enters the game for C. LeVert,,46,32
2,7:04.0,D. Carroll misses 3-pt jump shot from 26 ft,,46,32
2,7:01.0,,Defensive rebound by B. Marjanović,46,32
2,6:53.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by T. McConnell),46,34
2,6:37.0,Shooting foul by M. Scott (drawn by T. Graham),,46,34
2,6:37.0,T. Graham makes free throw 1 of 2,,47,34
2,6:37.0,S. Dinwiddie enters the game for D. Carroll,,47,34
2,6:37.0,J. Dudley enters the game for E. Davis,,47,34
2,6:37.0,T. Graham makes free throw 2 of 2,,48,34
2,6:21.0,,J. Butler misses 2-pt layup from 5 ft,48,34
2,6:17.0,,Offensive rebound by J. Butler,48,34
2,6:16.0,,J. Butler makes 2-pt jump shot from 8 ft,48,36
2,5:57.0,D. Russell misses 2-pt jump shot from 12 ft,,48,36
2,5:55.0,,Defensive rebound by B. Marjanović,48,36
2,5:48.0,,Shooting foul by T. Graham (drawn by J. Butler),48,36
2,5:48.0,Brooklyn full timeout,,48,36
2,5:48.0,,J. Butler misses free throw 1 of 2,48,36
2,5:48.0,,Offensive rebound by Team,48,36
2,5:48.0,,J. Butler makes free throw 2 of 2,48,37
2,5:31.0,Turnover by T. Graham (step out of bounds),,48,37
2,5:18.0,,J. Butler misses 2-pt jump shot from 7 ft,48,37
2,5:17.0,,Offensive rebound by J. Butler,48,37
2,5:17.0,,Personal foul by S. Dinwiddie (drawn by J. Butler),48,37
2,5:17.0,,J. Butler makes free throw 1 of 2,48,38
2,5:17.0,,J. Butler makes free throw 2 of 2,48,39
2,5:02.0,J. Dudley misses 3-pt jump shot from 26 ft,,48,39
2,4:59.0,,Defensive rebound by T. Harris,48,39
2,4:50.0,,T. McConnell makes 2-pt jump shot from 4 ft (assist by B. Marjanović),48,41
2,4:29.0,S. Dinwiddie makes 2-pt dunk at rim,,50,41
2,4:12.0,,T. McConnell misses 2-pt jump shot from 9 ft,50,41
2,4:08.0,Defensive rebound by J. Harris,,50,41
2,3:57.0,D. Russell misses 3-pt jump shot from 25 ft,,50,41
2,3:55.0,,Defensive rebound by M. Scott,50,41
2,3:44.0,,B. Marjanović misses 2-pt jump shot from 5 ft,50,41
2,3:42.0,Defensive rebound by D. Russell,,50,41
2,3:36.0,D. Russell makes 2-pt layup from 2 ft,,52,41
2,3:15.0,,Offensive foul by B. Marjanović (drawn by J. Dudley),52,41
2,3:15.0,,Turnover by B. Marjanović (offensive foul),52,41
2,3:15.0,R. Kurucs enters the game for T. Graham,,52,41
2,3:15.0,C. LeVert enters the game for D. Russell,,52,41
2,3:15.0,,J. Redick enters the game for T. Harris,52,41
2,3:15.0,,B. Simmons enters the game for B. Marjanović,52,41
2,3:15.0,,J. Simmons enters the game for T. McConnell,52,41
2,3:02.0,S. Dinwiddie makes 2-pt layup from 2 ft,,54,41
2,2:45.0,,J. Butler misses 2-pt jump shot from 18 ft,54,41
2,2:42.0,Defensive rebound by C. LeVert,,54,41
2,2:31.0,Shooting foul by J. Redick (drawn by S. Dinwiddie),,54,41
2,2:31.0,S. Dinwiddie makes free throw 1 of 2,,55,41
2,2:31.0,S. Dinwiddie makes free throw 2 of 2,,56,41
2,2:19.0,,J. Butler makes 2-pt jump shot from 5 ft,56,43
2,2:09.0,Shooting foul by J. Redick (drawn by C. LeVert),,56,43
2,2:09.0,C. LeVert makes free throw 1 of 2,,57,43
2,2:09.0,,T. Harris enters the game for J. Redick,57,43
2,2:09.0,C. LeVert makes free throw 2 of 2,,58,43
2,1:57.0,,Personal foul by R. Kurucs (drawn by J. Butler),58,43
2,1:57.0,,J. Butler makes free throw 1 of 2,58,44
2,1:57.0,,J. Butler makes free throw 2 of 2,58,45
2,1:41.0,C. LeVert makes 2-pt dunk from 1 ft,,60,45
2,1:28.0,,J. Simmons misses 2-pt layup from 2 ft,60,45
2,1:22.0,,Offensive rebound by J. Simmons,60,45
2,1:22.0,,J. Simmons makes 2-pt layup at rim,60,47
2,1:17.0,Personal foul by M. Scott (drawn by J. Dudley),,60,47
2,1:17.0,J. Dudley makes free throw 1 of 2,,61,47
2,1:17.0,D. Carroll enters the game for R. Kurucs,,61,47
2,1:17.0,J. Dudley makes free throw 2 of 2,,62,47
2,1:03.0,,M. Scott misses 3-pt jump shot from 27 ft,62,47
2,1:00.0,,J. Butler makes 2-pt layup at rim,62,49
2,1:00.0,,Offensive rebound by J. Butler,62,49
2,0:44.0,C. LeVert misses 2-pt jump shot from 15 ft,,62,49
2,0:42.0,,Defensive rebound by T. Harris,62,49
2,0:36.0,,B. Simmons misses 2-pt layup from 4 ft,62,49
2,0:35.0,,Offensive rebound by J. Butler,62,49
2,0:35.0,,J. Butler makes 2-pt layup from 1 ft,62,51
2,0:21.0,Brooklyn full timeout,,62,51
2,0:21.0,,Z. Smith enters the game for M. Scott,62,51
2,0:17.0,J. Harris misses 2-pt layup from 3 ft,,62,51
2,0:15.0,,Defensive rebound by J. Butler,62,51
2,0:00.0,,J. Butler makes 3-pt jump shot from 26 ft,62,54
3,11:43.0,Violation by Team (kicked ball),,62,54
3,11:38.0,,Shooting foul by R. Kurucs (drawn by B. Simmons),62,54
3,11:38.0,,B. Simmons makes free throw 1 of 2,62,55
3,11:38.0,,B. Simmons misses free throw 2 of 2,62,55
3,11:34.0,Defensive rebound by D. Carroll,,62,55
3,11:26.0,D. Russell makes 3-pt jump shot from 26 ft (assist by J. Allen),,65,55
3,11:11.0,,J. Butler makes 2-pt layup at rim (assist by J. Embiid),65,57
3,10:58.0,D. Russell misses 3-pt jump shot from 25 ft,,65,57
3,10:55.0,,Defensive rebound by J. Embiid,65,57
3,10:49.0,,J. Embiid makes 2-pt jump shot from 12 ft (assist by T. Harris),65,59
3,10:32.0,J. Allen misses 2-pt layup from 4 ft (block by B. Simmons),,65,59
3,10:29.0,,Defensive rebound by B. Simmons,65,59
3,10:27.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by B. Simmons),65,61
3,10:09.0,Personal foul by J. Redick (drawn by J. Harris),,65,61
3,10:09.0,,J. Simmons enters the game for J. Redick,65,61
3,10:01.0,D. Russell misses 2-pt jump shot from 4 ft,,65,61
3,9:56.0,Offensive rebound by J. Allen,,65,61
3,9:56.0,J. Allen misses 2-pt layup at rim,,65,61
3,9:56.0,,Defensive rebound by J. Embiid,65,61
3,9:51.0,,J. Embiid makes 2-pt layup from 1 ft (assist by T. Harris),65,63
3,9:51.0,,Shooting foul by J. Allen (drawn by J. Embiid),65,63
3,9:51.0,E. Davis enters the game for J. Allen,,65,63
3,9:51.0,,J. Embiid misses free throw 1 of 1,65,63
3,9:49.0,Defensive rebound by E. Davis,,65,63
3,9:49.0,Personal foul by T. Harris (drawn by E. Davis),,65,63
3,9:39.0,D. Carroll misses 2-pt jump shot from 15 ft (block by J. Butler),,65,63
3,9:34.0,,Defensive rebound by Team,65,63
3,9:24.0,,Personal foul by J. Harris (drawn by J. Butler),65,63
3,9:17.0,,J. Simmons misses 3-pt jump shot from 24 ft,65,63
3,9:17.0,Defensive rebound by Team,,65,63
3,9:17.0,,Loose ball foul by J. Embiid (drawn by D. Russell),65,63
3,8:59.0,D. Russell misses 2-pt layup from 3 ft,,65,63
3,8:55.0,Offensive rebound by E. Davis,,65,63
3,8:55.0,E. Davis makes 2-pt layup at rim,,67,63
3,8:46.0,,T. Harris misses 2-pt jump shot from 16 ft,67,63
3,8:44.0,Defensive rebound by R. Kurucs,,67,63
3,8:44.0,Personal take foul by B. Simmons (drawn by R. Kurucs),,67,63
3,8:28.0,D. Carroll misses 2-pt layup from 2 ft (block by J. Embiid),,67,63
3,8:28.0,Offensive rebound by Team,,67,63
3,8:21.0,Turnover by R. Kurucs (lost ball; steal by T. Harris),,67,63
3,8:16.0,,J. Butler misses 3-pt jump shot from 26 ft,67,63
3,8:12.0,Defensive rebound by R. Kurucs,,67,63
3,8:01.0,D. Russell makes 2-pt jump shot from 18 ft,,69,63
3,7:34.0,,J. Embiid misses 2-pt layup from 2 ft,69,63
3,7:32.0,Defensive rebound by R. Kurucs,,69,63
3,7:28.0,D. Russell makes 2-pt layup from 2 ft,,71,63
3,7:28.0,,Philadelphia full timeout,71,63
3,7:28.0,,B. Marjanović enters the game for J. Embiid,71,63
3,7:28.0,,T. McConnell enters the game for B. Simmons,71,63
3,7:28.0,,M. Scott enters the game for J. Simmons,71,63
3,7:15.0,,J. Butler makes 2-pt layup from 2 ft (assist by B. Marjanović),71,65
3,6:59.0,D. Russell makes 2-pt jump shot from 16 ft (assist by E. Davis),,73,65
3,6:43.0,,B. Marjanović makes 2-pt jump shot from 17 ft,73,67
3,6:24.0,D. Russell misses 2-pt jump shot from 16 ft,,73,67
3,6:22.0,,Defensive rebound by M. Scott,73,67
3,6:11.0,,J. Butler makes 2-pt jump shot from 14 ft (assist by B. Marjanović),73,69
3,6:11.0,,Shooting foul by J. Harris (drawn by J. Butler),73,69
3,6:11.0,S. Dinwiddie enters the game for D. Carroll,,73,69
3,6:11.0,J. Dudley enters the game for R. Kurucs,,73,69
3,6:11.0,,J. Butler makes free throw 1 of 1,73,70
3,6:00.0,J. Harris makes 2-pt layup at rim,,75,70
3,5:42.0,,J. Butler misses 2-pt jump shot from 10 ft,75,70
3,5:39.0,Defensive rebound by E. Davis,,75,70
3,5:29.0,Turnover by D. Russell (bad pass; steal by J. Butler),,75,70
3,5:25.0,,J. Butler misses 2-pt layup from 3 ft,75,70
3,5:25.0,,Offensive rebound by Team,75,70
3,5:25.0,,Turnover by J. Butler (traveling),75,70
3,5:25.0,Brooklyn full timeout,,75,70
3,5:06.0,D. Russell makes 2-pt jump shot from 7 ft,,77,70
3,5:06.0,Shooting foul by B. Marjanović (drawn by D. Russell),,77,70
3,5:06.0,D. Russell makes free throw 1 of 1,,78,70
3,4:47.0,,J. Butler makes 2-pt jump shot from 9 ft (assist by B. Marjanović),78,72
3,4:33.0,S. Dinwiddie misses 2-pt layup from 2 ft,,78,72
3,4:30.0,Offensive rebound by S. Dinwiddie,,78,72
3,4:25.0,E. Davis makes 2-pt hook shot from 6 ft (assist by J. Dudley),,80,72
3,4:09.0,,B. Marjanović makes 2-pt jump shot from 18 ft (assist by T. McConnell),80,74
3,3:54.0,D. Russell makes 2-pt jump shot from 15 ft,,82,74
3,3:35.0,,Shooting foul by E. Davis (drawn by B. Marjanović),82,74
3,3:35.0,,B. Marjanović makes free throw 1 of 2,82,75
3,3:35.0,D. Carroll enters the game for J. Harris,,82,75
3,3:35.0,C. LeVert enters the game for D. Russell,,82,75
3,3:35.0,,J. Redick enters the game for J. Butler,82,75
3,3:35.0,,B. Simmons enters the game for T. McConnell,82,75
3,3:35.0,,B. Marjanović makes free throw 2 of 2,82,76
3,3:16.0,S. Dinwiddie makes 3-pt jump shot from 26 ft,,85,76
3,3:04.0,,J. Redick misses 3-pt jump shot from 26 ft,85,76
3,3:02.0,Defensive rebound by E. Davis,,85,76
3,2:42.0,C. LeVert misses 2-pt layup from 2 ft (block by B. Marjanović),,85,76
3,2:38.0,,Defensive rebound by T. Harris,85,76
3,2:36.0,,T. Harris makes 2-pt jump shot from 15 ft,85,78
3,2:17.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,85,78
3,2:17.0,Offensive rebound by Team,,85,78
3,2:17.0,,Loose ball foul by B. Simmons (drawn by E. Davis),85,78
3,2:17.0,E. Davis makes free throw 1 of 2,,86,78
3,2:17.0,,J. Embiid enters the game for B. Marjanović,86,78
3,2:17.0,E. Davis makes free throw 2 of 2,,87,78
3,2:04.0,,M. Scott misses 3-pt jump shot from 26 ft,87,78
3,2:00.0,Defensive rebound by C. LeVert,,87,78
3,1:57.0,D. Carroll misses 3-pt jump shot from 24 ft,,87,78
3,1:51.0,Offensive rebound by E. Davis,,87,78
3,1:51.0,E. Davis makes 2-pt layup at rim,,89,78
3,1:47.0,,Personal foul by J. Dudley (drawn by B. Simmons),89,78
3,1:47.0,,B. Simmons misses free throw 1 of 2,89,78
3,1:47.0,,Offensive rebound by Team,89,78
3,1:47.0,T. Graham enters the game for E. Davis,,89,78
3,1:47.0,,B. Simmons misses free throw 2 of 2,89,78
3,1:44.0,Defensive rebound by C. LeVert,,89,78
3,1:27.0,Shooting foul by T. Harris (drawn by D. Carroll),,89,78
3,1:27.0,D. Carroll makes free throw 1 of 2,,90,78
3,1:27.0,D. Carroll makes free throw 2 of 2,,91,78
3,1:01.0,,J. Embiid makes 2-pt jump shot from 7 ft (assist by T. Harris),91,80
3,0:51.0,C. LeVert makes 2-pt layup from 1 ft,,93,80
3,0:45.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),93,82
3,0:31.0,S. Dinwiddie misses 2-pt layup from 4 ft,,93,82
3,0:26.0,,Defensive rebound by M. Scott,93,82
3,0:19.0,,Turnover by J. Embiid (bad pass; steal by C. LeVert),93,82
3,0:01.0,C. LeVert misses 2-pt jump shot from 15 ft,,93,82
3,0:01.0,,Defensive rebound by M. Scott,93,82
4,11:44.0,C. LeVert makes 2-pt layup from 2 ft,,95,82
4,11:30.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),95,85
4,11:06.0,C. LeVert misses 2-pt layup from 3 ft (block by J. Embiid),,95,85
4,11:06.0,Offensive rebound by Team,,95,85
4,11:01.0,C. LeVert misses 2-pt jump shot from 17 ft,,95,85
4,10:59.0,Offensive rebound by D. Carroll,,95,85
4,10:57.0,Turnover by D. Carroll (bad pass; steal by J. Butler),,95,85
4,10:54.0,,Personal foul by T. Graham (drawn by M. Scott),95,85
4,10:43.0,,Turnover by B. Simmons (bad pass; steal by T. Graham),95,85
4,10:32.0,S. Dinwiddie misses 2-pt layup from 9 ft,,95,85
4,10:29.0,,Defensive rebound by J. Embiid,95,85
4,10:26.0,,M. Scott misses 3-pt jump shot from 23 ft,95,85
4,10:24.0,Defensive rebound by S. Dinwiddie,,95,85
4,10:16.0,Personal foul by J. Redick (drawn by D. Carroll),,95,85
4,10:06.0,J. Dudley misses 3-pt jump shot from 26 ft,,95,85
4,10:03.0,,Defensive rebound by J. Butler,95,85
4,9:57.0,,Personal foul by C. LeVert (drawn by J. Butler),95,85
4,9:57.0,E. Davis enters the game for J. Dudley,,95,85
4,9:51.0,,J. Embiid misses 2-pt hook shot from 7 ft,95,85
4,9:50.0,,Offensive rebound by J. Embiid,95,85
4,9:50.0,,Shooting foul by E. Davis (drawn by J. Embiid),95,85
4,9:50.0,,J. Embiid makes free throw 1 of 2,95,86
4,9:50.0,,J. Embiid misses free throw 2 of 2,95,86
4,9:46.0,Defensive rebound by S. Dinwiddie,,95,86
4,9:26.0,C. LeVert misses 2-pt layup from 3 ft,,95,86
4,9:23.0,,Defensive rebound by J. Embiid,95,86
4,9:21.0,,J. Butler misses 3-pt jump shot from 27 ft,95,86
4,9:21.0,Defensive rebound by E. Davis,,95,86
4,9:14.0,D. Carroll misses 3-pt jump shot from 23 ft (block by B. Simmons),,95,86
4,9:14.0,Offensive rebound by Team,,95,86
4,9:14.0,,T. Harris enters the game for J. Redick,95,86
4,9:03.0,S. Dinwiddie makes 2-pt layup from 1 ft,,97,86
