QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
4,5:15.0,P. Millsap enters the game for M. Beasley,,106,104
4,5:15.0,J. Murray enters the game for T. Lyles,,106,104
4,4:58.0,N. Jokić makes 2-pt jump shot from 19 ft (assist by G. Harris),,108,104
4,4:33.0,,L. Stephenson makes 2-pt layup from 1 ft,108,106
4,4:17.0,P. Millsap misses 2-pt jump shot from 7 ft,,108,106
4,4:15.0,,Defensive rebound by J. Hart,108,106
4,4:04.0,,L. Stephenson misses 2-pt layup from 2 ft,108,106
4,4:00.0,Defensive rebound by J. Murray,,108,106
4,3:53.0,Turnover by P. Millsap (lost ball; steal by L. Ball),,108,106
4,3:49.0,,Shooting foul by N. Jokić (drawn by J. Hart),108,106
4,3:49.0,,J. Hart makes free throw 1 of 2,108,107
4,3:49.0,,L. James enters the game for J. McGee,108,107
4,3:49.0,,J. Hart makes free throw 2 of 2,108,108
4,3:37.0,N. Jokić misses 2-pt jump shot from 6 ft,,108,108
4,3:33.0,,Defensive rebound by L. Ball,108,108
4,3:30.0,,L. James makes 2-pt dunk from 1 ft (assist by L. Stephenson),108,110
4,3:29.0,Denver full timeout,,108,110
4,3:29.0,T. Craig enters the game for M. Morris,,108,110
4,3:17.0,Turnover by N. Jokić (lost ball; steal by L. Ball),,108,110
4,3:00.0,,L. Ball makes 3-pt jump shot from 26 ft,108,113
4,2:42.0,G. Harris makes 2-pt jump shot from 13 ft (assist by N. Jokić),,110,113
4,2:25.0,,J. Hart misses 3-pt jump shot from 23 ft,110,113
4,2:23.0,Defensive rebound by J. Murray,,110,113
4,2:07.0,N. Jokić misses 2-pt hook shot from 6 ft,,110,113
4,2:04.0,,Defensive rebound by K. Kuzma,110,113
4,1:47.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),110,115
4,1:39.0,Offensive foul by N. Jokić (drawn by L. Ball),,110,115
4,1:39.0,Turnover by N. Jokić (offensive foul),,110,115
4,1:17.0,,L. James misses 2-pt jump shot from 13 ft,110,115
4,1:15.0,,Offensive rebound by Team,110,115
4,1:15.0,,Turnover by Team (shot clock),110,115
4,1:15.0,T. Lyles enters the game for T. Craig,,110,115
4,1:01.0,Turnover by N. Jokić (bad pass; steal by K. Kuzma),,110,115
4,0:59.0,,K. Kuzma makes 2-pt dunk from 1 ft,110,117
4,0:59.0,Denver full timeout,,110,117
4,0:55.0,Shooting foul by J. Hart (drawn by J. Murray),,110,117
4,0:55.0,J. Murray makes free throw 1 of 3,,111,117
4,0:55.0,J. Murray makes free throw 2 of 3,,112,117
4,0:55.0,,J. McGee enters the game for L. Ball,112,117
4,0:55.0,J. Murray misses free throw 3 of 3,,112,117
4,0:55.0,,Defensive rebound by L. James,112,117
4,0:55.0,T. Craig enters the game for N. Jokić,,112,117
4,0:55.0,,LA Lakers full timeout,112,117
4,0:55.0,,L. Ball enters the game for J. McGee,112,117
4,0:38.0,,L. James makes 2-pt layup from 2 ft,112,119
4,0:38.0,Denver full timeout,,112,119
4,0:38.0,N. Jokić enters the game for T. Craig,,112,119
4,0:30.0,G. Harris makes 2-pt layup from 2 ft,,114,119
4,0:28.0,,Personal take foul by T. Lyles (drawn by K. Kuzma),114,119
4,0:28.0,T. Craig enters the game for N. Jokić,,114,119
4,0:25.0,,Personal take foul by T. Craig (drawn by J. Hart),114,119
4,0:25.0,,J. Hart makes free throw 1 of 2,114,120
4,0:25.0,N. Jokić enters the game for T. Craig,,114,120
4,0:25.0,,J. Hart misses free throw 2 of 2,114,120
4,0:23.0,Defensive rebound by N. Jokić,,114,120
4,0:18.0,J. Murray misses 3-pt jump shot from 26 ft,,114,120
4,0:15.0,,Defensive rebound by Team,114,120
4,0:12.0,,Personal take foul by P. Millsap (drawn by L. James),114,120
4,0:12.0,,L. James misses free throw 1 of 2,114,120
4,0:12.0,,Offensive rebound by Team,114,120
4,0:12.0,,L. James makes free throw 2 of 2,114,121
4,0:05.0,G. Harris misses 3-pt jump shot from 29 ft,,114,121
4,0:03.0,Offensive rebound by T. Lyles,,114,121
4,0:02.0,T. Lyles misses 2-pt hook shot from 5 ft,,114,121
4,0:00.0,,Defensive rebound by J. Hart,114,121
