QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
1,1:28.0,,Defensive rebound by S. Curry,20,28
1,1:21.0,,Turnover by S. Curry (bad pass; steal by J. Green),20,28
1,1:15.0,L. Williams makes 2-pt jump shot from 8 ft,,22,28
1,1:15.0,Shooting foul by A. McKinnie (drawn by L. Williams),,22,28
1,1:15.0,L. Williams makes free throw 1 of 1,,23,28
1,1:07.0,,D. Green makes 2-pt dunk from 2 ft (assist by S. Curry),23,30
1,0:53.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,25,30
1,0:42.0,,S. Curry makes 3-pt jump shot from 25 ft,25,33
1,0:33.0,Turnover by M. Harrell (bad pass; steal by A. Iguodala),,25,33
1,0:23.0,,A. McKinnie makes 3-pt jump shot from 24 ft (assist by S. Curry),25,36
1,0:05.0,L. Williams misses 2-pt layup from 5 ft (block by A. Iguodala),,25,36
1,0:04.0,Offensive rebound by L. Williams,,25,36
1,0:03.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,27,36
1,0:00.0,,S. Curry misses 3-pt jump shot from 56 ft,27,36
1,0:00.0,,Offensive rebound by Team,27,36
2,11:45.0,,D. Cousins misses 2-pt layup from 4 ft,27,36
2,11:44.0,,Offensive rebound by D. Cousins,27,36
2,11:43.0,,D. Cousins misses 2-pt layup from 4 ft (block by M. Harrell),27,36
2,11:42.0,,Offensive rebound by D. Cousins,27,36
2,11:41.0,,D. Cousins makes 2-pt layup from 3 ft,27,38
2,11:32.0,Offensive foul by J. Green (drawn by A. Iguodala),,27,38
2,11:32.0,Turnover by J. Green (offensive foul),,27,38
2,11:11.0,,D. Cousins misses 2-pt jump shot from 9 ft,27,38
2,11:10.0,Defensive rebound by W. Chandler,,27,38
2,11:02.0,J. Green makes 2-pt dunk from 2 ft (assist by L. Williams),,29,38
2,10:46.0,,Personal foul by J. Green (drawn by A. Iguodala),29,38
2,10:43.0,,D. Cousins misses 2-pt jump shot from 20 ft,29,38
2,10:42.0,,Offensive rebound by Q. Cook,29,38
2,10:30.0,,Turnover by D. Cousins (traveling),29,38
2,10:22.0,L. Williams makes 2-pt jump shot from 7 ft,,31,38
2,10:12.0,,Q. Cook misses 2-pt jump shot from 17 ft (block by G. Temple),31,38
2,10:11.0,Defensive rebound by M. Harrell,,31,38
2,10:07.0,Turnover by J. Green (bad pass),,31,38
2,9:58.0,,S. Livingston misses 2-pt jump shot from 18 ft,31,38
2,9:57.0,Defensive rebound by M. Harrell,,31,38
2,9:43.0,Shooting foul by S. Livingston (drawn by W. Chandler),,31,38
2,9:43.0,W. Chandler makes free throw 1 of 2,,32,38
2,9:43.0,W. Chandler makes free throw 2 of 2,,33,38
2,9:30.0,,Q. Cook misses 3-pt jump shot from 27 ft,33,38
2,9:28.0,Defensive rebound by J. Green,,33,38
2,9:19.0,L. Williams makes 2-pt layup from 5 ft,,35,38
2,9:03.0,,A. Iguodala misses 2-pt jump shot from 14 ft,35,38
2,9:02.0,Defensive rebound by Team,,35,38
2,9:02.0,,K. Durant enters the game for A. Iguodala,35,38
2,8:54.0,L. Williams makes 2-pt layup from 2 ft,,37,38
2,8:47.0,,Golden State full timeout,37,38
2,8:47.0,,A. Bogut enters the game for D. Cousins,37,38
2,8:41.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by A. Bogut),37,40
2,8:24.0,J. Green misses 3-pt jump shot from 22 ft,,37,40
2,8:22.0,,Defensive rebound by S. Livingston,37,40
2,8:18.0,,Turnover by K. Durant (bad pass),37,40
2,8:18.0,S. Gilgeous-Alexander enters the game for W. Chandler,,37,40
2,8:18.0,L. Shamet enters the game for G. Temple,,37,40
2,7:50.0,M. Harrell misses 2-pt hook shot from 9 ft,,37,40
2,7:47.0,,Defensive rebound by A. Bogut,37,40
2,7:47.0,,S. Curry enters the game for Q. Cook,37,40
2,7:39.0,,S. Livingston misses 2-pt jump shot from 15 ft,37,40
2,7:38.0,Defensive rebound by J. Green,,37,40
2,7:22.0,S. Gilgeous-Alexander misses 2-pt layup from 5 ft,,37,40
2,7:21.0,Offensive rebound by M. Harrell,,37,40
2,7:20.0,M. Harrell makes 2-pt dunk at rim,,39,40
2,7:04.0,,K. Durant misses 3-pt jump shot from 29 ft,39,40
2,7:02.0,Defensive rebound by J. Green,,39,40
2,6:57.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,41,40
2,6:57.0,Shooting foul by A. Bogut (drawn by M. Harrell),,41,40
2,6:57.0,M. Harrell makes free throw 1 of 1,,42,40
2,6:44.0,,A. Bogut makes 2-pt layup from 2 ft (assist by K. Thompson),42,42
2,6:44.0,,Shooting foul by L. Shamet (drawn by A. Bogut),42,42
2,6:44.0,,A. Bogut makes free throw 1 of 1,42,43
2,6:38.0,L. Williams misses 2-pt jump shot from 5 ft (block by A. Bogut),,42,43
2,6:37.0,Offensive rebound by Team,,42,43
2,6:37.0,D. Gallinari enters the game for M. Harrell,,42,43
2,6:37.0,,D. Green enters the game for A. Bogut,42,43
2,6:37.0,,A. Iguodala enters the game for S. Livingston,42,43
2,6:27.0,Personal foul by S. Curry (drawn by S. Gilgeous-Alexander),,42,43
2,6:18.0,Turnover by J. Green (traveling),,42,43
2,6:10.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),42,45
2,6:09.0,LA Clippers full timeout,,42,45
2,6:09.0,P. Beverley enters the game for L. Williams,,42,45
2,5:56.0,L. Shamet misses 3-pt jump shot from 25 ft,,42,45
2,5:55.0,Offensive rebound by J. Green,,42,45
2,5:55.0,J. Green misses 2-pt layup at rim,,42,45
2,5:54.0,,Defensive rebound by D. Green,42,45
2,5:34.0,,Shooting foul by P. Beverley (drawn by K. Durant),42,45
2,5:34.0,,K. Durant makes free throw 1 of 2,42,46
2,5:34.0,,K. Durant makes free throw 2 of 2,42,47
2,5:22.0,Shooting foul by S. Curry (drawn by S. Gilgeous-Alexander),,42,47
2,5:22.0,S. Gilgeous-Alexander misses free throw 1 of 2,,42,47
2,5:22.0,Offensive rebound by Team,,42,47
2,5:22.0,S. Gilgeous-Alexander makes free throw 2 of 2,,43,47
2,5:13.0,,D. Green misses 2-pt jump shot from 13 ft,43,47
2,5:12.0,Defensive rebound by J. Green,,43,47
2,4:56.0,S. Gilgeous-Alexander makes 2-pt jump shot from 18 ft (assist by P. Beverley),,45,47
2,4:36.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),45,49
2,4:30.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by P. Beverley),,48,49
2,4:07.0,,K. Durant makes 2-pt jump shot from 11 ft (assist by D. Green),48,51
2,3:54.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,48,51
2,3:52.0,,Defensive rebound by K. Thompson,48,51
2,3:46.0,,Personal foul by J. Green (drawn by K. Durant),48,51
2,3:46.0,M. Harrell enters the game for J. Green,,48,51
2,3:46.0,L. Williams enters the game for L. Shamet,,48,51
2,3:41.0,,K. Durant misses 2-pt jump shot from 11 ft,48,51
2,3:40.0,Defensive rebound by D. Gallinari,,48,51
2,3:28.0,M. Harrell makes 2-pt layup from 2 ft (assist by P. Beverley),,50,51
2,3:28.0,Shooting foul by A. Iguodala (drawn by M. Harrell),,50,51
2,3:28.0,M. Harrell makes free throw 1 of 1,,51,51
2,3:21.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by A. Iguodala),51,53
2,3:08.0,Turnover by D. Gallinari (lost ball; steal by K. Durant),,51,53
2,3:02.0,,A. Iguodala makes 2-pt dunk from 2 ft,51,55
2,2:38.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,51,55
2,2:37.0,,Defensive rebound by A. Iguodala,51,55
2,2:35.0,,Personal take foul by S. Gilgeous-Alexander (drawn by A. Iguodala),51,55
2,2:35.0,,A. Iguodala misses free throw 1 of 2,51,55
2,2:35.0,,Offensive rebound by Team,51,55
2,2:35.0,,A. Iguodala misses free throw 2 of 2,51,55
2,2:32.0,Defensive rebound by S. Gilgeous-Alexander,,51,55
2,2:23.0,L. Williams misses 2-pt jump shot from 12 ft,,51,55
2,2:22.0,Offensive rebound by M. Harrell,,51,55
2,2:21.0,M. Harrell makes 2-pt layup from 1 ft,,53,55
2,2:06.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),53,58
2,1:42.0,D. Gallinari misses 3-pt jump shot from 26 ft,,53,58
2,1:40.0,,Defensive rebound by K. Durant,53,58
2,1:35.0,,Shooting foul by S. Gilgeous-Alexander (drawn by S. Curry),53,58
2,1:35.0,,S. Curry makes free throw 1 of 2,53,59
2,1:35.0,,S. Curry makes free throw 2 of 2,53,60
2,1:29.0,Shooting foul by D. Green (drawn by M. Harrell),,53,60
2,1:29.0,M. Harrell misses free throw 1 of 2,,53,60
2,1:29.0,Offensive rebound by Team,,53,60
2,1:29.0,,K. Looney enters the game for D. Green,53,60
2,1:29.0,M. Harrell makes free throw 2 of 2,,54,60
2,1:18.0,,S. Curry makes 3-pt jump shot from 26 ft,54,63
2,0:59.0,L. Williams misses 2-pt jump shot from 19 ft,,54,63
2,0:58.0,,Defensive rebound by A. Iguodala,54,63
2,0:50.0,,S. Curry makes 2-pt layup from 4 ft,54,65
2,0:41.0,L. Williams misses 2-pt layup from 5 ft,,54,65
2,0:39.0,,Defensive rebound by S. Curry,54,65
2,0:39.0,,Personal take foul by L. Williams (drawn by S. Curry),54,65
2,0:39.0,,S. Curry makes free throw 1 of 2,54,66
2,0:39.0,,S. Curry misses free throw 2 of 2,54,66
2,0:38.0,,Offensive rebound by S. Curry,54,66
2,0:37.0,,Shooting foul by D. Gallinari (drawn by K. Durant),54,66
2,0:37.0,Technical foul by D. Gallinari,,54,66
2,0:37.0,,S. Curry makes technical free throw,54,67
2,0:37.0,,K. Durant makes free throw 1 of 2,54,68
2,0:37.0,,K. Durant makes free throw 2 of 2,54,69
2,0:37.0,,S. Livingston enters the game for S. Curry,54,69
2,0:33.0,L. Williams makes 2-pt jump shot from 9 ft,,56,69
2,0:11.0,,A. Iguodala misses 3-pt jump shot from 29 ft,56,69
2,0:09.0,Defensive rebound by P. Beverley,,56,69
2,0:02.0,P. Beverley misses 2-pt jump shot from 6 ft,,56,69
2,0:01.0,,Defensive rebound by K. Durant,56,69
3,12:00.0,,K. Thompson makes technical free throw,56,70
3,11:44.0,,D. Green misses 3-pt jump shot from 23 ft,56,70
3,11:42.0,Defensive rebound by P. Beverley,,56,70
3,11:37.0,Shooting foul by D. Cousins (drawn by D. Gallinari),,56,70
3,11:37.0,D. Gallinari makes free throw 1 of 2,,57,70
3,11:37.0,D. Gallinari makes free throw 2 of 2,,58,70
3,11:25.0,,K. Durant misses 2-pt layup from 3 ft,58,70
3,11:24.0,,Offensive rebound by D. Cousins,58,70
3,11:24.0,,D. Cousins makes 2-pt dunk at rim,58,72
3,11:07.0,D. Gallinari makes 3-pt jump shot from 28 ft,,61,72
3,10:49.0,,D. Cousins misses 3-pt jump shot from 27 ft,61,72
3,10:47.0,,Offensive rebound by S. Curry,61,72
3,10:38.0,,Personal foul by P. Beverley (drawn by K. Durant),61,72
3,10:27.0,,K. Thompson misses 2-pt jump shot from 22 ft,61,72
3,10:25.0,Defensive rebound by I. Zubac,,61,72
3,10:21.0,D. Gallinari misses 3-pt jump shot from 29 ft,,61,72
3,10:19.0,Offensive rebound by I. Zubac,,61,72
3,10:15.0,I. Zubac misses 2-pt layup from 1 ft,,61,72
3,10:14.0,,Defensive rebound by S. Curry,61,72
3,10:10.0,,K. Durant misses 2-pt jump shot from 14 ft,61,72
3,10:09.0,Defensive rebound by S. Gilgeous-Alexander,,61,72
3,10:06.0,Turnover by P. Beverley (step out of bounds),,61,72
3,9:56.0,,Personal foul by P. Beverley (drawn by S. Curry),61,72
3,9:51.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by D. Cousins),61,74
3,9:27.0,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by L. Shamet),,64,74
3,9:19.0,,Turnover by D. Green (bad pass; steal by I. Zubac),64,74
3,9:16.0,L. Shamet misses 3-pt jump shot from 27 ft,,64,74
3,9:12.0,,Defensive rebound by D. Cousins,64,74
3,9:07.0,,K. Thompson misses 3-pt jump shot from 23 ft,64,74
3,9:04.0,Defensive rebound by I. Zubac,,64,74
3,8:46.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft (block by K. Thompson),,64,74
3,8:44.0,,Defensive rebound by S. Curry,64,74
3,8:43.0,,Personal take foul by D. Gallinari (drawn by S. Curry),64,74
3,8:37.0,,K. Thompson misses 2-pt jump shot from 18 ft,64,74
3,8:32.0,Defensive rebound by I. Zubac,,64,74
3,8:30.0,P. Beverley makes 3-pt jump shot from 27 ft (assist by D. Gallinari),,67,74
3,8:11.0,,D. Cousins misses 3-pt jump shot from 28 ft,67,74
3,8:07.0,,Offensive rebound by S. Curry,67,74
3,8:04.0,,S. Curry makes 3-pt jump shot from 27 ft,67,77
3,7:53.0,S. Gilgeous-Alexander misses 2-pt layup from 8 ft,,67,77
3,7:50.0,,Defensive rebound by D. Green,67,77
3,7:45.0,,Turnover by D. Green (bad pass; steal by D. Gallinari),67,77
3,7:43.0,D. Gallinari misses 2-pt layup from 3 ft,,67,77
3,7:41.0,,Defensive rebound by Team,67,77
3,7:41.0,,Golden State full timeout,67,77
3,7:25.0,,K. Thompson misses 2-pt jump shot from 21 ft,67,77
3,7:22.0,,Offensive rebound by D. Cousins,67,77
3,7:19.0,,Turnover by D. Cousins (lost ball; steal by D. Gallinari),67,77
3,7:12.0,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),,67,77
3,7:03.0,,K. Thompson misses 2-pt jump shot from 13 ft,67,77
3,7:01.0,Defensive rebound by S. Gilgeous-Alexander,,67,77
3,7:01.0,L. Williams enters the game for L. Shamet,,67,77
3,6:42.0,Shooting foul by K. Durant (drawn by D. Gallinari),,67,77
3,6:42.0,D. Gallinari makes free throw 1 of 2,,68,77
3,6:42.0,D. Gallinari makes free throw 2 of 2,,69,77
3,6:28.0,,Turnover by D. Cousins (offensive foul),69,77
3,6:28.0,,Offensive foul by D. Cousins (drawn by S. Gilgeous-Alexander),69,77
3,6:28.0,M. Harrell enters the game for I. Zubac,,69,77
3,6:18.0,M. Harrell makes 2-pt jump shot from 11 ft (assist by S. Gilgeous-Alexander),,71,77
3,5:59.0,,K. Durant misses 2-pt jump shot from 14 ft,71,77
3,5:55.0,,Offensive rebound by D. Cousins,71,77
3,5:54.0,,K. Thompson misses 3-pt jump shot from 27 ft,71,77
3,5:50.0,Defensive rebound by P. Beverley,,71,77
3,5:47.0,S. Gilgeous-Alexander misses 2-pt layup from 7 ft (block by S. Curry),,71,77
3,5:45.0,,Defensive rebound by S. Curry,71,77
3,5:44.0,,Personal take foul by L. Williams (drawn by K. Durant),71,77
3,5:44.0,G. Temple enters the game for S. Gilgeous-Alexander,,71,77
3,5:44.0,,K. Looney enters the game for D. Cousins,71,77
3,5:39.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by K. Looney),71,79
3,5:11.0,G. Temple misses 2-pt jump shot from 20 ft,,71,79
3,5:10.0,Offensive rebound by Team,,71,79
3,5:10.0,Turnover by Team (shot clock),,71,79
3,4:53.0,,K. Looney makes 2-pt dunk at rim (assist by K. Durant),71,81
3,4:43.0,Turnover by L. Williams (bad pass; steal by K. Looney),,71,81
3,4:36.0,,K. Durant makes 2-pt layup from 1 ft,71,83
3,4:36.0,LA Clippers full timeout,,71,83
3,4:36.0,,A. Iguodala enters the game for K. Thompson,71,83
3,4:25.0,L. Williams makes 2-pt jump shot from 21 ft,,73,83
3,4:07.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by A. Iguodala),73,85
3,3:43.0,L. Williams misses 2-pt layup from 3 ft,,73,85
3,3:42.0,,Defensive rebound by K. Looney,73,85
3,3:38.0,,Turnover by K. Durant (bad pass),73,85
3,3:29.0,G. Temple misses 3-pt jump shot from 23 ft,,73,85
3,3:27.0,,Defensive rebound by D. Green,73,85
3,3:10.0,,Turnover by K. Durant (bad pass; steal by L. Williams),73,85
3,3:06.0,Offensive foul by G. Temple (drawn by S. Curry),,73,85
3,3:06.0,Turnover by G. Temple (offensive foul),,73,85
3,2:51.0,,D. Green makes 2-pt jump shot from 17 ft,73,87
3,2:38.0,L. Williams makes 2-pt jump shot from 11 ft,,75,87
3,2:38.0,Shooting foul by S. Curry (drawn by L. Williams),,75,87
3,2:38.0,J. Green enters the game for D. Gallinari,,75,87
3,2:38.0,,A. McKinnie enters the game for K. Durant,75,87
3,2:38.0,L. Williams makes free throw 1 of 1,,76,87
3,2:23.0,,Personal foul by L. Williams (drawn by S. Curry),76,87
3,2:23.0,,S. Curry makes free throw 1 of 2,76,88
3,2:23.0,,S. Curry makes free throw 2 of 2,76,89
3,2:14.0,L. Williams makes 3-pt jump shot from 26 ft,,79,89
3,2:02.0,,D. Green misses 2-pt layup from 3 ft (block by M. Harrell),79,89
3,2:00.0,,Offensive rebound by D. Green,79,89
3,1:59.0,,D. Green makes 2-pt layup from 3 ft,79,91
3,1:47.0,G. Temple misses 3-pt jump shot from 23 ft,,79,91
3,1:45.0,,Defensive rebound by K. Looney,79,91
3,1:40.0,,Shooting foul by G. Temple (drawn by S. Curry),79,91
3,1:40.0,,S. Curry makes free throw 1 of 2,79,92
3,1:40.0,,S. Curry makes free throw 2 of 2,79,93
3,1:33.0,Turnover by L. Williams (bad pass; steal by K. Looney),,79,93
3,1:26.0,,A. Iguodala misses 2-pt layup from 5 ft,79,93
3,1:22.0,,Offensive rebound by K. Looney,79,93
3,1:22.0,,K. Looney misses 2-pt layup at rim,79,93
3,1:21.0,Defensive rebound by P. Beverley,,79,93
3,1:18.0,P. Beverley misses 3-pt jump shot from 27 ft,,79,93
3,1:14.0,,Defensive rebound by S. Curry,79,93
3,1:10.0,,S. Curry makes 3-pt jump shot from 30 ft,79,96
3,1:00.0,J. Green misses 3-pt jump shot from 27 ft,,79,96
3,0:58.0,,Defensive rebound by S. Curry,79,96
3,0:52.0,,Offensive foul by S. Curry (drawn by G. Temple),79,96
3,0:52.0,,Turnover by S. Curry (offensive foul),79,96
3,0:52.0,S. Gilgeous-Alexander enters the game for P. Beverley,,79,96
3,0:52.0,L. Shamet enters the game for G. Temple,,79,96
3,0:52.0,,Q. Cook enters the game for S. Curry,79,96
3,0:52.0,,K. Durant enters the game for A. McKinnie,79,96
3,0:40.0,L. Williams misses 3-pt jump shot from 28 ft,,79,96
3,0:39.0,,Defensive rebound by K. Looney,79,96
3,0:30.0,,K. Durant misses 2-pt jump shot from 12 ft,79,96
3,0:27.0,Defensive rebound by Team,,79,96
3,0:27.0,,Loose ball foul by A. Iguodala (drawn by M. Harrell),79,96
3,0:09.0,L. Williams misses 2-pt jump shot from 21 ft,,79,96
3,0:07.0,,Defensive rebound by A. Iguodala,79,96
3,0:02.0,,K. Durant makes 2-pt dunk at rim (assist by A. Iguodala),79,98
3,0:01.0,S. Gilgeous-Alexander misses 3-pt jump shot from 58 ft,,79,98
3,0:00.0,Offensive rebound by Team,,79,98
4,11:38.0,S. Gilgeous-Alexander makes 3-pt jump shot from 29 ft (assist by L. Williams),,82,98
4,11:20.0,,K. Thompson misses 3-pt jump shot from 26 ft,82,98
4,11:18.0,Defensive rebound by S. Gilgeous-Alexander,,82,98
4,11:09.0,Personal foul by Q. Cook (drawn by J. Green),,82,98
4,10:55.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by L. Williams),,85,98
4,10:37.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Cousins),85,100
4,10:13.0,Turnover by L. Shamet (lost ball; steal by A. Iguodala),,85,100
4,10:10.0,,A. Iguodala makes 2-pt dunk from 1 ft,85,102
4,10:10.0,LA Clippers full timeout,,85,102
4,9:58.0,L. Shamet misses 3-pt jump shot from 27 ft,,85,102
4,9:56.0,,Defensive rebound by A. Iguodala,85,102
4,9:43.0,,Turnover by D. Cousins (bad pass; steal by M. Harrell),85,102
4,9:35.0,Personal foul by S. Livingston (drawn by L. Williams),,85,102
4,9:20.0,J. Green makes 2-pt dunk from 3 ft (assist by L. Shamet),,87,102
4,9:05.0,,Turnover by S. Livingston (bad pass),87,102
4,9:05.0,,K. Durant enters the game for A. Iguodala,87,102
4,8:46.0,Shooting foul by D. Cousins (drawn by M. Harrell),,87,102
4,8:46.0,M. Harrell misses free throw 1 of 2,,87,102
4,8:46.0,Offensive rebound by Team,,87,102
4,8:46.0,M. Harrell misses free throw 2 of 2,,87,102
4,8:44.0,,Defensive rebound by D. Cousins,87,102
4,8:25.0,,Q. Cook misses 2-pt jump shot from 15 ft,87,102
4,8:23.0,Defensive rebound by L. Williams,,87,102
4,8:19.0,L. Shamet misses 2-pt layup from 3 ft,,87,102
