QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
4,7:21.0,T. Frazier misses 3-pt jump shot from 27 ft,,99,110
4,7:19.0,,Defensive rebound by E. Turner,99,110
4,7:05.0,,E. Turner misses 3-pt jump shot from 23 ft,99,110
4,7:03.0,Defensive rebound by T. Frazier,,99,110
4,6:55.0,J. Holiday misses 3-pt jump shot from 25 ft,,99,110
4,6:53.0,Offensive rebound by Team,,99,110
4,6:51.0,A. Davis misses 2-pt jump shot from 18 ft,,99,110
4,6:48.0,,Defensive rebound by D. Lillard,99,110
4,6:39.0,,D. Lillard makes 2-pt jump shot from 18 ft,99,112
4,6:39.0,,Shooting foul by T. Frazier (drawn by D. Lillard),99,112
4,6:39.0,,D. Lillard makes free throw 1 of 1,99,113
4,6:30.0,Personal foul by C. McCollum (drawn by A. Davis),,99,113
4,6:17.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),,102,113
4,5:52.0,,Z. Collins makes 2-pt dunk from 2 ft (assist by E. Turner),102,115
4,5:42.0,Turnover by J. Holiday (bad pass; steal by E. Turner),,102,115
4,5:29.0,,E. Turner makes 2-pt layup at rim (assist by A. Aminu),102,117
4,5:24.0,New Orleans full timeout,,102,117
4,5:24.0,D. Miller enters the game for T. Frazier,,102,117
4,5:24.0,N. Mirotić enters the game for E. Moore,,102,117
4,5:15.0,D. Miller misses 2-pt jump shot from 17 ft,,102,117
4,5:10.0,Offensive rebound by A. Davis,,102,117
4,5:10.0,A. Davis makes 2-pt dunk from 1 ft,,104,117
4,4:53.0,,Z. Collins misses 2-pt jump shot from 19 ft,104,117
4,4:52.0,,Offensive rebound by Z. Collins,104,117
4,4:51.0,,Z. Collins misses 2-pt layup from 3 ft,104,117
4,4:51.0,Defensive rebound by Team,,104,117
4,4:32.0,J. Randle makes 2-pt layup from 2 ft,,106,117
4,4:09.0,,Z. Collins makes 2-pt layup from 2 ft (assist by A. Aminu),106,119
4,3:55.0,J. Randle makes 3-pt jump shot from 26 ft (assist by D. Miller),,109,119
4,3:34.0,,Z. Collins misses 2-pt dunk from 2 ft (block by J. Randle),109,119
4,3:31.0,Defensive rebound by J. Randle,,109,119
4,3:27.0,Turnover by J. Randle (bad pass; steal by Z. Collins),,109,119
4,3:24.0,,Personal foul by D. Miller (drawn by E. Turner),109,119
4,3:24.0,,J. Nurkić enters the game for Z. Collins,109,119
4,3:14.0,,Shooting foul by J. Randle (drawn by A. Aminu),109,119
4,3:14.0,,A. Aminu makes free throw 1 of 2,109,120
4,3:14.0,E. Moore enters the game for A. Davis,,109,120
4,3:14.0,,A. Aminu makes free throw 2 of 2,109,121
4,3:05.0,J. Randle makes 2-pt layup from 1 ft,,111,121
4,3:05.0,Shooting foul by J. Nurkić (drawn by J. Randle),,111,121
4,3:05.0,A. Davis enters the game for D. Miller,,111,121
4,3:05.0,,Z. Collins enters the game for J. Nurkić,111,121
4,3:05.0,J. Randle makes free throw 1 of 1,,112,121
4,2:40.0,,Z. Collins misses 3-pt jump shot from 28 ft,112,121
4,2:38.0,,Offensive rebound by C. McCollum,112,121
4,2:32.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),112,124
4,2:22.0,J. Randle misses 3-pt jump shot from 25 ft,,112,124
4,2:20.0,,Defensive rebound by E. Turner,112,124
4,2:05.0,,D. Lillard misses 3-pt jump shot from 32 ft,112,124
4,2:02.0,,Offensive rebound by E. Turner,112,124
4,1:59.0,,A. Aminu makes 2-pt dunk from 2 ft (assist by Z. Collins),112,126
4,1:37.0,E. Moore misses 2-pt jump shot from 7 ft,,112,126
4,1:34.0,,Defensive rebound by A. Aminu,112,126
4,1:18.0,,Personal foul by E. Moore (drawn by D. Lillard),112,126
4,1:18.0,,D. Lillard makes free throw 1 of 2,112,127
4,1:18.0,T. Frazier enters the game for A. Davis,,112,127
4,1:18.0,F. Jackson enters the game for J. Holiday,,112,127
4,1:18.0,D. Miller enters the game for N. Mirotić,,112,127
4,1:18.0,J. Okafor enters the game for E. Moore,,112,127
4,1:18.0,,M. Leonard enters the game for A. Aminu,112,127
4,1:18.0,,A. Simons enters the game for C. McCollum,112,127
4,1:18.0,,G. Trent enters the game for E. Turner,112,127
4,1:18.0,,D. Lillard makes free throw 2 of 2,112,128
4,1:04.0,F. Jackson misses 2-pt jump shot from 18 ft,,112,128
4,1:01.0,Offensive rebound by F. Jackson,,112,128
4,0:55.0,Turnover by T. Frazier (bad pass; steal by D. Lillard),,112,128
4,0:43.0,,A. Simons misses 2-pt layup from 3 ft (block by J. Randle),112,128
4,0:42.0,Defensive rebound by F. Jackson,,112,128
4,0:25.0,T. Frazier misses 2-pt jump shot from 9 ft,,112,128
4,0:23.0,,Defensive rebound by Z. Collins,112,128
4,0:00.0,,Turnover by Team (shot clock),112,128
