QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
4,9:37.0,,Defensive rebound by A. Drummond,102,80
4,9:25.0,,I. Smith makes 2-pt layup from 2 ft,102,82
4,9:07.0,Personal foul by I. Smith (drawn by G. Hill),,102,82
4,9:07.0,P. Connaughton enters the game for G. Antetokounmpo,,102,82
4,9:07.0,E. İlyasova enters the game for G. Hill,,102,82
4,9:07.0,,R. Jackson enters the game for I. Smith,102,82
4,8:47.0,Turnover by E. Bledsoe (bad pass; steal by A. Drummond),,102,82
4,8:33.0,,B. Griffin misses 2-pt layup from 3 ft,102,82
4,8:31.0,,Offensive rebound by B. Griffin,102,82
4,8:31.0,,B. Griffin misses 2-pt layup from 1 ft,102,82
4,8:31.0,,Offensive rebound by B. Griffin,102,82
4,8:31.0,,B. Griffin makes 2-pt layup from 2 ft,102,84
4,8:31.0,Milwaukee full timeout,,102,84
4,8:31.0,,L. Kennard enters the game for L. Galloway,102,84
4,8:13.0,B. Lopez makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,104,84
4,7:51.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by L. Kennard),104,87
4,7:38.0,E. İlyasova misses 3-pt jump shot from 25 ft,,104,87
4,7:34.0,Offensive rebound by E. Bledsoe,,104,87
4,7:27.0,E. Bledsoe makes 2-pt jump shot from 17 ft (assist by B. Lopez),,106,87
4,7:15.0,,A. Drummond makes 2-pt dunk from 3 ft (assist by R. Jackson),106,89
4,6:50.0,Shooting foul by B. Griffin (drawn by E. İlyasova),,106,89
4,6:50.0,E. İlyasova makes free throw 1 of 2,,107,89
4,6:50.0,G. Hill enters the game for E. Bledsoe,,107,89
4,6:50.0,K. Middleton enters the game for S. Brown,,107,89
4,6:50.0,E. İlyasova makes free throw 2 of 2,,108,89
4,6:38.0,,R. Jackson misses 3-pt jump shot from 27 ft,108,89
4,6:34.0,Defensive rebound by K. Middleton,,108,89
4,6:28.0,P. Connaughton misses 3-pt jump shot from 26 ft,,108,89
4,6:24.0,,Defensive rebound by A. Drummond,108,89
4,6:16.0,,R. Jackson misses 2-pt layup from 9 ft (block by B. Lopez),108,89
4,6:16.0,Defensive rebound by Team,,108,89
4,6:16.0,G. Antetokounmpo enters the game for E. İlyasova,,108,89
4,6:16.0,,I. Smith enters the game for B. Griffin,108,89
4,5:56.0,Turnover by K. Middleton (bad pass; steal by A. Drummond),,108,89
4,5:51.0,,R. Jackson misses 2-pt dunk from 2 ft,108,89
4,5:49.0,Defensive rebound by B. Lopez,,108,89
4,5:42.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by A. Drummond),,108,89
4,5:38.0,,Defensive rebound by I. Smith,108,89
4,5:31.0,,W. Ellington misses 3-pt jump shot from 24 ft,108,89
4,5:30.0,Defensive rebound by Team,,108,89
4,5:12.0,Turnover by B. Lopez (bad pass),,108,89
4,5:02.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by I. Smith),108,91
4,4:52.0,Personal foul by R. Jackson (drawn by B. Lopez),,108,91
4,4:45.0,G. Antetokounmpo makes 2-pt hook shot from 3 ft,,110,91
4,4:29.0,,R. Jackson misses 2-pt layup from 2 ft,110,91
4,4:25.0,,Offensive rebound by A. Drummond,110,91
4,4:25.0,,A. Drummond makes 2-pt dunk from 1 ft,110,93
4,4:16.0,Turnover by G. Antetokounmpo (lost ball; steal by A. Drummond),,110,93
4,4:01.0,,L. Kennard makes 2-pt jump shot from 11 ft,110,95
4,3:45.0,G. Antetokounmpo misses 3-pt jump shot from 23 ft,,110,95
4,3:42.0,,Defensive rebound by A. Drummond,110,95
4,3:34.0,,I. Smith misses 3-pt jump shot from 23 ft,110,95
4,3:32.0,Defensive rebound by G. Antetokounmpo,,110,95
4,3:25.0,Milwaukee full timeout,,110,95
4,3:15.0,K. Middleton makes 2-pt jump shot from 19 ft,,112,95
4,2:58.0,,Personal foul by G. Antetokounmpo (drawn by A. Drummond),112,95
4,2:50.0,,A. Drummond misses 2-pt layup from 3 ft (block by B. Lopez),112,95
4,2:46.0,Defensive rebound by P. Connaughton,,112,95
4,2:43.0,K. Middleton makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,114,95
4,2:33.0,,R. Jackson misses 3-pt jump shot from 27 ft,114,95
4,2:32.0,Defensive rebound by Team,,114,95
4,2:32.0,S. Brown enters the game for G. Antetokounmpo,,114,95
4,2:05.0,G. Hill misses 3-pt jump shot from 25 ft,,114,95
4,2:03.0,,Defensive rebound by L. Kennard,114,95
4,2:01.0,,Shooting foul by K. Middleton (drawn by A. Drummond),114,95
4,2:01.0,,A. Drummond misses free throw 1 of 2,114,95
4,2:01.0,,Offensive rebound by Team,114,95
4,2:01.0,T. Frazier enters the game for B. Lopez,,114,95
4,2:01.0,E. İlyasova enters the game for K. Middleton,,114,95
4,2:01.0,,L. Galloway enters the game for W. Ellington,114,95
4,2:01.0,,A. Drummond misses free throw 2 of 2,114,95
4,1:58.0,,Offensive rebound by R. Jackson,114,95
4,1:58.0,N. Mirotić enters the game for G. Hill,,114,95
4,1:45.0,,L. Kennard misses 3-pt jump shot from 26 ft,114,95
4,1:43.0,Defensive rebound by T. Frazier,,114,95
4,1:28.0,P. Connaughton makes 2-pt layup from 2 ft,,116,95
4,1:22.0,,R. Jackson makes 2-pt layup from 3 ft,116,97
4,1:10.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by T. Frazier),,119,97
4,1:10.0,,Personal take foul by S. Brown (drawn by I. Smith),119,97
4,1:10.0,T. Snell enters the game for P. Connaughton,,119,97
4,1:10.0,D. Wilson enters the game for E. İlyasova,,119,97
4,0:58.0,,I. Smith misses 2-pt layup from 2 ft,119,97
4,0:56.0,Defensive rebound by D. Wilson,,119,97
4,0:37.0,T. Frazier misses 2-pt jump shot from 16 ft (block by A. Drummond),,119,97
4,0:33.0,,Defensive rebound by R. Jackson,119,97
4,0:27.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by L. Kennard),119,100
4,0:21.0,Personal foul by R. Jackson (drawn by T. Snell),,119,100
4,0:08.0,Turnover by D. Wilson (traveling),,119,100
4,0:00.0,,I. Smith makes 3-pt jump shot from 27 ft (assist by R. Jackson),119,103
