QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
4,5:00.0,Shooting foul by B. Ingram (drawn by A. Burks),,76,81
4,5:00.0,A. Burks misses free throw 1 of 2,,76,81
4,5:00.0,Offensive rebound by Team,,76,81
4,5:00.0,A. Burks makes free throw 2 of 2,,77,81
4,4:37.0,,B. Ingram misses 2-pt jump shot from 14 ft,77,81
4,4:36.0,,Offensive rebound by Team,77,81
4,4:36.0,,Turnover by Team (shot clock),77,81
4,4:36.0,Utah full timeout,,77,81
4,4:36.0,J. Ingles enters the game for R. O'Neale,,77,81
4,4:24.0,R. Rubio misses 3-pt jump shot from 27 ft,,77,81
4,4:20.0,,Defensive rebound by K. Kuzma,77,81
4,4:13.0,,Personal foul by R. Rubio (drawn by L. Ball),77,81
4,4:13.0,R. O'Neale enters the game for R. Rubio,,77,81
4,4:07.0,Violation by Team (kicked ball),,77,81
4,4:05.0,,Personal foul by A. Burks (drawn by L. Ball),77,81
4,3:57.0,,L. Ball makes 2-pt layup from 2 ft (assist by L. James),77,83
4,3:42.0,A. Burks misses 2-pt jump shot from 20 ft,,77,83
4,3:37.0,,Defensive rebound by J. McGee,77,83
4,3:17.0,,L. James makes 3-pt jump shot from 28 ft,77,86
4,3:03.0,J. Ingles makes 2-pt layup from 3 ft,,79,86
4,2:44.0,,L. James misses 3-pt jump shot from 26 ft,79,86
4,2:40.0,Defensive rebound by A. Burks,,79,86
4,2:23.0,J. Ingles misses 2-pt layup from 4 ft,,79,86
4,2:23.0,,Defensive rebound by K. Kuzma,79,86
4,2:23.0,,Personal take foul by R. Gobert (drawn by K. Kuzma),79,86
4,2:11.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. Ball),79,88
4,1:58.0,J. Crowder misses 3-pt jump shot from 25 ft,,79,88
4,1:54.0,,Defensive rebound by L. Ball,79,88
4,1:38.0,,Turnover by L. James (out of bounds lost ball),79,88
4,1:38.0,Utah full timeout,,79,88
4,1:38.0,,K. Caldwell-Pope enters the game for J. McGee,79,88
4,1:29.0,A. Burks makes 2-pt layup from 4 ft (assist by J. Ingles),,81,88
4,1:05.0,,K. Kuzma misses 3-pt jump shot from 25 ft,81,88
4,1:01.0,Defensive rebound by J. Ingles,,81,88
4,1:00.0,Shooting foul by K. Kuzma (drawn by A. Burks),,81,88
4,1:00.0,A. Burks makes free throw 1 of 2,,82,88
4,1:00.0,,J. McGee enters the game for K. Caldwell-Pope,82,88
4,1:00.0,A. Burks makes free throw 2 of 2,,83,88
4,1:00.0,,LA Lakers full timeout,83,88
4,1:00.0,,K. Caldwell-Pope enters the game for J. McGee,83,88
4,0:36.0,,K. Kuzma misses 2-pt jump shot from 3 ft,83,88
4,0:34.0,Defensive rebound by R. O'Neale,,83,88
4,0:27.0,A. Burks misses 2-pt layup from 3 ft (block by L. James),,83,88
4,0:27.0,,Defensive rebound by Team,83,88
4,0:19.0,,Personal take foul by J. Ingles (drawn by B. Ingram),83,88
4,0:19.0,,B. Ingram makes free throw 1 of 2,83,89
4,0:19.0,,B. Ingram makes free throw 2 of 2,83,90
4,0:13.0,R. O'Neale misses 3-pt jump shot from 25 ft,,83,90
4,0:10.0,,Defensive rebound by L. James,83,90
