QUARTER,TIME_REMAINING,DENVER_ACTION,PORTLAND_ACTION,DENVER_SCORE,PORTLAND_SCORE
4,4:14.0,,C. McCollum misses 2-pt jump shot from 3 ft,105,98
4,4:12.0,,Offensive rebound by D. Lillard,105,98
4,4:02.0,,D. Lillard misses 2-pt jump shot from 4 ft,105,98
4,4:00.0,,Offensive rebound by E. Freedom,105,98
4,4:00.0,,Offensive rebound by E. Freedom,105,98
4,4:00.0,,E. Freedom misses 2-pt layup from 1 ft (block by M. Plumlee),105,98
4,3:58.0,,E. Freedom misses 2-pt layup from 2 ft,105,98
4,3:55.0,,Offensive rebound by C. McCollum,105,98
4,3:55.0,,Shooting foul by M. Plumlee (drawn by D. Lillard),105,98
4,3:55.0,,D. Lillard makes free throw 1 of 3,105,99
4,3:55.0,,D. Lillard makes free throw 2 of 3,105,100
4,3:55.0,Denver full timeout,,105,100
4,3:55.0,,D. Lillard makes free throw 3 of 3,105,101
4,3:42.0,I. Thomas misses 2-pt jump shot from 12 ft,,105,101
4,3:39.0,,Defensive rebound by R. Hood,105,101
4,3:37.0,,Shooting foul by J. Hernangómez (drawn by E. Freedom),105,101
4,3:37.0,,E. Freedom makes free throw 1 of 2,105,102
4,3:37.0,,E. Freedom misses free throw 2 of 2,105,102
4,3:35.0,Defensive rebound by M. Plumlee,,105,102
4,3:22.0,T. Craig misses 3-pt jump shot from 25 ft,,105,102
4,3:19.0,,Defensive rebound by C. McCollum,105,102
4,3:14.0,,C. McCollum misses 2-pt jump shot from 3 ft,105,102
4,3:08.0,,Offensive rebound by A. Aminu,105,102
4,3:08.0,,A. Aminu makes 2-pt layup at rim,105,104
4,3:01.0,Personal foul by C. McCollum (drawn by I. Thomas),,105,104
4,3:01.0,,Portland full timeout,105,104
4,3:01.0,Offensive rebound by Team,,105,104
4,3:01.0,I. Thomas misses free throw 1 of 2,,105,104
4,3:01.0,I. Thomas makes free throw 2 of 2,,106,104
4,2:52.0,,C. McCollum misses 2-pt jump shot from 10 ft,106,104
4,2:48.0,,Offensive rebound by R. Hood,106,104
4,2:45.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by R. Hood),106,107
4,2:22.0,J. Hernangómez misses 2-pt jump shot from 6 ft (block by A. Aminu),,106,107
4,2:22.0,,Defensive rebound by C. McCollum,106,107
4,2:18.0,,E. Freedom makes 2-pt layup from 3 ft (assist by C. McCollum),106,109
4,2:18.0,Denver full timeout,,106,109
4,2:05.0,M. Beasley misses 3-pt jump shot from 27 ft,,106,109
4,2:01.0,,Defensive rebound by C. McCollum,106,109
4,1:49.0,,Turnover by E. Freedom (traveling),106,109
4,1:40.0,M. Beasley misses 2-pt layup from 18 ft,,106,109
4,1:38.0,,Defensive rebound by A. Aminu,106,109
4,1:38.0,,Personal foul by M. Plumlee (drawn by A. Aminu),106,109
4,1:38.0,T. Lyles enters the game for M. Plumlee,,106,109
4,1:38.0,,A. Aminu makes free throw 1 of 2,106,110
4,1:38.0,,E. Turner enters the game for E. Freedom,106,110
4,1:38.0,,A. Aminu makes free throw 2 of 2,106,111
4,1:31.0,I. Thomas misses 3-pt jump shot from 26 ft,,106,111
4,1:29.0,,Defensive rebound by A. Aminu,106,111
4,1:21.0,,Personal foul by I. Thomas (drawn by E. Turner),106,111
4,1:21.0,,Offensive rebound by Team,106,111
4,1:21.0,,E. Turner misses free throw 1 of 2,106,111
4,1:21.0,,E. Turner makes free throw 2 of 2,106,112
4,1:05.0,M. Beasley misses 2-pt layup from 2 ft (block by E. Turner),,106,112
4,1:05.0,,Defensive rebound by Team,106,112
4,0:56.0,,A. Aminu makes 2-pt layup from 1 ft (assist by E. Turner),106,114
4,0:56.0,Denver full timeout,,106,114
4,0:50.0,T. Lyles misses 3-pt jump shot from 23 ft,,106,114
4,0:48.0,,Defensive rebound by E. Turner,106,114
4,0:31.0,,C. McCollum misses 2-pt layup from 1 ft,106,114
4,0:31.0,,Offensive rebound by E. Turner,106,114
4,0:31.0,,Shooting foul by M. Beasley (drawn by E. Turner),106,114
4,0:31.0,,E. Turner misses free throw 1 of 2,106,114
4,0:31.0,,Offensive rebound by Team,106,114
4,0:31.0,,J. Layman enters the game for C. McCollum,106,114
4,0:31.0,,E. Turner makes free throw 2 of 2,106,115
4,0:24.0,I. Thomas makes 2-pt layup from 1 ft,,108,115
