QUARTER,TIME_REMAINING,BROOKLYN_ACTION,BOSTON_ACTION,BROOKLYN_SCORE,BOSTON_SCORE
2,8:28.0,,M. Morris misses 3-pt jump shot from 27 ft,35,37
2,8:28.0,Defensive rebound by Team,,35,37
2,8:15.0,D. Russell misses 2-pt layup from 4 ft,,35,37
2,8:13.0,Offensive rebound by D. Russell,,35,37
2,8:07.0,D. Carroll misses 3-pt jump shot from 26 ft,,35,37
2,8:06.0,Offensive rebound by E. Davis,,35,37
2,8:06.0,E. Davis misses 2-pt layup from 3 ft,,35,37
2,8:05.0,,Defensive rebound by A. Horford,35,37
2,8:05.0,,Personal foul by D. Russell (drawn by A. Horford),35,37
2,8:05.0,,T. Rozier enters the game for B. Wanamaker,35,37
2,7:50.0,,M. Smart makes 2-pt jump shot from 19 ft,35,39
2,7:30.0,T. Pinson misses 2-pt layup from 4 ft (block by A. Horford),,35,39
2,7:28.0,,Defensive rebound by T. Rozier,35,39
2,7:26.0,,Turnover by T. Rozier (bad pass; steal by D. Russell),35,39
2,7:22.0,D. Russell makes 2-pt layup from 1 ft,,37,39
2,7:11.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Brown),37,42
2,6:53.0,D. Russell makes 2-pt jump shot from 19 ft,,39,42
2,6:31.0,,Turnover by M. Smart (lost ball; steal by D. Russell),39,42
2,6:27.0,D. Russell misses 2-pt layup from 1 ft (block by M. Smart),,39,42
2,6:27.0,Offensive rebound by Team,,39,42
2,6:27.0,J. Harris enters the game for D. Carroll,,39,42
2,6:23.0,D. Russell makes 3-pt jump shot from 25 ft (assist by E. Davis),,42,42
2,6:05.0,,T. Rozier misses 2-pt jump shot from 10 ft,42,42
2,6:03.0,Defensive rebound by E. Davis,,42,42
2,5:58.0,R. Kurucs misses 2-pt layup from 2 ft (block by A. Horford),,42,42
2,5:58.0,Offensive rebound by Team,,42,42
2,5:49.0,J. Harris misses 2-pt jump shot from 8 ft,,42,42
2,5:48.0,,Defensive rebound by T. Rozier,42,42
2,5:42.0,,A. Horford makes 2-pt dunk from 2 ft (assist by T. Rozier),42,44
2,5:27.0,R. Kurucs misses 2-pt dunk from 1 ft,,42,44
2,5:24.0,Offensive rebound by E. Davis,,42,44
2,5:24.0,Shooting foul by M. Morris (drawn by E. Davis),,42,44
2,5:24.0,E. Davis makes free throw 1 of 2,,43,44
2,5:24.0,,J. Tatum enters the game for M. Morris,43,44
2,5:24.0,E. Davis makes free throw 2 of 2,,44,44
2,5:24.0,J. Allen enters the game for E. Davis,,44,44
2,5:24.0,,M. Morris enters the game for M. Smart,44,44
2,5:10.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by T. Rozier),44,47
2,4:58.0,,Violation by Team (kicked ball),44,47
2,4:58.0,R. Hollis-Jefferson enters the game for R. Kurucs,,44,47
2,4:58.0,S. Napier enters the game for T. Pinson,,44,47
2,4:51.0,D. Russell misses 3-pt jump shot from 27 ft,,44,47
2,4:49.0,,Defensive rebound by J. Brown,44,47
2,4:36.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by A. Horford),44,49
2,4:23.0,J. Allen makes 2-pt dunk from 2 ft (assist by S. Napier),,46,49
2,4:03.0,,Turnover by M. Morris (traveling),46,49
2,4:03.0,,G. Hayward enters the game for M. Morris,46,49
2,3:55.0,S. Napier misses 3-pt jump shot from 25 ft,,46,49
2,3:54.0,Offensive rebound by Team,,46,49
2,3:54.0,,A. Baynes enters the game for A. Horford,46,49
2,3:46.0,J. Harris misses 3-pt jump shot from 25 ft,,46,49
2,3:44.0,,Defensive rebound by T. Rozier,46,49
2,3:37.0,,A. Baynes makes 3-pt jump shot from 27 ft (assist by T. Rozier),46,52
2,3:34.0,Brooklyn full timeout,,46,52
2,3:22.0,D. Russell misses 3-pt jump shot from 26 ft,,46,52
2,3:20.0,,Defensive rebound by J. Brown,46,52
2,3:12.0,,J. Brown misses 3-pt jump shot from 25 ft,46,52
2,3:08.0,,Offensive rebound by G. Hayward,46,52
2,3:00.0,,A. Baynes misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),46,52
2,2:59.0,,Offensive rebound by J. Tatum,46,52
2,2:58.0,,J. Tatum misses 2-pt layup from 3 ft,46,52
2,2:57.0,,Offensive rebound by A. Baynes,46,52
2,2:57.0,,Shooting foul by J. Harris (drawn by A. Baynes),46,52
2,2:57.0,,A. Baynes makes free throw 1 of 2,46,53
2,2:57.0,D. Carroll enters the game for D. Russell,,46,53
2,2:57.0,,A. Baynes makes free throw 2 of 2,46,54
2,2:45.0,Personal foul by T. Rozier (drawn by S. Napier),,46,54
2,2:40.0,S. Napier misses 2-pt layup from 1 ft (block by A. Baynes),,46,54
2,2:38.0,,Defensive rebound by A. Baynes,46,54
2,2:34.0,,J. Brown makes 2-pt dunk from 2 ft (assist by G. Hayward),46,56
2,2:18.0,Turnover by S. Napier (bad pass; steal by G. Hayward),,46,56
2,2:13.0,,J. Tatum makes 2-pt layup from 2 ft (assist by G. Hayward),46,58
2,1:58.0,D. Carroll misses 3-pt jump shot from 24 ft,,46,58
2,1:52.0,,Defensive rebound by G. Hayward,46,58
2,1:52.0,,Turnover by G. Hayward (lost ball; steal by J. Allen),46,58
2,1:52.0,Shooting foul by G. Hayward (drawn by J. Allen),,46,58
2,1:52.0,S. Napier misses free throw 1 of 2,,46,58
2,1:52.0,Offensive rebound by Team,,46,58
2,1:52.0,M. Creek enters the game for R. Hollis-Jefferson,,46,58
2,1:52.0,S. Napier makes free throw 2 of 2,,47,58
2,1:36.0,,A. Baynes misses 3-pt jump shot from 27 ft,47,58
2,1:34.0,Defensive rebound by S. Napier,,47,58
2,1:24.0,J. Harris misses 3-pt jump shot from 25 ft,,47,58
2,1:22.0,,Defensive rebound by J. Brown,47,58
2,1:16.0,,J. Brown misses 2-pt layup from 3 ft,47,58
2,1:14.0,,Offensive rebound by Team,47,58
2,1:12.0,,Turnover by G. Hayward (bad pass; steal by M. Creek),47,58
2,1:08.0,J. Harris misses 2-pt layup from 1 ft (block by J. Tatum),,47,58
2,1:04.0,Offensive rebound by J. Allen,,47,58
2,1:03.0,S. Napier makes 3-pt jump shot from 26 ft (assist by J. Allen),,50,58
2,0:47.0,,Offensive foul by A. Baynes (drawn by J. Allen),50,58
2,0:47.0,,Turnover by A. Baynes (offensive foul),50,58
2,0:47.0,T. Pinson enters the game for J. Harris,,50,58
2,0:32.0,S. Napier misses 2-pt layup from 2 ft (block by G. Hayward),,50,58
2,0:31.0,,Defensive rebound by A. Baynes,50,58
2,0:25.0,,T. Rozier misses 3-pt jump shot from 24 ft,50,58
2,0:24.0,,Offensive rebound by A. Baynes,50,58
2,0:24.0,,A. Baynes makes 2-pt layup at rim,50,60
2,0:03.0,M. Creek misses 2-pt layup from 2 ft,,50,60
2,0:02.0,Offensive rebound by M. Creek,,50,60
2,0:02.0,M. Creek misses 2-pt layup from 4 ft,,50,60
2,0:01.0,Offensive rebound by J. Allen,,50,60
2,0:01.0,J. Allen misses 2-pt dunk from 1 ft,,50,60
2,0:00.0,Offensive rebound by Team,,50,60
3,11:51.0,,T. Rozier makes 2-pt layup from 2 ft,50,62
3,11:41.0,D. Russell makes 2-pt jump shot from 20 ft,,52,62
3,11:25.0,Violation by Team (kicked ball),,52,62
3,11:11.0,,M. Smart misses 2-pt jump shot from 15 ft,52,62
3,11:09.0,Defensive rebound by J. Allen,,52,62
3,10:49.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,52,62
3,10:48.0,Offensive rebound by R. Hollis-Jefferson,,52,62
3,10:47.0,R. Hollis-Jefferson makes 2-pt layup at rim,,54,62
3,10:32.0,,M. Morris makes 2-pt dunk from 2 ft (assist by M. Smart),54,64
3,10:17.0,R. Hollis-Jefferson misses 2-pt layup from 4 ft,,54,64
3,10:16.0,Offensive rebound by R. Hollis-Jefferson,,54,64
3,10:08.0,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft (block by A. Horford),,54,64
3,10:07.0,,Defensive rebound by J. Tatum,54,64
3,10:02.0,,J. Tatum makes 2-pt layup from 1 ft,54,66
3,9:45.0,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),,56,66
3,9:34.0,,A. Horford misses 2-pt jump shot from 23 ft,56,66
3,9:31.0,Defensive rebound by R. Hollis-Jefferson,,56,66
3,9:27.0,J. Allen misses 2-pt layup from 2 ft,,56,66
3,9:25.0,,Defensive rebound by A. Horford,56,66
3,9:24.0,,Turnover by A. Horford (bad pass; steal by R. Kurucs),56,66
3,9:23.0,Shooting foul by J. Tatum (drawn by R. Kurucs),,56,66
3,9:23.0,R. Kurucs makes free throw 1 of 2,,57,66
3,9:23.0,R. Kurucs makes free throw 2 of 2,,58,66
3,9:08.0,,M. Morris misses 2-pt jump shot from 2 ft,58,66
3,9:06.0,,Offensive rebound by A. Horford,58,66
3,9:04.0,,A. Horford misses 2-pt layup from 2 ft,58,66
3,9:02.0,Defensive rebound by J. Allen,,58,66
3,8:56.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,58,66
3,8:56.0,Offensive rebound by Team,,58,66
3,8:48.0,D. Russell makes 2-pt jump shot from 12 ft,,60,66
3,8:32.0,,Personal foul by J. Harris (drawn by M. Smart),60,66
3,8:28.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Harris),60,66
3,8:27.0,,Offensive rebound by Team,60,66
3,8:22.0,,A. Horford makes 2-pt hook shot from 6 ft (assist by M. Smart),60,68
3,8:05.0,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,,60,68
3,8:03.0,Offensive rebound by R. Hollis-Jefferson,,60,68
3,8:00.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,62,68
3,7:44.0,,Turnover by J. Tatum (lost ball; steal by J. Allen),62,68
3,7:40.0,D. Russell makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,65,68
3,7:39.0,,Boston full timeout,65,68
3,7:27.0,,T. Rozier misses 3-pt jump shot from 23 ft,65,68
3,7:25.0,Defensive rebound by R. Kurucs,,65,68
3,7:20.0,D. Russell makes 3-pt jump shot from 25 ft,,68,68
3,7:03.0,,M. Smart misses 3-pt jump shot from 25 ft,68,68
3,7:01.0,Defensive rebound by J. Allen,,68,68
3,6:56.0,D. Russell makes 3-pt jump shot from 28 ft,,71,68
3,6:41.0,,M. Smart misses 2-pt jump shot from 10 ft,71,68
3,6:39.0,Defensive rebound by J. Harris,,71,68
3,6:34.0,D. Russell misses 3-pt jump shot from 26 ft,,71,68
3,6:32.0,,Defensive rebound by M. Morris,71,68
3,6:25.0,,T. Rozier makes 2-pt layup from 2 ft (assist by M. Smart),71,70
3,6:13.0,J. Harris misses 3-pt jump shot from 26 ft,,71,70
3,6:11.0,Offensive rebound by D. Russell,,71,70
3,6:01.0,J. Allen misses 3-pt jump shot from 23 ft,,71,70
3,5:59.0,,Defensive rebound by T. Rozier,71,70
3,5:49.0,,A. Horford misses 2-pt layup from 2 ft (block by J. Allen),71,70
3,5:48.0,,Offensive rebound by A. Horford,71,70
3,5:46.0,,A. Horford makes 2-pt layup from 2 ft,71,72
3,5:35.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,73,72
3,5:24.0,,Shooting foul by R. Kurucs (drawn by A. Horford),73,72
3,5:24.0,,Technical foul by A. Horford,73,72
3,5:24.0,D. Russell makes technical free throw,,74,72
3,5:24.0,,A. Horford makes free throw 1 of 2,74,73
3,5:24.0,,A. Baynes enters the game for M. Morris,74,73
3,5:24.0,,G. Hayward enters the game for J. Tatum,74,73
3,5:24.0,,A. Horford makes free throw 2 of 2,74,74
3,5:17.0,Turnover by D. Russell (bad pass; steal by M. Smart),,74,74
3,5:15.0,,Personal foul by D. Russell (drawn by T. Rozier),74,74
3,5:15.0,D. Carroll enters the game for J. Harris,,74,74
3,5:03.0,,Personal foul by R. Hollis-Jefferson (drawn by G. Hayward),74,74
3,5:03.0,S. Napier enters the game for D. Russell,,74,74
3,5:01.0,,G. Hayward misses 3-pt jump shot from 23 ft,74,74
3,4:59.0,Defensive rebound by R. Hollis-Jefferson,,74,74
3,4:51.0,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,,74,74
3,4:49.0,,Defensive rebound by G. Hayward,74,74
3,4:35.0,,A. Horford makes 2-pt dunk from 2 ft (assist by M. Smart),74,76
3,4:35.0,Brooklyn full timeout,,74,76
3,4:35.0,,J. Brown enters the game for M. Smart,74,76
3,4:24.0,R. Kurucs misses 2-pt layup from 2 ft (block by A. Baynes),,74,76
3,4:24.0,Offensive rebound by Team,,74,76
3,4:14.0,Turnover by D. Carroll (bad pass; steal by T. Rozier),,74,76
3,4:11.0,,T. Rozier makes 2-pt dunk from 2 ft,74,78
3,4:01.0,S. Napier misses 2-pt layup from 4 ft,,74,78
3,4:00.0,Offensive rebound by Team,,74,78
3,4:00.0,,Loose ball foul by T. Rozier (drawn by J. Allen),74,78
3,4:00.0,M. Creek enters the game for J. Allen,,74,78
3,4:00.0,E. Davis enters the game for R. Hollis-Jefferson,,74,78
3,3:53.0,E. Davis misses 2-pt layup from 4 ft,,74,78
3,3:51.0,,Defensive rebound by A. Horford,74,78
3,3:36.0,,T. Rozier misses 2-pt layup from 2 ft,74,78
3,3:31.0,Defensive rebound by M. Creek,,74,78
3,3:28.0,M. Creek makes 2-pt layup from 3 ft,,76,78
3,3:08.0,,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),76,80
3,2:52.0,S. Napier misses 3-pt jump shot from 27 ft,,76,80
3,2:50.0,Offensive rebound by E. Davis,,76,80
3,2:43.0,Shooting foul by J. Brown (drawn by S. Napier),,76,80
3,2:43.0,S. Napier makes free throw 1 of 2,,77,80
3,2:43.0,T. Pinson enters the game for R. Kurucs,,77,80
3,2:43.0,,M. Morris enters the game for A. Horford,77,80
3,2:43.0,S. Napier makes free throw 2 of 2,,78,80
3,2:23.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by M. Morris),78,83
3,2:11.0,S. Napier misses 2-pt layup from 3 ft (block by A. Baynes),,78,83
3,2:09.0,Offensive rebound by E. Davis,,78,83
3,2:08.0,E. Davis makes 2-pt layup from 2 ft,,80,83
3,1:48.0,,J. Brown makes 2-pt jump shot from 15 ft,80,85
3,1:35.0,D. Carroll makes 3-pt jump shot from 27 ft (assist by E. Davis),,83,85
3,1:35.0,Shooting foul by M. Morris (drawn by D. Carroll),,83,85
3,1:35.0,D. Carroll makes free throw 1 of 1,,84,85
3,1:15.0,,T. Rozier misses 2-pt jump shot from 19 ft,84,85
3,1:13.0,,Offensive rebound by M. Morris,84,85
3,1:11.0,,Shooting foul by E. Davis (drawn by M. Morris),84,85
3,1:11.0,,M. Morris makes free throw 1 of 2,84,86
3,1:11.0,,M. Morris makes free throw 2 of 2,84,87
3,0:59.0,S. Napier misses 3-pt jump shot from 26 ft,,84,87
3,0:57.0,,Defensive rebound by M. Morris,84,87
3,0:55.0,,Turnover by M. Morris (lost ball; steal by D. Carroll),84,87
3,0:51.0,D. Carroll misses 2-pt layup from 8 ft,,84,87
3,0:50.0,Offensive rebound by E. Davis,,84,87
3,0:50.0,E. Davis makes 2-pt dunk from 1 ft,,86,87
3,0:32.0,,Turnover by M. Morris (lost ball; steal by D. Carroll),86,87
3,0:27.0,Shooting foul by A. Baynes (drawn by M. Creek),,86,87
3,0:27.0,M. Creek makes free throw 1 of 2,,87,87
3,0:27.0,M. Creek makes free throw 2 of 2,,88,87
3,0:07.0,,T. Rozier makes 2-pt jump shot from 16 ft,88,89
3,0:01.0,T. Pinson misses 3-pt jump shot from 27 ft,,88,89
3,0:01.0,,Defensive rebound by M. Morris,88,89
4,11:48.0,Offensive foul by T. Pinson (drawn by A. Baynes),,88,89
4,11:48.0,Turnover by T. Pinson (offensive foul),,88,89
4,11:33.0,,G. Hayward misses 3-pt jump shot from 26 ft,88,89
4,11:31.0,Defensive rebound by M. Creek,,88,89
4,11:23.0,Personal foul by A. Baynes (drawn by D. Russell),,88,89
4,11:18.0,D. Russell misses 2-pt jump shot from 13 ft,,88,89
4,11:17.0,,Defensive rebound by M. Morris,88,89
4,11:08.0,,J. Brown makes 2-pt layup from 2 ft,88,91
4,10:47.0,D. Russell makes 2-pt jump shot from 13 ft (assist by D. Carroll),,90,91
4,10:29.0,,A. Baynes makes 2-pt layup from 2 ft (assist by J. Brown),90,93
4,10:04.0,D. Carroll misses 2-pt jump shot from 16 ft,,90,93
4,10:04.0,,Defensive rebound by Team,90,93
4,10:04.0,Loose ball foul by E. Davis (drawn by A. Baynes),,90,93
4,9:54.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by M. Smart),90,95
4,9:36.0,Turnover by D. Russell (lost ball; steal by M. Smart),,90,95
4,9:31.0,,M. Smart misses 3-pt jump shot from 23 ft,90,95
4,9:29.0,Defensive rebound by D. Carroll,,90,95
4,9:28.0,,Loose ball foul by J. Brown (drawn by T. Pinson),90,95
4,9:23.0,Turnover by E. Davis (traveling),,90,95
4,9:14.0,,G. Hayward misses 3-pt jump shot from 23 ft,90,95
4,9:12.0,,Offensive rebound by J. Brown,90,95
4,9:08.0,,M. Morris misses 3-pt jump shot from 25 ft,90,95
4,9:06.0,,Offensive rebound by J. Brown,90,95
4,9:04.0,,J. Brown misses 2-pt layup from 5 ft,90,95
4,9:02.0,,Offensive rebound by M. Morris,90,95
4,9:00.0,,M. Morris makes 2-pt layup from 3 ft,90,97
4,8:42.0,Offensive foul by D. Russell (drawn by M. Morris),,90,97
4,8:42.0,Turnover by D. Russell (offensive foul),,90,97
4,8:42.0,S. Napier enters the game for D. Russell,,90,97
4,8:33.0,Loose ball foul by D. Carroll (drawn by A. Baynes),,90,97
4,8:33.0,R. Kurucs enters the game for M. Creek,,90,97
