QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
4,5:37.0,Turnover by D. House (lost ball; steal by D. Exum),,76,105
4,5:27.0,,D. Exum misses 2-pt layup from 5 ft,76,105
4,5:25.0,,Offensive rebound by E. Udoh,76,105
4,5:25.0,,E. Udoh misses 2-pt layup from 3 ft,76,105
4,5:23.0,Defensive rebound by G. Clark,,76,105
4,5:15.0,M. Carter-Williams makes 2-pt layup from 6 ft,,78,105
4,5:15.0,Shooting foul by R. Neto (drawn by M. Carter-Williams),,78,105
4,5:15.0,M. Carter-Williams makes free throw 1 of 1,,79,105
4,5:05.0,,Turnover by D. Exum (bad pass; steal by M. Carter-Williams),79,105
4,5:01.0,J. Ennis misses 3-pt jump shot from 24 ft,,79,105
4,4:59.0,,Defensive rebound by Team,79,105
4,4:51.0,,R. Neto misses 3-pt jump shot from 25 ft,79,105
4,4:49.0,Defensive rebound by D. House,,79,105
4,4:43.0,G. Clark misses 3-pt jump shot from 27 ft,,79,105
4,4:38.0,,Defensive rebound by R. O'Neale,79,105
4,4:31.0,,D. Exum misses 3-pt jump shot from 25 ft,79,105
4,4:28.0,,Offensive rebound by R. Neto,79,105
4,4:21.0,,E. Udoh makes 2-pt layup from 2 ft (assist by R. O'Neale),79,107
4,4:03.0,G. Clark misses 3-pt jump shot from 23 ft,,79,107
4,4:03.0,Offensive rebound by Team,,79,107
4,4:03.0,,Loose ball foul by G. Allen (drawn by D. House),79,107
4,4:03.0,D. House makes free throw 1 of 2,,80,107
4,4:03.0,D. House makes free throw 2 of 2,,81,107
4,3:46.0,,Turnover by E. Udoh (offensive foul),81,107
4,3:46.0,,Offensive foul by E. Udoh (drawn by G. Clark),81,107
4,3:33.0,D. House makes 2-pt layup from 3 ft,,83,107
4,3:10.0,,R. Neto makes 2-pt jump shot from 8 ft,83,109
4,2:59.0,M. Carter-Williams makes 3-pt jump shot from 24 ft,,86,109
4,2:47.0,,G. Allen misses 3-pt jump shot from 25 ft,86,109
4,2:47.0,,Offensive rebound by Team,86,109
4,2:47.0,Houston full timeout,,86,109
4,2:47.0,N. Hilário enters the game for J. Ennis,,86,109
4,2:40.0,,D. Exum makes 2-pt layup from 2 ft (assist by R. Neto),86,111
4,2:26.0,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by N. Hilário),,89,111
4,2:15.0,,Personal foul by G. Green (drawn by E. Udoh),89,111
4,2:15.0,,E. Udoh misses free throw 1 of 2,89,111
4,2:15.0,,Offensive rebound by Team,89,111
4,2:15.0,,E. Udoh makes free throw 2 of 2,89,112
4,2:01.0,Turnover by G. Green (bad pass; steal by E. Udoh),,89,112
4,2:01.0,,Personal foul by G. Green (drawn by R. Neto),89,112
4,2:01.0,,R. Neto misses free throw 1 of 2,89,112
4,2:01.0,,Offensive rebound by Team,89,112
4,2:01.0,,R. Neto makes free throw 2 of 2,89,113
4,1:50.0,M. Carter-Williams makes 2-pt jump shot from 5 ft,,91,113
4,1:42.0,,Offensive foul by D. Exum (drawn by N. Hilário),91,113
4,1:42.0,,Turnover by D. Exum (offensive foul),91,113
4,1:33.0,G. Green misses 3-pt jump shot from 25 ft,,91,113
4,1:29.0,,Defensive rebound by G. Allen,91,113
4,1:20.0,,E. Udoh makes 2-pt jump shot from 10 ft (assist by R. O'Neale),91,115
4,1:12.0,N. Hilário misses 2-pt jump shot from 21 ft,,91,115
4,1:09.0,,Defensive rebound by R. O'Neale,91,115
4,0:52.0,,R. Neto makes 2-pt jump shot from 10 ft,91,117
4,0:39.0,G. Clark misses 3-pt jump shot from 25 ft,,91,117
4,0:33.0,,Defensive rebound by E. Udoh,91,117
4,0:29.0,,Shooting foul by M. Carter-Williams (drawn by D. Exum),91,117
4,0:29.0,,D. Exum misses free throw 1 of 2,91,117
4,0:29.0,,Offensive rebound by Team,91,117
4,0:29.0,,D. Exum makes free throw 2 of 2,91,118
4,0:12.0,Turnover by G. Green (bad pass; steal by R. Neto),,91,118
