QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
2,11:14.0,Offensive rebound by Team,,19,26
2,11:06.0,D. DeRozan misses 2-pt jump shot from 1 ft,,19,26
2,11:02.0,Offensive rebound by J. Poeltl,,19,26
2,11:02.0,J. Poeltl makes 2-pt layup at rim,,21,26
2,10:44.0,,M. Plumlee misses 2-pt hook shot from 4 ft,21,26
2,10:44.0,Defensive rebound by Team,,21,26
2,10:32.0,D. DeRozan misses 2-pt layup from 2 ft (block by T. Craig),,21,26
2,10:32.0,Offensive rebound by J. Poeltl,,21,26
2,10:32.0,J. Poeltl makes 2-pt layup from 1 ft,,23,26
2,10:32.0,Shooting foul by M. Plumlee (drawn by J. Poeltl),,23,26
2,10:32.0,,N. Jokić enters the game for M. Plumlee,23,26
2,10:32.0,J. Poeltl misses free throw 1 of 1,,23,26
2,10:26.0,,Defensive rebound by T. Craig,23,26
2,10:20.0,,M. Beasley misses 2-pt layup from 6 ft (block by M. Belinelli),23,26
2,10:20.0,Defensive rebound by D. DeRozan,,23,26
2,10:09.0,D. DeRozan misses 2-pt jump shot from 13 ft,,23,26
2,10:05.0,,Defensive rebound by T. Craig,23,26
2,10:01.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by M. Morris),23,29
2,9:42.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,26,29
2,9:35.0,,Shooting foul by M. Belinelli (drawn by W. Barton),26,29
2,9:35.0,,W. Barton makes free throw 1 of 2,26,30
2,9:35.0,,W. Barton makes free throw 2 of 2,26,31
2,9:19.0,Turnover by D. Bertāns (bad pass; steal by N. Jokić),,26,31
2,9:15.0,,Offensive foul by W. Barton (drawn by P. Mills),26,31
2,9:15.0,,Turnover by W. Barton (offensive foul),26,31
2,8:59.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by J. Poeltl),,28,31
2,8:57.0,,Denver full timeout,28,31
2,8:57.0,R. Gay enters the game for D. Bertāns,,28,31
2,8:45.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by W. Barton),28,33
2,8:27.0,D. DeRozan makes 2-pt jump shot from 15 ft,,30,33
2,8:10.0,,N. Jokić misses 3-pt jump shot from 26 ft,30,33
2,8:06.0,Defensive rebound by P. Mills,,30,33
2,8:02.0,D. DeRozan misses 2-pt jump shot from 16 ft,,30,33
2,8:00.0,,Defensive rebound by Team,30,33
2,8:00.0,,P. Millsap enters the game for T. Craig,30,33
2,7:46.0,,W. Barton makes 2-pt jump shot from 6 ft (assist by N. Jokić),30,35
2,7:24.0,D. DeRozan makes 2-pt jump shot from 11 ft,,32,35
2,7:00.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by N. Jokić),32,37
2,6:36.0,R. Gay misses 2-pt jump shot from 6 ft,,32,37
2,6:34.0,,Defensive rebound by N. Jokić,32,37
2,6:34.0,B. Forbes enters the game for M. Belinelli,,32,37
2,6:34.0,D. White enters the game for P. Mills,,32,37
2,6:34.0,,G. Harris enters the game for M. Beasley,32,37
2,6:34.0,,J. Murray enters the game for M. Morris,32,37
2,6:25.0,,J. Murray makes 2-pt jump shot from 2 ft (assist by N. Jokić),32,39
2,6:25.0,L. Aldridge enters the game for R. Gay,,32,39
2,6:12.0,Offensive foul by J. Poeltl (drawn by G. Harris),,32,39
2,6:12.0,Turnover by J. Poeltl (offensive foul),,32,39
2,6:12.0,R. Gay enters the game for J. Poeltl,,32,39
2,6:00.0,,P. Millsap misses 2-pt jump shot from 6 ft,32,39
2,5:57.0,Defensive rebound by R. Gay,,32,39
2,5:46.0,L. Aldridge misses 2-pt hook shot from 3 ft,,32,39
2,5:44.0,Offensive rebound by R. Gay,,32,39
2,5:41.0,Turnover by D. White (bad pass),,32,39
2,5:29.0,,J. Murray misses 2-pt jump shot from 3 ft,32,39
2,5:26.0,Defensive rebound by D. DeRozan,,32,39
2,5:14.0,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),,34,39
2,5:14.0,Shooting foul by N. Jokić (drawn by L. Aldridge),,34,39
2,5:14.0,L. Aldridge makes free throw 1 of 1,,35,39
2,4:54.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),35,42
2,4:31.0,D. White misses 2-pt layup from 3 ft,,35,42
2,4:28.0,,Defensive rebound by J. Murray,35,42
2,4:25.0,,W. Barton misses 3-pt jump shot from 25 ft,35,42
2,4:21.0,Defensive rebound by D. DeRozan,,35,42
2,4:19.0,Turnover by D. DeRozan (bad pass; steal by J. Murray),,35,42
2,4:13.0,,W. Barton misses 2-pt layup from 3 ft (block by R. Gay),35,42
2,4:12.0,,Offensive rebound by Team,35,42
2,4:06.0,,Personal foul by D. White (drawn by J. Murray),35,42
2,4:01.0,,Personal foul by D. White (drawn by N. Jokić),35,42
2,3:51.0,,J. Murray makes 2-pt layup from 1 ft,35,44
2,3:44.0,San Antonio full timeout,,35,44
2,3:44.0,M. Belinelli enters the game for D. DeRozan,,35,44
2,3:35.0,B. Forbes misses 2-pt jump shot from 18 ft,,35,44
2,3:31.0,,Defensive rebound by P. Millsap,35,44
2,3:15.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),35,46
2,3:03.0,Shooting foul by N. Jokić (drawn by D. White),,35,46
2,3:03.0,D. White misses free throw 1 of 2,,35,46
2,3:03.0,Offensive rebound by Team,,35,46
2,3:03.0,D. White makes free throw 2 of 2,,36,46
2,2:48.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),36,48
2,2:48.0,,Shooting foul by D. White (drawn by J. Murray),36,48
2,2:48.0,P. Mills enters the game for R. Gay,,36,48
2,2:48.0,J. Poeltl enters the game for D. White,,36,48
2,2:48.0,,J. Murray makes free throw 1 of 1,36,49
2,2:32.0,Personal foul by P. Millsap (drawn by L. Aldridge),,36,49
2,2:23.0,L. Aldridge makes 2-pt hook shot from 7 ft,,38,49
2,2:09.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Murray),38,51
2,2:03.0,P. Mills misses 3-pt jump shot from 25 ft (block by J. Murray),,38,51
2,2:00.0,,Defensive rebound by N. Jokić,38,51
2,1:52.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),38,53
2,1:36.0,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),,40,53
2,1:17.0,,J. Murray misses 3-pt jump shot from 25 ft,40,53
2,1:14.0,Defensive rebound by L. Aldridge,,40,53
2,0:56.0,B. Forbes misses 2-pt jump shot from 5 ft,,40,53
2,0:55.0,,Defensive rebound by N. Jokić,40,53
2,0:45.0,,P. Millsap misses 3-pt jump shot from 25 ft,40,53
2,0:42.0,Defensive rebound by P. Mills,,40,53
2,0:39.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Mills),,42,53
2,0:29.0,,J. Murray misses 2-pt jump shot from 14 ft,42,53
2,0:26.0,Defensive rebound by L. Aldridge,,42,53
2,0:08.0,L. Aldridge misses 2-pt layup from 1 ft,,42,53
2,0:06.0,,Defensive rebound by W. Barton,42,53
3,11:39.0,D. DeRozan misses 2-pt jump shot from 14 ft,,42,53
3,11:35.0,,Defensive rebound by P. Millsap,42,53
3,11:24.0,,Shooting foul by J. Poeltl (drawn by P. Millsap),42,53
3,11:24.0,,P. Millsap makes free throw 1 of 3,42,54
3,11:24.0,,P. Millsap makes free throw 2 of 3,42,55
3,11:24.0,,P. Millsap misses free throw 3 of 3,42,55
3,11:22.0,Defensive rebound by L. Aldridge,,42,55
3,11:10.0,Turnover by L. Aldridge (bad pass; steal by J. Murray),,42,55
3,11:01.0,,Personal foul by D. White (drawn by N. Jokić),42,55
3,11:01.0,P. Mills enters the game for D. White,,42,55
3,10:59.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by G. Harris),42,58
3,10:49.0,Personal foul by T. Craig (drawn by J. Poeltl),,42,58
3,10:49.0,P. Mills misses 3-pt jump shot from 23 ft,,42,58
3,10:35.0,,Defensive rebound by T. Craig,42,58
3,10:24.0,,Shooting foul by L. Aldridge (drawn by P. Millsap),42,58
3,10:24.0,,P. Millsap makes free throw 1 of 2,42,59
3,10:24.0,,P. Millsap makes free throw 2 of 2,42,60
3,10:11.0,P. Mills makes 2-pt jump shot from 21 ft,,44,60
3,9:53.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),44,63
3,9:37.0,Turnover by D. DeRozan (step out of bounds),,44,63
3,9:26.0,,J. Murray makes 2-pt jump shot from 21 ft,44,65
3,9:21.0,San Antonio full timeout,,44,65
3,9:02.0,P. Mills misses 2-pt layup from 3 ft,,44,65
3,8:58.0,Offensive rebound by J. Poeltl,,44,65
3,8:58.0,J. Poeltl makes 2-pt layup from 1 ft,,46,65
3,8:42.0,,P. Millsap makes 2-pt jump shot from 7 ft (assist by J. Murray),46,67
3,8:21.0,P. Mills misses 3-pt jump shot from 25 ft,,46,67
3,8:16.0,,Defensive rebound by G. Harris,46,67
3,8:07.0,,Personal foul by B. Forbes (drawn by N. Jokić),46,67
3,7:53.0,,N. Jokić misses 2-pt jump shot from 17 ft,46,67
3,7:51.0,,Offensive rebound by J. Murray,46,67
3,7:44.0,,J. Murray makes 2-pt jump shot from 21 ft,46,69
3,7:28.0,Personal foul by J. Murray (drawn by P. Mills),,46,69
3,7:18.0,D. DeRozan makes 2-pt jump shot from 6 ft,,48,69
3,7:18.0,Shooting foul by G. Harris (drawn by D. DeRozan),,48,69
3,7:18.0,D. DeRozan makes free throw 1 of 1,,49,69
3,7:06.0,,Shooting foul by J. Poeltl (drawn by N. Jokić),49,69
3,7:06.0,,N. Jokić makes free throw 1 of 2,49,70
3,7:06.0,,N. Jokić makes free throw 2 of 2,49,71
3,6:56.0,Personal foul by T. Craig (drawn by D. DeRozan),,49,71
3,6:46.0,P. Mills misses 2-pt layup from 2 ft (block by G. Harris),,49,71
3,6:46.0,Offensive rebound by Team,,49,71
3,6:43.0,L. Aldridge misses 2-pt jump shot from 11 ft,,49,71
3,6:39.0,,Defensive rebound by N. Jokić,49,71
3,6:29.0,,Turnover by T. Craig (step out of bounds),49,71
3,6:08.0,Turnover by L. Aldridge (bad pass; steal by N. Jokić),,49,71
3,6:04.0,,Shooting foul by D. DeRozan (drawn by G. Harris),49,71
3,6:04.0,,G. Harris makes free throw 1 of 2,49,72
3,6:04.0,R. Gay enters the game for J. Poeltl,,49,72
3,6:04.0,,G. Harris makes free throw 2 of 2,49,73
3,5:46.0,B. Forbes misses 3-pt jump shot from 25 ft,,49,73
3,5:43.0,,Defensive rebound by P. Millsap,49,73
3,5:33.0,,P. Millsap misses 2-pt hook shot from 3 ft,49,73
3,5:31.0,Defensive rebound by R. Gay,,49,73
3,5:18.0,R. Gay misses 2-pt jump shot from 13 ft,,49,73
3,5:13.0,,Defensive rebound by G. Harris,49,73
3,5:13.0,,Denver full timeout,49,73
3,5:13.0,M. Belinelli enters the game for L. Aldridge,,49,73
3,5:13.0,J. Poeltl enters the game for B. Forbes,,49,73
3,4:55.0,,J. Murray misses 3-pt jump shot from 26 ft,49,73
3,4:52.0,,Offensive rebound by T. Craig,49,73
3,4:51.0,,Shooting foul by M. Belinelli (drawn by T. Craig),49,73
3,4:51.0,,T. Craig misses free throw 1 of 2,49,73
3,4:51.0,,Offensive rebound by Team,49,73
3,4:51.0,,T. Craig makes free throw 2 of 2,49,74
3,4:38.0,R. Gay misses 2-pt jump shot from 7 ft,,49,74
3,4:32.0,Offensive rebound by R. Gay,,49,74
3,4:29.0,M. Belinelli misses 2-pt layup from 3 ft,,49,74
3,4:28.0,,Defensive rebound by N. Jokić,49,74
3,4:26.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by N. Jokić),49,77
3,4:10.0,Shooting foul by N. Jokić (drawn by D. DeRozan),,49,77
3,4:10.0,D. DeRozan makes free throw 1 of 2,,50,77
3,4:10.0,,M. Beasley enters the game for P. Millsap,50,77
3,4:10.0,D. DeRozan makes free throw 2 of 2,,51,77
3,4:00.0,,J. Murray misses 3-pt jump shot from 24 ft,51,77
3,3:57.0,Defensive rebound by J. Poeltl,,51,77
3,3:42.0,R. Gay misses 3-pt jump shot from 22 ft,,51,77
3,3:39.0,,Defensive rebound by N. Jokić,51,77
3,3:24.0,,G. Harris misses 2-pt layup from 1 ft,51,77
3,3:21.0,Defensive rebound by R. Gay,,51,77
3,3:18.0,R. Gay makes 2-pt layup from 2 ft,,53,77
3,3:18.0,Shooting foul by G. Harris (drawn by R. Gay),,53,77
3,3:18.0,,M. Morris enters the game for J. Murray,53,77
3,3:18.0,R. Gay misses free throw 1 of 1,,53,77
3,3:16.0,,Defensive rebound by M. Morris,53,77
3,2:59.0,,N. Jokić misses 2-pt hook shot from 3 ft,53,77
3,2:56.0,,Offensive rebound by N. Jokić,53,77
3,2:56.0,,N. Jokić misses 2-pt layup at rim,53,77
3,2:56.0,Defensive rebound by J. Poeltl,,53,77
3,2:50.0,D. DeRozan makes 2-pt jump shot from 8 ft,,55,77
3,2:50.0,,Denver full timeout,55,77
3,2:50.0,D. White enters the game for P. Mills,,55,77
3,2:33.0,,Turnover by M. Beasley (bad pass; steal by D. DeRozan),55,77
3,2:28.0,Shooting foul by T. Craig (drawn by D. DeRozan),,55,77
3,2:28.0,D. DeRozan makes free throw 1 of 2,,56,77
3,2:28.0,,W. Barton enters the game for G. Harris,56,77
3,2:28.0,D. DeRozan makes free throw 2 of 2,,57,77
3,2:09.0,,M. Morris misses 3-pt jump shot from 22 ft,57,77
3,2:05.0,Defensive rebound by R. Gay,,57,77
3,1:50.0,R. Gay makes 2-pt jump shot from 10 ft,,59,77
3,1:32.0,,M. Beasley misses 2-pt jump shot from 16 ft,59,77
3,1:29.0,Defensive rebound by D. DeRozan,,59,77
3,1:23.0,D. DeRozan misses 2-pt jump shot from 17 ft,,59,77
3,1:20.0,,Defensive rebound by W. Barton,59,77
3,1:12.0,,Shooting foul by J. Poeltl (drawn by N. Jokić),59,77
3,1:12.0,,N. Jokić makes free throw 1 of 2,59,78
3,1:12.0,,N. Jokić makes free throw 2 of 2,59,79
3,0:54.0,M. Belinelli makes 2-pt jump shot from 15 ft (assist by J. Poeltl),,61,79
3,0:39.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by M. Beasley),61,82
3,0:31.0,J. Poeltl makes 2-pt jump shot from 7 ft (assist by D. DeRozan),,63,82
3,0:12.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by M. Morris),63,85
3,0:00.0,J. Poeltl misses 2-pt jump shot from 4 ft,,63,85
3,0:00.0,,Defensive rebound by T. Craig,63,85
4,11:41.0,,M. Beasley makes 3-pt jump shot from 25 ft,63,88
4,11:38.0,San Antonio full timeout,,63,88
4,11:20.0,D. White misses 3-pt jump shot from 25 ft,,63,88
4,11:16.0,,Defensive rebound by M. Plumlee,63,88
4,11:05.0,,W. Barton makes 2-pt jump shot from 14 ft,63,90
4,10:45.0,R. Gay misses 2-pt jump shot from 14 ft,,63,90
4,10:41.0,,Defensive rebound by M. Plumlee,63,90
4,10:21.0,,M. Morris misses 3-pt jump shot from 25 ft,63,90
4,10:17.0,Defensive rebound by L. Aldridge,,63,90
4,10:08.0,D. White misses 2-pt layup from 3 ft,,63,90
4,10:06.0,,Defensive rebound by W. Barton,63,90
4,10:03.0,,Turnover by W. Barton (bad pass; steal by L. Aldridge),63,90
4,10:00.0,Personal take foul by M. Plumlee (drawn by L. Walker),,63,90
4,10:00.0,D. Bertāns enters the game for R. Gay,,63,90
4,9:50.0,D. White misses 2-pt layup from 6 ft (block by M. Morris),,63,90
4,9:47.0,,Defensive rebound by M. Morris,63,90
4,9:44.0,,W. Barton makes 2-pt layup from 1 ft (assist by M. Morris),63,92
4,9:44.0,,Away from play foul by L. Aldridge (drawn by M. Plumlee),63,92
4,9:44.0,,M. Plumlee misses free throw 1 of 1,63,92
4,9:42.0,Defensive rebound by L. Aldridge,,63,92
4,9:27.0,L. Walker misses 2-pt jump shot from 8 ft,,63,92
4,9:24.0,Offensive rebound by L. Aldridge,,63,92
4,9:23.0,L. Aldridge makes 2-pt layup from 4 ft,,65,92
4,9:09.0,,W. Barton makes 2-pt jump shot from 11 ft,65,94
4,8:56.0,Personal foul by W. Barton (drawn by L. Walker),,65,94
4,8:51.0,D. White makes 2-pt jump shot from 21 ft,,67,94
4,8:39.0,,Shooting foul by L. Aldridge (drawn by M. Plumlee),67,94
4,8:39.0,,M. Plumlee makes free throw 1 of 2,67,95
4,8:39.0,B. Forbes enters the game for M. Belinelli,,67,95
4,8:39.0,,T. Craig enters the game for J. Murray,67,95
4,8:39.0,,M. Plumlee misses free throw 2 of 2,67,95
4,8:37.0,Defensive rebound by L. Aldridge,,67,95
4,8:30.0,D. Bertāns misses 3-pt jump shot from 26 ft,,67,95
4,8:25.0,Offensive rebound by L. Aldridge,,67,95
4,8:22.0,D. White makes 2-pt layup from 2 ft (assist by D. Bertāns),,69,95
4,8:22.0,Shooting foul by T. Craig (drawn by D. White),,69,95
4,8:22.0,D. White misses free throw 1 of 1,,69,95
4,8:19.0,,Defensive rebound by T. Craig,69,95
4,8:02.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by W. Barton),69,97
4,7:53.0,B. Forbes misses 3-pt jump shot from 25 ft,,69,97
4,7:50.0,,Defensive rebound by W. Barton,69,97
4,7:45.0,,M. Beasley makes 2-pt layup from 1 ft,69,99
4,7:31.0,L. Aldridge makes 2-pt jump shot from 8 ft (assist by D. White),,71,99
4,7:14.0,,M. Morris makes 2-pt jump shot from 20 ft,71,101
4,7:01.0,D. White makes 3-pt jump shot from 26 ft,,74,101
4,6:43.0,,M. Morris misses 2-pt jump shot from 7 ft,74,101
4,6:43.0,Defensive rebound by D. Bertāns,,74,101
4,6:43.0,Personal foul by M. Morris (drawn by D. Bertāns),,74,101
4,6:32.0,D. White makes 2-pt jump shot from 13 ft,,76,101
4,6:04.0,,W. Barton makes 2-pt layup from 2 ft,76,103
4,5:55.0,L. Aldridge makes 3-pt jump shot from 25 ft (assist by L. Walker),,79,103
4,5:54.0,,Denver full timeout,79,103
4,5:54.0,P. Mills enters the game for L. Aldridge,,79,103
4,5:54.0,D. Motiejūnas enters the game for D. White,,79,103
4,5:54.0,,J. Hernangómez enters the game for T. Craig,79,103
4,5:46.0,,Offensive foul by J. Hernangómez (drawn by P. Mills),79,103
4,5:46.0,,Turnover by J. Hernangómez (offensive foul),79,103
4,5:37.0,D. Bertāns misses 3-pt jump shot from 25 ft,,79,103
4,5:33.0,,Defensive rebound by M. Morris,79,103
4,5:23.0,,W. Barton misses 3-pt jump shot from 22 ft,79,103
4,5:19.0,Defensive rebound by P. Mills,,79,103
4,5:11.0,Shooting foul by J. Hernangómez (drawn by B. Forbes),,79,103
4,5:11.0,B. Forbes misses free throw 1 of 2,,79,103
4,5:11.0,Offensive rebound by Team,,79,103
4,5:11.0,D. Cunningham enters the game for P. Mills,,79,103
4,5:11.0,B. Forbes makes free throw 2 of 2,,80,103
4,4:57.0,,W. Barton misses 3-pt jump shot from 25 ft,80,103
4,4:56.0,,Offensive rebound by M. Beasley,80,103
4,4:56.0,,Personal foul by D. Bertāns (drawn by M. Beasley),80,103
4,4:56.0,Q. Pondexter enters the game for B. Forbes,,80,103
4,4:41.0,,M. Plumlee misses 2-pt jump shot from 19 ft,80,103
4,4:37.0,Defensive rebound by L. Walker,,80,103
4,4:26.0,Q. Pondexter misses 3-pt jump shot from 24 ft,,80,103
4,4:22.0,Offensive rebound by D. Motiejūnas,,80,103
4,4:19.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by Q. Pondexter),,83,103
4,3:57.0,,M. Morris misses 3-pt jump shot from 24 ft,83,103
4,3:52.0,Defensive rebound by D. Cunningham,,83,103
4,3:40.0,D. Motiejūnas misses 2-pt hook shot from 6 ft,,83,103
4,3:38.0,,Defensive rebound by W. Barton,83,103
4,3:26.0,,Turnover by M. Beasley (bad pass),83,103
4,3:13.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,83,103
4,3:10.0,,Defensive rebound by J. Hernangómez,83,103
4,2:57.0,,M. Beasley misses 3-pt jump shot from 24 ft,83,103
4,2:53.0,Defensive rebound by D. Motiejūnas,,83,103
4,2:47.0,L. Walker makes 2-pt jump shot from 15 ft,,85,103
4,2:24.0,,Offensive foul by W. Barton (drawn by D. Motiejūnas),85,103
4,2:24.0,,Turnover by W. Barton (offensive foul),85,103
4,2:17.0,L. Walker misses 2-pt jump shot from 16 ft,,85,103
4,2:14.0,,Defensive rebound by J. Hernangómez,85,103
4,1:54.0,,J. Hernangómez misses 2-pt layup from 2 ft,85,103
4,1:51.0,Defensive rebound by D. Cunningham,,85,103
4,1:38.0,Q. Pondexter misses 2-pt layup from 8 ft,,85,103
4,1:36.0,Offensive rebound by D. Motiejūnas,,85,103
