QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
4,2:46.0,A. Drummond misses free throw 1 of 2,,96,113
4,2:46.0,Offensive rebound by Team,,96,113
4,2:46.0,A. Drummond makes free throw 2 of 2,,97,113
4,2:37.0,,Personal foul by L. Galloway (drawn by K. Middleton),97,113
4,2:37.0,,K. Middleton makes free throw 1 of 2,97,114
4,2:37.0,,N. Mirotić enters the game for G. Antetokounmpo,97,114
4,2:37.0,,K. Middleton makes free throw 2 of 2,97,115
4,2:24.0,R. Jackson misses 2-pt jump shot from 19 ft,,97,115
4,2:20.0,,Defensive rebound by E. İlyasova,97,115
4,2:08.0,,E. İlyasova misses 2-pt layup from 3 ft (block by A. Drummond),97,115
4,2:04.0,Defensive rebound by L. Kennard,,97,115
4,2:02.0,L. Kennard misses 3-pt jump shot from 27 ft,,97,115
4,1:59.0,,Defensive rebound by E. İlyasova,97,115
4,1:43.0,,P. Connaughton makes 2-pt hook shot from 8 ft (assist by G. Hill),97,117
4,1:35.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),,99,117
4,1:34.0,,Milwaukee full timeout,99,117
4,1:34.0,B. Brown enters the game for A. Drummond,,99,117
4,1:34.0,J. Calderón enters the game for W. Ellington,,99,117
4,1:34.0,T. Maker enters the game for R. Jackson,,99,117
4,1:34.0,K. Thomas enters the game for L. Kennard,,99,117
4,1:34.0,,S. Brown enters the game for P. Connaughton,99,117
4,1:34.0,,T. Frazier enters the game for G. Hill,99,117
4,1:34.0,,D. Wilson enters the game for K. Middleton,99,117
4,1:20.0,,S. Brown makes 3-pt jump shot from 27 ft (assist by E. İlyasova),99,120
4,1:05.0,Offensive foul by T. Maker (drawn by D. Wilson),,99,120
4,1:05.0,Turnover by T. Maker (offensive foul),,99,120
4,0:46.0,,Turnover by S. Brown (lost ball; steal by K. Thomas),99,120
4,0:39.0,K. Thomas misses 3-pt jump shot from 26 ft,,99,120
4,0:35.0,,Defensive rebound by N. Mirotić,99,120
4,0:13.0,,Turnover by Team (shot clock),99,120
4,0:07.0,K. Thomas misses 2-pt hook shot from 7 ft,,99,120
4,0:04.0,,Defensive rebound by E. İlyasova,99,120
