QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DENVER_ACTION,SAN ANTONIO_SCORE,DENVER_SCORE
4,4:21.0,Defensive rebound by B. Forbes,,97,99
4,4:11.0,D. DeRozan makes 2-pt jump shot from 12 ft,,99,99
4,3:53.0,,J. Murray makes 2-pt jump shot from 15 ft (assist by N. Jokić),99,101
4,3:41.0,San Antonio full timeout,,99,101
4,3:41.0,,Technical foul by G. Popovich,99,101
4,3:41.0,,J. Murray makes technical free throw,99,102
4,3:34.0,Shooting foul by J. Murray (drawn by D. DeRozan),,99,102
4,3:34.0,D. DeRozan makes free throw 1 of 2,,100,102
4,3:34.0,D. DeRozan makes free throw 2 of 2,,101,102
4,3:20.0,,N. Jokić makes 2-pt jump shot from 19 ft (assist by J. Murray),101,104
4,3:07.0,Personal foul by N. Jokić (drawn by L. Aldridge),,101,104
4,3:07.0,P. Mills enters the game for B. Forbes,,101,104
4,2:57.0,R. Gay misses 3-pt jump shot from 27 ft,,101,104
4,2:54.0,,Defensive rebound by G. Harris,101,104
4,2:31.0,,J. Murray makes 3-pt jump shot from 27 ft,101,107
4,2:16.0,Turnover by R. Gay (bad pass; steal by N. Jokić),,101,107
4,2:12.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by G. Harris),101,110
4,2:11.0,San Antonio full timeout,,101,110
4,2:04.0,D. DeRozan makes 2-pt layup from 2 ft,,103,110
4,1:48.0,,J. Murray makes 2-pt jump shot from 21 ft,103,112
4,1:45.0,Personal take foul by M. Beasley (drawn by D. White),,103,112
4,1:36.0,D. DeRozan misses 2-pt jump shot from 11 ft,,103,112
4,1:32.0,,Defensive rebound by J. Murray,103,112
4,1:15.0,,Shooting foul by R. Gay (drawn by N. Jokić),103,112
4,1:15.0,,N. Jokić makes free throw 1 of 2,103,113
4,1:15.0,D. Cunningham enters the game for L. Aldridge,,103,113
4,1:15.0,D. Motiejūnas enters the game for D. DeRozan,,103,113
4,1:15.0,Q. Pondexter enters the game for P. Mills,,103,113
4,1:15.0,L. Walker enters the game for D. White,,103,113
4,1:15.0,,N. Jokić makes free throw 2 of 2,103,114
4,0:59.0,D. Motiejūnas makes 2-pt hook shot from 4 ft (assist by Q. Pondexter),,105,114
4,0:45.0,,J. Murray misses 3-pt jump shot from 25 ft,105,114
4,0:42.0,Defensive rebound by L. Walker,,105,114
4,0:33.0,D. Motiejūnas misses 2-pt hook shot from 7 ft,,105,114
4,0:28.0,,Defensive rebound by N. Jokić,105,114
4,0:03.0,,Turnover by Team (shot clock),105,114
