QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
1,6:07.0,,Defensive rebound by N. Jokić,11,16
1,5:56.0,,Turnover by G. Harris (bad pass; steal by A. Aminu),11,16
1,5:48.0,C. McCollum makes 2-pt layup from 2 ft (assist by A. Aminu),,13,16
1,5:48.0,,Denver full timeout,13,16
1,5:33.0,,Turnover by N. Jokić (traveling),13,16
1,5:20.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by E. Freedom),,15,16
1,5:05.0,,N. Jokić misses 2-pt layup from 4 ft (block by A. Aminu),15,16
1,5:02.0,,Offensive rebound by N. Jokić,15,16
1,5:01.0,,N. Jokić makes 2-pt layup from 2 ft,15,18
1,4:42.0,R. Hood makes 2-pt jump shot from 12 ft,,17,18
1,4:42.0,Shooting foul by J. Murray (drawn by R. Hood),,17,18
1,4:42.0,,W. Barton enters the game for T. Craig,17,18
1,4:42.0,R. Hood makes free throw 1 of 1,,18,18
1,4:25.0,,P. Millsap makes 2-pt hook shot from 3 ft (assist by N. Jokić),18,20
1,4:14.0,A. Aminu misses 2-pt jump shot from 14 ft,,18,20
1,4:11.0,,Defensive rebound by P. Millsap,18,20
1,4:04.0,,G. Harris makes 2-pt layup from 1 ft (assist by P. Millsap),18,22
1,3:59.0,Personal foul by J. Murray (drawn by R. Hood),,18,22
1,3:59.0,R. Hood makes free throw 1 of 2,,19,22
1,3:59.0,,M. Morris enters the game for J. Murray,19,22
1,3:59.0,R. Hood makes free throw 2 of 2,,20,22
1,3:44.0,,P. Millsap makes 2-pt dunk at rim (assist by N. Jokić),20,24
1,3:29.0,Turnover by A. Aminu (bad pass; steal by G. Harris),,20,24
1,3:26.0,,G. Harris makes 2-pt dunk from 1 ft,20,26
1,3:26.0,Z. Collins enters the game for E. Freedom,,20,26
1,3:26.0,S. Curry enters the game for C. McCollum,,20,26
1,3:26.0,,M. Plumlee enters the game for P. Millsap,20,26
1,3:04.0,D. Lillard misses 2-pt jump shot from 14 ft,,20,26
1,3:01.0,,Defensive rebound by G. Harris,20,26
1,2:42.0,,W. Barton misses 2-pt jump shot from 2 ft,20,26
1,2:39.0,,Offensive rebound by N. Jokić,20,26
1,2:39.0,,N. Jokić makes 2-pt layup at rim,20,28
1,2:25.0,Z. Collins misses 2-pt layup from 3 ft,,20,28
1,2:23.0,Offensive rebound by A. Aminu,,20,28
1,2:22.0,A. Aminu misses 2-pt layup from 2 ft,,20,28
1,2:20.0,Offensive rebound by Z. Collins,,20,28
1,2:18.0,Z. Collins makes 2-pt layup from 1 ft,,22,28
1,1:59.0,,Personal foul by D. Lillard (drawn by G. Harris),22,28
1,1:59.0,E. Freedom enters the game for A. Aminu,,22,28
1,1:45.0,,N. Jokić misses 2-pt jump shot from 16 ft,22,28
1,1:42.0,,Offensive rebound by M. Plumlee,22,28
1,1:39.0,,G. Harris misses 3-pt jump shot from 27 ft,22,28
1,1:36.0,Defensive rebound by D. Lillard,,22,28
1,1:31.0,D. Lillard misses 3-pt jump shot from 30 ft,,22,28
1,1:27.0,,Defensive rebound by N. Jokić,22,28
1,1:25.0,,Shooting foul by Z. Collins (drawn by G. Harris),22,28
1,1:25.0,,G. Harris makes free throw 1 of 2,22,29
1,1:25.0,,G. Harris makes free throw 2 of 2,22,30
1,1:12.0,Shooting foul by N. Jokić (drawn by E. Freedom),,22,30
1,1:12.0,E. Freedom makes free throw 1 of 2,,23,30
1,1:12.0,,P. Millsap enters the game for N. Jokić,23,30
1,1:12.0,E. Freedom misses free throw 2 of 2,,23,30
1,1:10.0,,Defensive rebound by W. Barton,23,30
1,0:58.0,,Personal foul by E. Freedom (drawn by P. Millsap),23,30
1,0:58.0,,P. Millsap misses free throw 1 of 2,23,30
1,0:58.0,,Offensive rebound by Team,23,30
1,0:58.0,,P. Millsap makes free throw 2 of 2,23,31
1,0:44.0,E. Freedom misses 2-pt jump shot from 6 ft,,23,31
1,0:43.0,Offensive rebound by Z. Collins,,23,31
1,0:42.0,Z. Collins misses 2-pt layup from 3 ft,,23,31
1,0:42.0,,Defensive rebound by M. Plumlee,23,31
1,0:35.0,,M. Morris misses 2-pt jump shot from 11 ft,23,31
1,0:31.0,Defensive rebound by D. Lillard,,23,31
1,0:17.0,D. Lillard makes 2-pt layup from 2 ft,,25,31
1,0:02.0,,M. Morris misses 2-pt jump shot from 18 ft (block by D. Lillard),25,31
1,0:02.0,Defensive rebound by S. Curry,,25,31
2,11:45.0,Turnover by R. Hood (bad pass),,25,31
2,11:25.0,,P. Millsap makes 2-pt jump shot from 13 ft,25,33
2,11:06.0,S. Curry misses 2-pt jump shot from 12 ft,,25,33
2,11:03.0,,Defensive rebound by P. Millsap,25,33
2,10:54.0,,P. Millsap misses 2-pt hook shot from 5 ft,25,33
2,10:52.0,Defensive rebound by E. Turner,,25,33
2,10:43.0,R. Hood misses 2-pt jump shot from 16 ft,,25,33
2,10:39.0,,Defensive rebound by M. Plumlee,25,33
2,10:30.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by M. Plumlee),25,36
2,10:12.0,Turnover by C. McCollum (traveling),,25,36
2,10:00.0,,Personal foul by E. Turner (drawn by P. Millsap),25,36
2,9:49.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by P. Millsap),25,39
2,9:23.0,C. McCollum misses 3-pt jump shot from 26 ft,,25,39
2,9:20.0,,Defensive rebound by P. Millsap,25,39
2,9:08.0,,P. Millsap misses 2-pt jump shot from 8 ft,25,39
2,9:06.0,Defensive rebound by E. Turner,,25,39
2,9:01.0,Z. Collins makes 2-pt layup from 1 ft (assist by E. Turner),,27,39
2,8:48.0,,Turnover by M. Plumlee (bad pass; steal by Z. Collins),27,39
2,8:41.0,C. McCollum makes 2-pt layup from 2 ft,,29,39
2,8:28.0,,W. Barton misses 2-pt jump shot from 9 ft,29,39
2,8:23.0,Defensive rebound by E. Turner,,29,39
2,8:22.0,S. Curry misses 3-pt jump shot from 25 ft,,29,39
2,8:19.0,,Defensive rebound by M. Morris,29,39
2,8:17.0,,Shooting foul by C. McCollum (drawn by M. Morris),29,39
2,8:17.0,,M. Morris makes free throw 1 of 2,29,40
2,8:17.0,D. Lillard enters the game for R. Hood,,29,40
2,8:17.0,,M. Morris makes free throw 2 of 2,29,41
2,8:03.0,Z. Collins makes 2-pt layup from 2 ft (assist by D. Lillard),,31,41
2,7:46.0,,Offensive foul by M. Plumlee (drawn by C. McCollum),31,41
2,7:46.0,,Turnover by M. Plumlee (offensive foul),31,41
2,7:46.0,E. Freedom enters the game for E. Turner,,31,41
2,7:46.0,,N. Jokić enters the game for P. Millsap,31,41
2,7:36.0,D. Lillard makes 2-pt jump shot from 15 ft,,33,41
2,7:35.0,,Denver full timeout,33,41
2,7:35.0,,G. Harris enters the game for W. Barton,33,41
2,7:35.0,,J. Murray enters the game for M. Morris,33,41
2,7:22.0,,N. Jokić makes 2-pt jump shot from 12 ft (assist by G. Harris),33,43
2,7:02.0,Z. Collins misses 2-pt jump shot from 14 ft,,33,43
2,7:02.0,Offensive rebound by E. Freedom,,33,43
2,7:01.0,Shooting foul by M. Beasley (drawn by E. Freedom),,33,43
2,7:01.0,E. Freedom misses free throw 1 of 2,,33,43
2,7:01.0,Offensive rebound by Team,,33,43
2,7:01.0,E. Freedom misses free throw 2 of 2,,33,43
2,6:59.0,,Defensive rebound by M. Beasley,33,43
2,6:42.0,,G. Harris misses 2-pt layup from 3 ft,33,43
2,6:38.0,Defensive rebound by S. Curry,,33,43
2,6:25.0,D. Lillard makes 3-pt jump shot from 22 ft,,36,43
2,6:25.0,Shooting foul by M. Plumlee (drawn by D. Lillard),,36,43
2,6:25.0,D. Lillard misses free throw 1 of 1,,36,43
2,6:23.0,,Defensive rebound by N. Jokić,36,43
2,6:17.0,,Shooting foul by C. McCollum (drawn by J. Murray),36,43
2,6:17.0,,J. Murray makes free throw 1 of 2,36,44
2,6:17.0,,J. Murray makes free throw 2 of 2,36,45
2,6:05.0,Personal foul by M. Plumlee (drawn by D. Lillard),,36,45
2,6:05.0,A. Aminu enters the game for Z. Collins,,36,45
2,6:05.0,,P. Millsap enters the game for M. Plumlee,36,45
2,5:58.0,E. Freedom makes 2-pt layup from 2 ft (assist by C. McCollum),,38,45
2,5:40.0,Violation by Team (kicked ball),,38,45
2,5:34.0,,J. Murray misses 3-pt jump shot from 25 ft,38,45
2,5:29.0,,Offensive rebound by N. Jokić,38,45
2,5:29.0,,N. Jokić makes 2-pt layup at rim,38,47
2,5:03.0,E. Freedom misses 2-pt hook shot from 4 ft,,38,47
2,5:01.0,,Defensive rebound by M. Beasley,38,47
2,4:56.0,,Shooting foul by E. Freedom (drawn by M. Beasley),38,47
2,4:56.0,Portland full timeout,,38,47
2,4:56.0,R. Hood enters the game for S. Curry,,38,47
2,4:56.0,,M. Beasley makes free throw 1 of 2,38,48
2,4:56.0,,M. Beasley makes free throw 2 of 2,38,49
2,4:43.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),,41,49
2,4:18.0,,N. Jokić misses 2-pt jump shot from 10 ft,41,49
2,4:17.0,Defensive rebound by Team,,41,49
2,4:17.0,,W. Barton enters the game for M. Beasley,41,49
2,4:02.0,D. Lillard misses 3-pt jump shot from 25 ft,,41,49
2,4:01.0,,Defensive rebound by Team,41,49
2,3:44.0,,J. Murray makes 2-pt layup from 3 ft,41,51
2,3:32.0,C. McCollum misses 3-pt jump shot from 25 ft,,41,51
2,3:30.0,,Defensive rebound by N. Jokić,41,51
2,3:21.0,,J. Murray makes 2-pt layup from 2 ft,41,53
2,3:05.0,E. Freedom misses 2-pt layup from 3 ft (block by P. Millsap),,41,53
2,3:04.0,,Defensive rebound by P. Millsap,41,53
2,2:59.0,,Personal foul by D. Lillard (drawn by P. Millsap),41,53
2,2:59.0,,P. Millsap misses free throw 1 of 2,41,53
2,2:59.0,,Offensive rebound by Team,41,53
2,2:59.0,,P. Millsap makes free throw 2 of 2,41,54
2,2:42.0,A. Aminu misses 3-pt jump shot from 25 ft,,41,54
2,2:39.0,Offensive rebound by Team,,41,54
2,2:31.0,A. Aminu misses 2-pt layup from 6 ft (block by P. Millsap),,41,54
2,2:28.0,,Defensive rebound by J. Murray,41,54
2,2:25.0,,J. Murray makes 2-pt layup from 1 ft,41,56
2,2:11.0,,Violation by Team (kicked ball),41,56
2,2:03.0,R. Hood misses 2-pt jump shot from 11 ft,,41,56
2,1:59.0,Offensive rebound by R. Hood,,41,56
2,1:59.0,C. McCollum misses 2-pt jump shot from 7 ft,,41,56
2,1:57.0,Offensive rebound by C. McCollum,,41,56
2,1:53.0,C. McCollum misses 2-pt layup from 1 ft,,41,56
2,1:52.0,,Defensive rebound by N. Jokić,41,56
2,1:48.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),41,58
2,1:48.0,Portland full timeout,,41,58
2,1:48.0,,T. Craig enters the game for N. Jokić,41,58
2,1:37.0,E. Freedom misses 2-pt hook shot from 5 ft,,41,58
2,1:34.0,,Defensive rebound by P. Millsap,41,58
2,1:21.0,,W. Barton misses 3-pt jump shot from 23 ft,41,58
2,1:18.0,Defensive rebound by D. Lillard,,41,58
2,1:06.0,R. Hood makes 2-pt layup from 3 ft (assist by D. Lillard),,43,58
2,0:42.0,,J. Murray makes 3-pt jump shot from 23 ft,43,61
2,0:34.0,Shooting foul by W. Barton (drawn by D. Lillard),,43,61
2,0:34.0,,Technical foul by J. Murray,43,61
2,0:34.0,D. Lillard makes technical free throw,,44,61
2,0:34.0,D. Lillard makes free throw 1 of 2,,45,61
2,0:34.0,Z. Collins enters the game for E. Freedom,,45,61
2,0:34.0,D. Lillard misses free throw 2 of 2,,45,61
2,0:31.0,,Defensive rebound by W. Barton,45,61
2,0:15.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Murray),45,64
2,0:15.0,,Shooting foul by R. Hood (drawn by P. Millsap),45,64
2,0:15.0,,P. Millsap makes free throw 1 of 1,45,65
2,0:02.0,D. Lillard makes 2-pt layup from 2 ft,,47,65
2,0:00.0,,W. Barton misses 3-pt jump shot from 46 ft,47,65
2,0:00.0,,Offensive rebound by Team,47,65
3,11:44.0,C. McCollum misses 2-pt jump shot from 19 ft,,47,65
3,11:40.0,Offensive rebound by A. Aminu,,47,65
3,11:38.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),,50,65
3,11:15.0,,N. Jokić misses 3-pt jump shot from 25 ft,50,65
3,11:11.0,Defensive rebound by E. Freedom,,50,65
3,11:06.0,D. Lillard misses 3-pt jump shot from 27 ft,,50,65
3,11:04.0,,Defensive rebound by G. Harris,50,65
3,10:57.0,,G. Harris makes 2-pt layup from 2 ft (assist by T. Craig),50,67
3,10:40.0,C. McCollum makes 2-pt jump shot from 4 ft,,52,67
3,10:23.0,,J. Murray misses 2-pt jump shot from 6 ft,52,67
3,10:22.0,,Offensive rebound by J. Murray,52,67
3,10:22.0,,J. Murray makes 2-pt layup from 3 ft,52,69
3,10:22.0,,Shooting foul by A. Aminu (drawn by J. Murray),52,69
3,10:22.0,,J. Murray makes free throw 1 of 1,52,70
3,10:10.0,M. Harkless makes 2-pt jump shot from 8 ft (assist by C. McCollum),,54,70
3,10:10.0,Shooting foul by J. Murray (drawn by M. Harkless),,54,70
3,10:10.0,M. Harkless makes free throw 1 of 1,,55,70
3,9:55.0,,G. Harris misses 3-pt jump shot from 23 ft,55,70
3,9:52.0,,Offensive rebound by N. Jokić,55,70
3,9:51.0,,J. Murray misses 3-pt jump shot from 25 ft,55,70
3,9:47.0,Defensive rebound by E. Freedom,,55,70
3,9:39.0,M. Harkless misses 3-pt jump shot from 25 ft,,55,70
3,9:36.0,,Defensive rebound by T. Craig,55,70
3,9:28.0,,P. Millsap makes 2-pt layup from 2 ft,55,72
3,9:28.0,,Shooting foul by M. Harkless (drawn by P. Millsap),55,72
3,9:28.0,,P. Millsap makes free throw 1 of 1,55,73
3,9:14.0,D. Lillard misses 2-pt layup from 2 ft,,55,73
3,9:11.0,,Defensive rebound by N. Jokić,55,73
3,9:07.0,,J. Murray misses 3-pt jump shot from 25 ft,55,73
3,9:02.0,Defensive rebound by E. Freedom,,55,73
3,9:02.0,Turnover by E. Freedom (lost ball; steal by T. Craig),,55,73
3,8:51.0,,T. Craig misses 2-pt layup from 2 ft,55,73
3,8:49.0,Defensive rebound by D. Lillard,,55,73
3,8:46.0,D. Lillard misses 3-pt jump shot from 26 ft,,55,73
3,8:42.0,,Defensive rebound by N. Jokić,55,73
3,8:30.0,,Shooting foul by A. Aminu (drawn by N. Jokić),55,73
3,8:30.0,,N. Jokić makes free throw 1 of 2,55,74
3,8:30.0,,N. Jokić makes free throw 2 of 2,55,75
3,8:12.0,C. McCollum misses 2-pt jump shot from 8 ft,,55,75
3,8:09.0,,Defensive rebound by N. Jokić,55,75
3,8:02.0,,T. Craig misses 2-pt layup from 3 ft,55,75
3,7:59.0,Defensive rebound by E. Freedom,,55,75
3,7:46.0,C. McCollum misses 2-pt jump shot from 6 ft (block by J. Murray),,55,75
3,7:44.0,,Defensive rebound by T. Craig,55,75
3,7:40.0,,J. Murray misses 2-pt layup from 2 ft,55,75
3,7:37.0,Defensive rebound by A. Aminu,,55,75
3,7:31.0,A. Aminu misses 2-pt jump shot from 6 ft,,55,75
3,7:27.0,,Defensive rebound by P. Millsap,55,75
3,7:15.0,,P. Millsap makes 2-pt layup from 2 ft (assist by N. Jokić),55,77
3,7:15.0,Portland full timeout,,55,77
3,7:00.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),,58,77
3,6:41.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),58,79
3,6:23.0,C. McCollum misses 2-pt jump shot from 15 ft,,58,79
3,6:20.0,,Defensive rebound by G. Harris,58,79
3,6:05.0,,Turnover by N. Jokić (bad pass; steal by D. Lillard),58,79
3,5:58.0,D. Lillard makes 2-pt jump shot from 5 ft,,60,79
3,5:41.0,,P. Millsap misses 2-pt jump shot from 12 ft,60,79
3,5:38.0,Defensive rebound by A. Aminu,,60,79
3,5:31.0,D. Lillard misses 3-pt jump shot from 28 ft,,60,79
3,5:31.0,,Defensive rebound by N. Jokić,60,79
3,5:19.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),60,81
3,4:53.0,E. Freedom misses 2-pt layup from 3 ft,,60,81
3,4:51.0,,Defensive rebound by P. Millsap,60,81
3,4:45.0,,P. Millsap misses 2-pt layup from 1 ft,60,81
3,4:42.0,,Offensive rebound by J. Murray,60,81
3,4:42.0,,J. Murray makes 2-pt dunk from 1 ft,60,83
3,4:31.0,D. Lillard misses 2-pt layup from 3 ft,,60,83
3,4:29.0,,Defensive rebound by G. Harris,60,83
3,4:28.0,,G. Harris misses 2-pt layup from 7 ft (block by C. McCollum),60,83
3,4:28.0,Defensive rebound by C. McCollum,,60,83
3,4:19.0,C. McCollum misses 2-pt layup from 3 ft,,60,83
3,4:15.0,Offensive rebound by E. Freedom,,60,83
3,4:15.0,E. Freedom misses 2-pt layup at rim,,60,83
3,4:15.0,,Defensive rebound by N. Jokić,60,83
3,4:13.0,,T. Craig misses 3-pt jump shot from 25 ft,60,83
3,4:10.0,,Offensive rebound by N. Jokić,60,83
3,4:10.0,,N. Jokić makes 2-pt layup from 2 ft,60,85
3,4:10.0,Portland full timeout,,60,85
3,4:10.0,Z. Collins enters the game for A. Aminu,,60,85
3,4:10.0,S. Curry enters the game for M. Harkless,,60,85
3,4:10.0,R. Hood enters the game for E. Freedom,,60,85
3,4:10.0,M. Leonard enters the game for C. McCollum,,60,85
3,3:53.0,S. Curry misses 2-pt jump shot from 20 ft,,60,85
3,3:49.0,,Defensive rebound by T. Craig,60,85
3,3:31.0,,N. Jokić misses 2-pt jump shot from 12 ft,60,85
3,3:28.0,Defensive rebound by D. Lillard,,60,85
3,3:17.0,Z. Collins misses 3-pt jump shot from 24 ft,,60,85
3,3:13.0,,Defensive rebound by T. Craig,60,85
3,3:03.0,,P. Millsap misses 2-pt jump shot from 17 ft,60,85
3,2:59.0,Defensive rebound by D. Lillard,,60,85
3,2:52.0,D. Lillard misses 3-pt jump shot from 26 ft,,60,85
3,2:49.0,,Defensive rebound by N. Jokić,60,85
3,2:41.0,,Personal foul by S. Curry (drawn by G. Harris),60,85
3,2:41.0,,W. Barton enters the game for T. Craig,60,85
3,2:41.0,,M. Plumlee enters the game for P. Millsap,60,85
3,2:33.0,,N. Jokić misses 3-pt jump shot from 25 ft,60,85
3,2:32.0,,Offensive rebound by Team,60,85
3,2:32.0,Loose ball foul by Z. Collins (drawn by M. Plumlee),,60,85
3,2:32.0,,M. Plumlee makes free throw 1 of 2,60,86
3,2:32.0,,M. Plumlee makes free throw 2 of 2,60,87
3,2:18.0,M. Leonard misses 3-pt jump shot from 25 ft,,60,87
3,2:14.0,,Defensive rebound by M. Plumlee,60,87
3,2:00.0,,J. Murray misses 2-pt jump shot from 15 ft,60,87
3,1:57.0,Defensive rebound by R. Hood,,60,87
3,1:49.0,D. Lillard misses 3-pt jump shot from 28 ft,,60,87
3,1:44.0,,Defensive rebound by M. Plumlee,60,87
3,1:34.0,,N. Jokić misses 3-pt jump shot from 25 ft,60,87
3,1:32.0,Defensive rebound by Z. Collins,,60,87
3,1:15.0,M. Leonard misses 3-pt jump shot from 24 ft,,60,87
3,1:12.0,,Defensive rebound by J. Murray,60,87
3,1:07.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),60,89
3,0:53.0,M. Leonard misses 3-pt jump shot from 25 ft,,60,89
3,0:50.0,,Defensive rebound by W. Barton,60,89
3,0:28.0,,Shooting foul by M. Leonard (drawn by N. Jokić),60,89
3,0:28.0,,N. Jokić makes free throw 1 of 2,60,90
3,0:28.0,,M. Beasley enters the game for G. Harris,60,90
3,0:28.0,,M. Morris enters the game for J. Murray,60,90
3,0:28.0,,N. Jokić makes free throw 2 of 2,60,91
3,0:10.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),,63,91
3,0:04.0,,M. Beasley makes 2-pt layup from 3 ft (assist by M. Plumlee),63,93
3,0:00.0,D. Lillard makes 2-pt layup from 2 ft (assist by Z. Collins),,65,93
4,11:44.0,,W. Barton misses 2-pt jump shot from 6 ft,65,93
4,11:39.0,Defensive rebound by S. Curry,,65,93
4,11:25.0,S. Curry misses 3-pt jump shot from 25 ft,,65,93
4,11:23.0,,Defensive rebound by P. Millsap,65,93
4,11:09.0,,M. Beasley makes 2-pt layup from 2 ft (assist by W. Barton),65,95
4,11:09.0,,Shooting foul by E. Turner (drawn by M. Beasley),65,95
4,11:09.0,,M. Beasley makes free throw 1 of 1,65,96
4,10:50.0,R. Hood makes 2-pt jump shot from 11 ft,,67,96
4,10:50.0,Shooting foul by W. Barton (drawn by R. Hood),,67,96
4,10:50.0,R. Hood makes free throw 1 of 1,,68,96
4,10:34.0,,P. Millsap misses 2-pt layup from 2 ft,68,96
4,10:33.0,Defensive rebound by M. Leonard,,68,96
4,10:25.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by S. Curry),,71,96
4,10:11.0,,M. Plumlee misses 2-pt jump shot from 13 ft (block by Z. Collins),71,96
4,10:09.0,Defensive rebound by S. Curry,,71,96
4,10:01.0,Z. Collins makes 3-pt jump shot from 22 ft (assist by M. Leonard),,74,96
4,9:59.0,,Denver full timeout,74,96
4,9:42.0,,Personal foul by Z. Collins (drawn by P. Millsap),74,96
4,9:31.0,,P. Millsap misses 2-pt layup from 7 ft (block by Z. Collins),74,96
4,9:28.0,Defensive rebound by E. Turner,,74,96
4,9:17.0,R. Hood makes 2-pt jump shot from 11 ft,,76,96
4,9:17.0,Shooting foul by M. Plumlee (drawn by R. Hood),,76,96
4,9:17.0,,N. Jokić enters the game for M. Morris,76,96
4,9:17.0,,J. Murray enters the game for M. Plumlee,76,96
4,9:17.0,R. Hood misses free throw 1 of 1,,76,96
4,9:16.0,Offensive rebound by Team,,76,96
4,9:16.0,,G. Harris enters the game for M. Beasley,76,96
4,9:07.0,R. Hood misses 3-pt jump shot from 27 ft,,76,96
4,9:06.0,,Defensive rebound by Team,76,96
4,8:56.0,,Shooting foul by Z. Collins (drawn by G. Harris),76,96
4,8:56.0,,G. Harris makes free throw 1 of 2,76,97
4,8:56.0,,G. Harris makes free throw 2 of 2,76,98
4,8:45.0,Shooting foul by N. Jokić (drawn by Z. Collins),,76,98
4,8:45.0,Z. Collins misses free throw 1 of 2,,76,98
4,8:45.0,Offensive rebound by Team,,76,98
4,8:45.0,Z. Collins makes free throw 2 of 2,,77,98
4,8:35.0,,N. Jokić makes 2-pt jump shot from 10 ft (assist by J. Murray),77,100
4,8:20.0,Personal foul by G. Harris (drawn by M. Leonard),,77,100
4,8:13.0,S. Curry makes 3-pt jump shot from 26 ft (assist by R. Hood),,80,100
4,8:00.0,,Flagrant foul type 1 by M. Leonard (drawn by N. Jokić),80,100
4,8:00.0,,T. Craig enters the game for P. Millsap,80,100
4,8:00.0,,N. Jokić makes flagrant free throw 1 of 2,80,101
4,8:00.0,,N. Jokić misses flagrant free throw 2 of 2,80,101
4,8:00.0,,Offensive rebound by Team,80,101
4,7:52.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),80,103
4,7:35.0,S. Curry misses 2-pt layup from 4 ft,,80,103
4,7:35.0,Offensive rebound by Team,,80,103
4,7:35.0,,Loose ball foul by N. Jokić (drawn by Z. Collins),80,103
4,7:35.0,Z. Collins makes free throw 1 of 2,,81,103
4,7:35.0,Z. Collins makes free throw 2 of 2,,82,103
4,7:12.0,,J. Murray misses 3-pt jump shot from 25 ft,82,103
4,7:07.0,,Offensive rebound by N. Jokić,82,103
4,7:06.0,,N. Jokić makes 2-pt layup from 2 ft,82,105
4,6:56.0,Personal foul by N. Jokić (drawn by M. Leonard),,82,105
4,6:56.0,M. Leonard misses free throw 1 of 2,,82,105
4,6:56.0,Offensive rebound by Team,,82,105
4,6:56.0,M. Leonard misses free throw 2 of 2,,82,105
4,6:53.0,Offensive rebound by R. Hood,,82,105
