QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
4,3:28.0,,Portland full timeout,101,119
4,3:28.0,D. Bertāns enters the game for L. Aldridge,,101,119
4,3:28.0,D. Eubanks enters the game for D. DeRozan,,101,119
4,3:28.0,C. Metu enters the game for B. Forbes,,101,119
4,3:28.0,Q. Pondexter enters the game for P. Mills,,101,119
4,3:19.0,C. Metu misses 2-pt jump shot from 20 ft,,101,119
4,3:17.0,,Defensive rebound by D. Lillard,101,119
4,3:04.0,,M. Harkless misses 2-pt hook shot from 7 ft,101,119
4,3:02.0,Defensive rebound by Team,,101,119
4,3:02.0,,W. Baldwin enters the game for A. Aminu,101,119
4,3:02.0,,J. Layman enters the game for Z. Collins,101,119
4,3:02.0,,M. Leonard enters the game for M. Harkless,101,119
4,3:02.0,,N. Stauskas enters the game for D. Lillard,101,119
4,3:02.0,,C. Swanigan enters the game for C. McCollum,101,119
4,2:50.0,Shooting foul by C. Swanigan (drawn by C. Metu),,101,119
4,2:50.0,C. Metu makes free throw 1 of 2,,102,119
4,2:50.0,C. Metu makes free throw 2 of 2,,103,119
4,2:28.0,,W. Baldwin misses 2-pt jump shot from 14 ft (block by C. Metu),103,119
4,2:28.0,Defensive rebound by Team,,103,119
4,2:22.0,D. Bertāns misses 3-pt jump shot from 26 ft,,103,119
4,2:18.0,Offensive rebound by Q. Pondexter,,103,119
4,2:11.0,D. Eubanks misses 2-pt hook shot from 5 ft,,103,119
4,2:08.0,Offensive rebound by Q. Pondexter,,103,119
4,2:08.0,Q. Pondexter misses 2-pt layup at rim,,103,119
4,2:07.0,,Defensive rebound by M. Leonard,103,119
4,2:00.0,,J. Layman misses 2-pt layup from 1 ft,103,119
4,1:59.0,,Offensive rebound by J. Layman,103,119
4,1:59.0,,J. Layman makes 2-pt layup from 1 ft,103,121
4,1:46.0,D. Eubanks makes 2-pt layup from 2 ft (assist by D. Bertāns),,105,121
4,1:27.0,,N. Stauskas misses 3-pt jump shot from 25 ft,105,121
4,1:23.0,Defensive rebound by C. Metu,,105,121
4,1:11.0,D. Bertāns misses 2-pt jump shot from 20 ft,,105,121
4,1:09.0,,Defensive rebound by J. Layman,105,121
4,0:51.0,,W. Baldwin misses 3-pt jump shot from 26 ft,105,121
4,0:49.0,Defensive rebound by C. Metu,,105,121
4,0:42.0,D. Cunningham misses 2-pt jump shot from 20 ft,,105,121
4,0:40.0,,Defensive rebound by W. Baldwin,105,121
4,0:29.0,,Turnover by W. Baldwin (bad pass),105,121
4,0:15.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,108,121
4,0:09.0,,Turnover by W. Baldwin (lost ball; steal by Q. Pondexter),108,121
4,0:03.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,108,121
4,0:01.0,,Defensive rebound by W. Baldwin,108,121
