QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
2,8:22.0,,Defensive rebound by E. Turner,43,34
2,8:12.0,,Personal foul by P. George (drawn by E. Freedom),43,34
2,8:06.0,,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),43,36
2,7:58.0,R. Westbrook misses 2-pt jump shot from 2 ft,,43,36
2,7:55.0,,Defensive rebound by E. Turner,43,36
2,7:43.0,,D. Lillard makes 3-pt jump shot from 29 ft (assist by E. Freedom),43,39
2,7:30.0,J. Grant makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,45,39
2,7:02.0,,S. Curry misses 3-pt jump shot from 25 ft,45,39
2,7:00.0,,Offensive rebound by S. Curry,45,39
2,6:51.0,,S. Curry misses 3-pt jump shot from 25 ft,45,39
2,6:49.0,,Offensive rebound by E. Freedom,45,39
2,6:47.0,,E. Freedom makes 2-pt layup from 1 ft,45,41
2,6:34.0,R. Westbrook makes 3-pt jump shot from 23 ft (assist by P. George),,48,41
2,6:10.0,,M. Harkless makes 2-pt layup from 2 ft (assist by E. Freedom),48,43
2,6:03.0,Personal foul by D. Lillard (drawn by R. Westbrook),,48,43
2,6:03.0,,Portland full timeout,48,43
2,6:03.0,T. Ferguson enters the game for D. Schröder,,48,43
2,5:58.0,R. Westbrook misses 2-pt layup from 1 ft,,48,43
2,5:56.0,,Defensive rebound by E. Turner,48,43
2,5:54.0,,Shooting foul by P. George (drawn by M. Harkless),48,43
2,5:54.0,,M. Harkless misses free throw 1 of 2,48,43
2,5:54.0,,Offensive rebound by Team,48,43
2,5:54.0,,M. Harkless misses free throw 2 of 2,48,43
2,5:52.0,Defensive rebound by R. Westbrook,,48,43
2,5:45.0,Personal foul by M. Harkless (drawn by S. Adams),,48,43
2,5:45.0,D. Schröder enters the game for P. George,,48,43
2,5:37.0,R. Westbrook misses 3-pt jump shot from 25 ft (block by D. Lillard),,48,43
2,5:36.0,Offensive rebound by R. Westbrook,,48,43
2,5:33.0,R. Westbrook misses 3-pt jump shot from 25 ft,,48,43
2,5:30.0,,Defensive rebound by E. Freedom,48,43
2,5:16.0,,Turnover by D. Lillard (bad pass; steal by R. Westbrook),48,43
2,5:13.0,Turnover by J. Grant (bad pass; steal by S. Curry),,48,43
2,5:09.0,,M. Harkless makes 2-pt layup from 2 ft (assist by S. Curry),48,45
2,5:05.0,D. Schröder makes 2-pt layup from 1 ft,,50,45
2,4:37.0,,D. Lillard misses 2-pt jump shot from 2 ft,50,45
2,4:36.0,,Offensive rebound by Team,50,45
2,4:23.0,,D. Lillard makes 2-pt layup from 1 ft,50,47
2,4:11.0,D. Schröder makes 2-pt jump shot from 15 ft,,52,47
2,3:49.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),52,50
2,3:32.0,S. Adams makes 2-pt jump shot from 14 ft (assist by D. Schröder),,54,50
2,3:32.0,,Portland full timeout,54,50
2,3:23.0,,E. Turner misses 2-pt hook shot from 8 ft,54,50
2,3:21.0,Defensive rebound by J. Grant,,54,50
2,3:16.0,R. Westbrook misses 3-pt jump shot from 27 ft,,54,50
2,3:13.0,,Defensive rebound by D. Lillard,54,50
2,3:03.0,,Turnover by D. Lillard (bad pass; steal by R. Westbrook),54,50
2,3:00.0,Shooting foul by M. Harkless (drawn by D. Schröder),,54,50
2,3:00.0,D. Schröder misses free throw 1 of 2,,54,50
2,3:00.0,Offensive rebound by Team,,54,50
2,3:00.0,,A. Aminu enters the game for M. Harkless,54,50
2,3:00.0,D. Schröder makes free throw 2 of 2,,55,50
2,2:40.0,,A. Aminu misses 2-pt layup from 3 ft (block by S. Adams),55,50
2,2:38.0,Defensive rebound by S. Adams,,55,50
2,2:27.0,R. Westbrook misses 2-pt layup from 2 ft,,55,50
2,2:25.0,,Defensive rebound by E. Freedom,55,50
2,2:21.0,,Shooting foul by S. Adams (drawn by E. Turner),55,50
2,2:21.0,,E. Turner misses free throw 1 of 2,55,50
2,2:21.0,,Offensive rebound by Team,55,50
2,2:21.0,,E. Turner makes free throw 2 of 2,55,51
2,2:11.0,R. Westbrook misses 2-pt jump shot from 16 ft,,55,51
2,2:09.0,,Defensive rebound by E. Freedom,55,51
2,1:55.0,,D. Lillard makes 2-pt layup from 2 ft,55,53
2,1:51.0,R. Westbrook misses 2-pt layup from 2 ft,,55,53
2,1:50.0,,Defensive rebound by E. Freedom,55,53
2,1:42.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by E. Turner),55,56
2,1:42.0,Oklahoma City full timeout,,55,56
2,1:27.0,R. Westbrook makes 2-pt jump shot from 16 ft (assist by S. Adams),,57,56
2,1:06.0,,S. Curry makes 2-pt jump shot from 18 ft (assist by A. Aminu),57,58
2,0:48.0,D. Schröder misses 2-pt layup from 1 ft,,57,58
2,0:46.0,,Defensive rebound by E. Freedom,57,58
2,0:34.0,,D. Lillard misses 3-pt jump shot from 26 ft,57,58
2,0:31.0,,Offensive rebound by E. Freedom,57,58
2,0:30.0,,E. Freedom makes 2-pt layup from 1 ft,57,60
2,0:17.0,S. Adams misses 2-pt hook shot from 5 ft (block by E. Freedom),,57,60
2,0:15.0,Offensive rebound by Team,,57,60
2,0:07.0,R. Westbrook misses 3-pt jump shot from 23 ft,,57,60
2,0:06.0,,Defensive rebound by Team,57,60
2,0:06.0,Loose ball foul by S. Adams (drawn by E. Freedom),,57,60
2,0:06.0,,E. Freedom makes free throw 1 of 2,57,61
2,0:06.0,,Turnover by A. Aminu (lane violation),57,61
2,0:06.0,P. George enters the game for S. Adams,,57,61
2,0:06.0,,Z. Collins enters the game for E. Freedom,57,61
2,0:00.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,60,61
3,11:41.0,,D. Lillard makes 3-pt jump shot from 34 ft (assist by C. McCollum),60,64
3,11:17.0,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,62,64
3,11:02.0,,Shooting foul by J. Grant (drawn by M. Harkless),62,64
3,11:02.0,,M. Harkless misses free throw 1 of 2,62,64
3,11:02.0,,Offensive rebound by Team,62,64
3,11:02.0,,M. Harkless makes free throw 2 of 2,62,65
3,10:48.0,R. Westbrook misses 3-pt jump shot from 25 ft,,62,65
3,10:47.0,,Defensive rebound by E. Freedom,62,65
3,10:24.0,,A. Aminu misses 2-pt hook shot from 6 ft,62,65
3,10:22.0,Defensive rebound by J. Grant,,62,65
3,10:18.0,Shooting foul by A. Aminu (drawn by P. George),,62,65
3,10:18.0,P. George makes free throw 1 of 2,,63,65
3,10:18.0,P. George makes free throw 2 of 2,,64,65
3,9:55.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Freedom),64,68
3,9:40.0,R. Westbrook makes 2-pt jump shot from 3 ft,,66,68
3,9:28.0,,D. Lillard misses 3-pt jump shot from 26 ft,66,68
3,9:24.0,Defensive rebound by P. George,,66,68
3,9:18.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by S. Adams),,69,68
3,8:51.0,,C. McCollum misses 2-pt jump shot at rim,69,68
3,8:50.0,Defensive rebound by S. Adams,,69,68
3,8:43.0,R. Westbrook misses 2-pt layup from 2 ft,,69,68
3,8:42.0,,Defensive rebound by A. Aminu,69,68
3,8:36.0,,C. McCollum misses 3-pt jump shot from 25 ft,69,68
3,8:35.0,,Offensive rebound by C. McCollum,69,68
3,8:27.0,,C. McCollum misses 3-pt jump shot from 26 ft,69,68
3,8:24.0,Defensive rebound by P. George,,69,68
3,8:21.0,Turnover by P. George (dbl dribble),,69,68
3,8:21.0,Violation by Team (delay of game),,69,68
3,8:03.0,,C. McCollum misses 3-pt jump shot from 23 ft,69,68
3,8:01.0,,Offensive rebound by M. Harkless,69,68
3,7:49.0,,D. Lillard misses 2-pt layup from 2 ft (block by S. Adams),69,68
3,7:45.0,,Offensive rebound by E. Freedom,69,68
3,7:45.0,,E. Freedom misses 2-pt jump shot from 3 ft,69,68
3,7:45.0,Defensive rebound by P. George,,69,68
3,7:38.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,71,68
3,7:19.0,,Shooting foul by P. George (drawn by A. Aminu),71,68
3,7:19.0,,A. Aminu makes free throw 1 of 2,71,69
3,7:19.0,,A. Aminu makes free throw 2 of 2,71,70
3,7:11.0,R. Westbrook makes 2-pt layup from 1 ft,,73,70
3,6:45.0,,D. Lillard misses 2-pt jump shot from 4 ft,73,70
3,6:45.0,,Offensive rebound by Team,73,70
3,6:45.0,Loose ball foul by T. Ferguson (drawn by M. Harkless),,73,70
3,6:45.0,,Portland full timeout,73,70
3,6:37.0,,Shooting foul by S. Adams (drawn by M. Harkless),73,70
3,6:37.0,,M. Harkless misses free throw 1 of 2,73,70
3,6:37.0,,Offensive rebound by Team,73,70
3,6:37.0,,M. Harkless misses free throw 2 of 2,73,70
3,6:34.0,Defensive rebound by R. Westbrook,,73,70
3,6:25.0,R. Westbrook misses 2-pt jump shot from 16 ft,,73,70
3,6:23.0,,Defensive rebound by D. Lillard,73,70
3,6:17.0,,D. Lillard misses 2-pt jump shot from 19 ft,73,70
3,6:14.0,Defensive rebound by S. Adams,,73,70
3,6:08.0,Turnover by T. Ferguson (bad pass; steal by D. Lillard),,73,70
3,6:08.0,,Personal foul by R. Westbrook (drawn by D. Lillard),73,70
3,6:08.0,,D. Lillard makes free throw 1 of 2,73,71
3,6:08.0,,D. Lillard makes free throw 2 of 2,73,72
3,5:59.0,Turnover by R. Westbrook (bad pass; steal by M. Harkless),,73,72
3,5:46.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),73,75
3,5:37.0,Personal foul by A. Aminu (drawn by P. George),,73,75
3,5:37.0,D. Schröder enters the game for T. Ferguson,,73,75
3,5:25.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,75,75
3,5:10.0,,E. Freedom makes 2-pt layup from 1 ft,75,77
3,4:58.0,R. Westbrook misses 2-pt layup from 2 ft (block by C. McCollum),,75,77
3,4:55.0,,Defensive rebound by C. McCollum,75,77
3,4:52.0,,A. Aminu makes 2-pt layup from 2 ft (assist by C. McCollum),75,79
3,4:25.0,P. George misses 3-pt jump shot from 23 ft,,75,79
3,4:24.0,,Defensive rebound by A. Aminu,75,79
3,4:03.0,,D. Lillard misses 3-pt jump shot from 25 ft,75,79
3,4:01.0,,Offensive rebound by M. Harkless,75,79
3,3:56.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),75,81
3,3:40.0,R. Westbrook misses 3-pt jump shot from 26 ft,,75,81
3,3:38.0,,Defensive rebound by M. Harkless,75,81
3,3:29.0,,D. Lillard makes 3-pt jump shot from 23 ft,75,84
3,3:28.0,Oklahoma City full timeout,,75,84
3,3:15.0,P. George misses 3-pt jump shot from 25 ft,,75,84
3,3:13.0,Offensive rebound by J. Grant,,75,84
3,3:10.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Grant),,78,84
3,2:49.0,,C. McCollum misses 2-pt jump shot from 4 ft,78,84
3,2:46.0,Defensive rebound by J. Grant,,78,84
3,2:39.0,D. Schröder makes 2-pt jump shot from 12 ft,,80,84
3,2:14.0,,D. Lillard misses 3-pt jump shot from 25 ft,80,84
3,2:10.0,Defensive rebound by R. Westbrook,,80,84
3,1:59.0,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,83,84
3,1:40.0,,D. Lillard misses 2-pt jump shot from 2 ft,83,84
3,1:38.0,,Offensive rebound by E. Freedom,83,84
3,1:38.0,,E. Freedom makes 2-pt layup from 1 ft,83,86
3,1:27.0,P. George makes 2-pt jump shot from 16 ft,,85,86
3,1:09.0,,M. Harkless misses 2-pt dunk from 2 ft,85,86
3,1:07.0,Defensive rebound by R. Westbrook,,85,86
3,1:03.0,P. George misses 2-pt jump shot from 4 ft,,85,86
3,1:00.0,Offensive rebound by J. Grant,,85,86
3,0:57.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),,88,86
3,0:44.0,,E. Freedom misses 2-pt layup at rim,88,86
3,0:41.0,Defensive rebound by R. Westbrook,,88,86
3,0:35.0,R. Westbrook makes 2-pt jump shot from 1 ft,,90,86
3,0:19.0,,A. Aminu misses 2-pt jump shot from 13 ft,90,86
3,0:17.0,,Offensive rebound by E. Freedom,90,86
3,0:17.0,,E. Freedom makes 2-pt layup from 2 ft,90,88
3,0:02.0,Turnover by P. George (lost ball; steal by D. Lillard),,90,88
3,0:00.0,,C. McCollum misses 3-pt jump shot from 48 ft,90,88
3,0:00.0,,Offensive rebound by Team,90,88
4,11:43.0,Turnover by P. George (bad pass; steal by Z. Collins),,90,88
4,11:38.0,,E. Turner misses 2-pt jump shot from 17 ft,90,88
4,11:35.0,Defensive rebound by J. Grant,,90,88
4,11:29.0,N. Noel misses 2-pt jump shot from 6 ft,,90,88
4,11:28.0,,Defensive rebound by E. Turner,90,88
4,11:14.0,,R. Hood misses 3-pt jump shot from 24 ft,90,88
4,11:10.0,Defensive rebound by J. Grant,,90,88
4,10:59.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),,93,88
4,10:42.0,,C. McCollum makes 2-pt jump shot from 5 ft (assist by Z. Collins),93,90
4,10:29.0,Turnover by R. Westbrook (bad pass; steal by Z. Collins),,93,90
4,10:21.0,,Z. Collins misses 2-pt jump shot from 13 ft (block by R. Westbrook),93,90
4,10:21.0,Defensive rebound by N. Noel,,93,90
4,10:21.0,Personal foul by Z. Collins (drawn by N. Noel),,93,90
4,10:21.0,T. Ferguson enters the game for N. Noel,,93,90
4,10:11.0,Shooting foul by Z. Collins (drawn by R. Westbrook),,93,90
4,10:11.0,R. Westbrook makes free throw 1 of 2,,94,90
4,10:11.0,R. Westbrook makes free throw 2 of 2,,95,90
4,9:58.0,,C. McCollum misses 2-pt jump shot from 7 ft,95,90
4,9:54.0,Defensive rebound by T. Ferguson,,95,90
4,9:45.0,R. Westbrook misses 3-pt jump shot from 27 ft,,95,90
4,9:43.0,,Defensive rebound by Z. Collins,95,90
4,9:27.0,,C. McCollum misses 2-pt jump shot from 18 ft,95,90
4,9:23.0,Defensive rebound by R. Westbrook,,95,90
4,9:17.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. George),,98,90
4,9:16.0,,Portland full timeout,98,90
4,9:16.0,,D. Lillard enters the game for C. McCollum,98,90
4,8:55.0,,Turnover by D. Lillard (lost ball; steal by R. Westbrook),98,90
4,8:50.0,R. Westbrook misses 2-pt layup from 1 ft,,98,90
4,8:48.0,,Defensive rebound by S. Curry,98,90
4,8:44.0,,S. Curry misses 3-pt jump shot from 24 ft,98,90
4,8:41.0,Defensive rebound by D. Schröder,,98,90
4,8:33.0,D. Schröder makes 2-pt jump shot from 12 ft,,100,90
4,8:19.0,,Personal foul by J. Grant (drawn by D. Lillard),100,90
4,8:19.0,,E. Freedom enters the game for Z. Collins,100,90
4,8:13.0,,D. Lillard misses 3-pt jump shot from 29 ft,100,90
4,8:10.0,Defensive rebound by R. Westbrook,,100,90
4,8:09.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),,102,90
4,8:09.0,Shooting foul by E. Turner (drawn by J. Grant),,102,90
4,8:09.0,,M. Harkless enters the game for E. Turner,102,90
4,8:09.0,J. Grant misses free throw 1 of 1,,102,90
4,8:06.0,,Defensive rebound by M. Harkless,102,90
4,7:59.0,,Offensive foul by D. Lillard (drawn by P. George),102,90
4,7:59.0,,Turnover by D. Lillard (offensive foul),102,90
4,7:59.0,,C. McCollum enters the game for R. Hood,102,90
4,7:45.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,105,90
4,7:30.0,,M. Harkless makes 2-pt dunk from 2 ft (assist by E. Freedom),105,92
4,7:12.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,107,92
4,6:58.0,,Personal foul by D. Schröder (drawn by D. Lillard),107,92
4,6:54.0,,C. McCollum makes 2-pt jump shot from 7 ft (assist by D. Lillard),107,94
4,6:31.0,D. Schröder misses 2-pt layup from 2 ft (block by C. McCollum),,107,94
4,6:31.0,Offensive rebound by Team,,107,94
4,6:31.0,Oklahoma City full timeout,,107,94
4,6:27.0,P. George misses 3-pt jump shot from 25 ft,,107,94
4,6:25.0,,Defensive rebound by D. Lillard,107,94
4,6:23.0,,M. Harkless makes 2-pt dunk from 2 ft (assist by D. Lillard),107,96
4,6:09.0,Turnover by R. Westbrook (out of bounds lost ball),,107,96
4,5:50.0,,M. Harkless makes 2-pt dunk from 2 ft (assist by D. Lillard),107,98
4,5:31.0,Shooting foul by M. Harkless (drawn by P. George),,107,98
4,5:31.0,P. George makes free throw 1 of 2,,108,98
4,5:31.0,P. George misses free throw 2 of 2,,108,98
4,5:29.0,,Defensive rebound by M. Harkless,108,98
4,5:14.0,,E. Freedom makes 2-pt layup from 2 ft,108,100
4,4:56.0,R. Westbrook misses 2-pt jump shot from 19 ft,,108,100
4,4:55.0,,Defensive rebound by D. Lillard,108,100
4,4:47.0,,D. Lillard makes 3-pt jump shot from 24 ft,108,103
4,4:26.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),,111,103
4,4:07.0,,Shooting foul by P. George (drawn by M. Harkless),111,103
4,4:07.0,,M. Harkless makes free throw 1 of 2,111,104
4,4:07.0,,M. Harkless makes free throw 2 of 2,111,105
4,3:55.0,P. George makes 2-pt layup from 1 ft,,113,105
4,3:31.0,,D. Lillard misses 3-pt jump shot from 25 ft,113,105
4,3:29.0,Defensive rebound by P. George,,113,105
4,3:28.0,Oklahoma City full timeout,,113,105
4,3:28.0,,A. Aminu enters the game for E. Freedom,113,105
4,3:16.0,D. Schröder misses 3-pt jump shot from 23 ft,,113,105
4,3:15.0,,Defensive rebound by Team,113,105
4,3:15.0,Loose ball foul by T. Ferguson (drawn by D. Lillard),,113,105
4,3:07.0,,C. McCollum makes 2-pt jump shot from 15 ft,113,107
4,2:47.0,R. Westbrook misses 2-pt jump shot from 21 ft,,113,107
4,2:45.0,,Defensive rebound by D. Lillard,113,107
4,2:35.0,,D. Lillard misses 2-pt layup from 2 ft (block by J. Grant),113,107
4,2:31.0,Defensive rebound by P. George,,113,107
4,2:15.0,Personal foul by A. Aminu (drawn by P. George),,113,107
4,2:15.0,P. George misses free throw 1 of 2,,113,107
4,2:15.0,Offensive rebound by Team,,113,107
4,2:15.0,P. George misses free throw 2 of 2,,113,107
4,2:14.0,,Defensive rebound by M. Harkless,113,107
