QUARTER,TIME_REMAINING,PORTLAND_ACTION,GOLDEN STATE_ACTION,PORTLAND_SCORE,GOLDEN STATE_SCORE
4,3:27.0,R. Hood makes free throw 1 of 2,,91,105
4,3:27.0,E. Turner enters the game for M. Harkless,,91,105
4,3:27.0,R. Hood makes free throw 2 of 2,,92,105
4,3:07.0,,D. Green makes 3-pt jump shot from 23 ft (assist by A. Iguodala),92,108
4,2:54.0,Turnover by E. Turner (lost ball),,92,108
4,2:54.0,Loose ball foul by E. Turner (drawn by D. Green),,92,108
4,2:54.0,,D. Green misses free throw 1 of 2,92,108
4,2:54.0,,Offensive rebound by Team,92,108
4,2:54.0,,D. Green makes free throw 2 of 2,92,109
4,2:45.0,Shooting foul by D. Green (drawn by E. Freedom),,92,109
4,2:45.0,E. Freedom makes free throw 1 of 2,,93,109
4,2:45.0,E. Freedom makes free throw 2 of 2,,94,109
4,2:31.0,,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),94,111
4,2:30.0,Portland full timeout,,94,111
4,2:30.0,Z. Collins enters the game for R. Hood,,94,111
4,2:30.0,S. Curry enters the game for E. Freedom,,94,111
4,2:30.0,S. Labissière enters the game for D. Lillard,,94,111
4,2:30.0,J. Layman enters the game for C. McCollum,,94,111
4,2:30.0,A. Simons enters the game for E. Turner,,94,111
4,2:30.0,,J. Bell enters the game for S. Curry,94,111
4,2:30.0,,Q. Cook enters the game for D. Green,94,111
4,2:30.0,,J. Evans enters the game for A. Iguodala,94,111
4,2:30.0,,J. Jerebko enters the game for K. Looney,94,111
4,2:30.0,,A. McKinnie enters the game for K. Thompson,94,111
4,2:16.0,A. Simons misses 2-pt jump shot from 7 ft,,94,111
4,2:15.0,,Defensive rebound by Team,94,111
4,1:55.0,,Turnover by J. Evans (lost ball; steal by S. Curry),94,111
4,1:43.0,A. Simons misses 2-pt hook shot from 6 ft,,94,111
4,1:42.0,,Defensive rebound by Team,94,111
4,1:42.0,,D. Jones enters the game for J. Bell,94,111
4,1:32.0,,Turnover by D. Jones (lost ball; steal by S. Curry),94,111
4,1:26.0,S. Curry misses 3-pt jump shot from 27 ft,,94,111
4,1:22.0,,Defensive rebound by Q. Cook,94,111
4,1:17.0,,Personal foul by A. Simons (drawn by Q. Cook),94,111
4,1:17.0,,Q. Cook makes free throw 1 of 2,94,112
4,1:17.0,,Q. Cook makes free throw 2 of 2,94,113
4,0:55.0,J. Layman misses 3-pt jump shot from 25 ft,,94,113
4,0:51.0,Offensive rebound by Z. Collins,,94,113
4,0:46.0,S. Labissière misses 2-pt hook shot from 8 ft,,94,113
4,0:42.0,,Defensive rebound by A. McKinnie,94,113
4,0:38.0,,Personal foul by S. Labissière (drawn by D. Jones),94,113
4,0:38.0,,D. Jones misses free throw 1 of 2,94,113
4,0:38.0,,Offensive rebound by Team,94,113
4,0:38.0,,D. Jones makes free throw 2 of 2,94,114
4,0:30.0,A. Simons misses 2-pt jump shot from 18 ft,,94,114
4,0:26.0,,Defensive rebound by J. Evans,94,114
4,0:16.0,,D. Jones makes 2-pt layup from 2 ft (assist by J. Evans),94,116
4,0:07.0,J. Layman misses 3-pt jump shot from 27 ft,,94,116
4,0:04.0,,Defensive rebound by D. Jones,94,116
