QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
4,10:31.0,,M. Smart misses 3-pt jump shot from 26 ft,84,74
4,10:29.0,Defensive rebound by P. Connaughton,,84,74
4,10:21.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,84,74
4,10:21.0,G. Antetokounmpo misses free throw 1 of 2,,84,74
4,10:21.0,Offensive rebound by Team,,84,74
4,10:21.0,,M. Morris enters the game for M. Smart,84,74
4,10:21.0,G. Antetokounmpo misses free throw 2 of 2,,84,74
4,10:21.0,,Defensive rebound by J. Brown,84,74
4,10:05.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by J. Brown),84,77
4,9:48.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,86,77
4,9:48.0,Shooting foul by K. Irving (drawn by G. Antetokounmpo),,86,77
4,9:48.0,G. Antetokounmpo makes free throw 1 of 1,,87,77
4,9:35.0,,J. Brown makes 2-pt jump shot from 3 ft (assist by A. Horford),87,79
4,9:21.0,N. Mirotić makes 2-pt layup from 1 ft (assist by E. Bledsoe),,89,79
4,9:11.0,,K. Irving misses 2-pt layup from 1 ft,89,79
4,9:09.0,Defensive rebound by P. Connaughton,,89,79
4,9:05.0,E. Bledsoe makes 2-pt layup at rim (assist by P. Connaughton),,91,79
4,9:05.0,,Boston full timeout,91,79
4,9:05.0,G. Hill enters the game for P. Connaughton,,91,79
4,9:05.0,B. Lopez enters the game for N. Mirotić,,91,79
4,8:45.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by J. Brown),91,81
4,8:22.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,91,81
4,8:20.0,,Defensive rebound by M. Morris,91,81
4,8:12.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by A. Horford),91,84
4,7:54.0,Turnover by G. Antetokounmpo (bad pass),,91,84
4,7:45.0,,M. Morris misses 3-pt jump shot from 24 ft,91,84
4,7:43.0,Defensive rebound by G. Antetokounmpo,,91,84
4,7:38.0,G. Hill misses 3-pt jump shot from 23 ft,,91,84
4,7:36.0,,Defensive rebound by M. Morris,91,84
4,7:25.0,,A. Horford makes 2-pt layup from 4 ft (assist by M. Morris),91,86
4,7:19.0,Milwaukee full timeout,,91,86
4,7:19.0,P. Connaughton enters the game for E. Bledsoe,,91,86
4,7:03.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,94,86
4,6:50.0,,K. Irving misses 2-pt layup from 2 ft,94,86
4,6:48.0,Defensive rebound by G. Antetokounmpo,,94,86
4,6:41.0,G. Antetokounmpo misses 2-pt jump shot from 8 ft,,94,86
4,6:39.0,,Defensive rebound by K. Irving,94,86
4,6:33.0,,J. Tatum misses 3-pt jump shot from 24 ft,94,86
4,6:31.0,Defensive rebound by G. Antetokounmpo,,94,86
4,6:14.0,K. Middleton misses 3-pt jump shot from 26 ft,,94,86
4,6:12.0,,Defensive rebound by J. Brown,94,86
4,6:07.0,,J. Brown misses 2-pt layup from 2 ft (block by G. Antetokounmpo),94,86
4,6:05.0,Defensive rebound by P. Connaughton,,94,86
4,6:02.0,G. Hill misses 2-pt layup from 2 ft,,94,86
4,6:01.0,Offensive rebound by G. Antetokounmpo,,94,86
4,6:00.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,96,86
4,6:00.0,Shooting foul by K. Irving (drawn by G. Antetokounmpo),,96,86
4,6:00.0,G. Antetokounmpo makes free throw 1 of 1,,97,86
4,5:48.0,,K. Irving makes 2-pt layup from 1 ft,97,88
4,5:48.0,,Shooting foul by B. Lopez (drawn by K. Irving),97,88
4,5:48.0,,K. Irving makes free throw 1 of 1,97,89
4,5:35.0,K. Middleton misses 3-pt jump shot from 26 ft,,97,89
4,5:33.0,,Defensive rebound by M. Morris,97,89
4,5:22.0,,A. Horford misses 3-pt jump shot from 25 ft,97,89
4,5:20.0,Defensive rebound by G. Hill,,97,89
4,4:59.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,97,89
4,4:57.0,,Defensive rebound by M. Morris,97,89
4,4:49.0,,K. Irving misses 3-pt jump shot from 26 ft,97,89
4,4:47.0,Defensive rebound by G. Antetokounmpo,,97,89
4,4:28.0,G. Hill makes 2-pt layup from 1 ft,,99,89
4,4:21.0,,Boston full timeout,99,89
4,4:21.0,,G. Hayward enters the game for A. Horford,99,89
4,4:11.0,,J. Brown misses 2-pt jump shot from 9 ft,99,89
4,4:09.0,Defensive rebound by P. Connaughton,,99,89
4,4:03.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,101,89
4,3:51.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by K. Irving),101,92
4,3:23.0,B. Lopez makes 2-pt layup from 2 ft (assist by K. Middleton),,103,92
4,3:11.0,,M. Morris misses 3-pt jump shot from 25 ft,103,92
4,3:09.0,Defensive rebound by Team,,103,92
4,3:09.0,E. Bledsoe enters the game for P. Connaughton,,103,92
4,3:09.0,N. Mirotić enters the game for B. Lopez,,103,92
4,2:47.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by G. Hill),,105,92
4,2:37.0,,K. Irving makes 2-pt layup from 1 ft,105,94
4,2:17.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Hill),,107,94
4,2:04.0,,M. Morris makes 2-pt dunk from 1 ft (assist by K. Irving),107,96
4,1:45.0,K. Middleton misses 2-pt jump shot from 16 ft,,107,96
4,1:43.0,,Defensive rebound by J. Tatum,107,96
4,1:39.0,,J. Tatum misses 2-pt layup from 3 ft (block by E. Bledsoe),107,96
4,1:38.0,,Offensive rebound by Team,107,96
4,1:38.0,P. Connaughton enters the game for N. Mirotić,,107,96
4,1:38.0,,A. Horford enters the game for G. Hayward,107,96
4,1:26.0,,Shooting foul by P. Connaughton (drawn by M. Morris),107,96
4,1:26.0,,M. Morris makes free throw 1 of 2,107,97
4,1:26.0,,M. Morris makes free throw 2 of 2,107,98
4,1:22.0,Personal take foul by M. Morris (drawn by E. Bledsoe),,107,98
4,1:22.0,E. Bledsoe misses free throw 1 of 2,,107,98
4,1:22.0,Offensive rebound by Team,,107,98
4,1:22.0,E. Bledsoe makes free throw 2 of 2,,108,98
4,1:11.0,,J. Brown misses 2-pt jump shot from 9 ft,108,98
4,1:09.0,Defensive rebound by G. Antetokounmpo,,108,98
4,0:51.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,110,98
4,0:51.0,Shooting foul by J. Brown (drawn by G. Antetokounmpo),,110,98
4,0:51.0,G. Antetokounmpo makes free throw 1 of 1,,111,98
4,0:45.0,,J. Brown misses 3-pt jump shot from 25 ft,111,98
4,0:43.0,Defensive rebound by Team,,111,98
4,0:23.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,111,98
4,0:21.0,Offensive rebound by G. Antetokounmpo,,111,98
4,0:19.0,Personal foul by M. Morris (drawn by G. Antetokounmpo),,111,98
4,0:19.0,G. Antetokounmpo makes free throw 1 of 2,,112,98
4,0:19.0,S. Brown enters the game for E. Bledsoe,,112,98
4,0:19.0,T. Frazier enters the game for G. Hill,,112,98
4,0:19.0,T. Snell enters the game for K. Middleton,,112,98
4,0:19.0,G. Antetokounmpo makes free throw 2 of 2,,113,98
4,0:14.0,,A. Horford makes 3-pt jump shot from 26 ft,113,101
