QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
1,11:46.0,Turnover by C. Capela (traveling),,0,0
1,11:30.0,,A. Iguodala makes 2-pt jump shot from 12 ft,0,2
1,11:22.0,Offensive foul by J. Harden (drawn by K. Durant),,0,2
1,11:22.0,Turnover by J. Harden (offensive foul),,0,2
1,11:06.0,,Shooting foul by P. Tucker (drawn by A. Iguodala),0,2
1,11:06.0,,A. Iguodala makes free throw 1 of 2,0,3
1,11:06.0,,A. Iguodala misses free throw 2 of 2,0,3
1,11:05.0,Defensive rebound by J. Harden,,0,3
1,10:42.0,Turnover by E. Gordon (bad pass),,0,3
1,10:35.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),0,6
1,10:09.0,J. Harden misses 2-pt jump shot from 7 ft,,0,6
1,10:08.0,Offensive rebound by C. Capela,,0,6
1,10:08.0,C. Capela makes 2-pt layup at rim,,2,6
1,9:56.0,,Turnover by D. Green (bad pass; steal by C. Paul),2,6
1,9:49.0,Turnover by C. Paul (bad pass; steal by K. Durant),,2,6
1,9:43.0,,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),2,8
1,9:30.0,J. Harden misses 2-pt layup from 2 ft (block by K. Durant),,2,8
1,9:29.0,Offensive rebound by Team,,2,8
1,9:18.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),,5,8
1,9:08.0,,K. Thompson misses 3-pt jump shot from 29 ft,5,8
1,9:06.0,Defensive rebound by P. Tucker,,5,8
1,8:47.0,Turnover by J. Harden (bad pass; steal by S. Curry),,5,8
1,8:41.0,,K. Durant misses 2-pt layup from 3 ft,5,8
1,8:40.0,,Offensive rebound by D. Green,5,8
1,8:35.0,,D. Green makes 2-pt layup from 1 ft,5,10
1,8:31.0,Shooting foul by D. Green (drawn by C. Capela),,5,10
1,8:31.0,C. Capela misses free throw 1 of 2,,5,10
1,8:31.0,Offensive rebound by Team,,5,10
1,8:31.0,,Golden State full timeout,5,10
1,8:31.0,,J. Jerebko enters the game for S. Curry,5,10
1,8:31.0,C. Capela makes free throw 2 of 2,,6,10
1,8:09.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by D. Green),6,12
1,7:48.0,C. Paul makes 2-pt jump shot from 17 ft (assist by P. Tucker),,8,12
1,7:31.0,,A. Iguodala misses 3-pt jump shot from 26 ft,8,12
1,7:29.0,Defensive rebound by P. Tucker,,8,12
1,7:20.0,Turnover by C. Paul (bad pass; steal by D. Green),,8,12
1,7:13.0,,K. Thompson misses 2-pt jump shot from 18 ft,8,12
1,7:12.0,,Offensive rebound by J. Jerebko,8,12
1,7:12.0,,J. Jerebko makes 2-pt dunk from 1 ft,8,14
1,6:52.0,,Violation by Team (kicked ball),8,14
1,6:52.0,D. House enters the game for C. Paul,,8,14
1,6:43.0,J. Harden misses 2-pt layup from 7 ft,,8,14
1,6:42.0,,Defensive rebound by J. Jerebko,8,14
1,6:32.0,,K. Durant makes 3-pt jump shot from 23 ft (assist by D. Green),8,17
1,6:27.0,Houston full timeout,,8,17
1,6:27.0,C. Paul enters the game for J. Harden,,8,17
1,6:15.0,C. Paul misses 3-pt jump shot from 26 ft,,8,17
1,6:13.0,,Defensive rebound by D. Green,8,17
1,6:00.0,,K. Durant misses 2-pt jump shot from 12 ft,8,17
1,5:59.0,,Offensive rebound by A. Iguodala,8,17
1,5:54.0,,K. Durant misses 3-pt jump shot from 29 ft,8,17
1,5:52.0,Defensive rebound by C. Capela,,8,17
1,5:29.0,Turnover by E. Gordon (bad pass; steal by K. Thompson),,8,17
1,5:17.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by A. Iguodala),8,19
1,5:12.0,Personal foul by K. Durant (drawn by E. Gordon),,8,19
1,5:12.0,A. Rivers enters the game for E. Gordon,,8,19
1,5:12.0,,S. Curry enters the game for A. Iguodala,8,19
1,5:12.0,,K. Looney enters the game for J. Jerebko,8,19
1,4:56.0,,Violation by Team (kicked ball),8,19
1,4:45.0,D. House misses 3-pt jump shot from 23 ft,,8,19
1,4:43.0,,Defensive rebound by S. Curry,8,19
1,4:32.0,,D. Green makes 2-pt hook shot from 7 ft (assist by K. Durant),8,21
1,4:32.0,,Shooting foul by C. Paul (drawn by D. Green),8,21
1,4:32.0,I. Shumpert enters the game for C. Capela,,8,21
1,4:32.0,,A. McKinnie enters the game for K. Thompson,8,21
1,4:32.0,,D. Green makes free throw 1 of 1,8,22
1,4:20.0,C. Paul makes 3-pt jump shot from 29 ft,,11,22
1,4:06.0,,A. McKinnie misses 2-pt jump shot from 8 ft,11,22
1,4:05.0,,Offensive rebound by D. Green,11,22
1,4:02.0,,D. Green misses 2-pt layup from 1 ft,11,22
1,4:01.0,,Offensive rebound by D. Green,11,22
1,4:01.0,,D. Green makes 2-pt layup from 1 ft,11,24
1,3:57.0,I. Shumpert misses 3-pt jump shot from 23 ft,,11,24
1,3:55.0,,Defensive rebound by D. Green,11,24
1,3:50.0,,S. Curry misses 3-pt jump shot from 33 ft,11,24
1,3:48.0,,Offensive rebound by D. Green,11,24
1,3:38.0,,D. Green misses 3-pt jump shot from 25 ft,11,24
1,3:36.0,Defensive rebound by C. Paul,,11,24
1,3:35.0,Personal foul by S. Curry (drawn by C. Paul),,11,24
1,3:35.0,K. Faried enters the game for D. House,,11,24
1,3:19.0,C. Paul makes 3-pt jump shot from 25 ft,,14,24
1,3:04.0,,S. Curry misses 3-pt jump shot from 23 ft,14,24
1,3:02.0,Defensive rebound by C. Paul,,14,24
1,2:53.0,I. Shumpert misses 3-pt jump shot from 26 ft,,14,24
1,2:51.0,,Defensive rebound by Team,14,24
1,2:29.0,,K. Durant misses 2-pt jump shot from 16 ft,14,24
1,2:28.0,,Offensive rebound by K. Looney,14,24
1,2:23.0,,S. Curry misses 3-pt jump shot from 31 ft,14,24
1,2:21.0,Defensive rebound by I. Shumpert,,14,24
1,2:04.0,I. Shumpert misses 3-pt jump shot from 26 ft,,14,24
1,2:02.0,Offensive rebound by I. Shumpert,,14,24
1,1:59.0,K. Faried misses 2-pt jump shot from 18 ft,,14,24
1,1:57.0,Offensive rebound by Team,,14,24
1,1:57.0,E. Gordon enters the game for C. Paul,,14,24
1,1:57.0,,A. Iguodala enters the game for K. Durant,14,24
1,1:50.0,A. Rivers misses 3-pt jump shot from 26 ft,,14,24
1,1:48.0,Offensive rebound by P. Tucker,,14,24
1,1:45.0,Personal foul by K. Looney (drawn by E. Gordon),,14,24
1,1:45.0,G. Green enters the game for P. Tucker,,14,24
1,1:45.0,,J. Jerebko enters the game for K. Looney,14,24
1,1:33.0,Turnover by A. Rivers (lost ball; steal by D. Green),,14,24
1,1:28.0,,Turnover by D. Green (bad pass),14,24
1,1:11.0,Turnover by A. Rivers (bad pass; steal by A. Iguodala),,14,24
1,1:06.0,,S. Curry misses 3-pt jump shot from 30 ft,14,24
1,1:04.0,,Offensive rebound by J. Jerebko,14,24
1,1:04.0,,J. Jerebko misses 2-pt layup from 1 ft,14,24
1,1:03.0,Defensive rebound by I. Shumpert,,14,24
1,0:57.0,E. Gordon misses 3-pt jump shot from 30 ft,,14,24
1,0:55.0,,Defensive rebound by A. McKinnie,14,24
1,0:44.0,,S. Curry makes 2-pt layup from 3 ft,14,26
1,0:30.0,I. Shumpert misses 3-pt jump shot from 27 ft,,14,26
1,0:28.0,Offensive rebound by K. Faried,,14,26
1,0:28.0,G. Green makes 3-pt jump shot from 25 ft (assist by K. Faried),,17,26
1,0:08.0,,S. Curry makes 3-pt jump shot from 28 ft,17,29
1,0:02.0,A. Rivers makes 3-pt jump shot from 27 ft,,20,29
2,11:40.0,,K. Durant misses 2-pt jump shot from 10 ft,20,29
2,11:39.0,Defensive rebound by A. Rivers,,20,29
2,11:26.0,A. Rivers makes 2-pt layup from 4 ft,,22,29
2,11:14.0,,J. Jerebko misses 2-pt hook shot from 8 ft,22,29
2,11:12.0,Defensive rebound by C. Capela,,22,29
2,11:02.0,Personal foul by K. Looney (drawn by E. Gordon),,22,29
2,10:56.0,G. Green misses 3-pt jump shot from 22 ft,,22,29
2,10:54.0,,Defensive rebound by K. Durant,22,29
2,10:46.0,,Shooting foul by G. Green (drawn by K. Durant),22,29
2,10:46.0,,K. Durant makes free throw 1 of 2,22,30
2,10:46.0,P. Tucker enters the game for G. Green,,22,30
2,10:46.0,,K. Durant makes free throw 2 of 2,22,31
2,10:24.0,C. Capela makes 2-pt layup from 1 ft (assist by C. Paul),,24,31
2,10:12.0,,K. Durant misses 2-pt jump shot from 17 ft,24,31
2,10:11.0,,Offensive rebound by K. Looney,24,31
2,10:07.0,,S. Livingston misses 2-pt dunk from 2 ft (block by C. Capela),24,31
2,10:06.0,Defensive rebound by C. Capela,,24,31
2,9:52.0,E. Gordon misses 2-pt layup from 5 ft (block by K. Looney),,24,31
2,9:51.0,Offensive rebound by C. Capela,,24,31
2,9:44.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by C. Capela),,27,31
2,9:38.0,,Golden State full timeout,27,31
2,9:38.0,,A. Bogut enters the game for J. Jerebko,27,31
2,9:38.0,,A. McKinnie enters the game for K. Looney,27,31
2,9:28.0,,S. Livingston misses 2-pt layup from 4 ft (block by C. Capela),27,31
2,9:27.0,,Offensive rebound by Team,27,31
2,9:18.0,,S. Livingston misses 2-pt jump shot from 17 ft,27,31
2,9:16.0,,Offensive rebound by A. Bogut,27,31
2,9:14.0,,A. Bogut misses 2-pt layup from 2 ft,27,31
2,9:14.0,Defensive rebound by C. Paul,,27,31
2,9:14.0,Personal foul by S. Livingston (drawn by C. Paul),,27,31
2,8:59.0,Turnover by C. Paul (bad pass; steal by S. Livingston),,27,31
2,8:58.0,,Shooting foul by P. Tucker (drawn by K. Durant),27,31
2,8:58.0,,K. Durant misses free throw 1 of 2,27,31
2,8:58.0,,Offensive rebound by Team,27,31
2,8:58.0,,K. Durant makes free throw 2 of 2,27,32
2,8:43.0,E. Gordon misses 2-pt layup from 2 ft,,27,32
2,8:41.0,Offensive rebound by C. Capela,,27,32
2,8:41.0,C. Capela makes 2-pt dunk at rim,,29,32
2,8:24.0,,Turnover by K. Durant (bad pass; steal by C. Paul),29,32
2,8:19.0,E. Gordon misses 3-pt jump shot from 28 ft,,29,32
2,8:17.0,,Defensive rebound by K. Thompson,29,32
2,8:00.0,,K. Thompson misses 3-pt jump shot from 23 ft,29,32
2,7:58.0,,Offensive rebound by A. McKinnie,29,32
2,7:46.0,,K. Durant makes 2-pt jump shot from 20 ft,29,34
2,7:36.0,E. Gordon makes 2-pt layup from 3 ft (assist by C. Paul),,31,34
2,7:32.0,,S. Livingston misses 2-pt jump shot from 18 ft,31,34
2,7:30.0,,Offensive rebound by A. McKinnie,31,34
2,7:30.0,,A. McKinnie makes 2-pt dunk from 1 ft,31,36
2,7:17.0,C. Paul misses 3-pt jump shot from 27 ft,,31,36
2,7:15.0,,Defensive rebound by A. Bogut,31,36
2,7:09.0,,Personal foul by P. Tucker (drawn by K. Durant),31,36
2,7:09.0,J. Harden enters the game for C. Paul,,31,36
2,7:09.0,D. House enters the game for A. Rivers,,31,36
2,7:09.0,,S. Curry enters the game for A. Bogut,31,36
2,7:09.0,,D. Green enters the game for S. Livingston,31,36
2,7:09.0,,A. Iguodala enters the game for A. McKinnie,31,36
2,6:57.0,,S. Curry misses 3-pt jump shot from 26 ft,31,36
2,6:55.0,,Offensive rebound by A. Iguodala,31,36
2,6:52.0,,K. Thompson makes 2-pt jump shot from 19 ft,31,38
2,6:49.0,Houston full timeout,,31,38
2,6:28.0,D. House misses 2-pt layup from 6 ft,,31,38
2,6:27.0,,Defensive rebound by D. Green,31,38
2,6:08.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by D. Green),31,40
2,5:44.0,J. Harden makes 2-pt layup from 3 ft,,33,40
2,5:25.0,,K. Durant makes 2-pt jump shot from 19 ft,33,42
2,5:14.0,Turnover by J. Harden (bad pass),,33,42
2,5:14.0,C. Paul enters the game for E. Gordon,,33,42
