QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
1,3:36.0,W. Iwundu misses 3-pt jump shot from 23 ft,,18,19
1,3:34.0,,Defensive rebound by M. Gasol,18,19
1,3:15.0,,M. Gasol misses 2-pt jump shot from 12 ft,18,19
1,3:12.0,Defensive rebound by T. Ross,,18,19
1,3:05.0,T. Ross misses 2-pt layup from 2 ft,,18,19
1,3:03.0,,Defensive rebound by K. Leonard,18,19
1,2:49.0,,Turnover by S. Ibaka (lost ball; steal by T. Ross),18,19
1,2:46.0,Offensive foul by W. Iwundu (drawn by M. Gasol),,18,19
1,2:46.0,Turnover by W. Iwundu (offensive foul),,18,19
1,2:46.0,Orlando full timeout,,18,19
1,2:46.0,K. Birch enters the game for A. Gordon,,18,19
1,2:46.0,J. Isaac enters the game for N. Vučević,,18,19
1,2:46.0,,J. Meeks enters the game for M. Gasol,18,19
1,2:46.0,,P. Siakam enters the game for K. Leonard,18,19
1,2:29.0,,F. VanVleet makes 3-pt jump shot from 30 ft,18,22
1,2:11.0,K. Birch misses 2-pt hook shot from 4 ft,,18,22
1,2:08.0,,Defensive rebound by S. Ibaka,18,22
1,1:54.0,,F. VanVleet makes 3-pt jump shot from 29 ft (assist by J. Meeks),18,25
1,1:38.0,Shooting foul by S. Ibaka (drawn by K. Birch),,18,25
1,1:38.0,K. Birch makes free throw 1 of 2,,19,25
1,1:38.0,K. Birch makes free throw 2 of 2,,20,25
1,1:27.0,,J. Meeks misses 2-pt jump shot from 3 ft,20,25
1,1:25.0,Defensive rebound by K. Birch,,20,25
1,1:16.0,J. Isaac misses 3-pt jump shot from 23 ft,,20,25
1,1:12.0,,Defensive rebound by N. Powell,20,25
1,1:08.0,,J. Meeks makes 2-pt jump shot from 9 ft (assist by P. Siakam),20,27
1,1:08.0,,Shooting foul by W. Iwundu (drawn by J. Meeks),20,27
1,1:08.0,E. Fournier enters the game for W. Iwundu,,20,27
1,1:08.0,,J. Meeks makes free throw 1 of 1,20,28
1,0:54.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by K. Birch),,23,28
1,0:46.0,,P. Siakam makes 2-pt dunk from 2 ft,23,30
1,0:23.0,J. Isaac misses 2-pt jump shot from 13 ft,,23,30
1,0:20.0,,Defensive rebound by N. Powell,23,30
1,0:07.0,,Turnover by F. VanVleet (bad pass; steal by T. Ross),23,30
1,0:03.0,T. Ross makes 2-pt layup from 1 ft,,25,30
1,0:00.0,,F. VanVleet misses 3-pt jump shot from 27 ft,25,30
1,0:00.0,,Offensive rebound by Team,25,30
2,11:48.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,25,30
2,11:44.0,Offensive rebound by J. Isaac,,25,30
2,11:41.0,T. Ross misses 3-pt jump shot from 25 ft,,25,30
2,11:38.0,,Defensive rebound by K. Lowry,25,30
2,11:31.0,,S. Ibaka makes 2-pt hook shot from 9 ft (assist by K. Lowry),25,32
2,11:12.0,E. Fournier makes 2-pt jump shot from 21 ft,,27,32
2,10:50.0,,P. Siakam misses 3-pt jump shot from 23 ft,27,32
2,10:46.0,Defensive rebound by M. Carter-Williams,,27,32
2,10:41.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,27,32
2,10:38.0,Offensive rebound by K. Birch,,27,32
2,10:37.0,K. Birch misses 2-pt jump shot from 12 ft,,27,32
2,10:37.0,,Defensive rebound by S. Ibaka,27,32
2,10:32.0,,Shooting foul by K. Birch (drawn by N. Powell),27,32
2,10:32.0,,N. Powell makes free throw 1 of 2,27,33
2,10:32.0,,N. Powell makes free throw 2 of 2,27,34
2,10:12.0,E. Fournier misses 2-pt layup from 4 ft,,27,34
2,10:10.0,,Defensive rebound by P. Siakam,27,34
2,10:02.0,,S. Ibaka misses 2-pt jump shot from 14 ft,27,34
2,10:00.0,Defensive rebound by E. Fournier,,27,34
2,9:52.0,E. Fournier misses 2-pt jump shot from 12 ft,,27,34
2,9:50.0,,Defensive rebound by S. Ibaka,27,34
2,9:46.0,,K. Lowry misses 3-pt jump shot from 26 ft,27,34
2,9:43.0,Defensive rebound by T. Ross,,27,34
2,9:38.0,Offensive foul by T. Ross (drawn by K. Lowry),,27,34
2,9:38.0,Turnover by T. Ross (offensive foul),,27,34
2,9:38.0,,Toronto full timeout,27,34
2,9:14.0,,N. Powell misses 2-pt jump shot from 18 ft,27,34
2,9:11.0,Defensive rebound by K. Birch,,27,34
2,9:01.0,M. Carter-Williams makes 3-pt jump shot from 25 ft,,30,34
2,8:42.0,,N. Powell misses 3-pt jump shot from 23 ft,30,34
2,8:39.0,Defensive rebound by M. Carter-Williams,,30,34
2,8:25.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,30,34
2,8:24.0,,Defensive rebound by N. Powell,30,34
2,8:20.0,,F. VanVleet misses 3-pt jump shot from 25 ft,30,34
2,8:17.0,Defensive rebound by J. Isaac,,30,34
2,8:05.0,T. Ross misses 2-pt jump shot from 14 ft,,30,34
2,8:02.0,Offensive rebound by J. Isaac,,30,34
2,8:01.0,J. Isaac misses 2-pt layup from 1 ft,,30,34
2,8:01.0,Offensive rebound by J. Isaac,,30,34
2,7:58.0,J. Isaac makes 2-pt layup at rim,,32,34
2,7:36.0,,F. VanVleet makes 2-pt hook shot from 3 ft (assist by K. Lowry),32,36
2,7:26.0,T. Ross makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,35,36
2,7:09.0,,P. Siakam misses 2-pt hook shot from 3 ft,35,36
2,7:07.0,Defensive rebound by T. Ross,,35,36
2,7:04.0,Personal foul by P. Siakam (drawn by T. Ross),,35,36
2,7:04.0,D. Augustin enters the game for K. Birch,,35,36
2,7:04.0,A. Gordon enters the game for M. Carter-Williams,,35,36
2,7:04.0,N. Vučević enters the game for E. Fournier,,35,36
2,7:04.0,,M. Gasol enters the game for S. Ibaka,35,36
2,7:04.0,,D. Green enters the game for N. Powell,35,36
2,7:04.0,,K. Leonard enters the game for P. Siakam,35,36
2,6:50.0,N. Vučević makes 2-pt hook shot from 6 ft,,37,36
2,6:31.0,,K. Leonard misses 2-pt jump shot from 8 ft,37,36
2,6:29.0,Defensive rebound by A. Gordon,,37,36
2,6:11.0,D. Augustin misses 2-pt jump shot from 9 ft,,37,36
2,6:08.0,,Defensive rebound by D. Green,37,36
2,6:04.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Lowry),37,39
2,5:41.0,N. Vučević misses 2-pt hook shot from 10 ft,,37,39
2,5:38.0,Offensive rebound by A. Gordon,,37,39
2,5:37.0,A. Gordon makes 2-pt dunk at rim,,39,39
2,5:08.0,,M. Gasol misses 3-pt jump shot from 23 ft,39,39
2,5:06.0,Defensive rebound by A. Gordon,,39,39
2,5:00.0,N. Vučević misses 2-pt hook shot from 2 ft,,39,39
2,4:57.0,Offensive rebound by A. Gordon,,39,39
2,4:54.0,J. Isaac misses 3-pt jump shot from 23 ft,,39,39
2,4:52.0,,Defensive rebound by K. Lowry,39,39
2,4:45.0,,Personal foul by T. Ross (drawn by K. Leonard),39,39
2,4:45.0,E. Fournier enters the game for T. Ross,,39,39
2,4:45.0,,P. Siakam enters the game for K. Lowry,39,39
2,4:34.0,,K. Leonard misses 2-pt jump shot from 10 ft,39,39
2,4:30.0,,Offensive rebound by M. Gasol,39,39
2,4:22.0,,K. Leonard misses 2-pt jump shot from 2 ft,39,39
2,4:21.0,,Offensive rebound by K. Leonard,39,39
2,4:19.0,,K. Leonard misses 2-pt layup from 1 ft,39,39
2,4:18.0,Defensive rebound by N. Vučević,,39,39
2,4:06.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by N. Vučević),,42,39
2,3:46.0,,P. Siakam makes 2-pt jump shot from 9 ft,42,41
2,3:35.0,Personal foul by P. Siakam (drawn by N. Vučević),,42,41
2,3:29.0,D. Augustin makes 3-pt jump shot from 25 ft,,45,41
2,3:11.0,,K. Leonard misses 2-pt layup from 2 ft (block by N. Vučević),45,41
2,3:09.0,Defensive rebound by A. Gordon,,45,41
2,3:05.0,A. Gordon misses 2-pt layup from 1 ft,,45,41
2,3:03.0,Offensive rebound by N. Vučević,,45,41
2,2:59.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by D. Augustin),,48,41
2,2:54.0,,Toronto full timeout,48,41
2,2:54.0,T. Ross enters the game for J. Isaac,,48,41
2,2:54.0,,K. Lowry enters the game for F. VanVleet,48,41
2,2:35.0,,P. Siakam misses 3-pt jump shot from 26 ft,48,41
2,2:32.0,Defensive rebound by T. Ross,,48,41
2,2:24.0,D. Augustin makes 2-pt layup from 3 ft,,50,41
2,2:04.0,,D. Green misses 3-pt jump shot from 23 ft,50,41
2,2:03.0,Defensive rebound by N. Vučević,,50,41
2,1:56.0,Shooting foul by K. Lowry (drawn by D. Augustin),,50,41
2,1:56.0,D. Augustin makes free throw 1 of 2,,51,41
2,1:56.0,J. Isaac enters the game for T. Ross,,51,41
2,1:56.0,D. Augustin makes free throw 2 of 2,,52,41
2,1:41.0,,K. Lowry misses 3-pt jump shot from 26 ft,52,41
2,1:38.0,Defensive rebound by N. Vučević,,52,41
2,1:30.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,55,41
2,1:13.0,,Turnover by K. Leonard (bad pass; steal by D. Augustin),55,41
2,1:08.0,N. Vučević makes 2-pt dunk at rim (assist by D. Augustin),,57,41
2,0:53.0,,P. Siakam makes 2-pt jump shot from 8 ft,57,43
2,0:44.0,Turnover by E. Fournier (traveling),,57,43
2,0:30.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Leonard),57,46
2,0:07.0,J. Isaac misses 3-pt jump shot from 26 ft,,57,46
2,0:05.0,,Defensive rebound by Team,57,46
2,0:01.0,,D. Green makes 3-pt jump shot from 26 ft (assist by M. Gasol),57,49
3,11:42.0,D. Augustin misses 3-pt jump shot from 29 ft,,57,49
3,11:39.0,,Defensive rebound by P. Siakam,57,49
3,11:19.0,,P. Siakam misses 2-pt jump shot from 4 ft,57,49
3,11:15.0,Defensive rebound by A. Gordon,,57,49
3,11:03.0,A. Gordon misses 2-pt layup from 3 ft,,57,49
3,11:01.0,Offensive rebound by A. Gordon,,57,49
3,11:01.0,A. Gordon misses 2-pt layup from 1 ft,,57,49
3,11:00.0,,Defensive rebound by M. Gasol,57,49
3,10:59.0,,P. Siakam misses 2-pt layup from 2 ft,57,49
3,10:59.0,,Offensive rebound by Team,57,49
3,10:59.0,Loose ball foul by D. Augustin (drawn by K. Leonard),,57,49
3,10:44.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by M. Gasol),57,51
3,10:27.0,N. Vučević misses 2-pt jump shot from 14 ft,,57,51
3,10:25.0,,Defensive rebound by K. Leonard,57,51
3,10:16.0,,Shooting foul by A. Gordon (drawn by D. Green),57,51
3,10:16.0,,D. Green makes free throw 1 of 2,57,52
3,10:16.0,,D. Green makes free throw 2 of 2,57,53
3,9:56.0,E. Fournier misses 2-pt jump shot from 20 ft,,57,53
3,9:53.0,,Defensive rebound by K. Lowry,57,53
3,9:39.0,,P. Siakam misses 2-pt jump shot from 2 ft,57,53
3,9:38.0,Defensive rebound by N. Vučević,,57,53
3,9:28.0,J. Isaac makes 2-pt layup from 2 ft (assist by A. Gordon),,59,53
3,9:12.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),59,55
3,8:56.0,E. Fournier misses 2-pt jump shot from 13 ft,,59,55
3,8:53.0,,Defensive rebound by K. Leonard,59,55
3,8:49.0,,K. Leonard makes 3-pt jump shot from 24 ft,59,58
3,8:48.0,Orlando full timeout,,59,58
3,8:26.0,Turnover by N. Vučević (bad pass; steal by D. Green),,59,58
3,8:19.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by P. Siakam),59,61
3,7:57.0,N. Vučević misses 3-pt jump shot from 27 ft,,59,61
3,7:55.0,,Defensive rebound by P. Siakam,59,61
3,7:50.0,,Shooting foul by E. Fournier (drawn by K. Lowry),59,61
3,7:50.0,,K. Lowry misses free throw 1 of 2,59,61
3,7:50.0,,Offensive rebound by Team,59,61
3,7:50.0,,K. Lowry misses free throw 2 of 2,59,61
3,7:48.0,Defensive rebound by D. Augustin,,59,61
3,7:32.0,N. Vučević misses 2-pt jump shot from 12 ft,,59,61
3,7:29.0,,Defensive rebound by D. Green,59,61
3,7:11.0,,Offensive foul by K. Leonard (drawn by E. Fournier),59,61
3,7:11.0,,Turnover by K. Leonard (offensive foul),59,61
3,6:57.0,D. Augustin misses 2-pt jump shot from 13 ft (block by D. Green),,59,61
3,6:54.0,,Defensive rebound by K. Lowry,59,61
3,6:47.0,,Turnover by D. Green (bad pass; steal by A. Gordon),59,61
3,6:42.0,Turnover by A. Gordon (lost ball; steal by P. Siakam),,59,61
3,6:38.0,,P. Siakam makes 2-pt dunk at rim (assist by D. Green),59,63
3,6:19.0,Shooting foul by D. Green (drawn by N. Vučević),,59,63
3,6:19.0,N. Vučević makes free throw 1 of 2,,60,63
3,6:19.0,N. Vučević makes free throw 2 of 2,,61,63
3,6:09.0,,K. Lowry misses 2-pt jump shot from 3 ft,61,63
3,6:07.0,,Offensive rebound by P. Siakam,61,63
3,6:05.0,,P. Siakam makes 2-pt layup from 1 ft,61,65
3,5:55.0,E. Fournier makes 2-pt jump shot from 20 ft (assist by D. Augustin),,63,65
3,5:36.0,,P. Siakam makes 2-pt layup from 1 ft,63,67
3,5:19.0,Personal foul by K. Leonard (drawn by A. Gordon),,63,67
3,5:15.0,Shooting foul by P. Siakam (drawn by D. Augustin),,63,67
3,5:15.0,D. Augustin misses free throw 1 of 2,,63,67
3,5:15.0,Offensive rebound by Team,,63,67
3,5:15.0,W. Iwundu enters the game for E. Fournier,,63,67
3,5:15.0,T. Ross enters the game for J. Isaac,,63,67
3,5:15.0,D. Augustin makes free throw 2 of 2,,64,67
3,4:56.0,,D. Green makes 2-pt jump shot from 22 ft (assist by M. Gasol),64,69
3,4:29.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by D. Augustin),,67,69
3,4:29.0,,F. VanVleet enters the game for K. Lowry,67,69
3,4:10.0,,K. Leonard makes 2-pt layup from 1 ft,67,71
3,4:10.0,,Shooting foul by A. Gordon (drawn by K. Leonard),67,71
3,4:10.0,,K. Leonard misses free throw 1 of 1,67,71
3,4:08.0,Defensive rebound by D. Augustin,,67,71
3,3:57.0,Violation by Team (kicked ball),,67,71
3,3:57.0,M. Carter-Williams enters the game for D. Augustin,,67,71
3,3:38.0,,Turnover by D. Green (bad pass; steal by W. Iwundu),67,71
3,3:35.0,Shooting foul by F. VanVleet (drawn by W. Iwundu),,67,71
3,3:35.0,W. Iwundu makes free throw 1 of 2,,68,71
3,3:35.0,,S. Ibaka enters the game for P. Siakam,68,71
3,3:35.0,W. Iwundu makes free throw 2 of 2,,69,71
3,3:21.0,,Personal foul by N. Vučević (drawn by M. Gasol),69,71
3,3:21.0,,M. Gasol misses free throw 1 of 2,69,71
3,3:21.0,,Offensive rebound by Team,69,71
3,3:21.0,,M. Gasol makes free throw 2 of 2,69,72
3,3:10.0,T. Ross misses 2-pt jump shot from 14 ft,,69,72
3,3:08.0,,Defensive rebound by S. Ibaka,69,72
3,3:02.0,,Offensive foul by K. Leonard (drawn by M. Carter-Williams),69,72
3,3:02.0,,Turnover by K. Leonard (offensive foul),69,72
3,2:48.0,A. Gordon misses 2-pt jump shot from 14 ft,,69,72
3,2:46.0,,Defensive rebound by S. Ibaka,69,72
3,2:34.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Ibaka),69,75
3,2:17.0,M. Carter-Williams makes 2-pt jump shot from 4 ft,,71,75
3,2:08.0,,K. Leonard misses 3-pt jump shot from 26 ft,71,75
3,2:05.0,Defensive rebound by M. Carter-Williams,,71,75
3,1:59.0,T. Ross misses 2-pt jump shot from 6 ft,,71,75
3,1:57.0,,Defensive rebound by F. VanVleet,71,75
3,1:56.0,,Personal foul by T. Ross (drawn by F. VanVleet),71,75
3,1:56.0,,Toronto full timeout,71,75
3,1:56.0,K. Birch enters the game for N. Vučević,,71,75
3,1:56.0,,N. Powell enters the game for M. Gasol,71,75
3,1:56.0,,P. Siakam enters the game for K. Leonard,71,75
3,1:56.0,,F. VanVleet misses free throw 1 of 2,71,75
3,1:56.0,,Offensive rebound by Team,71,75
3,1:56.0,,F. VanVleet makes free throw 2 of 2,71,76
3,1:39.0,A. Gordon misses 2-pt layup from 3 ft,,71,76
3,1:37.0,,Defensive rebound by N. Powell,71,76
3,1:24.0,,D. Green misses 2-pt hook shot from 2 ft,71,76
3,1:22.0,Defensive rebound by T. Ross,,71,76
3,1:18.0,Shooting foul by S. Ibaka (drawn by T. Ross),,71,76
3,1:18.0,T. Ross makes free throw 1 of 2,,72,76
3,1:18.0,J. Isaac enters the game for A. Gordon,,72,76
3,1:18.0,T. Ross makes free throw 2 of 2,,73,76
3,1:03.0,,D. Green misses 3-pt jump shot from 25 ft,73,76
3,1:01.0,,Offensive rebound by S. Ibaka,73,76
3,0:59.0,,S. Ibaka misses 2-pt hook shot from 2 ft,73,76
3,0:57.0,Defensive rebound by J. Isaac,,73,76
3,0:49.0,J. Isaac makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),,75,76
3,0:28.0,,Offensive foul by F. VanVleet (drawn by M. Carter-Williams),75,76
3,0:28.0,,Turnover by F. VanVleet (offensive foul),75,76
3,0:08.0,Turnover by K. Birch (bad pass),,75,76
3,0:01.0,,P. Siakam misses 3-pt jump shot from 23 ft,75,76
3,0:01.0,Defensive rebound by M. Carter-Williams,,75,76
4,11:46.0,,S. Ibaka misses 2-pt dunk from 1 ft (block by J. Isaac),75,76
4,11:45.0,,Offensive rebound by Team,75,76
4,11:36.0,,F. VanVleet misses 3-pt jump shot from 25 ft,75,76
4,11:32.0,Defensive rebound by E. Fournier,,75,76
4,11:26.0,T. Ross misses 3-pt jump shot from 28 ft,,75,76
4,11:26.0,Offensive rebound by Team,,75,76
4,11:26.0,,Loose ball foul by K. Lowry (drawn by J. Isaac),75,76
4,11:14.0,E. Fournier misses 2-pt jump shot from 18 ft (block by S. Ibaka),,75,76
4,11:08.0,Offensive rebound by K. Birch,,75,76
4,11:07.0,K. Birch makes 2-pt dunk from 1 ft,,77,76
4,11:01.0,,Personal foul by M. Carter-Williams (drawn by K. Lowry),77,76
4,10:51.0,,P. Siakam misses 2-pt layup from 1 ft,77,76
4,10:49.0,Defensive rebound by K. Birch,,77,76
4,10:44.0,K. Birch makes 2-pt layup from 2 ft (assist by T. Ross),,79,76
4,10:44.0,Shooting foul by F. VanVleet (drawn by K. Birch),,79,76
4,10:44.0,K. Birch misses free throw 1 of 1,,79,76
4,10:41.0,T. Ross misses 2-pt layup from 1 ft,,79,76
4,10:41.0,Offensive rebound by T. Ross,,79,76
4,10:40.0,,Defensive rebound by S. Ibaka,79,76
4,10:32.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),79,79
4,10:13.0,Turnover by K. Birch (lost ball; steal by K. Lowry),,79,79
4,10:05.0,,K. Lowry misses 3-pt jump shot from 26 ft,79,79
4,10:01.0,Defensive rebound by M. Carter-Williams,,79,79
4,9:51.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by E. Fournier),,82,79
4,9:28.0,,F. VanVleet makes 3-pt jump shot from 24 ft (assist by K. Lowry),82,82
4,9:10.0,M. Carter-Williams makes 2-pt layup from 1 ft,,84,82
4,8:50.0,,F. VanVleet misses 2-pt jump shot from 5 ft,84,82
4,8:48.0,Defensive rebound by J. Isaac,,84,82
4,8:41.0,T. Ross misses 3-pt jump shot from 28 ft,,84,82
4,8:39.0,,Defensive rebound by S. Ibaka,84,82
4,8:33.0,,K. Lowry misses 3-pt jump shot from 29 ft,84,82
4,8:30.0,Defensive rebound by K. Birch,,84,82
4,8:22.0,Turnover by M. Carter-Williams (traveling),,84,82
4,8:10.0,,P. Siakam makes 2-pt jump shot from 19 ft,84,84
4,7:59.0,Offensive foul by T. Ross (drawn by N. Powell),,84,84
4,7:59.0,Turnover by T. Ross (offensive foul),,84,84
4,7:51.0,,Turnover by P. Siakam (lost ball; steal by K. Birch),84,84
4,7:41.0,E. Fournier misses 3-pt jump shot from 28 ft,,84,84
4,7:39.0,,Defensive rebound by K. Lowry,84,84
4,7:34.0,,F. VanVleet makes 2-pt layup at rim (assist by K. Lowry),84,86
4,7:22.0,E. Fournier misses 3-pt jump shot from 27 ft,,84,86
4,7:20.0,,Defensive rebound by K. Lowry,84,86
4,7:10.0,,N. Powell misses 3-pt jump shot from 24 ft,84,86
4,7:06.0,Defensive rebound by K. Birch,,84,86
4,6:51.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,84,86
4,6:48.0,,Defensive rebound by F. VanVleet,84,86
4,6:43.0,,N. Powell makes 2-pt layup from 1 ft (assist by F. VanVleet),84,88
4,6:43.0,Orlando full timeout,,84,88
4,6:43.0,D. Augustin enters the game for K. Birch,,84,88
4,6:43.0,A. Gordon enters the game for M. Carter-Williams,,84,88
4,6:43.0,N. Vučević enters the game for T. Ross,,84,88
4,6:43.0,,D. Green enters the game for K. Lowry,84,88
4,6:43.0,,K. Leonard enters the game for N. Powell,84,88
4,6:25.0,N. Vučević misses 2-pt dunk from 2 ft (block by P. Siakam),,84,88
4,6:25.0,Offensive rebound by Team,,84,88
4,6:22.0,E. Fournier misses 3-pt jump shot from 23 ft (block by P. Siakam),,84,88
4,6:22.0,Offensive rebound by Team,,84,88
4,6:19.0,E. Fournier misses 2-pt jump shot from 18 ft,,84,88
4,6:16.0,,Defensive rebound by P. Siakam,84,88
4,5:55.0,,P. Siakam makes 2-pt hook shot from 10 ft,84,90
4,5:35.0,Shooting foul by S. Ibaka (drawn by N. Vučević),,84,90
4,5:35.0,N. Vučević makes free throw 1 of 2,,85,90
4,5:35.0,,M. Gasol enters the game for S. Ibaka,85,90
4,5:35.0,N. Vučević makes free throw 2 of 2,,86,90
4,5:19.0,,K. Leonard misses 2-pt jump shot from 12 ft,86,90
4,5:17.0,Defensive rebound by N. Vučević,,86,90
4,5:03.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by N. Vučević),,89,90
4,4:36.0,,K. Leonard makes 2-pt jump shot from 8 ft,89,92
4,4:16.0,N. Vučević makes 3-pt jump shot from 28 ft (assist by D. Augustin),,92,92
4,4:00.0,,Turnover by K. Leonard (lost ball; steal by A. Gordon),92,92
4,3:56.0,E. Fournier makes 2-pt dunk from 2 ft (assist by A. Gordon),,94,92
4,3:41.0,,P. Siakam misses 2-pt layup from 2 ft (block by J. Isaac),94,92
4,3:39.0,,Offensive rebound by P. Siakam,94,92
4,3:35.0,,Personal foul by A. Gordon (drawn by K. Leonard),94,92
4,3:35.0,,K. Lowry enters the game for F. VanVleet,94,92
4,3:21.0,,Turnover by Team (shot clock),94,92
4,3:18.0,Orlando full timeout,,94,92
