QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
4,6:02.0,Houston full timeout,,108,96
4,6:02.0,P. Tucker enters the game for G. Green,,108,96
4,6:02.0,,K. Thompson enters the game for D. Cousins,108,96
4,5:46.0,,S. Curry misses 2-pt jump shot from 8 ft,108,96
4,5:45.0,Defensive rebound by P. Tucker,,108,96
4,5:42.0,C. Capela makes 2-pt layup from 1 ft (assist by C. Paul),,110,96
4,5:28.0,,K. Thompson misses 2-pt jump shot from 9 ft (block by C. Capela),110,96
4,5:27.0,Defensive rebound by C. Paul,,110,96
4,5:23.0,Turnover by C. Paul (bad pass),,110,96
4,5:10.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by K. Thompson),110,99
4,4:51.0,C. Capela misses 2-pt jump shot from 7 ft (block by K. Durant),,110,99
4,4:50.0,Offensive rebound by C. Capela,,110,99
4,4:47.0,P. Tucker misses 3-pt jump shot from 24 ft,,110,99
4,4:45.0,,Defensive rebound by K. Durant,110,99
4,4:35.0,,S. Curry misses 3-pt jump shot from 29 ft,110,99
4,4:33.0,,Offensive rebound by S. Livingston,110,99
4,4:26.0,,Personal foul by A. Rivers (drawn by K. Durant),110,99
4,4:26.0,,A. Iguodala enters the game for S. Livingston,110,99
4,4:17.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),110,102
4,4:16.0,Houston full timeout,,110,102
4,4:16.0,E. Gordon enters the game for A. Rivers,,110,102
4,3:59.0,E. Gordon makes 2-pt jump shot from 11 ft (assist by C. Paul),,112,102
4,3:48.0,,Personal foul by P. Tucker (drawn by A. Iguodala),112,102
4,3:48.0,,A. Iguodala makes free throw 1 of 2,112,103
4,3:48.0,,A. Iguodala misses free throw 2 of 2,112,103
4,3:46.0,Defensive rebound by Team,,112,103
4,3:23.0,C. Paul misses 3-pt jump shot from 27 ft,,112,103
4,3:21.0,Offensive rebound by C. Capela,,112,103
4,3:07.0,C. Paul makes 2-pt jump shot from 12 ft,,114,103
4,2:50.0,,Personal foul by K. Faried (drawn by K. Thompson),114,103
4,2:50.0,,K. Thompson makes free throw 1 of 2,114,104
4,2:50.0,,K. Thompson makes free throw 2 of 2,114,105
4,2:29.0,C. Paul misses 2-pt jump shot from 12 ft,,114,105
4,2:27.0,,Defensive rebound by K. Durant,114,105
4,2:13.0,,Turnover by K. Durant (lost ball; steal by P. Tucker),114,105
4,2:07.0,E. Gordon misses 3-pt jump shot from 28 ft (block by S. Curry),,114,105
4,2:05.0,,Defensive rebound by A. Iguodala,114,105
4,1:57.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),114,108
4,1:35.0,K. Faried misses 2-pt jump shot from 5 ft (block by J. Bell),,114,108
4,1:34.0,,Defensive rebound by K. Thompson,114,108
4,1:26.0,,Shooting foul by C. Paul (drawn by S. Curry),114,108
4,1:26.0,,S. Curry makes free throw 1 of 2,114,109
4,1:26.0,A. Rivers enters the game for K. Faried,,114,109
4,1:26.0,,S. Curry makes free throw 2 of 2,114,110
4,1:12.0,Personal foul by J. Bell (drawn by C. Paul),,114,110
4,1:08.0,Personal foul by K. Thompson (drawn by C. Paul),,114,110
4,1:08.0,C. Paul makes free throw 1 of 2,,115,110
4,1:08.0,C. Paul makes free throw 2 of 2,,116,110
4,0:57.0,,K. Durant misses 3-pt jump shot from 26 ft,116,110
4,0:55.0,Defensive rebound by P. Tucker,,116,110
4,0:50.0,Turnover by C. Paul (bad pass; steal by K. Thompson),,116,110
4,0:30.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by S. Curry),116,112
4,0:18.0,Personal foul by A. Iguodala (drawn by P. Tucker),,116,112
4,0:18.0,P. Tucker makes free throw 1 of 2,,117,112
4,0:18.0,P. Tucker makes free throw 2 of 2,,118,112
4,0:18.0,,Golden State full timeout,118,112
4,0:13.0,,K. Durant misses 3-pt jump shot from 25 ft,118,112
4,0:11.0,Defensive rebound by P. Tucker,,118,112
