QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
4,2:43.0,D. Schröder enters the game for T. Ferguson,,107,99
4,2:43.0,,D. Lillard makes free throw 1 of 2,107,100
4,2:43.0,,D. Lillard makes free throw 2 of 2,107,101
4,2:30.0,P. George misses 2-pt hook shot from 5 ft,,107,101
4,2:27.0,,Defensive rebound by J. Nurkić,107,101
4,2:16.0,,D. Lillard misses 2-pt dunk from 1 ft (block by J. Grant),107,101
4,2:16.0,Defensive rebound by P. George,,107,101
4,2:04.0,R. Westbrook makes 2-pt jump shot from 11 ft,,109,101
4,1:37.0,,Shooting foul by S. Adams (drawn by J. Nurkić),109,101
4,1:37.0,,J. Nurkić makes free throw 1 of 2,109,102
4,1:37.0,,J. Nurkić makes free throw 2 of 2,109,103
4,1:21.0,S. Adams misses 2-pt jump shot from 9 ft,,109,103
4,1:17.0,,Defensive rebound by A. Aminu,109,103
4,1:07.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by D. Lillard),109,105
4,0:48.0,Turnover by P. George (lost ball; steal by D. Lillard),,109,105
4,0:42.0,,Shooting foul by D. Schröder (drawn by D. Lillard),109,105
4,0:42.0,,D. Lillard makes free throw 1 of 3,109,106
4,0:42.0,,D. Lillard makes free throw 2 of 3,109,107
4,0:42.0,Oklahoma City full timeout,,109,107
4,0:42.0,,D. Lillard misses free throw 3 of 3,109,107
4,0:40.0,Defensive rebound by R. Westbrook,,109,107
4,0:25.0,R. Westbrook misses 2-pt jump shot from 9 ft,,109,107
4,0:22.0,,Defensive rebound by A. Aminu,109,107
4,0:11.0,,D. Lillard misses 2-pt jump shot from 15 ft,109,107
4,0:09.0,,Offensive rebound by A. Aminu,109,107
4,0:08.0,,C. McCollum misses 2-pt jump shot from 21 ft,109,107
4,0:04.0,Defensive rebound by J. Grant,,109,107
4,0:04.0,Personal take foul by D. Lillard (drawn by J. Grant),,109,107
4,0:04.0,Personal take foul by D. Lillard (drawn by P. George),,109,107
4,0:04.0,P. George makes free throw 1 of 2,,110,107
4,0:04.0,P. George makes free throw 2 of 2,,111,107
4,0:04.0,,Portland full timeout,111,107
4,0:04.0,,M. Leonard enters the game for M. Harkless,111,107
4,0:04.0,,E. Turner enters the game for J. Nurkić,111,107
4,0:01.0,,D. Lillard misses 3-pt jump shot from 36 ft,111,107
4,0:01.0,,Offensive rebound by A. Aminu,111,107
4,0:00.0,,A. Aminu makes 2-pt jump shot from 2 ft,111,109
