QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
1,5:24.0,,Turnover by S. Curry (bad pass; steal by J. Harden),14,14
1,5:18.0,Turnover by J. Harden (lost ball; steal by K. Thompson),,14,14
1,5:13.0,,Turnover by K. Durant (out of bounds lost ball),14,14
1,5:04.0,E. Gordon misses 3-pt jump shot from 27 ft,,14,14
1,5:02.0,,Defensive rebound by S. Curry,14,14
1,4:50.0,,D. Green misses 2-pt layup from 6 ft (block by J. Harden),14,14
1,4:49.0,,Offensive rebound by Team,14,14
1,4:49.0,C. Capela enters the game for E. Gordon,,14,14
1,4:39.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),14,17
1,4:22.0,C. Capela misses 2-pt hook shot from 3 ft,,14,17
1,4:21.0,,Defensive rebound by K. Looney,14,17
1,4:14.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),14,20
1,3:57.0,I. Shumpert misses 3-pt jump shot from 30 ft,,14,20
1,3:53.0,,Defensive rebound by K. Durant,14,20
1,3:46.0,,D. Green misses 2-pt jump shot from 13 ft,14,20
1,3:45.0,,Offensive rebound by K. Looney,14,20
1,3:39.0,,S. Curry misses 3-pt jump shot from 29 ft,14,20
1,3:37.0,,Offensive rebound by K. Looney,14,20
1,3:32.0,,K. Durant makes 2-pt dunk from 3 ft (assist by D. Green),14,22
1,3:32.0,Houston full timeout,,14,22
1,3:13.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by C. Capela),,17,22
1,2:56.0,,K. Looney makes 2-pt dunk from 2 ft (assist by D. Green),17,24
1,2:44.0,C. Capela misses 2-pt layup from 4 ft,,17,24
1,2:43.0,,Defensive rebound by D. Green,17,24
1,2:40.0,,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),17,26
1,2:26.0,Turnover by P. Tucker (step out of bounds),,17,26
1,2:26.0,C. Paul enters the game for J. Harden,,17,26
1,2:26.0,,A. McKinnie enters the game for K. Thompson,17,26
1,2:03.0,,K. Durant misses 2-pt jump shot from 13 ft,17,26
1,2:02.0,,Offensive rebound by K. Looney,17,26
1,2:00.0,,Shooting foul by P. Tucker (drawn by K. Looney),17,26
1,2:00.0,,K. Looney makes free throw 1 of 2,17,27
1,2:00.0,G. Green enters the game for P. Tucker,,17,27
1,2:00.0,,S. Livingston enters the game for K. Durant,17,27
1,2:00.0,,K. Looney misses free throw 2 of 2,17,27
1,1:58.0,Defensive rebound by C. Capela,,17,27
1,1:44.0,A. Rivers misses 3-pt jump shot from 27 ft,,17,27
1,1:42.0,,Defensive rebound by K. Looney,17,27
1,1:32.0,,Turnover by D. Green (bad pass; steal by A. Rivers),17,27
1,1:09.0,C. Paul misses 3-pt jump shot from 27 ft,,17,27
1,1:07.0,,Defensive rebound by D. Green,17,27
1,0:59.0,,Personal foul by C. Paul (drawn by A. McKinnie),17,27
1,0:59.0,,A. McKinnie makes free throw 1 of 2,17,28
1,0:59.0,,A. McKinnie misses free throw 2 of 2,17,28
1,0:58.0,,Offensive rebound by Team,17,28
1,0:49.0,,D. Green makes 3-pt jump shot from 27 ft,17,31
1,0:35.0,C. Paul misses 2-pt layup from 7 ft,,17,31
1,0:34.0,,Defensive rebound by A. McKinnie,17,31
1,0:34.0,P. Tucker enters the game for G. Green,,17,31
1,0:34.0,,K. Durant enters the game for K. Looney,17,31
1,0:34.0,,K. Thompson enters the game for A. McKinnie,17,31
1,0:17.0,,S. Curry misses 3-pt jump shot from 29 ft,17,31
1,0:16.0,Defensive rebound by Team,,17,31
1,0:16.0,,Loose ball foul by S. Livingston (drawn by C. Paul),17,31
1,0:16.0,J. Harden enters the game for C. Capela,,17,31
1,0:16.0,,A. Iguodala enters the game for S. Curry,17,31
1,0:16.0,,K. Looney enters the game for D. Green,17,31
1,0:02.0,I. Shumpert misses 3-pt jump shot from 27 ft,,17,31
1,0:00.0,Offensive rebound by Team,,17,31
2,11:46.0,C. Paul misses 2-pt layup from 7 ft,,17,31
2,11:45.0,Offensive rebound by Team,,17,31
2,11:37.0,N. Hilário makes 2-pt hook shot from 5 ft (assist by J. Harden),,19,31
2,11:21.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Looney),19,34
2,11:10.0,C. Paul makes 2-pt jump shot from 12 ft,,21,34
2,10:47.0,,Turnover by K. Looney (bad pass; steal by E. Gordon),21,34
2,10:38.0,J. Harden misses 3-pt jump shot from 28 ft,,21,34
2,10:36.0,,Defensive rebound by K. Durant,21,34
2,10:28.0,,K. Durant misses 3-pt jump shot from 28 ft,21,34
2,10:26.0,Defensive rebound by J. Harden,,21,34
2,10:15.0,Shooting foul by A. Iguodala (drawn by E. Gordon),,21,34
2,10:15.0,E. Gordon makes free throw 1 of 2,,22,34
2,10:15.0,E. Gordon makes free throw 2 of 2,,23,34
2,10:03.0,,S. Livingston makes 2-pt jump shot from 14 ft,23,36
2,9:44.0,N. Hilário makes 2-pt layup from 2 ft (assist by J. Harden),,25,36
2,9:27.0,,K. Durant makes 2-pt layup from 3 ft,25,38
2,9:08.0,Shooting foul by K. Looney (drawn by N. Hilário),,25,38
2,9:08.0,N. Hilário makes free throw 1 of 2,,26,38
2,9:08.0,N. Hilário makes free throw 2 of 2,,27,38
2,8:53.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by A. Iguodala),27,40
2,8:29.0,J. Harden makes 3-pt jump shot from 27 ft,,30,40
2,8:12.0,,S. Livingston misses 2-pt layup from 2 ft,30,40
2,8:10.0,Defensive rebound by C. Paul,,30,40
2,8:03.0,Turnover by E. Gordon (traveling),,30,40
2,8:01.0,,Golden State full timeout,30,40
2,8:01.0,A. Rivers enters the game for N. Hilário,,30,40
2,8:01.0,,S. Curry enters the game for A. Iguodala,30,40
2,8:01.0,,D. Green enters the game for K. Looney,30,40
2,7:58.0,,Turnover by D. Green (bad pass),30,40
2,7:37.0,P. Tucker makes 3-pt jump shot from 27 ft (assist by J. Harden),,33,40
2,7:19.0,,K. Thompson misses 2-pt jump shot from 11 ft,33,40
2,7:18.0,Defensive rebound by P. Tucker,,33,40
2,7:00.0,E. Gordon misses 3-pt jump shot from 27 ft,,33,40
2,6:58.0,,Defensive rebound by D. Green,33,40
2,6:54.0,,D. Green misses 2-pt layup from 5 ft,33,40
2,6:53.0,Defensive rebound by C. Paul,,33,40
2,6:47.0,A. Rivers misses 3-pt jump shot from 27 ft,,33,40
2,6:45.0,,Defensive rebound by K. Thompson,33,40
2,6:30.0,,Offensive foul by K. Thompson (drawn by P. Tucker),33,40
2,6:30.0,,Turnover by K. Thompson (offensive foul),33,40
2,6:30.0,G. Green enters the game for C. Paul,,33,40
2,6:30.0,,A. Iguodala enters the game for S. Livingston,33,40
2,6:10.0,A. Rivers makes 2-pt layup from 4 ft (assist by E. Gordon),,35,40
2,6:02.0,,S. Curry misses 2-pt layup from 4 ft,35,40
2,6:01.0,Defensive rebound by P. Tucker,,35,40
2,5:56.0,J. Harden makes 2-pt layup from 1 ft,,37,40
2,5:42.0,,K. Durant makes 3-pt jump shot from 28 ft,37,43
2,5:26.0,G. Green misses 3-pt jump shot from 22 ft,,37,43
2,5:23.0,,Defensive rebound by S. Curry,37,43
2,5:18.0,,Shooting foul by G. Green (drawn by K. Durant),37,43
2,5:18.0,,K. Durant makes free throw 1 of 2,37,44
2,5:18.0,,K. Durant makes free throw 2 of 2,37,45
2,4:58.0,P. Tucker misses 2-pt hook shot from 7 ft,,37,45
2,4:56.0,,Defensive rebound by D. Green,37,45
2,4:52.0,,A. Iguodala makes 2-pt dunk from 2 ft (assist by D. Green),37,47
2,4:51.0,Houston full timeout,,37,47
2,4:51.0,C. Paul enters the game for G. Green,,37,47
2,4:46.0,C. Paul misses 3-pt jump shot from 29 ft,,37,47
2,4:31.0,,Defensive rebound by A. Iguodala,37,47
2,4:24.0,,S. Curry makes 3-pt jump shot from 25 ft,37,50
2,4:06.0,J. Harden misses 3-pt jump shot from 27 ft,,37,50
2,4:04.0,,Defensive rebound by D. Green,37,50
2,4:00.0,,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),37,52
2,4:00.0,,Shooting foul by A. Rivers (drawn by S. Curry),37,52
2,4:00.0,,S. Curry misses free throw 1 of 1,37,52
2,3:58.0,Defensive rebound by P. Tucker,,37,52
2,3:37.0,A. Rivers misses 3-pt jump shot from 27 ft,,37,52
2,3:36.0,Offensive rebound by Team,,37,52
2,3:36.0,Turnover by Team (shot clock),,37,52
2,3:25.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by A. Iguodala),37,55
2,2:58.0,Turnover by E. Gordon (lost ball; steal by D. Green),,37,55
2,2:56.0,,Shooting foul by C. Paul (drawn by K. Durant),37,55
2,2:56.0,C. Capela enters the game for A. Rivers,,37,55
2,2:56.0,,K. Durant makes free throw 1 of 3,37,56
2,2:56.0,,K. Durant makes free throw 2 of 3,37,57
2,2:56.0,,K. Durant misses free throw 3 of 3,37,57
2,2:55.0,Defensive rebound by P. Tucker,,37,57
2,2:43.0,E. Gordon misses 3-pt jump shot from 27 ft,,37,57
2,2:41.0,,Defensive rebound by K. Durant,37,57
2,2:19.0,,K. Durant misses 2-pt jump shot from 12 ft,37,57
2,2:18.0,,Offensive rebound by D. Green,37,57
2,2:12.0,,S. Curry misses 3-pt jump shot from 28 ft,37,57
2,2:09.0,Defensive rebound by C. Capela,,37,57
2,2:05.0,Shooting foul by D. Green (drawn by E. Gordon),,37,57
2,2:05.0,E. Gordon makes free throw 1 of 2,,38,57
2,2:05.0,E. Gordon makes free throw 2 of 2,,39,57
2,1:50.0,,K. Durant misses 3-pt jump shot from 23 ft,39,57
2,1:47.0,,Offensive rebound by S. Curry,39,57
2,1:46.0,,K. Thompson misses 3-pt jump shot from 28 ft,39,57
2,1:42.0,Defensive rebound by C. Paul,,39,57
2,1:35.0,Turnover by P. Tucker (bad pass; steal by K. Thompson),,39,57
2,1:31.0,,K. Thompson misses 3-pt jump shot from 26 ft,39,57
2,1:29.0,Defensive rebound by C. Capela,,39,57
2,1:18.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,41,57
2,1:00.0,,K. Thompson misses 3-pt jump shot from 24 ft,41,57
2,0:58.0,,Offensive rebound by A. Iguodala,41,57
2,0:54.0,,K. Durant misses 2-pt layup from 3 ft,41,57
2,0:52.0,Defensive rebound by C. Paul,,41,57
2,0:47.0,P. Tucker misses 3-pt jump shot from 22 ft,,41,57
2,0:45.0,,Defensive rebound by D. Green,41,57
2,0:33.0,,S. Curry misses 3-pt jump shot from 28 ft,41,57
2,0:31.0,Defensive rebound by C. Capela,,41,57
2,0:10.0,J. Harden makes 2-pt layup from 3 ft,,43,57
2,0:06.0,,Personal take foul by J. Harden (drawn by D. Green),43,57
2,0:06.0,A. Rivers enters the game for C. Capela,,43,57
2,0:06.0,,Q. Cook enters the game for A. Iguodala,43,57
2,0:06.0,,Offensive foul by D. Green (drawn by P. Tucker),43,57
2,0:06.0,,Turnover by D. Green (offensive foul),43,57
2,0:06.0,,A. Iguodala enters the game for Q. Cook,43,57
2,0:06.0,,K. Looney enters the game for S. Curry,43,57
2,0:06.0,,A. McKinnie enters the game for D. Green,43,57
2,0:01.0,E. Gordon misses 2-pt layup from 5 ft,,43,57
2,0:01.0,,Defensive rebound by K. Looney,43,57
3,11:42.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,46,57
3,11:20.0,,A. Iguodala misses 3-pt jump shot from 23 ft,46,57
3,11:18.0,Defensive rebound by E. Gordon,,46,57
3,11:02.0,J. Harden misses 3-pt jump shot from 26 ft,,46,57
3,11:00.0,,Defensive rebound by K. Thompson,46,57
3,10:51.0,,S. Curry misses 3-pt jump shot from 27 ft,46,57
3,10:49.0,Defensive rebound by P. Tucker,,46,57
3,10:38.0,J. Harden misses 3-pt jump shot from 27 ft,,46,57
3,10:36.0,,Defensive rebound by K. Durant,46,57
3,10:30.0,,Turnover by K. Durant (bad pass; steal by C. Paul),46,57
3,10:23.0,C. Paul makes 2-pt layup from 5 ft,,48,57
3,9:58.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),48,60
3,9:29.0,C. Paul misses 2-pt jump shot from 13 ft,,48,60
3,9:27.0,Offensive rebound by Team,,48,60
3,9:14.0,E. Gordon misses 3-pt jump shot from 32 ft,,48,60
3,9:12.0,Offensive rebound by C. Capela,,48,60
3,9:02.0,Shooting foul by K. Durant (drawn by C. Paul),,48,60
3,9:02.0,J. Harden makes free throw 1 of 3,,49,60
3,9:02.0,J. Harden makes free throw 2 of 3,,50,60
3,9:02.0,J. Harden misses free throw 3 of 3,,50,60
3,9:00.0,,Defensive rebound by A. Iguodala,50,60
3,8:48.0,,Personal foul by J. Harden (drawn by K. Durant),50,60
3,8:39.0,,K. Thompson misses 2-pt jump shot from 20 ft,50,60
3,8:37.0,Defensive rebound by C. Paul,,50,60
3,8:33.0,Offensive foul by C. Paul (drawn by A. Iguodala),,50,60
3,8:33.0,Turnover by C. Paul (offensive foul),,50,60
3,8:16.0,,A. Iguodala makes 2-pt jump shot from 16 ft (assist by K. Durant),50,62
3,7:59.0,C. Capela misses 2-pt layup from 3 ft,,50,62
3,7:58.0,Offensive rebound by C. Capela,,50,62
3,7:58.0,C. Capela misses 2-pt layup from 1 ft,,50,62
3,7:57.0,Offensive rebound by C. Capela,,50,62
3,7:57.0,C. Capela misses 2-pt layup from 2 ft,,50,62
3,7:56.0,Offensive rebound by C. Capela,,50,62
3,7:56.0,C. Capela misses 2-pt layup from 1 ft,,50,62
3,7:55.0,Offensive rebound by P. Tucker,,50,62
3,7:51.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),,53,62
3,7:33.0,,S. Curry misses 2-pt layup from 3 ft,53,62
3,7:32.0,Defensive rebound by P. Tucker,,53,62
3,7:26.0,C. Paul misses 3-pt jump shot from 27 ft,,53,62
3,7:19.0,,Defensive rebound by Team,53,62
3,7:08.0,,Turnover by K. Durant (bad pass; steal by P. Tucker),53,62
3,7:06.0,P. Tucker makes 2-pt layup from 3 ft,,55,62
3,7:06.0,,Golden State full timeout,55,62
3,6:46.0,,K. Durant misses 2-pt jump shot from 15 ft,55,62
3,6:43.0,,Offensive rebound by Team,55,62
3,6:34.0,,S. Curry makes 2-pt jump shot from 21 ft,55,64
3,6:08.0,Personal foul by K. Durant (drawn by E. Gordon),,55,64
3,6:08.0,,K. Looney enters the game for A. Iguodala,55,64
3,5:58.0,C. Capela misses 2-pt layup from 2 ft,,55,64
3,5:57.0,,Defensive rebound by D. Green,55,64
3,5:48.0,,K. Durant misses 3-pt jump shot from 27 ft,55,64
3,5:45.0,Defensive rebound by Team,,55,64
3,5:25.0,C. Paul misses 2-pt jump shot from 11 ft,,55,64
3,5:24.0,,Defensive rebound by S. Curry,55,64
3,5:22.0,,Turnover by S. Curry (bad pass; steal by P. Tucker),55,64
3,5:17.0,P. Tucker misses 3-pt jump shot from 23 ft,,55,64
3,5:15.0,Offensive rebound by C. Capela,,55,64
3,5:05.0,P. Tucker makes 2-pt dunk from 2 ft (assist by J. Harden),,57,64
3,4:49.0,,S. Curry makes 2-pt layup from 7 ft (assist by K. Durant),57,66
3,4:49.0,Violation by Team (def goaltending),,57,66
3,4:33.0,J. Harden makes 2-pt jump shot from 10 ft,,59,66
3,4:32.0,,Turnover by D. Green (bad pass),59,66
3,4:32.0,A. Rivers enters the game for E. Gordon,,59,66
3,4:32.0,I. Shumpert enters the game for C. Paul,,59,66
3,4:23.0,Turnover by C. Capela (bad pass),,59,66
3,4:13.0,,S. Curry misses 2-pt layup from 5 ft,59,66
3,4:12.0,,Offensive rebound by K. Looney,59,66
3,4:12.0,,K. Looney misses 2-pt layup at rim,59,66
3,4:11.0,Defensive rebound by P. Tucker,,59,66
3,3:56.0,A. Rivers misses 2-pt layup from 11 ft,,59,66
3,3:55.0,,Defensive rebound by D. Green,59,66
3,3:51.0,,S. Curry misses 3-pt jump shot from 29 ft,59,66
3,3:49.0,Defensive rebound by C. Capela,,59,66
3,3:34.0,Houston full timeout,,59,66
3,3:34.0,,A. McKinnie enters the game for K. Thompson,59,66
3,3:34.0,Turnover by C. Capela (lost ball; steal by K. Thompson),,59,66
3,3:20.0,,K. Durant misses 3-pt jump shot from 26 ft (block by P. Tucker),59,66
3,3:18.0,Defensive rebound by P. Tucker,,59,66
3,3:11.0,J. Harden makes 3-pt jump shot from 28 ft,,62,66
3,2:55.0,,Turnover by S. Curry (bad pass; steal by J. Harden),62,66
3,2:45.0,J. Harden misses 3-pt jump shot from 27 ft,,62,66
3,2:42.0,Offensive rebound by Team,,62,66
3,2:42.0,,A. Iguodala enters the game for D. Green,62,66
3,2:32.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by A. Rivers),,65,66
3,2:11.0,,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),65,68
3,2:05.0,Personal take foul by A. Iguodala (drawn by J. Harden),,65,68
3,2:05.0,,Golden State full timeout,65,68
3,2:05.0,E. Gordon enters the game for C. Capela,,65,68
3,2:05.0,,K. Thompson enters the game for K. Durant,65,68
3,1:48.0,Shooting foul by K. Looney (drawn by J. Harden),,65,68
3,1:48.0,J. Harden makes free throw 1 of 2,,66,68
3,1:48.0,J. Harden makes free throw 2 of 2,,67,68
3,1:25.0,,Turnover by A. McKinnie (lost ball; steal by J. Harden),67,68
3,1:15.0,J. Harden makes 2-pt layup from 8 ft,,69,68
3,1:02.0,,S. Curry makes 2-pt jump shot from 13 ft,69,70
3,0:52.0,E. Gordon misses 3-pt jump shot from 28 ft,,69,70
3,0:50.0,,Defensive rebound by S. Curry,69,70
3,0:44.0,,A. Iguodala misses 2-pt layup from 11 ft,69,70
3,0:43.0,Defensive rebound by J. Harden,,69,70
3,0:41.0,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),,71,70
3,0:34.0,,S. Curry makes 2-pt layup from 6 ft (assist by A. Iguodala),71,72
3,0:14.0,Shooting foul by A. Iguodala (drawn by J. Harden),,71,72
3,0:14.0,J. Harden makes free throw 1 of 2,,72,72
3,0:14.0,,Q. Cook enters the game for K. Looney,72,72
3,0:14.0,,J. Jerebko enters the game for A. McKinnie,72,72
3,0:14.0,J. Harden misses free throw 2 of 2,,72,72
3,0:12.0,,Defensive rebound by K. Thompson,72,72
3,0:08.0,,Personal take foul by A. Rivers (drawn by S. Curry),72,72
4,11:48.0,,D. Green misses 3-pt jump shot from 23 ft,72,72
4,11:46.0,Defensive rebound by I. Shumpert,,72,72
4,11:24.0,C. Paul misses 3-pt jump shot from 27 ft,,72,72
4,11:22.0,,Defensive rebound by D. Green,72,72
4,11:16.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by D. Green),72,75
4,10:47.0,J. Harden makes 2-pt jump shot from 17 ft,,74,75
4,10:35.0,,Personal foul by J. Harden (drawn by S. Curry),74,75
4,10:35.0,,Violation by Team (delay of game),74,75
4,10:31.0,,K. Thompson misses 3-pt jump shot from 30 ft,74,75
4,10:29.0,,Offensive rebound by J. Jerebko,74,75
4,10:25.0,,J. Jerebko misses 3-pt jump shot from 28 ft,74,75
4,10:23.0,Defensive rebound by A. Rivers,,74,75
4,10:22.0,Personal foul by D. Green (drawn by C. Paul),,74,75
4,10:04.0,Personal foul by S. Livingston (drawn by C. Paul),,74,75
4,9:50.0,Turnover by Team (shot clock),,74,75
4,9:34.0,,K. Thompson misses 2-pt jump shot from 15 ft,74,75
4,9:33.0,Defensive rebound by J. Harden,,74,75
4,9:27.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by A. Rivers),,77,75
4,9:17.0,,Shooting foul by A. Rivers (drawn by S. Curry),77,75
4,9:17.0,E. Gordon enters the game for A. Rivers,,77,75
4,9:17.0,,S. Curry makes free throw 1 of 2,77,76
4,9:17.0,,S. Curry makes free throw 2 of 2,77,77
4,8:58.0,J. Harden misses 3-pt jump shot from 28 ft,,77,77
4,8:56.0,Offensive rebound by C. Paul,,77,77
4,8:54.0,I. Shumpert makes 2-pt layup from 2 ft (assist by C. Paul),,79,77
4,8:44.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),79,80
4,8:24.0,I. Shumpert misses 3-pt jump shot from 26 ft,,79,80
4,8:22.0,,Defensive rebound by K. Thompson,79,80
4,8:15.0,,Personal foul by J. Harden (drawn by D. Green),79,80
4,8:15.0,A. Rivers enters the game for J. Harden,,79,80
4,8:07.0,,S. Curry makes 2-pt jump shot from 13 ft,79,82
4,7:55.0,,Violation by Team (kicked ball),79,82
4,7:55.0,C. Capela enters the game for P. Tucker,,79,82
4,7:45.0,A. Rivers misses 3-pt jump shot from 25 ft,,79,82
4,7:42.0,,Defensive rebound by Team,79,82
4,7:30.0,,J. Jerebko misses 3-pt jump shot from 23 ft,79,82
4,7:28.0,Defensive rebound by I. Shumpert,,79,82
4,7:08.0,E. Gordon makes 2-pt layup from 5 ft (assist by C. Paul),,81,82
4,7:08.0,,Golden State full timeout,81,82
4,7:08.0,J. Harden enters the game for I. Shumpert,,81,82
4,7:08.0,,A. Iguodala enters the game for J. Jerebko,81,82
4,7:08.0,,K. Looney enters the game for S. Livingston,81,82
4,7:00.0,,D. Green makes 2-pt layup from 4 ft (assist by S. Curry),81,84
4,7:00.0,P. Tucker enters the game for A. Rivers,,81,84
4,6:38.0,Turnover by J. Harden (bad pass; steal by K. Looney),,81,84
4,6:25.0,,S. Curry misses 2-pt layup from 8 ft,81,84
4,6:24.0,Defensive rebound by Team,,81,84
4,6:09.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),,84,84
4,5:48.0,,Personal foul by P. Tucker (drawn by S. Curry),84,84
4,5:36.0,,K. Thompson makes 2-pt jump shot from 14 ft,84,86
4,5:18.0,Shooting foul by D. Green (drawn by C. Paul),,84,86
4,5:18.0,C. Paul misses free throw 1 of 2,,84,86
4,5:18.0,Offensive rebound by Team,,84,86
4,5:18.0,C. Paul makes free throw 2 of 2,,85,86
4,5:09.0,,S. Curry makes 3-pt jump shot from 27 ft,85,89
4,4:58.0,Personal foul by K. Looney (drawn by J. Harden),,85,89
4,4:58.0,A. Rivers enters the game for C. Capela,,85,89
4,4:49.0,E. Gordon makes 3-pt jump shot from 30 ft (assist by P. Tucker),,88,89
4,4:29.0,Houston full timeout,,88,89
4,4:27.0,,Shooting foul by A. Rivers (drawn by K. Looney),88,89
4,4:27.0,,K. Looney makes free throw 1 of 2,88,90
4,4:27.0,,K. Looney makes free throw 2 of 2,88,91
4,4:03.0,P. Tucker misses 2-pt layup from 4 ft,,88,91
4,4:02.0,,Defensive rebound by K. Looney,88,91
4,3:54.0,,S. Curry misses 3-pt jump shot from 28 ft,88,91
4,3:52.0,Defensive rebound by J. Harden,,88,91
4,3:39.0,Offensive foul by C. Paul (drawn by D. Green),,88,91
4,3:39.0,Turnover by C. Paul (offensive foul),,88,91
4,3:39.0,,Technical foul by D. Green,88,91
4,3:39.0,J. Harden makes technical free throw,,89,91
4,3:39.0,I. Shumpert enters the game for A. Rivers,,89,91
4,3:22.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),89,94
4,2:51.0,Turnover by P. Tucker (step out of bounds),,89,94
4,2:40.0,,S. Curry misses 2-pt jump shot from 19 ft,89,94
4,2:38.0,,Offensive rebound by K. Looney,89,94
4,2:34.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Iguodala),89,97
4,2:34.0,Houston full timeout,,89,97
4,2:34.0,C. Capela enters the game for I. Shumpert,,89,97
4,2:21.0,Personal foul by S. Curry (drawn by C. Paul),,89,97
4,2:21.0,C. Paul makes free throw 1 of 2,,90,97
4,2:21.0,C. Paul makes free throw 2 of 2,,91,97
4,2:03.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),91,99
4,1:51.0,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),,93,99
4,1:32.0,,D. Green misses 3-pt jump shot from 23 ft,93,99
4,1:30.0,Defensive rebound by C. Capela,,93,99
