QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
4,5:46.0,M. Brogdon makes 2-pt layup from 2 ft (assist by B. Lopez),,115,102
4,5:31.0,,K. Knox makes 3-pt jump shot from 24 ft (assist by T. Hardaway),115,105
4,5:12.0,B. Lopez misses 2-pt dunk from 2 ft (block by K. Knox),,115,105
4,5:10.0,,Defensive rebound by N. Vonleh,115,105
4,5:09.0,,Personal foul by B. Lopez (drawn by N. Vonleh),115,105
4,5:09.0,Technical foul by B. Lopez,,115,105
4,5:09.0,,K. Knox makes technical free throw,115,106
4,5:09.0,G. Antetokounmpo enters the game for M. Brogdon,,115,106
4,5:03.0,,Shooting foul by B. Lopez (drawn by K. Knox),115,106
4,5:03.0,,K. Knox makes free throw 1 of 2,115,107
4,5:03.0,,K. Knox makes free throw 2 of 2,115,108
4,4:50.0,Offensive foul by B. Lopez (drawn by T. Hardaway),,115,108
4,4:50.0,Turnover by B. Lopez (offensive foul),,115,108
4,4:50.0,M. Brogdon enters the game for B. Lopez,,115,108
4,4:36.0,,D. Dotson makes 2-pt jump shot from 17 ft (assist by K. Knox),115,110
4,4:25.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by S. Brown),,117,110
4,4:14.0,,Turnover by T. Hardaway (bad pass; steal by E. Bledsoe),117,110
4,4:08.0,Milwaukee full timeout,,117,110
4,4:08.0,,E. Mudiay enters the game for E. Freedom,117,110
4,4:01.0,G. Antetokounmpo makes 2-pt jump shot from 6 ft (assist by E. Bledsoe),,119,110
4,3:51.0,,Personal foul by S. Brown (drawn by N. Vonleh),119,110
4,3:36.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by K. Knox),119,112
4,3:23.0,M. Brogdon makes 2-pt layup from 2 ft (assist by E. Bledsoe),,121,112
4,3:23.0,,Violation by Team (def goaltending),121,112
4,3:02.0,,E. Mudiay makes 2-pt jump shot from 4 ft,121,114
4,2:46.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,121,114
4,2:44.0,Offensive rebound by G. Antetokounmpo,,121,114
4,2:34.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,121,114
4,2:32.0,,Defensive rebound by D. Dotson,121,114
4,2:20.0,,E. Mudiay makes 2-pt jump shot from 20 ft,121,116
4,2:05.0,Shooting foul by N. Vonleh (drawn by G. Antetokounmpo),,121,116
4,2:05.0,G. Antetokounmpo misses free throw 1 of 2,,121,116
4,2:05.0,Offensive rebound by Team,,121,116
4,2:05.0,G. Antetokounmpo makes free throw 2 of 2,,122,116
4,1:56.0,,E. Mudiay makes 2-pt layup from 1 ft,122,118
4,1:42.0,Turnover by G. Antetokounmpo (traveling),,122,118
4,1:28.0,,N. Vonleh makes 2-pt layup from 1 ft (assist by E. Mudiay),122,120
4,1:12.0,E. Bledsoe misses 2-pt jump shot from 11 ft,,122,120
4,1:10.0,,Defensive rebound by K. Knox,122,120
4,1:06.0,,Shooting foul by M. Brogdon (drawn by T. Hardaway),122,120
4,1:06.0,,T. Hardaway makes free throw 1 of 2,122,121
4,1:06.0,B. Lopez enters the game for S. Brown,,122,121
4,1:06.0,,T. Hardaway misses free throw 2 of 2,122,121
4,1:04.0,Defensive rebound by G. Antetokounmpo,,122,121
4,0:41.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,124,121
4,0:31.0,,New York full timeout,124,121
4,0:31.0,S. Brown enters the game for B. Lopez,,124,121
4,0:24.0,,E. Mudiay makes 3-pt jump shot from 26 ft,124,124
4,0:24.0,Milwaukee full timeout,,124,124
4,0:24.0,B. Lopez enters the game for S. Brown,,124,124
4,0:00.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,124,124
4,0:00.0,Offensive rebound by Team,,124,124
4,0:00.0,Turnover by Team (shot clock),,124,124
1OT,4:36.0,,Turnover by N. Vonleh (lost ball; steal by G. Antetokounmpo),124,124
1OT,4:34.0,Shooting foul by E. Mudiay (drawn by G. Antetokounmpo),,124,124
1OT,4:34.0,G. Antetokounmpo misses free throw 1 of 2,,124,124
1OT,4:34.0,Offensive rebound by Team,,124,124
1OT,4:34.0,G. Antetokounmpo makes free throw 2 of 2,,125,124
1OT,4:22.0,,T. Hardaway misses 3-pt jump shot from 25 ft,125,124
1OT,4:20.0,Defensive rebound by G. Antetokounmpo,,125,124
1OT,4:10.0,Turnover by E. Bledsoe (lost ball; steal by N. Vonleh),,125,124
1OT,4:09.0,,Personal foul by E. Bledsoe (drawn by T. Hardaway),125,124
1OT,3:58.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by N. Vonleh),125,127
1OT,3:41.0,Personal foul by N. Vonleh (drawn by G. Antetokounmpo),,125,127
1OT,3:41.0,,M. Robinson enters the game for N. Vonleh,125,127
1OT,3:34.0,Turnover by G. Antetokounmpo (traveling),,125,127
1OT,3:22.0,,K. Knox misses 2-pt layup from 3 ft (block by G. Antetokounmpo),125,127
1OT,3:20.0,Defensive rebound by G. Antetokounmpo,,125,127
1OT,3:10.0,P. Connaughton misses 3-pt jump shot from 23 ft,,125,127
1OT,3:08.0,Offensive rebound by E. Bledsoe,,125,127
1OT,3:03.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by P. Connaughton),,127,127
1OT,2:53.0,,E. Mudiay makes 3-pt jump shot from 25 ft,127,130
1OT,2:37.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by M. Brogdon),,130,130
1OT,2:25.0,,K. Knox misses 3-pt jump shot from 26 ft,130,130
1OT,2:23.0,,Offensive rebound by M. Robinson,130,130
1OT,2:20.0,,M. Robinson misses 2-pt layup from 1 ft,130,130
1OT,2:18.0,Defensive rebound by G. Antetokounmpo,,130,130
1OT,2:15.0,Shooting foul by M. Robinson (drawn by G. Antetokounmpo),,130,130
1OT,2:15.0,G. Antetokounmpo makes free throw 1 of 2,,131,130
1OT,2:15.0,G. Antetokounmpo makes free throw 2 of 2,,132,130
1OT,1:55.0,,T. Hardaway makes 2-pt jump shot from 14 ft,132,132
1OT,1:42.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,134,132
1OT,1:34.0,,Offensive foul by E. Mudiay (drawn by E. Bledsoe),134,132
1OT,1:34.0,,Turnover by E. Mudiay (offensive foul),134,132
1OT,1:25.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,134,132
1OT,1:23.0,,Defensive rebound by D. Dotson,134,132
1OT,1:17.0,,New York full timeout,134,132
1OT,1:09.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),134,135
1OT,0:47.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,134,135
1OT,0:45.0,Offensive rebound by E. Bledsoe,,134,135
1OT,0:41.0,E. Bledsoe misses 2-pt layup from 3 ft,,134,135
1OT,0:39.0,,Defensive rebound by E. Mudiay,134,135
1OT,0:39.0,,Turnover by E. Mudiay (out of bounds lost ball),134,135
1OT,0:32.0,G. Antetokounmpo misses 2-pt hook shot from 4 ft,,134,135
1OT,0:30.0,,Defensive rebound by E. Mudiay,134,135
1OT,0:09.0,,Shooting foul by P. Connaughton (drawn by E. Mudiay),134,135
1OT,0:09.0,B. Lopez enters the game for P. Connaughton,,134,135
1OT,0:09.0,,E. Mudiay misses free throw 1 of 2,134,135
1OT,0:09.0,,Offensive rebound by Team,134,135
1OT,0:09.0,,E. Mudiay makes free throw 2 of 2,134,136
1OT,0:09.0,Milwaukee full timeout,,134,136
1OT,0:09.0,P. Connaughton enters the game for S. Brown,,134,136
1OT,0:04.0,E. Bledsoe misses 2-pt layup from 2 ft (block by M. Robinson),,134,136
1OT,0:02.0,Offensive rebound by Team,,134,136
1OT,0:01.0,Shooting foul by M. Robinson (drawn by B. Lopez),,134,136
1OT,0:01.0,T. Maker enters the game for P. Connaughton,,134,136
1OT,0:01.0,,E. Freedom enters the game for K. Knox,134,136
1OT,0:01.0,,L. Kornet enters the game for M. Robinson,134,136
1OT,0:01.0,B. Lopez misses free throw 1 of 2,,134,136
1OT,0:01.0,Offensive rebound by Team,,134,136
1OT,0:01.0,B. Lopez misses free throw 2 of 2,,134,136
1OT,0:00.0,Offensive rebound by G. Antetokounmpo,,134,136
