QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
1,1:21.0,W. Johnson misses 3-pt jump shot from 25 ft,,20,25
1,1:20.0,,Defensive rebound by M. Gasol,20,25
1,1:15.0,,D. Green makes 3-pt jump shot from 27 ft (assist by J. Lin),20,28
1,1:11.0,,Violation by Team (delay of game),20,28
1,0:53.0,Shooting foul by O. Anunoby (drawn by B. Beal),,20,28
1,0:53.0,B. Beal makes free throw 1 of 2,,21,28
1,0:53.0,B. Beal misses free throw 2 of 2,,21,28
1,0:50.0,Offensive rebound by J. Parker,,21,28
1,0:50.0,J. Parker makes 2-pt layup from 1 ft,,23,28
1,0:36.0,,Shooting foul by W. Johnson (drawn by N. Powell),23,28
1,0:36.0,,N. Powell makes free throw 1 of 2,23,29
1,0:36.0,,N. Powell makes free throw 2 of 2,23,30
1,0:29.0,B. Portis makes 3-pt jump shot from 25 ft (assist by B. Beal),,26,30
1,0:06.0,,J. Lin misses 2-pt jump shot from 5 ft,26,30
1,0:04.0,,Offensive rebound by M. Gasol,26,30
1,0:02.0,,Turnover by J. Lin (traveling),26,30
1,0:00.0,J. Green misses 3-pt jump shot from 30 ft,,26,30
1,0:00.0,Offensive rebound by Team,,26,30
2,11:36.0,J. Green makes 2-pt jump shot from 12 ft,,28,30
2,11:15.0,,D. Green misses 3-pt jump shot from 25 ft,28,30
2,11:12.0,Defensive rebound by J. Parker,,28,30
2,11:12.0,Turnover by J. Parker (out of bounds lost ball),,28,30
2,11:05.0,,M. Gasol misses 2-pt jump shot from 21 ft,28,30
2,11:02.0,,Offensive rebound by N. Powell,28,30
2,11:00.0,,N. Powell misses 2-pt layup from 2 ft,28,30
2,10:58.0,Defensive rebound by J. Parker,,28,30
2,10:47.0,B. Portis misses 2-pt jump shot from 9 ft,,28,30
2,10:43.0,,Defensive rebound by M. Gasol,28,30
2,10:39.0,,J. Lin misses 3-pt jump shot from 25 ft,28,30
2,10:36.0,Defensive rebound by J. Green,,28,30
2,10:23.0,J. Parker misses 3-pt jump shot from 23 ft,,28,30
2,10:19.0,,Defensive rebound by D. Green,28,30
2,10:07.0,,M. Gasol misses 2-pt jump shot from 9 ft,28,30
2,10:05.0,Defensive rebound by J. Green,,28,30
2,9:54.0,J. McRae misses 3-pt jump shot from 25 ft,,28,30
2,9:51.0,Offensive rebound by J. Parker,,28,30
2,9:48.0,B. Portis makes 2-pt layup from 1 ft (assist by J. Parker),,30,30
2,9:36.0,,J. Lin makes 2-pt layup at rim,30,32
2,9:23.0,B. Portis makes 2-pt jump shot from 17 ft,,32,32
2,9:07.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by N. Powell),32,34
2,8:55.0,Turnover by J. McRae (bad pass; steal by O. Anunoby),,32,34
2,8:52.0,,O. Anunoby makes 2-pt dunk from 2 ft,32,36
2,8:35.0,J. Parker misses 2-pt layup from 1 ft,,32,36
2,8:32.0,,Defensive rebound by N. Powell,32,36
2,8:28.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by N. Powell),32,38
2,8:27.0,Washington full timeout,,32,38
2,8:27.0,B. Beal enters the game for J. McRae,,32,38
2,8:27.0,,S. Ibaka enters the game for D. Green,32,38
2,8:27.0,,K. Lowry enters the game for N. Powell,32,38
2,8:07.0,Shooting foul by K. Lowry (drawn by W. Johnson),,32,38
2,8:07.0,W. Johnson makes free throw 1 of 2,,33,38
2,8:07.0,W. Johnson misses free throw 2 of 2,,33,38
2,8:05.0,,Defensive rebound by S. Ibaka,33,38
2,7:47.0,,M. Gasol misses 2-pt hook shot from 4 ft (block by B. Portis),33,38
2,7:42.0,Defensive rebound by B. Portis,,33,38
2,7:40.0,B. Portis misses 2-pt layup from 2 ft,,33,38
2,7:38.0,,Defensive rebound by J. Lin,33,38
2,7:33.0,,Personal foul by W. Johnson (drawn by M. Gasol),33,38
2,7:33.0,T. Ariza enters the game for W. Johnson,,33,38
2,7:28.0,,J. Lin misses 3-pt jump shot from 25 ft,33,38
2,7:23.0,Defensive rebound by J. Green,,33,38
2,7:11.0,J. Parker makes 2-pt layup from 3 ft,,35,38
2,6:55.0,,O. Anunoby misses 3-pt jump shot from 26 ft,35,38
2,6:53.0,,Offensive rebound by M. Gasol,35,38
2,6:52.0,,O. Anunoby makes 3-pt jump shot from 27 ft (assist by M. Gasol),35,41
2,6:34.0,J. Green makes 2-pt jump shot from 10 ft (assist by J. Parker),,37,41
2,6:25.0,,K. Lowry misses 3-pt jump shot from 26 ft,37,41
2,6:21.0,Defensive rebound by J. Parker,,37,41
2,6:08.0,J. Parker makes 2-pt hook shot from 1 ft (assist by B. Beal),,39,41
2,6:00.0,,Toronto full timeout,39,41
2,6:00.0,,N. Powell enters the game for M. Gasol,39,41
2,6:00.0,,P. Siakam enters the game for J. Lin,39,41
2,5:51.0,,K. Lowry misses 3-pt jump shot from 26 ft,39,41
2,5:47.0,,Offensive rebound by P. Siakam,39,41
2,5:45.0,,S. Ibaka misses 2-pt jump shot from 7 ft,39,41
2,5:43.0,,Offensive rebound by S. Ibaka,39,41
2,5:41.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),39,44
2,5:23.0,J. Green makes 3-pt jump shot from 25 ft (assist by T. Ariza),,42,44
2,5:12.0,,S. Ibaka misses 2-pt jump shot from 16 ft,42,44
2,5:12.0,,Offensive rebound by Team,42,44
2,5:11.0,Loose ball foul by B. Portis (drawn by S. Ibaka),,42,44
2,5:11.0,T. Bryant enters the game for B. Portis,,42,44
2,5:08.0,,Offensive foul by P. Siakam (drawn by T. Ariza),42,44
2,5:08.0,,Turnover by P. Siakam (offensive foul),42,44
2,5:01.0,J. Green makes 3-pt jump shot from 25 ft (assist by J. Parker),,45,44
2,5:01.0,Shooting foul by O. Anunoby (drawn by J. Green),,45,44
2,5:01.0,J. Green makes free throw 1 of 1,,46,44
2,4:40.0,,O. Anunoby makes 3-pt jump shot from 26 ft (assist by N. Powell),46,47
2,4:31.0,Offensive foul by J. Green (drawn by K. Lowry),,46,47
2,4:31.0,Turnover by J. Green (offensive foul),,46,47
2,4:16.0,,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),46,49
2,4:01.0,J. Parker misses 2-pt jump shot from 16 ft,,46,49
2,3:59.0,,Defensive rebound by S. Ibaka,46,49
2,3:50.0,,K. Lowry misses 2-pt jump shot from 4 ft,46,49
2,3:48.0,Defensive rebound by T. Bryant,,46,49
2,3:44.0,Turnover by J. Parker (bad pass; steal by N. Powell),,46,49
2,3:38.0,,K. Lowry misses 3-pt jump shot from 26 ft,46,49
2,3:34.0,Defensive rebound by T. Ariza,,46,49
2,3:33.0,Flagrant foul type 1 by K. Lowry (drawn by T. Bryant),,46,49
2,3:33.0,T. Bryant misses flagrant free throw 1 of 2,,46,49
2,3:33.0,Offensive rebound by Team,,46,49
2,3:33.0,C. Randle enters the game for J. Parker,,46,49
2,3:33.0,T. Bryant makes flagrant free throw 2 of 2,,47,49
2,3:33.0,,D. Green enters the game for O. Anunoby,47,49
2,3:30.0,Shooting foul by N. Powell (drawn by B. Beal),,47,49
2,3:30.0,B. Beal makes free throw 1 of 3,,48,49
2,3:30.0,B. Beal makes free throw 2 of 3,,49,49
2,3:30.0,B. Beal makes free throw 3 of 3,,50,49
2,3:17.0,,P. Siakam makes 3-pt jump shot from 26 ft (assist by S. Ibaka),50,52
2,3:02.0,Turnover by T. Ariza (bad pass),,50,52
2,2:58.0,,K. Lowry misses 3-pt jump shot from 26 ft,50,52
2,2:53.0,Defensive rebound by T. Bryant,,50,52
2,2:50.0,Personal foul by P. Siakam (drawn by T. Ariza),,50,52
2,2:50.0,T. Ariza makes free throw 1 of 2,,51,52
2,2:50.0,T. Ariza makes free throw 2 of 2,,52,52
2,2:36.0,,S. Ibaka makes 2-pt hook shot from 9 ft (assist by K. Lowry),52,54
2,2:19.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by B. Beal),,55,54
2,2:12.0,,Personal foul by T. Bryant (drawn by K. Lowry),55,54
2,2:10.0,,Turnover by K. Lowry (bad pass; steal by B. Beal),55,54
2,2:03.0,T. Bryant makes 2-pt dunk from 2 ft (assist by B. Beal),,57,54
2,1:50.0,,Personal foul by B. Beal (drawn by K. Lowry),57,54
2,1:50.0,Technical foul by N. Nurse,,57,54
2,1:50.0,B. Beal makes technical free throw,,58,54
2,1:42.0,,P. Siakam misses 3-pt jump shot from 24 ft,58,54
2,1:38.0,Defensive rebound by T. Ariza,,58,54
2,1:36.0,Personal foul by K. Lowry (drawn by C. Randle),,58,54
2,1:36.0,C. Randle makes free throw 1 of 2,,59,54
2,1:36.0,,O. Anunoby enters the game for K. Lowry,59,54
2,1:36.0,,J. Lin enters the game for P. Siakam,59,54
2,1:36.0,C. Randle misses free throw 2 of 2,,59,54
2,1:34.0,,Defensive rebound by O. Anunoby,59,54
2,1:24.0,,O. Anunoby misses 3-pt jump shot from 24 ft,59,54
2,1:20.0,Defensive rebound by T. Ariza,,59,54
2,1:13.0,B. Beal misses 2-pt jump shot from 17 ft,,59,54
2,1:09.0,,Defensive rebound by S. Ibaka,59,54
2,1:05.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by J. Lin),59,57
2,0:46.0,T. Bryant misses 3-pt jump shot from 26 ft,,59,57
2,0:44.0,,Defensive rebound by J. Lin,59,57
2,0:41.0,,Shooting foul by C. Randle (drawn by J. Lin),59,57
2,0:41.0,,J. Lin makes free throw 1 of 2,59,58
2,0:41.0,J. Parker enters the game for C. Randle,,59,58
2,0:41.0,,J. Lin makes free throw 2 of 2,59,59
2,0:28.0,B. Beal makes 3-pt jump shot from 25 ft,,62,59
2,0:10.0,,N. Powell misses 3-pt jump shot from 23 ft,62,59
2,0:06.0,Defensive rebound by T. Ariza,,62,59
2,0:00.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Green),,65,59
3,11:43.0,J. Green misses 3-pt jump shot from 27 ft,,65,59
3,11:37.0,,Defensive rebound by D. Green,65,59
3,11:25.0,,P. Siakam misses 2-pt layup from 3 ft,65,59
3,11:22.0,Defensive rebound by T. Bryant,,65,59
3,11:15.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Randle),,68,59
3,11:03.0,,D. Green misses 2-pt layup from 2 ft,68,59
3,10:56.0,,Offensive rebound by N. Powell,68,59
3,10:56.0,,N. Powell makes 2-pt layup at rim,68,61
3,10:51.0,Shooting foul by S. Ibaka (drawn by T. Ariza),,68,61
3,10:51.0,T. Ariza makes free throw 1 of 2,,69,61
3,10:51.0,T. Ariza makes free throw 2 of 2,,70,61
3,10:40.0,,Personal foul by T. Bryant (drawn by K. Lowry),70,61
3,10:31.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by N. Powell),70,64
3,10:21.0,Shooting foul by D. Green (drawn by T. Ariza),,70,64
3,10:21.0,T. Ariza makes free throw 1 of 2,,71,64
3,10:21.0,T. Ariza makes free throw 2 of 2,,72,64
3,10:07.0,,P. Siakam makes 2-pt layup from 3 ft (assist by K. Lowry),72,66
3,10:01.0,T. Ariza misses 3-pt jump shot from 26 ft,,72,66
3,9:58.0,,Defensive rebound by K. Lowry,72,66
3,9:57.0,,Turnover by K. Lowry (bad pass),72,66
3,9:36.0,J. Green makes 3-pt jump shot from 27 ft (assist by T. Ariza),,75,66
3,9:22.0,,P. Siakam makes 2-pt layup at rim,75,68
3,9:13.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by C. Randle),,78,68
3,8:52.0,,Turnover by P. Siakam (lost ball; steal by C. Randle),78,68
3,8:48.0,T. Bryant makes 2-pt dunk at rim (assist by T. Ariza),,80,68
3,8:48.0,,Toronto full timeout,80,68
3,8:48.0,,O. Anunoby enters the game for D. Green,80,68
3,8:48.0,,J. Lin enters the game for N. Powell,80,68
3,8:27.0,,P. Siakam misses 2-pt jump shot from 13 ft,80,68
3,8:25.0,,Offensive rebound by S. Ibaka,80,68
3,8:23.0,,S. Ibaka misses 2-pt layup from 2 ft,80,68
3,8:21.0,Defensive rebound by J. Green,,80,68
3,8:14.0,C. Randle misses 2-pt layup from 2 ft (block by P. Siakam),,80,68
3,8:14.0,,Defensive rebound by P. Siakam,80,68
3,8:10.0,,Offensive foul by P. Siakam (drawn by T. Ariza),80,68
3,8:10.0,,Turnover by P. Siakam (offensive foul),80,68
3,7:54.0,T. Bryant misses 2-pt jump shot from 11 ft,,80,68
3,7:51.0,,Defensive rebound by J. Lin,80,68
3,7:47.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by J. Lin),80,70
3,7:38.0,C. Randle misses 3-pt jump shot from 26 ft (block by P. Siakam),,80,70
3,7:35.0,,Defensive rebound by S. Ibaka,80,70
3,7:25.0,,K. Lowry makes 3-pt jump shot from 24 ft,80,73
3,7:05.0,Turnover by C. Randle (step out of bounds),,80,73
3,6:50.0,,Shooting foul by B. Beal (drawn by P. Siakam),80,73
3,6:50.0,,P. Siakam makes free throw 1 of 2,80,74
3,6:50.0,J. Parker enters the game for T. Bryant,,80,74
3,6:50.0,,P. Siakam misses free throw 2 of 2,80,74
3,6:47.0,Defensive rebound by T. Ariza,,80,74
3,6:34.0,J. Green misses 2-pt layup from 6 ft,,80,74
3,6:34.0,,Defensive rebound by S. Ibaka,80,74
3,6:23.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),80,76
3,6:23.0,Washington full timeout,,80,76
3,6:07.0,C. Randle misses 3-pt jump shot from 23 ft,,80,76
3,6:05.0,,Defensive rebound by S. Ibaka,80,76
3,6:03.0,,Shooting foul by J. Parker (drawn by K. Lowry),80,76
3,6:03.0,,K. Lowry makes free throw 1 of 2,80,77
3,6:03.0,,K. Lowry makes free throw 2 of 2,80,78
3,5:46.0,B. Beal misses 3-pt jump shot from 27 ft,,80,78
3,5:44.0,,Defensive rebound by S. Ibaka,80,78
3,5:40.0,,P. Siakam misses 2-pt layup from 2 ft (block by B. Beal),80,78
3,5:40.0,Defensive rebound by C. Randle,,80,78
3,5:27.0,B. Beal misses 2-pt layup from 2 ft,,80,78
3,5:25.0,,Defensive rebound by P. Siakam,80,78
3,5:21.0,,K. Lowry makes 3-pt jump shot from 28 ft (assist by P. Siakam),80,81
3,4:51.0,B. Beal misses 3-pt jump shot from 27 ft,,80,81
3,4:47.0,,Defensive rebound by K. Lowry,80,81
3,4:43.0,,J. Lin makes 2-pt layup from 2 ft (assist by K. Lowry),80,83
3,4:43.0,Washington full timeout,,80,83
3,4:43.0,J. McRae enters the game for J. Green,,80,83
3,4:43.0,B. Portis enters the game for C. Randle,,80,83
3,4:31.0,Personal foul by O. Anunoby (drawn by T. Ariza),,80,83
3,4:23.0,T. Ariza makes 2-pt jump shot from 1 ft,,82,83
3,4:16.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by K. Lowry),82,86
3,4:02.0,B. Portis misses 3-pt jump shot from 25 ft,,82,86
3,3:59.0,,Defensive rebound by P. Siakam,82,86
3,3:51.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by S. Ibaka),82,88
3,3:38.0,J. Parker makes 3-pt jump shot from 24 ft (assist by T. Ariza),,85,88
3,3:20.0,,P. Siakam makes 2-pt layup at rim,85,90
3,3:03.0,B. Portis makes 2-pt jump shot from 17 ft (assist by J. Parker),,87,90
3,2:43.0,,P. Siakam misses 2-pt layup from 1 ft,87,90
3,2:39.0,,Offensive rebound by P. Siakam,87,90
3,2:39.0,,P. Siakam makes 2-pt layup at rim,87,92
3,2:34.0,Shooting foul by S. Ibaka (drawn by J. Parker),,87,92
3,2:34.0,J. Parker makes free throw 1 of 2,,88,92
3,2:34.0,,M. Gasol enters the game for S. Ibaka,88,92
3,2:34.0,J. Parker makes free throw 2 of 2,,89,92
3,2:24.0,,Personal foul by J. McRae (drawn by J. Lin),89,92
3,2:24.0,,N. Powell enters the game for K. Lowry,89,92
3,2:13.0,,Turnover by J. Lin (bad pass),89,92
3,2:06.0,B. Portis misses 3-pt jump shot from 26 ft,,89,92
3,2:01.0,,Defensive rebound by J. Lin,89,92
3,1:54.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by J. Lin),89,95
3,1:41.0,B. Beal misses 2-pt layup from 3 ft (block by M. Gasol),,89,95
3,1:37.0,,Defensive rebound by M. Gasol,89,95
3,1:35.0,,Personal foul by J. McRae (drawn by P. Siakam),89,95
3,1:35.0,,P. Siakam makes free throw 1 of 2,89,96
3,1:35.0,,P. Siakam makes free throw 2 of 2,89,97
3,1:14.0,J. McRae misses 2-pt jump shot from 11 ft (block by J. Lin),,89,97
3,1:14.0,,Defensive rebound by N. Powell,89,97
3,1:08.0,,O. Anunoby makes 3-pt jump shot from 26 ft (assist by P. Siakam),89,100
3,0:55.0,,Violation by Team (kicked ball),89,100
3,0:55.0,J. Green enters the game for T. Ariza,,89,100
3,0:46.0,B. Beal misses 2-pt jump shot from 16 ft,,89,100
3,0:42.0,,Defensive rebound by P. Siakam,89,100
3,0:41.0,,Shooting foul by J. McRae (drawn by N. Powell),89,100
3,0:41.0,,N. Powell misses free throw 1 of 2,89,100
3,0:41.0,,Offensive rebound by Team,89,100
3,0:41.0,,N. Powell makes free throw 2 of 2,89,101
3,0:36.0,Personal foul by M. Gasol (drawn by B. Beal),,89,101
3,0:36.0,B. Beal makes free throw 1 of 2,,90,101
3,0:36.0,B. Beal makes free throw 2 of 2,,91,101
3,0:31.0,,N. Powell misses 3-pt jump shot from 28 ft,91,101
3,0:26.0,Defensive rebound by J. Parker,,91,101
3,0:10.0,J. Parker makes 2-pt dunk from 1 ft (assist by B. Beal),,93,101
3,0:02.0,,P. Siakam makes 2-pt jump shot from 4 ft,93,103
4,11:40.0,,O. Anunoby misses 2-pt hook shot from 5 ft,93,103
4,11:37.0,Defensive rebound by B. Portis,,93,103
4,11:29.0,J. Green makes 2-pt jump shot from 18 ft (assist by B. Portis),,95,103
4,11:12.0,,J. Lin misses 3-pt jump shot from 25 ft,95,103
4,11:09.0,Defensive rebound by W. Johnson,,95,103
4,11:08.0,Turnover by B. Beal (bad pass),,95,103
4,10:50.0,,M. Gasol misses 2-pt jump shot from 7 ft,95,103
4,10:48.0,Defensive rebound by B. Portis,,95,103
4,10:45.0,Shooting foul by C. Boucher (drawn by B. Beal),,95,103
4,10:45.0,B. Beal makes free throw 1 of 2,,96,103
4,10:45.0,B. Beal makes free throw 2 of 2,,97,103
4,10:34.0,,C. Boucher makes 3-pt jump shot from 25 ft (assist by J. Lin),97,106
4,10:19.0,Turnover by B. Portis (bad pass; steal by M. Gasol),,97,106
4,10:19.0,,Personal take foul by B. Portis (drawn by N. Powell),97,106
4,10:12.0,,C. Boucher misses 3-pt jump shot from 25 ft,97,106
4,10:06.0,Defensive rebound by W. Johnson,,97,106
4,10:00.0,J. Green makes 3-pt jump shot from 26 ft (assist by B. Beal),,100,106
4,9:38.0,,N. Powell makes 2-pt layup from 1 ft (assist by M. Gasol),100,108
4,9:29.0,J. Parker makes 2-pt layup from 3 ft (assist by B. Beal),,102,108
4,9:12.0,,O. Anunoby misses 3-pt jump shot from 24 ft,102,108
4,9:09.0,Defensive rebound by B. Beal,,102,108
4,9:06.0,B. Beal makes 3-pt jump shot from 27 ft,,105,108
4,9:03.0,,Toronto full timeout,105,108
4,9:03.0,,K. Lowry enters the game for C. Boucher,105,108
4,8:38.0,,J. Lin makes 2-pt layup from 1 ft (assist by K. Lowry),105,110
4,8:30.0,Turnover by B. Beal (bad pass; steal by M. Gasol),,105,110
4,8:30.0,,Personal foul by J. Green (drawn by M. Gasol),105,110
4,8:10.0,,M. Gasol misses 2-pt layup from 1 ft,105,110
4,8:08.0,Defensive rebound by B. Portis,,105,110
4,8:04.0,Personal foul by K. Lowry (drawn by J. Parker),,105,110
4,7:59.0,Personal foul by O. Anunoby (drawn by B. Beal),,105,110
4,7:50.0,J. Parker makes 2-pt dunk at rim (assist by W. Johnson),,107,110
4,7:50.0,Shooting foul by J. Lin (drawn by J. Parker),,107,110
4,7:50.0,J. Parker makes free throw 1 of 1,,108,110
4,7:34.0,,K. Lowry misses 3-pt jump shot from 26 ft,108,110
4,7:29.0,Defensive rebound by J. Green,,108,110
4,7:25.0,B. Beal misses 3-pt jump shot from 26 ft,,108,110
4,7:23.0,,Defensive rebound by M. Gasol,108,110
4,7:23.0,,Personal foul by W. Johnson (drawn by K. Lowry),108,110
4,7:23.0,,D. Green enters the game for J. Lin,108,110
4,7:23.0,,P. Siakam enters the game for N. Powell,108,110
4,7:10.0,,Turnover by M. Gasol (lost ball; steal by J. Parker),108,110
4,7:05.0,J. Parker misses 2-pt layup from 1 ft (block by M. Gasol),,108,110
4,7:05.0,Offensive rebound by Team,,108,110
4,7:01.0,Turnover by J. Parker (bad pass),,108,110
4,6:53.0,,Turnover by K. Lowry (lost ball; steal by J. Green),108,110
4,6:48.0,B. Beal misses 3-pt jump shot from 26 ft,,108,110
