QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
4,5:32.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Lin),105,90
4,5:14.0,Turnover by S. Ibaka (traveling),,105,90
4,5:10.0,,Shooting foul by S. Ibaka (drawn by D. Bembry),105,90
4,5:10.0,,D. Bembry misses free throw 1 of 2,105,90
4,5:10.0,,Offensive rebound by Team,105,90
4,5:10.0,K. Lowry enters the game for S. Ibaka,,105,90
4,5:10.0,J. Valančiūnas enters the game for D. Wright,,105,90
4,5:10.0,,D. Dedmon enters the game for J. Collins,105,90
4,5:10.0,,D. Bembry makes free throw 2 of 2,105,91
4,4:51.0,F. VanVleet makes 2-pt jump shot from 16 ft,,107,91
4,4:40.0,,D. Dedmon misses 3-pt jump shot from 25 ft,107,91
4,4:40.0,Defensive rebound by Team,,107,91
4,4:40.0,,J. Anderson enters the game for V. Carter,107,91
4,4:27.0,F. VanVleet makes 2-pt layup from 2 ft,,109,91
4,4:24.0,,Personal foul by D. Green (drawn by J. Lin),109,91
4,4:10.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by T. Prince),109,94
4,4:09.0,Toronto full timeout,,109,94
4,4:09.0,,K. Huerter enters the game for D. Bembry,109,94
4,3:56.0,Personal foul by J. Lin (drawn by D. Green),,109,94
4,3:47.0,Personal foul by J. Lin (drawn by J. Valančiūnas),,109,94
4,3:45.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by K. Lowry),,112,94
4,3:29.0,,Turnover by T. Prince (lost ball; steal by P. Siakam),112,94
4,3:25.0,Turnover by J. Valančiūnas (bad pass; steal by T. Prince),,112,94
4,3:22.0,,T. Prince misses 3-pt jump shot from 24 ft,112,94
4,3:19.0,Defensive rebound by K. Lowry,,112,94
4,3:13.0,J. Valančiūnas makes 2-pt layup from 4 ft (assist by K. Lowry),,114,94
4,3:03.0,,Personal foul by P. Siakam (drawn by J. Anderson),114,94
4,3:03.0,,J. Anderson makes free throw 1 of 2,114,95
4,3:03.0,C. Boucher enters the game for D. Green,,114,95
4,3:03.0,L. Brown enters the game for K. Lowry,,114,95
4,3:03.0,J. Loyd enters the game for P. Siakam,,114,95
4,3:03.0,G. Monroe enters the game for J. Valančiūnas,,114,95
4,3:03.0,M. Richardson enters the game for F. VanVleet,,114,95
4,3:03.0,,T. Young enters the game for J. Lin,114,95
4,3:03.0,,J. Anderson makes free throw 2 of 2,114,96
4,2:50.0,Turnover by J. Loyd (lost ball; steal by J. Anderson),,114,96
4,2:46.0,,K. Huerter makes 3-pt jump shot from 22 ft (assist by T. Prince),114,99
4,2:28.0,Shooting foul by D. Dedmon (drawn by G. Monroe),,114,99
4,2:28.0,G. Monroe makes free throw 1 of 2,,115,99
4,2:28.0,,V. Carter enters the game for J. Anderson,115,99
4,2:28.0,,T. Dorsey enters the game for T. Prince,115,99
4,2:28.0,G. Monroe misses free throw 2 of 2,,115,99
4,2:25.0,,Defensive rebound by V. Carter,115,99
4,2:20.0,,V. Carter misses 3-pt jump shot from 25 ft,115,99
4,2:16.0,Defensive rebound by M. Richardson,,115,99
4,2:11.0,M. Richardson misses 2-pt jump shot from 23 ft,,115,99
4,2:08.0,,Defensive rebound by V. Carter,115,99
4,2:02.0,,T. Dorsey makes 2-pt layup from 1 ft (assist by V. Carter),115,101
4,2:02.0,,Shooting foul by C. Boucher (drawn by T. Dorsey),115,101
4,2:02.0,,T. Dorsey misses free throw 1 of 1,115,101
4,2:02.0,Defensive rebound by C. Boucher,,115,101
4,1:51.0,C. Boucher makes 3-pt jump shot from 25 ft (assist by L. Brown),,118,101
4,1:42.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Young),118,104
4,1:28.0,L. Brown misses 2-pt layup from 1 ft (block by D. Dedmon),,118,104
4,1:28.0,Offensive rebound by Team,,118,104
4,1:21.0,J. Loyd makes 2-pt layup from 9 ft (assist by G. Monroe),,120,104
4,1:10.0,,V. Carter misses 3-pt jump shot from 27 ft,120,104
4,1:06.0,Defensive rebound by G. Monroe,,120,104
4,0:58.0,L. Brown misses 3-pt jump shot from 26 ft,,120,104
4,0:56.0,Offensive rebound by C. Boucher,,120,104
4,0:56.0,C. Boucher makes 2-pt dunk at rim,,122,104
4,0:49.0,,V. Carter misses 3-pt jump shot from 28 ft,122,104
4,0:45.0,Defensive rebound by G. Monroe,,122,104
4,0:39.0,Shooting foul by D. Dedmon (drawn by J. Loyd),,122,104
4,0:39.0,J. Loyd makes free throw 1 of 2,,123,104
4,0:39.0,J. Loyd makes free throw 2 of 2,,124,104
4,0:39.0,,Atlanta full timeout,124,104
4,0:33.0,,Shooting foul by J. Loyd (drawn by V. Carter),124,104
4,0:33.0,,V. Carter makes free throw 1 of 2,124,105
4,0:33.0,,V. Carter makes free throw 2 of 2,124,106
4,0:09.0,Turnover by Team (shot clock),,124,106
4,0:04.0,,V. Carter misses 2-pt jump shot from 11 ft,124,106
4,0:00.0,,Offensive rebound by K. Huerter,124,106
4,0:00.0,,V. Carter makes 2-pt dunk from 1 ft (assist by K. Huerter),124,108
