QUARTER,TIME_REMAINING,TORONTO_ACTION,PHILADELPHIA_ACTION,TORONTO_SCORE,PHILADELPHIA_SCORE
4,0:38.0,D. Green makes free throw 1 of 2,,95,90
4,0:38.0,D. Green makes free throw 2 of 2,,96,90
4,0:38.0,,Philadelphia full timeout,96,90
4,0:38.0,P. Siakam enters the game for S. Ibaka,,96,90
4,0:33.0,,J. Butler makes 2-pt layup from 4 ft,96,92
4,0:30.0,Personal take foul by J. Embiid (drawn by D. Green),,96,92
4,0:30.0,D. Green makes free throw 1 of 2,,97,92
4,0:30.0,D. Green makes free throw 2 of 2,,98,92
4,0:23.0,,J. Embiid misses 3-pt jump shot from 26 ft,98,92
4,0:20.0,Defensive rebound by P. Siakam,,98,92
4,0:20.0,Personal take foul by B. Simmons (drawn by P. Siakam),,98,92
4,0:20.0,P. Siakam misses free throw 1 of 2,,98,92
4,0:20.0,Offensive rebound by Team,,98,92
4,0:20.0,P. Siakam makes free throw 2 of 2,,99,92
4,0:20.0,,Philadelphia full timeout,99,92
4,0:18.0,,T. Harris misses 3-pt jump shot from 25 ft,99,92
4,0:16.0,,Offensive rebound by Team,99,92
4,0:16.0,Loose ball foul by D. Green (drawn by J. Embiid),,99,92
4,0:16.0,S. Ibaka enters the game for D. Green,,99,92
4,0:16.0,,J. Embiid makes free throw 1 of 2,99,93
4,0:16.0,,J. Embiid makes free throw 2 of 2,99,94
4,0:16.0,Toronto full timeout,,99,94
4,0:16.0,F. VanVleet enters the game for S. Ibaka,,99,94
4,0:12.0,Personal take foul by T. Harris (drawn by P. Siakam),,99,94
4,0:12.0,P. Siakam makes free throw 1 of 2,,100,94
4,0:12.0,P. Siakam makes free throw 2 of 2,,101,94
4,0:07.0,,B. Simmons makes 2-pt layup from 2 ft,101,96
4,0:05.0,Personal take foul by J. Embiid (drawn by K. Leonard),,101,96
4,0:05.0,K. Leonard misses free throw 1 of 2,,101,96
4,0:05.0,Offensive rebound by Team,,101,96
4,0:05.0,K. Leonard misses free throw 2 of 2,,101,96
4,0:02.0,,Defensive rebound by J. Embiid,101,96
4,0:01.0,,J. Butler misses 3-pt jump shot from 29 ft,101,96
4,0:01.0,,Offensive rebound by Team,101,96
