QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
4,8:43.0,,O. Anunoby misses free throw 2 of 2,81,106
4,8:40.0,Defensive rebound by A. Williams,,81,106
4,8:26.0,K. Faried misses 2-pt layup from 2 ft,,81,106
4,8:23.0,Offensive rebound by K. Faried,,81,106
4,8:23.0,K. Faried misses 2-pt layup at rim,,81,106
4,8:21.0,Offensive rebound by A. Williams,,81,106
4,8:21.0,A. Williams makes 2-pt layup at rim,,83,106
4,8:01.0,,D. Wright makes 2-pt jump shot from 9 ft,83,108
4,7:49.0,Personal foul by D. Wright (drawn by T. Pinson),,83,108
4,7:41.0,T. Pinson makes 2-pt layup from 1 ft,,85,108
4,7:32.0,,D. Wright makes 2-pt jump shot from 2 ft,85,110
4,7:32.0,,Shooting foul by S. Napier (drawn by D. Wright),85,110
4,7:32.0,,C. Boucher enters the game for G. Monroe,85,110
4,7:32.0,,D. Wright makes free throw 1 of 1,85,111
4,7:19.0,Shooting foul by D. Wright (drawn by T. Pinson),,85,111
4,7:19.0,T. Pinson makes free throw 1 of 2,,86,111
4,7:19.0,,C. Miles enters the game for F. VanVleet,86,111
4,7:19.0,T. Pinson makes free throw 2 of 2,,87,111
4,7:01.0,,D. Wright misses 3-pt jump shot from 26 ft,87,111
4,6:58.0,Defensive rebound by S. Napier,,87,111
4,6:46.0,S. Napier makes 3-pt jump shot from 23 ft (assist by A. Williams),,90,111
4,6:37.0,,Toronto full timeout,90,111
4,6:23.0,,N. Powell misses 2-pt layup from 2 ft,90,111
4,6:21.0,Defensive rebound by A. Williams,,90,111
4,6:17.0,T. Pinson makes 2-pt jump shot from 23 ft,,92,111
4,6:03.0,,C. Boucher misses 3-pt jump shot from 26 ft,92,111
4,6:00.0,Defensive rebound by T. Pinson,,92,111
4,5:50.0,A. Williams makes 2-pt hook shot from 3 ft (assist by T. Pinson),,94,111
4,5:30.0,,C. Boucher misses 2-pt jump shot from 3 ft,94,111
4,5:29.0,Defensive rebound by K. Faried,,94,111
4,5:21.0,A. Williams makes 2-pt hook shot from 11 ft (assist by S. Napier),,96,111
4,5:09.0,,D. Wright misses 2-pt hook shot from 4 ft,96,111
4,5:07.0,,Offensive rebound by C. Boucher,96,111
4,5:05.0,,C. Boucher misses 2-pt layup from 2 ft (block by K. Faried),96,111
4,5:05.0,Defensive rebound by K. Faried,,96,111
4,4:56.0,S. Napier makes 2-pt layup from 1 ft,,98,111
4,4:47.0,,Toronto full timeout,98,111
4,4:47.0,,G. Monroe enters the game for C. Boucher,98,111
4,4:41.0,,Shooting foul by T. Pinson (drawn by N. Powell),98,111
4,4:41.0,,N. Powell makes free throw 1 of 2,98,112
4,4:41.0,,N. Powell makes free throw 2 of 2,98,113
4,4:20.0,S. Napier misses 3-pt jump shot from 25 ft,,98,113
4,4:18.0,,Defensive rebound by C. Miles,98,113
4,4:08.0,,N. Powell misses 2-pt hook shot from 6 ft,98,113
4,4:05.0,Defensive rebound by A. Williams,,98,113
4,4:01.0,T. Graham misses 3-pt jump shot from 24 ft,,98,113
4,3:57.0,,Defensive rebound by G. Monroe,98,113
4,3:46.0,,O. Anunoby makes 2-pt layup from 2 ft,98,115
4,3:35.0,T. Pinson misses 3-pt jump shot from 26 ft,,98,115
4,3:33.0,,Defensive rebound by N. Powell,98,115
4,3:23.0,,N. Powell makes 2-pt jump shot from 7 ft,98,117
4,3:14.0,Turnover by A. Williams (bad pass; steal by D. Wright),,98,117
4,3:08.0,,C. Miles misses 2-pt jump shot from 9 ft,98,117
4,3:05.0,Defensive rebound by K. Faried,,98,117
4,2:58.0,K. Faried misses 2-pt layup from 5 ft,,98,117
4,2:57.0,,Defensive rebound by G. Monroe,98,117
4,2:52.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by N. Powell),98,120
4,2:35.0,S. Napier misses 2-pt jump shot from 17 ft,,98,120
4,2:33.0,,Defensive rebound by C. Miles,98,120
4,2:14.0,,G. Monroe misses 2-pt hook shot from 4 ft,98,120
4,2:11.0,Defensive rebound by A. Williams,,98,120
4,2:08.0,Personal take foul by G. Monroe (drawn by S. Napier),,98,120
4,2:08.0,S. Napier misses free throw 1 of 2,,98,120
4,2:08.0,Offensive rebound by Team,,98,120
4,2:08.0,,C. Boucher enters the game for O. Anunoby,98,120
4,2:08.0,,M. Richardson enters the game for G. Monroe,98,120
4,2:08.0,S. Napier misses free throw 2 of 2,,98,120
4,2:05.0,,Defensive rebound by D. Wright,98,120
4,1:52.0,,Turnover by N. Powell (bad pass; steal by T. Graham),98,120
4,1:41.0,S. Napier misses 2-pt jump shot from 5 ft,,98,120
4,1:41.0,Offensive rebound by Team,,98,120
4,1:41.0,,Loose ball foul by N. Powell (drawn by A. Williams),98,120
4,1:41.0,A. Williams misses free throw 1 of 2,,98,120
4,1:41.0,Offensive rebound by Team,,98,120
4,1:41.0,A. Williams misses free throw 2 of 2,,98,120
4,1:38.0,Offensive rebound by A. Williams,,98,120
4,1:36.0,T. Graham makes 3-pt jump shot from 25 ft (assist by A. Williams),,101,120
4,1:28.0,,D. Wright misses 2-pt layup from 3 ft,101,120
4,1:26.0,Defensive rebound by T. Graham,,101,120
4,1:20.0,A. Williams misses 2-pt layup from 1 ft,,101,120
4,1:17.0,,Defensive rebound by C. Miles,101,120
4,1:14.0,,C. Boucher makes 2-pt dunk from 1 ft (assist by N. Powell),101,122
4,1:05.0,T. Pinson misses 3-pt jump shot from 26 ft,,101,122
4,1:01.0,,Defensive rebound by D. Wright,101,122
4,0:55.0,,C. Miles misses 3-pt jump shot from 27 ft,101,122
4,0:51.0,Defensive rebound by A. Williams,,101,122
4,0:42.0,K. Faried makes 2-pt layup from 1 ft (assist by S. Napier),,103,122
4,0:35.0,,C. Miles misses 3-pt jump shot from 27 ft,103,122
4,0:31.0,,Offensive rebound by C. Boucher,103,122
4,0:30.0,,M. Richardson misses 3-pt jump shot from 23 ft,103,122
4,0:26.0,Defensive rebound by A. Williams,,103,122
4,0:25.0,Personal foul by C. Boucher (drawn by A. Williams),,103,122
4,0:25.0,A. Williams makes free throw 1 of 2,,104,122
4,0:25.0,A. Williams makes free throw 2 of 2,,105,122
4,0:01.0,,Turnover by Team (shot clock),105,122
