"node1","node2","Pin_Pout","Pin_Nout","Nin_Pout","Nin_Nout","Pin_Pin","Pin_Nin","Nin_Pin","Nin_Nin","Pout_Pin","Pout_Nin","Nout_Pin","Nout_Nin","Pout_Pout","Pout_Nout","Nout_Pout","Nout_Nout"
19,1188,0.375,0.12,1.63265306122449,0.4,4.5,15,15,50,15,50,30,25,20,2.5,40,5
20,1188,0.197530864197531,0.0555555555555556,0.326530612244898,0.0555555555555556,3,10,3,10,3,10,12,10,4,0.5,16,2
21,1534,0.140625,0.183673469387755,0.551020408163265,0.75,4.5,0.583333333333333,13.5,2.52,21,24.5,3,0.56,10.5,10.5,0.09375,0.166666666666667
22,1676,0,0,0,0,0,0,0,0,0,0.0413223140495868,0,0,0.01,0,0,0
24,8820,0,0,0,0,0,0,0,0,2.25,0.75,0,0,0,0,0,0
24,532,0,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0
25,1534,0.03,0.037037037037037,0,0,0.122448979591837,0.194444444444444,0,0,0,0,0.375,0.28,0,0,0.0612244897959184,0.0833333333333333
26,1534,0,0,0,0,0,0,0,0,4.5,5.25,4.5,0.583333333333333,2.25,2.25,0.5625,1
27,1188,0,0,0,0,0,0,0,0,0,0,0.244897959183673,0.277777777777778,0,0,0.326530612244898,0.03125
27,2023,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
27,8821,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
20,1192,1.92,1.875,0.979591836734694,1.2,5.5,0.48,5.5,0.48,5.5,3,5.5,0.75,12,7.5,1.92,1.875
26,1192,0,0,0,0,0,0,0,0,0.673469387755102,18,33,18,2.88,2.8125,72,45
29,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,8822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1676,0,0,0,0,0,0,0,0,0.25,1.25,0,0,0.25,0,0,0
31,1676,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0
32,8820,0,0,0,0,0.037037037037037,1,0.25,3,0.21,7,12,4,0,0,0,0
33,8820,0,0,0,0,0,0,0.75,0,1.5,0.5,3,0.16,0,0,0,0
34,1534,0.09375,0.122448979591837,0.183673469387755,0.25,3,0.56,4.5,1.3125,6,7,3,0.56,3,3,0.122448979591837,0.166666666666667
20,1534,0.122448979591837,0.166666666666667,0.122448979591837,0.24,0.333333333333333,0.56,0.48,0.56,0.333333333333333,0.285714285714286,0.333333333333333,0.56,0.24,0.375,0.166666666666667,0.24
19,1192,2,2.8125,9.6,16.6666666666667,0.916666666666667,0.72,6.875,3.75,1.71875,0.9375,0.859375,0.46875,6.66666666666667,6,4.8,4.6875
35,1192,12,10.8,40.5,45,49.5,4.32,74.25,10.125,115.5,63,57.75,5.04,252,157.5,31.5,35
35,1531,0.84375,0,1.6530612244898,0,2,2.16,4.32,5.0625,4.66666666666667,2.57142857142857,3.36,1.75,5.04,0,2.52,0
36,8823,0,0,0,0,2.33333333333333,3.08,0.244897959183673,0.305555555555556,0.375,0.611111111111111,0.73469387755102,0.916666666666667,0,0,0,0
37,8823,0,0,0,0,9,1.32,3,0.6875,51,46.75,21,3.08,0,0,0,0
38,8825,0,0,0,0,0.00510204081632653,0,0.00826446280991736,0,0.0355029585798817,0,0.07,0,0,0,0,0
38,8826,0,0,0,0,0.01,1,0.015625,1,0.06,6,7,7,0,0,0,0
39,8826,0,0,0,0,0.25,0,0.25,0.015625,0.25,0.25,0.25,0.0123456790123457,0,0,0,0
41,8828,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0,0,0
43,8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,8829,0,0,0,0,0,0,0.0330578512396694,0.02,0.0816326530612245,0.08,0,0,0,0,0,0
45,8823,0,0,0,0,0,0,6,0.88,6,5.5,3,0.305555555555556,0,0,0,0
46,8830,0,0,0,0,0,0,0,0,0,0,0.00694444444444444,0.0204081632653061,0,0,0,0
47,8830,0,0,0,0,0.25,0.0204081632653061,0,0,0.5,0.5,0.25,0,0,0,0,0
47,8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8832,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
48,8833,0,0,0,0,0,2,0,10,0,0,0,8,0,0,0,0
48,8834,0,0,0,0,0.0555555555555556,3,0.15625,15,0,0,8,12,0,0,0,0
49,8834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8835,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
51,8836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
52,8836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
53,8837,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0
53,8838,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
54,8838,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
56,8839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,313,4.32,1,4.875,2.88888888888889,2.88,126,2.08,91,1.33333333333333,84,44,77,2,0.96,66,22
58,313,0,0,0,0,0,0,0,0,0,0,8,14,0,0,12,4
59,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,313,0,0,0,0,0,0,0,0,1,1.75,4,1.75,1.5,0.5,1.5,0.5
60,314,0,0,0,0,0,0,0,0,0,1,0,4,0.015625,0,4,0
61,314,0.046875,0,0,0,0,0.0833333333333333,0,0,0,0.0204081632653061,0,0.0277777777777778,0.0123456790123457,0,0.015625,0
62,667,0,0,0,0,0,0,0,0,0,0,0.046875,0.02,0,0,0.0816326530612245,0
63,667,0,0,0,0,0,0,0,0,0.0495867768595041,0.0277777777777778,0.09375,0.0493827160493827,0.163265306122449,0,0.222222222222222,0
64,667,0,0,0,0,0,0,0,0,0.0247933884297521,2,3,2,0.0625,0,4,0
64,320,0,0,0,0,0,0,0,0,1,0,1,0,2,0.25,0.163265306122449,0.0204081632653061
65,8840,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0
65,8841,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0
66,318,0,0,0,0,0,0,0,0,0.166666666666667,17,6,17,0.163265306122449,0.305555555555556,8,11
66,997,0,0,0,0,0,0,0,0,0.5,0.25,0.5,0.0277777777777778,0.25,0.75,0.04,0.1875
67,997,0.0123456790123457,0.046875,0.0555555555555556,0.24,0.02,1,0.111111111111111,2,0.03125,1,6,3,0.0277777777777778,0.12,3,9
67,318,0.0987654320987654,0.224489795918367,0.64,1.375,1.5,17,3,34,1.5,17,18,51,2,2.75,24,33
67,313,0.0740740740740741,0.0246913580246914,0.48,0.16,0.0493827160493827,7,0.222222222222222,14,0.0625,7,12,21,0.24,0.08,18,6
68,4517,0,0,0.0330578512396694,0,0,0,0.0816326530612245,8,0,0,2,4,0,0,2,0
60,318,0,0,0,0,0,0,0,0,0.122448979591837,17,24,68,0.222222222222222,0.44,32,44
61,315,0.122448979591837,0.166666666666667,0,0,0.75,0,0,0,0.25,0,0.25,0,0.5,0.5,0.0555555555555556,0.08
63,320,0,0,0,0,0,0,0,0,2,0,2,0,4,0.5,0.64,0.08
63,319,0,0,0,0,0,0,0,0,7.5,4,7.5,1,4,2.5,0.64,0.4
63,313,0,0,0,0,0,0,0,0,0.125,14,8,14,0.244897959183673,0.111111111111111,12,4
70,313,0,0,0.122448979591837,0.0555555555555556,0,0,1,0.4375,2,3.5,4,0.777777777777778,3,1,0.96,0.32
65,318,0,0,0,0,0,0,0,0,0,17,6,17,0,0,8,11
71,4415,0,0,0,0,0,0,0,0,0.25,0.25,0,0,1.5,0.25,0,0
61,319,0.375,0.306122448979592,0,0,1.25,24,0,0,0.306122448979592,8,15,8,0.163265306122449,0.102040816326531,8,5
73,1818,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0
74,255,0.666666666666667,0.979591836734694,0.888888888888889,1.77777777777778,12,0,16,0,18.5,0,16.5,0,9.25,18.5,1.32,2.64
75,257,1.22448979591837,1.72222222222222,1.22448979591837,2.48,0.555555555555556,1.84,0.555555555555556,2.875,2.22222222222222,7.36,2.8,10.0625,6.66666666666667,9.92,13.125,13.5625
76,3928,0,0,0,0,0.25,0,0,0,0.5,0.5,0.25,0.00826446280991736,0,0.5,0,0.04
77,3928,0,0.00510204081632653,0,0.0204081632653061,0.01,1,0.0204081632653061,1,0,0,1,1,0,0,0,1
78,4198,0,0,0,0,1,0,1,0,1,0,1.75,0,1,1,0,0
79,4198,0,0,0,0,0.84,0,0.489795918367347,0,1.2,0,0.472222222222222,0,0,0,0,0
80,8842,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0
79,8843,0,0,0,0,5.25,0,6,0,7.5,0,4.25,0,0,0,0,0
79,8844,0,0,0,0,5.25,0,6,0,7.5,0,4.25,0,0,0,0,0
81,8845,0,0,0,0,3.75,0,3.25,0,4,0,3.75,0,0,0,0,0
83,8847,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0
83,1790,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
84,1790,0.00444444444444444,0.00510204081632653,0.015625,0.0204081632653061,0,0,0,0,0,0,0,0,0.015625,0.0204081632653061,0,0
74,267,0,0.375,0,0.653061224489796,0.666666666666667,24,2,32,1.48,37,33,33,0,0.755102040816326,33,33
74,257,45,82.6666666666667,106.666666666667,110.222222222222,9.6,552,12.8,736,7.55102040816327,851,330,759,69.375,127.444444444444,990,1023
85,1796,0,0,0,0,0,0,0,0,0.03,3,2,2,0.306122448979592,0.0612244897959184,10,2
86,8848,0,0,0,0,0.5,0,0.75,0,1.5,0,1.5,0,0,0,0,0
79,261,0.328125,0.857142857142857,0.489795918367347,1.33333333333333,15.75,0,18,0,22.5,7.5,12.75,0,7.5,15,0.472222222222222,1.36
79,8849,0,0,0,0,10.5,0,12,0,15,0,8.5,0,0,0,0,0
81,8849,0,0,0,0,7.5,0,6.5,0,8,0,7.5,0,0,0,0,0
87,1795,0,0.0123456790123457,0,0,0.01,0.03125,0,0,0,0,0.037037037037037,0.09375,0,0,0,0.046875
88,1795,0,0.015625,0,0.0204081632653061,0.01,2,0.015625,2,0,0,1,2,0,0,1,1
89,1795,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1
90,383,5.13888888888889,5,11.84,12.5,8.4,15,21,42.6666666666667,13.44,24,10.08,18,11.84,12.5,13.875,16.6666666666667
91,383,5.13888888888889,5,20.8125,14.0625,8.4,240,42,432,2.57142857142857,144,420,480,3.08333333333333,3,370,250
92,383,3.08333333333333,3,1.15625,2,31.5,9,21,3.84,94.5,108,94.5,48,83.25,56.25,20.8125,25
93,8851,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0
94,395,0.0864197530864197,0.142857142857143,0,0,0.5,0.03125,0,0,3,3,2,0.5,10.5,10.5,1.12,3.11111111111111
94,388,0.135802469135802,0.25,0,0,0.224489795918367,16,0,0,1.03125,96,44,64,1.83333333333333,1.10204081632653,44,36
95,388,0,0,0,0,0,0,0,0,0,0,11,16,0,0,11,9
96,388,0,0,0,0,0,0,0,0,2.75,4,2.75,0,2.75,2.25,0,0
98,643,0.0740740740740741,0.03125,0.244897959183673,0.16,3.5,0.09375,7,0.333333333333333,5.25,2.25,5.25,0.140625,2.25,0.75,0.25,0.12
98,8852,0,0,0,0,0.5,0,1,0,0.75,0,0.75,0,0,0,0,0
98,383,1.51020408163265,1.38888888888889,9.25,6.25,21,96,42,192,31.5,144,126,144,27.75,18.75,111,75
99,383,37,44.4444444444444,41.625,50,168,768,189,864,147,672,1176,1344,129.5,87.5,1036,700
100,383,0,0,0,0,0,0,0,0,0,0,42,48,0,0,37,25
101,8853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,8851,0,0,0,0,0,0.0123456790123457,0,0,0,0,0,0.222222222222222,0,0,0,0
104,4949,0.172839506172839,0.285714285714286,0.0416666666666667,0.09375,0.285714285714286,28,0.122448979591837,12,0.0118343195266272,4,14,28,0.02,0.03125,14,14
105,388,0.11,0.183673469387755,0.171875,0.183673469387755,2.75,16,2.75,16,2.75,16,11,16,2.75,2.25,11,9
107,388,0,0,0.515625,1.08,0,0,1.32,3,0.22,0.32,0.305555555555556,0.64,0.34375,0.36734693877551,0.305555555555556,0.5625
107,8854,0,0,0,0,0,0,0.166666666666667,0,0.0330578512396694,0,0.0408163265306122,0,0,0,0,0
107,8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,384,0,0,0.0833333333333333,0,0,0,1.5,0,1,0,0.5,0,0.5,0,0.0625,0
107,383,0,0,4.44,4.6875,0,0,7.875,144,1.03703703703704,96,42,48,2.05555555555556,2,37,25
109,383,1.51020408163265,1.38888888888889,5.13888888888889,5,3.36,96,13.125,240,21,864,546,624,18.5,18,481,325
109,5213,0.08,0.285714285714286,0.2,0.546875,0.122448979591837,0,0.416666666666667,0,1.5,0,1.56,0,1.125,3.5,2.08,10.1111111111111
110,5213,0.0330578512396694,0.109375,0.0987654320987654,0.388888888888889,0.75,0,1.5,0,1.5,0.5,0,0,2,3.5,0,0
111,5213,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,7
112,677,0.546875,1.6,0.285714285714286,1,11.25,15,4.5,6,15.75,21,45,15,12.25,14,35,40
112,685,0.123456790123457,0.3125,0.0625,0.163265306122449,3.75,0.416666666666667,1.5,0.24,5.25,5.25,3.75,0.185185185185185,3.5,7,0.277777777777778,0.555555555555556
112,1259,0,0.0617283950617284,0,0.03125,2.5,0,1,0,3.5,0,2.5,0,0,1.75,0,0.078125
113,8856,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0
114,8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,8858,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
118,8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,8861,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
119,685,0,0,0,0,0,0,0,0,0.75,0.75,1.5,0.06,0.5,1,0.0816326530612245,0.222222222222222
112,8862,0,0,0,0,0.102040816326531,15,0.0555555555555556,6,0.109375,21,5,15,0,0,0,0
112,8863,0,0,0,0,1.25,0,0.5,0,1.75,0,1.25,0,0,0,0,0
112,1577,0.078125,0,0.0408163265306122,0,1.25,0,0.5,0,1.75,0,1.25,0,1.75,0,0.078125,0
112,8864,0,0,0,0,0.555555555555556,5,0.32,2,0.571428571428571,7,20,5,0,0,0,0
120,8864,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
121,8864,0,0,0,0,0,0,0,0,1,0.25,1,0.0123456790123457,0,0,0,0
121,8865,0,0,0,0,0,0,0,0,0.00694444444444444,2,1,2,0,0,0,0
113,677,0.0578512396694215,0.08,0,0,0.140625,0.0612244897959184,0,0,0,0,0,0,0,0,0,0
122,1394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
117,8866,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0
123,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,8867,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
123,8869,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
124,8870,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
125,1579,0,0,0,0,0,0,0,0,0.75,0,0,0,0.75,0,0,0
125,8873,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
125,8874,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
126,8874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,430,2.44,3.8125,3.375,6,7.32,122,10.125,108,6.36,106,123,82,3.3125,5.88888888888889,41,41
127,8875,0,0,0,0,1.69444444444444,183,1.5,162,0.828125,159,41,123,0,0,0,0
128,8875,0,0,0,0,0,0,0.0204081632653061,3,0,0,1,3,0,0,0,0
129,434,1.44444444444444,1.59183673469388,0.984375,1.68,13,65,7,35,22,110,68,85,49.5,33,153,102
129,3716,0,0.26,0,0.172839506172839,0,0,0,0,0,0,0,0,0,0.897959183673469,0,0.944444444444444
129,745,2.16666666666667,3.12,1.16666666666667,1.68,3.25,0,1.75,0,5.5,0,4.25,0,33,33,2.83333333333333,6.375
130,430,0,0,0,0,0,0,0,0,0.122448979591837,0.111111111111111,0.375,0.16,0.0408163265306122,0.0555555555555556,0.08,0.125
131,430,0.25,0.36,0.2,0.3125,6.75,0.72,3.75,1.11111111111111,5.25,3.5,3.75,0.625,1.75,1.75,0.555555555555556,1.25
132,8875,0,0,0,0,0,0,0.5,0.24,0.25,0.75,1.25,0.6,0,0,0,0
127,8876,0,0,0,0,15.25,1.69444444444444,13.5,2.16,13.25,13.25,10.25,1.13888888888889,0,0,0,0
133,8876,0,0,0,0,0.111111111111111,4,0.0277777777777778,1,0.015625,1,1,1,0,0,0,0
134,8877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,8878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,434,0.222222222222222,0.333333333333333,0,0,0.125,10,0,0,0,0,8,10,0,0,18,12
129,752,0.322314049586777,1.59183673469388,0.173553719008264,2.625,3.25,0,1.75,0,5.5,0,4.25,0,16.5,33,2.04,11.3333333333333
129,447,0,0,0,0,3.25,0,1.75,0,5.5,0,4.25,0,0,0,0,0
129,1093,0,0,0,0,0.320987654320988,104,0.21875,56,0.44,176,34,136,0,0,0,0
137,1092,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0,0.08
127,980,2.48979591836735,0,3,0,0,61,0,54,0,53,0,41,2.16326530612245,0,82,0
127,445,7.625,11.4375,4.32,10.125,30.5,1.69444444444444,27,2.16,26.5,13.25,20.5,0.640625,26.5,39.75,9.11111111111111,13.6666666666667
139,439,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0
140,341,1.91666666666667,2.16,0,0,21,3.72,0,0,28,31,0,0,23,18,0,0
141,350,0,0,0,0,0,0,0,0,33,35.25,11,1.30555555555556,42,32.25,3.5,4.77777777777778
142,8879,0,0,0,0,0,1,0,2,0,2,0,6,0,0,0,0
143,8879,0,0,0,0,0,0.0408163265306122,0,0,0,0.015625,0,0.0625,0,0,0,0
143,8880,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,0
144,345,0.0510204081632653,0.104166666666667,0.0246913580246914,0.0612244897959184,0.3125,0.306122448979592,0.0625,0.0612244897959184,0,0,0,0,0,0,0,0
145,345,0.0236686390532544,0.0495867768595041,0,0,2,6,0,0,1,3,4,3,0.5,0.75,2,3
146,1550,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2
140,342,1.33333333333333,1.8,0,0,2.25,3.24,0,0,4.32,6.75,0,0,2.56,3.75,0,0
147,350,0.875,0.877551020408163,6.72,14.3333333333333,1.22222222222222,47,5.28,141,1.76,47,88,94,2.24,2.6875,112,86
147,3702,0,0,0,0,1.5,0.0555555555555556,4.5,0.24,1.5,0.5,3,0.444444444444444,0,0,0,0
148,3702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3702,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0
140,4061,0.046875,0.122448979591837,0,0,0.0612244897959184,0,0,0,0.111111111111111,0,0,0,0.111111111111111,0.32,0,0
140,3702,0,0,0,0,4.5,0.166666666666667,0,0,6,2,0,0,0,0,0,0
140,343,0,0.0740740740740741,0,0,6.75,0.666666666666667,0,0,9,8,0,0,0,2,0,0
141,343,0,0,0,0,0,0,0,0,0.75,24,9,8,0,0.166666666666667,0,2
150,344,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,4
151,1541,0,0.0612244897959184,0,0,0,1,0,0,0,0,0,1,0,0,0,3
152,1661,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
143,1661,0,0,0,0,1.5,0,0,0,0.75,0.25,0.75,0,0,0,0,0
143,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3702,0,0,0,0,3,0.16,1.5,0.125,18,6,7.5,0.625,0,0,0,0
141,3702,0,0,0,0,0,0,0,0,4.5,1.5,1.5,0.0408163265306122,0,0,0,0
156,1741,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
157,301,0.04,0.0833333333333333,0.125,0.24,1,2,2,4,2,4,8,4,0.5,1.5,2,6
158,301,0.08,0.166666666666667,0.0277777777777778,0.0612244897959184,2,0.25,1,0.0555555555555556,3,1.5,0,0,0.75,2.25,0,0
159,301,0,0,0,0,0,0,0,0,1,0.5,1,0.125,0.25,0.75,0.111111111111111,0.12
160,302,0.918367346938776,1,0.306122448979592,0.244897959183673,0.916666666666667,24,0.224489795918367,8,0,0,55,40,0,0,75,60
161,8883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,304,0.01,0,0,0,0.5,0.046875,0,0,0.5,0.75,1,0.09375,0.25,0.25,0.0246913580246914,0
163,304,0,0,0.0246913580246914,0,0,0,0.0816326530612245,0.166666666666667,0.0625,0.09375,0,0,0.02,0,0,0
164,305,0,0,0,0,0,0,0,0,0,0,2,4,0,0,5,5
165,305,0,0,0,0,0,0,0,0,0.0165289256198347,4,2,4,0.078125,0.2,5,5
166,305,0.3125,0.246913580246914,0.3125,0.3125,2,0.64,2,1,0.5,1,2,0.444444444444444,1.25,1.25,0.8,0.408163265306122
167,618,0,0,0,0,4.25,0,4,0,4,0,3,0,0,4,0,0
168,309,0,0,0,0,0.416666666666667,0.6,0.75,0.75,0.694444444444444,1,0.388888888888889,0.56,0,0,0,0
169,309,0,0,0,0,0.166666666666667,6,0.24,6,0.03125,2,5,5,0,0,0,0
169,303,0.148148148148148,0.244897959183673,0.1875,0.48,0.666666666666667,18,0.96,18,0.125,6,20,15,0.0625,0.0816326530612245,10,10
170,303,0.271604938271605,1.375,0.15625,0.204081632653061,11,1.32,5,0.6,11,8.25,5,0.6,5.5,5.5,0.204081632653061,0.277777777777778
171,8884,0,0,0,0,0.25,0,0,0,1,0,0.25,0,0,0,0,0
172,8884,0,0,0,0,0.166666666666667,0,0.0833333333333333,0,0,0,0.0118343195266272,0,0,0,0,0
173,301,0,0,0,0,0,0,0,0,0.0987654320987654,4,8,4,0.0555555555555556,0.122448979591837,2,6
173,8885,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.03125,0,0,0,0
160,8885,0,0,0,0,0.037037037037037,3,0.0123456790123457,1,0,0,5,5,0,0,0,0
160,308,0,0.0833333333333333,0,0.0204081632653061,0.166666666666667,6,0.0408163265306122,2,0,0,10,10,0,0,0,5
174,308,0,0,0,0.0204081632653061,0,0,0.0408163265306122,0.0408163265306122,0.111111111111111,0.0625,0.111111111111111,0.0816326530612245,0,0.0555555555555556,0,0.0555555555555556
160,8886,0,0,0,0,0,6,0,2,0,0,0,10,0,0,0,0
175,8886,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
175,305,0.102040816326531,0.05,0,0,0.0246913580246914,0.0625,0,0,0,0,0.0408163265306122,0.111111111111111,0,0,0.078125,0.078125
176,305,0.78125,0.78125,0.703125,0.703125,0.555555555555556,40,0.72,36,0.1875,24,8,16,0.833333333333333,1.2,20,20
176,306,0,0.1,0,0.111111111111111,0.612244897959184,0.277777777777778,0.75,0.36,0.36734693877551,0.09375,0.148148148148148,0.0816326530612245,0,0.09375,0,0.0625
167,309,0,0,0,0,4.25,1.0625,4,1,4,4,3,0.48,0,0,0,0
167,301,0.346938775510204,2.04,0.64,3,17,0.944444444444444,16,2,16,8,12,1.5,4,12,0.48,2.25
167,302,10.2,12.75,15,21.3333333333333,46.75,5.44,44,14.2222222222222,44,32,33,10.6666666666667,60,48,11.25,9
170,308,0,0.44,0,0.2,5.5,0.88,2.5,0.625,5.5,5.5,2.5,0.15625,0,2.75,0,0.3125
170,8887,0,0,0,0,0,11,0,5,0,11,0,5,0,0,0,0
